
Predictions were generated on 23-Jul-2020 at 12:26:53 using AA 
 AeroAcoustics
Number of observers      :    2
Number of frequencies    :   34
     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      	Obs2_Freq10         	Obs2_Freq12.5       	Obs2_Freq16         	Obs2_Freq20         	Obs2_Freq25         	Obs2_Freq31.5       	Obs2_Freq40         	Obs2_Freq50         	Obs2_Freq63         	Obs2_Freq80         	Obs2_Freq100        	Obs2_Freq125        	Obs2_Freq160        	Obs2_Freq200        	Obs2_Freq250        	Obs2_Freq315        	Obs2_Freq400        	Obs2_Freq500        	Obs2_Freq630        	Obs2_Freq800        	Obs2_Freq1000       	Obs2_Freq1250       	Obs2_Freq1600       	Obs2_Freq2000       	Obs2_Freq2500       	Obs2_Freq3150       	Obs2_Freq4000       	Obs2_Freq5000       	Obs2_Freq6300       	Obs2_Freq8000       	Obs2_Freq10000      	Obs2_Freq12500      	Obs2_Freq16000      	Obs2_Freq20000      
         0.9000	  7.309678E+001	  7.216907E+001	  7.103490E+001	  6.990742E+001	  6.867764E+001	  6.729134E+001	  6.573615E+001	  6.417788E+001	  6.248064E+001	  6.067992E+001	  5.893756E+001	  5.701612E+001	  5.462835E+001	  5.233469E+001	  4.994165E+001	  4.761568E+001	  4.530610E+001	  4.323455E+001	  4.113926E+001	  3.903531E+001	  3.711655E+001	  3.493304E+001	  3.234433E+001	  3.017708E+001	  2.817156E+001	  2.608420E+001	  2.389994E+001	  2.192172E+001	  1.986793E+001	  1.767891E+001	  1.554144E+001	  1.329388E+001	  1.065817E+001	  8.121889E+000	  5.519677E+001	  5.431508E+001	  5.323505E+001	  5.216006E+001	  5.098626E+001	  4.966053E+001	  4.816717E+001	  4.665912E+001	  4.499180E+001	  4.319690E+001	  4.153986E+001	  3.987948E+001	  3.771913E+001	  3.541494E+001	  3.303838E+001	  3.061303E+001	  2.816045E+001	  2.597518E+001	  2.384457E+001	  2.183882E+001	  2.011497E+001	  1.819066E+001	  1.569974E+001	  1.366471E+001	  1.181857E+001	  9.890032E+000	  7.840440E+000	  5.970665E+000	  4.008198E+000	  1.891779E+000	 -1.957913E-001	 -2.408638E+000	 -5.021319E+000	 -7.548444E+000
         1.0000	  7.310317E+001	  7.217481E+001	  7.103990E+001	  6.991169E+001	  6.868096E+001	  6.729309E+001	  6.573479E+001	  6.416939E+001	  6.245481E+001	  6.061667E+001	  5.886585E+001	  5.699181E+001	  5.463100E+001	  5.229082E+001	  4.983536E+001	  4.741405E+001	  4.500240E+001	  4.285952E+001	  4.073965E+001	  3.869152E+001	  3.688557E+001	  3.482964E+001	  3.232911E+001	  3.027394E+001	  2.839481E+001	  2.643405E+001	  2.436467E+001	  2.246517E+001	  2.046309E+001	  1.830121E+001	  1.616988E+001	  1.391354E+001	  1.125398E+001	  8.685855E+000	  5.501480E+001	  5.413098E+001	  5.304876E+001	  5.197196E+001	  5.079654E+001	  4.946925E+001	  4.797386E+001	  4.646157E+001	  4.478253E+001	  4.295311E+001	  4.122700E+001	  3.952903E+001	  3.747622E+001	  3.527580E+001	  3.289875E+001	  3.051396E+001	  2.809481E+001	  2.591327E+001	  2.376443E+001	  2.173335E+001	  1.997814E+001	  1.797268E+001	  1.546725E+001	  1.342118E+001	  1.156155E+001	  9.618679E+000	  7.553110E+000	  5.669782E+000	  3.695529E+000	  1.569575E+000	 -5.243706E-001	 -2.741116E+000	 -5.355242E+000	 -7.881145E+000
         1.1000	  7.302278E+001	  7.209544E+001	  7.096195E+001	  6.983531E+001	  6.860640E+001	  6.722037E+001	  6.566283E+001	  6.409513E+001	  6.236900E+001	  6.050629E+001	  5.872911E+001	  5.687255E+001	  5.460804E+001	  5.234076E+001	  4.992080E+001	  4.753305E+001	  4.514148E+001	  4.299596E+001	  4.086346E+001	  3.880652E+001	  3.699440E+001	  3.494606E+001	  3.242346E+001	  3.035265E+001	  2.846053E+001	  2.648738E+001	  2.440547E+001	  2.249938E+001	  2.049496E+001	  1.833436E+001	  1.620711E+001	  1.395727E+001	  1.130733E+001	  8.749757E+000	  5.472155E+001	  5.383756E+001	  5.275563E+001	  5.167961E+001	  5.050553E+001	  4.918022E+001	  4.768704E+001	  4.617562E+001	  4.449191E+001	  4.263927E+001	  4.085549E+001	  3.908328E+001	  3.709182E+001	  3.504600E+001	  3.267467E+001	  3.034424E+001	  2.797495E+001	  2.580879E+001	  2.364376E+001	  2.157911E+001	  1.978509E+001	  1.767159E+001	  1.515170E+001	  1.309602E+001	  1.122492E+001	  9.267108E+000	  7.186382E+000	  5.291217E+000	  3.307613E+000	  1.175289E+000	 -9.215714E-001	 -3.138526E+000	 -5.750206E+000	 -8.271984E+000
         1.2000	  7.293606E+001	  7.201058E+001	  7.087924E+001	  6.975460E+001	  6.852757E+001	  6.714291E+001	  6.558525E+001	  6.401414E+001	  6.227978E+001	  6.040552E+001	  5.862927E+001	  5.677786E+001	  5.452906E+001	  5.230248E+001	  4.988359E+001	  4.750720E+001	  4.512090E+001	  4.297156E+001	  4.083122E+001	  3.876362E+001	  3.694145E+001	  3.486273E+001	  3.233673E+001	  3.025795E+001	  2.835701E+001	  2.637616E+001	  2.428547E+001	  2.237354E+001	  2.036583E+001	  1.820441E+001	  1.607839E+001	  1.383139E+001	  1.118612E+001	  8.633850E+000	  5.450303E+001	  5.362162E+001	  5.254311E+001	  5.147077E+001	  5.030097E+001	  4.898075E+001	  4.749370E+001	  4.598780E+001	  4.430963E+001	  4.245822E+001	  4.066726E+001	  3.887445E+001	  3.688508E+001	  3.488274E+001	  3.250583E+001	  3.020682E+001	  2.786199E+001	  2.570445E+001	  2.353292E+001	  2.144671E+001	  1.962440E+001	  1.742708E+001	  1.489409E+001	  1.283022E+001	  1.095343E+001	  8.989659E+000	  6.905962E+000	  5.010849E+000	  3.029139E+000	  9.000992E-001	 -1.192824E+000	 -3.405377E+000	 -6.012147E+000	 -8.529903E+000
         1.3000	  7.274987E+001	  7.182314E+001	  7.069046E+001	  6.956459E+001	  6.833622E+001	  6.694968E+001	  6.538832E+001	  6.380984E+001	  6.205662E+001	  6.013592E+001	  5.830237E+001	  5.645290E+001	  5.430717E+001	  5.217223E+001	  4.979019E+001	  4.744887E+001	  4.508714E+001	  4.293765E+001	  4.078557E+001	  3.870766E+001	  3.687525E+001	  3.476128E+001	  3.223056E+001	  3.014679E+001	  2.823494E+001	  2.623843E+001	  2.412836E+001	  2.219959E+001	  2.017770E+001	  1.800567E+001	  1.587350E+001	  1.362380E+001	  1.097919E+001	  8.430443E+000	  5.436721E+001	  5.348822E+001	  5.241279E+001	  5.134370E+001	  5.017767E+001	  4.886191E+001	  4.737978E+001	  4.587886E+001	  4.420422E+001	  4.234960E+001	  4.054083E+001	  3.870294E+001	  3.669990E+001	  3.477654E+001	  3.243410E+001	  3.016423E+001	  2.784848E+001	  2.570331E+001	  2.352423E+001	  2.141251E+001	  1.956093E+001	  1.728949E+001	  1.474569E+001	  1.267297E+001	  1.078836E+001	  8.816098E+000	  6.724419E+000	  4.823979E+000	  2.838831E+000	  7.083190E-001	 -1.384123E+000	 -3.594555E+000	 -6.197403E+000	 -8.710562E+000
         1.4000	  7.256210E+001	  7.163208E+001	  7.049568E+001	  6.936633E+001	  6.813431E+001	  6.674371E+001	  6.517738E+001	  6.359234E+001	  6.182564E+001	  5.987218E+001	  5.797177E+001	  5.604226E+001	  5.395363E+001	  5.198528E+001	  4.967202E+001	  4.736545E+001	  4.504256E+001	  4.290528E+001	  4.074274E+001	  3.864877E+001	  3.680622E+001	  3.466185E+001	  3.213879E+001	  3.005775E+001	  2.813922E+001	  2.612750E+001	  2.399577E+001	  2.204528E+001	  2.000294E+001	  1.781398E+001	  1.567059E+001	  1.341422E+001	  1.076722E+001	  8.220292E+000	  5.446192E+001	  5.358740E+001	  5.251725E+001	  5.145333E+001	  5.029290E+001	  4.898346E+001	  4.750828E+001	  4.601371E+001	  4.434410E+001	  4.248830E+001	  4.066486E+001	  3.878172E+001	  3.674369E+001	  3.488744E+001	  3.260671E+001	  3.035652E+001	  2.806432E+001	  2.593131E+001	  2.374643E+001	  2.161038E+001	  1.973202E+001	  1.740242E+001	  1.484920E+001	  1.276733E+001	  1.087512E+001	  8.896024E+000	  6.796151E+000	  4.889744E+000	  2.900379E+000	  7.676049E-001	 -1.324926E+000	 -3.533455E+000	 -6.132009E+000	 -8.639538E+000
         1.5000	  7.250416E+001	  7.157326E+001	  7.043579E+001	  6.930535E+001	  6.807211E+001	  6.667999E+001	  6.511178E+001	  6.352375E+001	  6.175408E+001	  5.979338E+001	  5.788274E+001	  5.593603E+001	  5.384297E+001	  5.190321E+001	  4.960599E+001	  4.730370E+001	  4.498645E+001	  4.285163E+001	  4.068864E+001	  3.859274E+001	  3.675098E+001	  3.460097E+001	  3.208544E+001	  3.000780E+001	  2.808963E+001	  2.607634E+001	  2.394002E+001	  2.198456E+001	  1.993772E+001	  1.774541E+001	  1.560020E+001	  1.334325E+001	  1.069688E+001	  8.151525E+000	  5.469839E+001	  5.383134E+001	  5.276983E+001	  5.171416E+001	  5.056250E+001	  4.926267E+001	  4.779794E+001	  4.631298E+001	  4.465397E+001	  4.280628E+001	  4.098789E+001	  3.910419E+001	  3.706583E+001	  3.521442E+001	  3.292128E+001	  3.067858E+001	  2.838889E+001	  2.625451E+001	  2.406434E+001	  2.191752E+001	  2.002656E+001	  1.766585E+001	  1.510023E+001	  1.300915E+001	  1.111338E+001	  9.134940E+000	  7.037113E+000	  5.135596E+000	  3.152814E+000	  1.027280E+000	 -1.058590E+000	 -3.260770E+000	 -5.852781E+000	 -8.354861E+000
         1.6000	  7.247547E+001	  7.154466E+001	  7.040725E+001	  6.927681E+001	  6.804350E+001	  6.665118E+001	  6.508255E+001	  6.349430E+001	  6.172355E+001	  5.976264E+001	  5.785356E+001	  5.591234E+001	  5.381913E+001	  5.186488E+001	  4.955620E+001	  4.725215E+001	  4.493131E+001	  4.279475E+001	  4.063285E+001	  3.854014E+001	  3.670214E+001	  3.455226E+001	  3.203955E+001	  2.996333E+001	  2.804637E+001	  2.603458E+001	  2.389897E+001	  2.194436E+001	  1.989874E+001	  1.770790E+001	  1.556412E+001	  1.330852E+001	  1.066353E+001	  8.119268E+000	  5.481536E+001	  5.395520E+001	  5.290179E+001	  5.185402E+001	  5.071086E+001	  4.942052E+001	  4.796634E+001	  4.649192E+001	  4.484378E+001	  4.300707E+001	  4.119735E+001	  3.931967E+001	  3.728469E+001	  3.543527E+001	  3.314239E+001	  3.090574E+001	  2.861776E+001	  2.648242E+001	  2.428928E+001	  2.213802E+001	  2.024171E+001	  1.786966E+001	  1.529257E+001	  1.319648E+001	  1.130033E+001	  9.322849E+000	  7.228831E+000	  5.333245E+000	  3.357361E+000	  1.238792E+000	 -8.411139E-001	 -3.038086E+000	 -5.625425E+000	 -8.124393E+000
         1.7000	  7.240753E+001	  7.147573E+001	  7.033718E+001	  6.920567E+001	  6.797123E+001	  6.657772E+001	  6.500777E+001	  6.341853E+001	  6.164614E+001	  5.968379E+001	  5.777150E+001	  5.582020E+001	  5.369296E+001	  5.173270E+001	  4.947291E+001	  4.718341E+001	  4.487016E+001	  4.274263E+001	  4.058637E+001	  3.849154E+001	  3.664883E+001	  3.449192E+001	  3.198244E+001	  2.990972E+001	  2.799401E+001	  2.598057E+001	  2.384189E+001	  2.188309E+001	  1.983259E+001	  1.763693E+001	  1.548937E+001	  1.323099E+001	  1.058413E+001	  8.039191E+000	  5.483763E+001	  5.398234E+001	  5.293479E+001	  5.189281E+001	  5.075601E+001	  4.947289E+001	  4.802683E+001	  4.656058E+001	  4.492080E+001	  4.309309E+001	  4.128879E+001	  3.940988E+001	  3.735223E+001	  3.550354E+001	  3.326948E+001	  3.104613E+001	  2.876208E+001	  2.663199E+001	  2.444177E+001	  2.228851E+001	  2.038856E+001	  1.802598E+001	  1.544349E+001	  1.334862E+001	  1.145446E+001	  9.475900E+000	  7.382686E+000	  5.487958E+000	  3.512570E+000	  1.394267E+000	 -6.853805E-001	 -2.882036E+000	 -5.469084E+000	 -7.968060E+000
         1.8000	  7.235727E+001	  7.142467E+001	  7.028517E+001	  6.915277E+001	  6.791738E+001	  6.652287E+001	  6.495194E+001	  6.336177E+001	  6.158871E+001	  5.962544E+001	  5.771241E+001	  5.576033E+001	  5.363112E+001	  5.166800E+001	  4.940846E+001	  4.712377E+001	  4.481157E+001	  4.268599E+001	  4.053242E+001	  3.844064E+001	  3.660033E+001	  3.444581E+001	  3.194012E+001	  2.987213E+001	  2.795976E+001	  2.594739E+001	  2.380979E+001	  2.185098E+001	  1.979964E+001	  1.760255E+001	  1.545335E+001	  1.319313E+001	  1.054409E+001	  7.997067E+000	  5.493891E+001	  5.408641E+001	  5.304202E+001	  5.200298E+001	  5.086917E+001	  4.958918E+001	  4.814635E+001	  4.668290E+001	  4.504623E+001	  4.322157E+001	  4.142074E+001	  3.954939E+001	  3.749929E+001	  3.563889E+001	  3.340666E+001	  3.117644E+001	  2.888036E+001	  2.674397E+001	  2.455443E+001	  2.241056E+001	  2.052339E+001	  1.820655E+001	  1.562583E+001	  1.353655E+001	  1.164774E+001	  9.672168E+000	  7.583794E+000	  5.692764E+000	  3.719936E+000	  1.602988E+000	 -4.765142E-001	 -2.674096E+000	 -5.263382E+000	 -7.765435E+000
