
Predictions were generated on 05-Nov-2019 at 08:39:54 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #02: AWT-27CR2 with many DOFs with startup and shutdown and steady wind

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	Spn1ALxb1 	Spn1ALyb1 	Spn1ALzb1 	RotSpeed  	LSSGagVxa 	RootFxb1  	RootFyb1  	RootFxb2  	RootFyb2  	RootMIP2  	RootMOoP2 	Spn1MLxb1 	Spn1MLyb1 	RotTorq   	LSSTipMys 	LSSTipMzs 	LSSGagMya 	LSSGagMza 	HSShftTq  	HSSBrTq   	HSShftPwr 	GenTq     	GenPwr    
    5.6400	 1.200E+01	-0.000E+00	 0.000E+00	-1.251E-01	-9.005E-05	-9.287E-02	 1.837E-01	 1.837E-01	 3.464E+00	-3.763E-01	 3.107E+00	 1.783E-01	-1.259E+00	 1.630E+01	-1.569E-01	 4.065E+00	-4.521E-03	 3.339E+00	-4.131E-01	 7.831E+00	-9.126E-01	-2.010E-04	 0.000E+00	-8.698E-05	 0.000E+00	 0.000E+00
    5.6800	 1.200E+01	-0.000E+00	 0.000E+00	-1.134E-01	 1.585E-03	-8.802E-02	 1.836E-01	 1.836E-01	 3.466E+00	-3.795E-01	 3.111E+00	 1.815E-01	-1.275E+00	 1.630E+01	-1.529E-01	 4.061E+00	-1.012E-02	 3.330E+00	-4.164E-01	 7.821E+00	-9.211E-01	-4.499E-04	 0.000E+00	-1.946E-04	 0.000E+00	 0.000E+00
    5.7200	 1.200E+01	-0.000E+00	 0.000E+00	-1.009E-01	 3.434E-03	-8.076E-02	 1.834E-01	 1.835E-01	 3.467E+00	-3.828E-01	 3.114E+00	 1.846E-01	-1.290E+00	 1.631E+01	-1.490E-01	 4.061E+00	-1.373E-02	 3.321E+00	-4.209E-01	 7.811E+00	-9.308E-01	-6.102E-04	 0.000E+00	-2.638E-04	 0.000E+00	 0.000E+00
    5.7600	 1.200E+01	-0.000E+00	 0.000E+00	-8.837E-02	 5.378E-03	-7.150E-02	 1.833E-01	 1.833E-01	 3.469E+00	-3.862E-01	 3.118E+00	 1.876E-01	-1.303E+00	 1.633E+01	-1.452E-01	 4.067E+00	-1.538E-02	 3.311E+00	-4.266E-01	 7.800E+00	-9.416E-01	-6.838E-04	 0.000E+00	-2.953E-04	 0.000E+00	 0.000E+00
    5.8000	 1.200E+01	-0.000E+00	 0.000E+00	-7.552E-02	 7.402E-03	-6.082E-02	 1.831E-01	 1.831E-01	 3.471E+00	-3.897E-01	 3.121E+00	 1.905E-01	-1.316E+00	 1.635E+01	-1.414E-01	 4.075E+00	-1.588E-02	 3.300E+00	-4.331E-01	 7.788E+00	-9.531E-01	-7.059E-04	 0.000E+00	-3.045E-04	 0.000E+00	 0.000E+00
    5.8400	 1.200E+01	-0.000E+00	 0.000E+00	-6.166E-02	 9.517E-03	-4.944E-02	 1.829E-01	 1.829E-01	 3.473E+00	-3.930E-01	 3.125E+00	 1.935E-01	-1.329E+00	 1.638E+01	-1.376E-01	 4.083E+00	-1.644E-02	 3.289E+00	-4.396E-01	 7.776E+00	-9.645E-01	-7.306E-04	 0.000E+00	-3.148E-04	 0.000E+00	 0.000E+00
    5.8800	 1.200E+01	-0.000E+00	 0.000E+00	-4.619E-02	 1.173E-02	-3.808E-02	 1.826E-01	 1.826E-01	 3.473E+00	-3.963E-01	 3.127E+00	 1.964E-01	-1.343E+00	 1.639E+01	-1.336E-01	 4.087E+00	-1.820E-02	 3.276E+00	-4.454E-01	 7.763E+00	-9.751E-01	-8.090E-04	 0.000E+00	-3.482E-04	 0.000E+00	 0.000E+00
    5.9200	 1.200E+01	-0.000E+00	 0.000E+00	-2.916E-02	 1.399E-02	-2.748E-02	 1.824E-01	 1.824E-01	 3.472E+00	-3.995E-01	 3.128E+00	 1.995E-01	-1.357E+00	 1.639E+01	-1.294E-01	 4.085E+00	-2.185E-02	 3.264E+00	-4.501E-01	 7.749E+00	-9.846E-01	-9.711E-04	 0.000E+00	-4.173E-04	 0.000E+00	 0.000E+00
    5.9600	 1.200E+01	-0.000E+00	 0.000E+00	-1.157E-02	 1.620E-02	-1.826E-02	 1.821E-01	 1.821E-01	 3.470E+00	-4.026E-01	 3.128E+00	 2.027E-01	-1.372E+00	 1.638E+01	-1.251E-01	 4.077E+00	-2.734E-02	 3.250E+00	-4.537E-01	 7.734E+00	-9.929E-01	-1.215E-03	 0.000E+00	-5.212E-04	 0.000E+00	 0.000E+00
    6.0000	 1.200E+01	-0.000E+00	 0.000E+00	 4.772E-03	 1.821E-02	-1.092E-02	 1.817E-01	 1.817E-01	 3.468E+00	-4.056E-01	 3.128E+00	 2.059E-01	-1.388E+00	 1.637E+01	-1.207E-01	 4.067E+00	-3.395E-02	 3.236E+00	-4.567E-01	 7.718E+00	-1.000E+00	-1.509E-03	 0.000E+00	-6.460E-04	-1.104E+01	-3.045E+03
    6.0400	 1.200E+01	-0.000E+00	 0.000E+00	 1.617E-01	-2.782E+01	-9.658E-02	 1.795E+00	 2.469E+00	 4.697E+00	 1.038E+01	 4.361E+00	 1.286E+01	-8.940E+01	 2.460E+01	-2.411E+01	 3.783E+00	-1.636E+02	-4.506E+00	 9.767E+01	 7.772E+00	 9.672E+01	-7.273E+00	 0.000E+00	-4.230E+01	-1.131E+01	-3.046E+03
    6.0800	 1.200E+01	-0.000E+00	 0.000E+00	 6.300E+00	-2.898E+01	-6.076E-01	 3.369E+00	 3.397E+00	 3.524E+00	 1.110E+01	 3.262E+00	 1.347E+01	-9.574E+01	 1.801E+01	-2.558E+01	 3.127E+00	-1.740E+02	-6.153E+00	 1.048E+02	 7.614E+00	 1.042E+02	-7.734E+00	 0.000E+00	-6.191E+01	-1.142E+01	-3.046E+03
    6.1200	 1.200E+01	-0.000E+00	 0.000E+00	 3.382E+00	-2.119E+01	-1.305E+00	 5.153E+00	 4.920E+00	 3.299E+00	 7.584E+00	 3.094E+00	 9.028E+00	-5.868E+01	 1.396E+01	-1.526E+01	 1.432E+00	-1.102E+02	-4.067E+00	 6.697E+01	 7.544E+00	 6.635E+01	-4.898E+00	 0.000E+00	-5.677E+01	-1.160E+01	-3.045E+03
    6.1600	 1.200E+01	-0.000E+00	 0.000E+00	 5.525E-01	-2.114E+01	-2.233E+00	 6.854E+00	 6.895E+00	 3.611E+00	 7.433E+00	 3.343E+00	 9.860E+00	-6.501E+01	 1.429E+01	-1.633E+01	-6.860E-02	-1.179E+02	-6.593E+00	 7.089E+01	 7.277E+00	 6.997E+01	-5.238E+00	 0.000E+00	-8.510E+01	-1.184E+01	-3.043E+03
    6.2000	 1.200E+01	-0.000E+00	 0.000E+00	 5.834E+00	-2.375E+01	-3.453E+00	 8.532E+00	 8.631E+00	 2.794E+00	 8.583E+00	 2.521E+00	 1.205E+01	-8.323E+01	 1.083E+01	-1.921E+01	-1.698E-01	-1.441E+02	-1.189E+01	 8.604E+01	 6.693E+00	 8.550E+01	-6.402E+00	 0.000E+00	-1.302E+02	-1.206E+01	-3.039E+03
    6.2400	 1.200E+01	-0.000E+00	 0.000E+00	 5.399E+00	-2.548E+01	-4.841E+00	 1.026E+01	 1.026E+01	 3.011E+00	 9.064E+00	 2.896E+00	 1.178E+01	-8.025E+01	 1.309E+01	-1.992E+01	 3.250E-01	-1.434E+02	-1.604E+01	 8.626E+01	 6.223E+00	 8.662E+01	-6.375E+00	 0.000E+00	-1.541E+02	-1.226E+01	-3.035E+03
    6.2800	 1.200E+01	-0.000E+00	 0.000E+00	 2.846E+00	-2.521E+01	-6.751E+00	 1.206E+01	 1.203E+01	 3.632E+00	 8.603E+00	 3.694E+00	 1.133E+01	-7.500E+01	 1.806E+01	-1.945E+01	 1.257E+00	-1.361E+02	-1.985E+01	 8.090E+01	 5.450E+00	 8.192E+01	-6.050E+00	 0.000E+00	-1.715E+02	-1.249E+01	-3.028E+03
    6.3200	 1.200E+01	-0.000E+00	 0.000E+00	 4.718E+00	-2.408E+01	-9.019E+00	 1.389E+01	 1.390E+01	 3.495E+00	 7.889E+00	 3.672E+00	 1.238E+01	-8.240E+01	 1.994E+01	-1.793E+01	 2.638E+00	-1.394E+02	-2.534E+01	 7.936E+01	 4.256E+00	 8.136E+01	-6.196E+00	 0.000E+00	-2.030E+02	-1.273E+01	-3.019E+03
    6.3600	 1.200E+01	-0.000E+00	 0.000E+00	 4.901E+00	-2.546E+01	-1.129E+01	 1.572E+01	 1.575E+01	 3.699E+00	 8.179E+00	 4.062E+00	 1.319E+01	-8.849E+01	 2.353E+01	-1.868E+01	 3.628E+00	-1.477E+02	-3.311E+01	 8.123E+01	 2.988E+00	 8.562E+01	-6.565E+00	 0.000E+00	-2.437E+02	-1.296E+01	-3.007E+03
    6.4000	 1.200E+01	-0.000E+00	 0.000E+00	 4.504E+00	-2.808E+01	-1.415E+01	 1.757E+01	 1.759E+01	 3.951E+00	 8.950E+00	 4.593E+00	 1.315E+01	-8.664E+01	 2.700E+01	-2.116E+01	 3.863E+00	-1.523E+02	-4.174E+01	 8.097E+01	 1.283E+00	 8.899E+01	-6.769E+00	 0.000E+00	-2.805E+02	-1.319E+01	-2.992E+03
    6.4400	 1.200E+01	-0.000E+00	 0.000E+00	 6.568E+00	-2.853E+01	-1.784E+01	 1.943E+01	 1.944E+01	 3.522E+00	 8.870E+00	 4.430E+00	 1.355E+01	-8.801E+01	 2.658E+01	-2.142E+01	 3.438E+00	-1.548E+02	-4.986E+01	 7.637E+01	-1.130E+00	 8.861E+01	-6.879E+00	 0.000E+00	-3.152E+02	-1.342E+01	-2.973E+03
    6.4800	 1.200E+01	-0.000E+00	 0.000E+00	 7.719E+00	-2.847E+01	-2.180E+01	 2.128E+01	 2.132E+01	 3.085E+00	 8.528E+00	 4.271E+00	 1.458E+01	-9.526E+01	 2.576E+01	-2.059E+01	 2.372E+00	-1.611E+02	-5.880E+01	 7.093E+01	-3.931E+00	 8.887E+01	-7.162E+00	 0.000E+00	-3.597E+02	-1.364E+01	-2.950E+03
    6.5200	 1.200E+01	-0.000E+00	 0.000E+00	 8.689E+00	-3.052E+01	-2.608E+01	 2.310E+01	 2.314E+01	 2.730E+00	 9.037E+00	 4.330E+00	 1.528E+01	-9.941E+01	 2.562E+01	-2.190E+01	 1.087E+00	-1.705E+02	-6.955E+01	 6.565E+01	-7.075E+00	 9.191E+01	-7.576E+00	 0.000E+00	-4.131E+02	-1.384E+01	-2.921E+03
    6.5600	 1.200E+01	-0.000E+00	 0.000E+00	 1.137E+01	-3.303E+01	-3.127E+01	 2.487E+01	 2.491E+01	 2.144E+00	 9.801E+00	 4.217E+00	 1.550E+01	-9.946E+01	 2.509E+01	-2.412E+01	 6.630E-02	-1.781E+02	-7.970E+01	 5.726E+01	-1.079E+01	 9.389E+01	-7.915E+00	 0.000E+00	-4.645E+02	-1.401E+01	-2.888E+03
    6.6000	 1.200E+01	-0.000E+00	 0.000E+00	 1.300E+01	-3.403E+01	-3.727E+01	 2.659E+01	 2.663E+01	 1.733E+00	 9.874E+00	 4.286E+00	 1.623E+01	-1.040E+02	 2.631E+01	-2.442E+01	-4.952E-01	-1.857E+02	-8.744E+01	 4.488E+01	-1.506E+01	 9.303E+01	-8.253E+00	 0.000E+00	-5.179E+02	-1.415E+01	-2.849E+03
    6.6400	 1.200E+01	-0.000E+00	 0.000E+00	 1.396E+01	-3.492E+01	-4.370E+01	 2.824E+01	 2.828E+01	 1.529E+00	 9.848E+00	 4.684E+00	 1.711E+01	-1.100E+02	 2.942E+01	-2.419E+01	-4.690E-01	-1.941E+02	-9.282E+01	 2.999E+01	-1.959E+01	 9.101E+01	-8.625E+00	 0.000E+00	-5.748E+02	-1.426E+01	-2.805E+03
    6.6800	 1.200E+01	-0.000E+00	 0.000E+00	 1.647E+01	-3.705E+01	-5.072E+01	 2.982E+01	 2.986E+01	 1.187E+00	 1.046E+01	 5.162E+00	 1.739E+01	-1.114E+02	 3.255E+01	-2.585E+01	 2.561E-02	-2.027E+02	-9.619E+01	 1.381E+01	-2.428E+01	 8.942E+01	-9.008E+00	 0.000E+00	-6.337E+02	-1.433E+01	-2.755E+03
    6.7200	 1.200E+01	-0.000E+00	 0.000E+00	 1.973E+01	-3.884E+01	-5.861E+01	 3.130E+01	 3.134E+01	 6.474E-01	 1.106E+01	 5.497E+00	 1.749E+01	-1.115E+02	 3.445E+01	-2.760E+01	 3.596E-01	-2.104E+02	-9.530E+01	-3.676E+00	-2.900E+01	 8.616E+01	-9.349E+00	 0.000E+00	-6.903E+02	-1.436E+01	-2.701E+03
    6.7600	 1.200E+01	-0.000E+00	 0.000E+00	 2.259E+01	-3.936E+01	-6.715E+01	 3.271E+01	 3.274E+01	-3.023E-02	 1.119E+01	 5.554E+00	 1.765E+01	-1.124E+02	 3.440E+01	-2.790E+01	-1.573E-01	-2.155E+02	-8.834E+01	-2.139E+01	-3.353E+01	 7.976E+01	-9.576E+00	 0.000E+00	-7.386E+02	-1.435E+01	-2.641E+03
    6.8000	 1.200E+01	-0.000E+00	 0.000E+00	 2.561E+01	-3.974E+01	-7.607E+01	 3.406E+01	 3.407E+01	-8.788E-01	 1.137E+01	 5.250E+00	 1.754E+01	-1.113E+02	 3.202E+01	-2.823E+01	-1.678E+00	-2.186E+02	-7.675E+01	-3.732E+01	-3.771E+01	 7.199E+01	-9.718E+00	 0.000E+00	-7.801E+02	-1.428E+01	-2.576E+03
    6.8400	 1.200E+01	-0.000E+00	 0.000E+00	 2.873E+01	-4.024E+01	-8.540E+01	 3.535E+01	 3.535E+01	-1.786E+00	 1.169E+01	 4.752E+00	 1.707E+01	-1.077E+02	 2.833E+01	-2.891E+01	-3.753E+00	-2.201E+02	-6.146E+01	-5.021E+01	-4.154E+01	 6.345E+01	-9.783E+00	 0.000E+00	-8.149E+02	-1.417E+01	-2.505E+03
    6.8800	 1.200E+01	-0.000E+00	 0.000E+00	 3.170E+01	-3.976E+01	-9.517E+01	 3.661E+01	 3.660E+01	-2.713E+00	 1.167E+01	 4.296E+00	 1.649E+01	-1.038E+02	 2.432E+01	-2.854E+01	-5.537E+00	-2.178E+02	-4.225E+01	-5.864E+01	-4.494E+01	 5.301E+01	-9.682E+00	 0.000E+00	-8.349E+02	-1.401E+01	-2.427E+03
    6.9200	 1.200E+01	-0.000E+00	 0.000E+00	 3.477E+01	-3.806E+01	-1.051E+02	 3.787E+01	 3.784E+01	-3.535E+00	 1.125E+01	 3.913E+00	 1.584E+01	-9.977E+01	 2.073E+01	-2.710E+01	-6.498E+00	-2.114E+02	-2.097E+01	-6.123E+01	-4.751E+01	 4.124E+01	-9.398E+00	 0.000E+00	-8.380E+02	-1.378E+01	-2.340E+03
    6.9600	 1.200E+01	-0.000E+00	 0.000E+00	 3.710E+01	-3.616E+01	-1.149E+02	 3.916E+01	 3.911E+01	-4.003E+00	 1.086E+01	 3.823E+00	 1.486E+01	-9.338E+01	 1.896E+01	-2.600E+01	-6.497E+00	-2.021E+02	-8.103E-01	-5.810E+01	-4.905E+01	 3.000E+01	-8.982E+00	 0.000E+00	-8.278E+02	-1.347E+01	-2.239E+03
    7.0000	 1.200E+01	-0.000E+00	 0.000E+00	 3.885E+01	-3.442E+01	-1.249E+02	 4.048E+01	 4.042E+01	-4.127E+00	 1.047E+01	 3.775E+00	 1.356E+01	-8.501E+01	 1.838E+01	-2.469E+01	-5.837E+00	-1.895E+02	 1.628E+01	-4.980E+01	-4.935E+01	 1.978E+01	-8.423E+00	 0.000E+00	-8.022E+02	-1.306E+01	-2.122E+03
    7.0400	 1.200E+01	-0.000E+00	 0.000E+00	 3.897E+01	-3.218E+01	-1.350E+02	 4.186E+01	 4.178E+01	-3.868E+00	 9.682E+00	 3.633E+00	 1.228E+01	-7.733E+01	 1.910E+01	-2.168E+01	-4.910E+00	-1.726E+02	 2.944E+01	-3.742E+01	-4.871E+01	 1.021E+01	-7.670E+00	 0.000E+00	-7.550E+02	-1.251E+01	-1.986E+03
    7.0800	 1.200E+01	-0.000E+00	 0.000E+00	 3.806E+01	-2.882E+01	-1.451E+02	 4.329E+01	 4.319E+01	-3.296E+00	 8.740E+00	 3.658E+00	 1.068E+01	-6.778E+01	 2.089E+01	-1.890E+01	-3.622E+00	-1.522E+02	 3.707E+01	-2.345E+01	-4.715E+01	 2.803E+00	-6.765E+00	 0.000E+00	-6.884E+02	-1.179E+01	-1.824E+03
    7.1200	 1.200E+01	-0.000E+00	 0.000E+00	 3.834E+01	-2.625E+01	-1.547E+02	 4.472E+01	 4.463E+01	-2.780E+00	 8.412E+00	 3.806E+00	 8.537E+00	-5.457E+01	 2.216E+01	-1.822E+01	-1.782E+00	-1.332E+02	 3.875E+01	-1.094E+01	-4.451E+01	-9.371E-01	-5.918E+00	 0.000E+00	-6.223E+02	-1.087E+01	-1.639E+03
    7.1600	 1.200E+01	-0.000E+00	 0.000E+00	 3.879E+01	-2.207E+01	-1.638E+02	 4.611E+01	 4.602E+01	-2.176E+00	 7.895E+00	 3.826E+00	 6.400E+00	-4.222E+01	 2.290E+01	-1.763E+01	 2.118E-01	-1.138E+02	 3.575E+01	-4.337E-01	-4.052E+01	-2.640E+00	-5.057E+00	 0.000E+00	-5.483E+02	-9.788E+00	-1.438E+03
    7.2000	 1.200E+01	-0.000E+00	 0.000E+00	 3.791E+01	-1.881E+01	-1.716E+02	 4.739E+01	 4.731E+01	-1.316E+00	 7.780E+00	 4.284E+00	 4.128E+00	-2.949E+01	 2.394E+01	-1.789E+01	 2.300E+00	-9.731E+01	 2.925E+01	 6.279E+00	-3.509E+01	-1.993E+00	-4.325E+00	 0.000E+00	-4.821E+02	-8.584E+00	-1.231E+03
    7.2400	 1.200E+01	-0.000E+00	 0.000E+00	 3.811E+01	-1.670E+01	-1.789E+02	 4.856E+01	 4.847E+01	-6.370E-01	 7.313E+00	 4.208E+00	 2.313E+00	-1.938E+01	 2.290E+01	-1.485E+01	 4.252E+00	-7.787E+01	 2.098E+01	 9.454E+00	-2.838E+01	-6.464E-01	-3.461E+00	 0.000E+00	-3.952E+02	-7.327E+00	-1.028E+03
    7.2800	 1.200E+01	-0.000E+00	 0.000E+00	 3.589E+01	-1.257E+01	-1.851E+02	 4.962E+01	 4.953E+01	 4.927E-01	 6.009E+00	 3.843E+00	 1.139E+00	-1.388E+01	 2.367E+01	-1.000E+01	 5.860E+00	-5.684E+01	 1.248E+01	 9.265E+00	-2.070E+01	 6.149E-01	-2.526E+00	 0.000E+00	-2.948E+02	-6.021E+00	-8.276E+02
    7.3200	 1.200E+01	-0.000E+00	 0.000E+00	 3.068E+01	-1.045E+01	-1.902E+02	 5.052E+01	 5.045E+01	 2.437E+00	 5.805E+00	 4.103E+00	-6.963E-01	-2.399E+00	 2.959E+01	-9.785E+00	 7.717E+00	-4.150E+01	 6.859E+00	 4.683E+00	-1.298E+01	 4.350E+00	-1.844E+00	 0.000E+00	-2.192E+02	-4.755E+00	-6.427E+02
    7.3600	 1.200E+01	-0.000E+00	 0.000E+00	 2.699E+01	-9.881E+00	-1.950E+02	 5.125E+01	 5.119E+01	 4.347E+00	 6.217E+00	 4.542E+00	-2.693E+00	 1.117E+01	 3.696E+01	-1.170E+01	 1.034E+01	-3.016E+01	 4.955E+00	-1.519E+00	-5.807E+00	 9.026E+00	-1.340E+00	 0.000E+00	-1.617E+02	-3.643E+00	-4.862E+02
