
Predictions were generated on 23-Jun-2026 at 15:39:14 using FAST.Farm, compiled on Jun 19 2026 at 17:38:12 as a 64-bit application using double precision at commit -128-NOTFOUND and with OpenMP
 linked with  NWTC Subroutine Library

Description from the FAST.Farm input file: FAST.Farm input file, using two turbines separated by 3D downstream and an offset of 30m, turbulent inflow, yaw maneuver for WT1

Time                	RtVAmbT1            	RtVAmbT2            	RtVRelT2            	YawErrT1            	YawErrT2            	RtSkewT1            	RtSkewT2            	AziSkewT1           	AziSkewT2           	RtSkewFiltT1        	RtSkewFiltT2        	AziSkewFiltT1       	AziSkewFiltT2       	RtGamCurlT1         	RtGamCurlT2         	RtVAmbFiltT1        	RtVAmbFiltT2        	RtCtAvgT1           	RtCtAvgT2           	WkAxsXT1D1          	WkAxsYT1D1          	WkAxsZT1D1          	WkPosXT1D1          	WkPosYT1D1          	WkPosZT1D1          
   18.0000	7.27985525	8.29813004	8.29232788	-22.5661678	-4.88828182	22.5782681	4.90799570	1.97766781	-5.14959145	7.37162924	2.71644044	39.5739937	25.0961266	41.8763161	9.81572533	7.44761133	8.64105415	0.702078938	0.381242365	1.00000000	0.794720472E-5	0.00000000	57.9808655	34.4368477	88.6798859
   20.0000	7.27639771	8.17079544	7.96632338	-24.0030365	-2.64287496	24.1059151	2.75551534	-5.62339115	-16.4509335	10.5573645	3.18058205	31.1833267	18.3736134	60.5507050	11.6536045	7.41033077	8.56484509	0.720768511	0.390230685	0.999976873	0.679753441E-2	0.00000000	57.9508209	35.0091095	89.1049118
   22.0000	7.26048422	8.14409637	8.05522442	-26.7429981	-4.84974909	26.8383503	4.98805666	-5.20759821	-13.5569344	13.3947554	3.07169485	22.9734669	10.6346836	76.1577682	11.4455204	7.38056612	8.47727489	0.727487266	0.400892943	0.999710560	0.240578204E-1	0.00000000	57.8848114	35.0545044	89.3679123
   24.0000	7.12850237	8.17198086	8.04867935	-25.8180466	-3.46158051	25.8982868	3.49709058	-4.83734417	-8.18202305	16.2721672	3.48479366	16.6833992	5.25795937	92.1317444	13.1167946	7.35388041	8.40323162	0.740033269	0.408762038	0.998788834	0.492021292E-1	0.00000000	57.8317261	34.7716522	89.2240372
   26.0000	6.98901033	8.11338520	7.95680475	-25.5816059	-4.83339882	25.5946503	5.02119589	-1.95879531	-15.7579288	18.3523998	3.48475504	11.8843002	2.27115893	103.598633	13.2358618	7.30379391	8.35184002	0.754101634	0.415015191	0.996572375	0.827255473E-1	0.00000000	57.8307991	34.4866829	88.9570770
   28.0000	6.85121059	7.99118710	7.71303988	-24.4741688	-2.26013732	24.4952335	2.97855043	-2.52943921	-40.6666107	19.9377975	3.81972933	8.79891396	-1.73582387	110.614639	14.6538010	7.23383904	8.29884815	0.757887244	0.422067732	0.992379785	0.123216577	0.00000000	57.9277000	34.2734909	89.0509796
   30.0000	6.72606993	7.84500933	7.77859879	-24.2548409	-4.19823122	24.2676754	4.43897200	-1.98124576	-18.9915771	20.9359188	3.61012959	6.27665281	-10.3868780	114.439049	14.0914822	7.14880657	8.23047543	0.762102127	0.432866246	0.985386252	0.170334861	0.00000000	58.2014160	33.9870415	89.5085602
   32.0000	6.69235659	7.67541075	7.31581259	-24.5053234	-1.24372303	24.5424461	1.86478734	-3.35537314	-48.1778259	21.6687374	3.79332995	4.43887186	-12.2991867	116.465942	14.9032555	7.05486059	8.14481258	0.764367521	0.440396607	0.974956870	0.222394064	0.00000000	58.6200104	34.0248489	90.2222977
   34.0000	6.49466705	7.50224590	7.44679546	-25.7427845	-1.00622022	25.7666359	1.57016647	-2.64229131	-50.1528168	22.3006973	3.34562111	2.70460558	-20.2709236	118.154434	13.4288521	6.97430086	8.04049683	0.766670763	0.455471933	0.961237192	0.275722891	0.00000000	59.1870995	34.2538223	90.6208725
   36.0000	6.31537867	7.38964796	6.82131863	-25.7969189	-0.616195381	25.8015347	1.09913671	-1.16170764	-55.9047432	23.0676651	2.93712306	1.51454985	-26.9103680	119.508720	11.8806210	6.86771059	7.92087984	0.766950548	0.465692639	0.946998477	0.321238101	0.00000000	59.8762627	34.2783737	90.7286987
   38.0000	6.28432751	7.39295387	7.22946930	-26.4436989	-0.536268651	26.4440289	0.590200663	0.308220863	-24.6853046	23.6743927	2.51534081	0.919055462	-33.3525391	121.578758	10.4304504	6.74496460	7.80282307	0.778757572	0.484403610	0.934565544	0.355791032	0.00000000	60.4778175	34.3666687	90.6866150
   40.0000	6.25695658	7.43644047	7.28502893	-28.3601513	1.91931140	28.3810310	2.47643757	2.39179993	140.790207	24.2898464	2.08949637	0.783112645	-31.4261169	122.969543	8.73264313	6.64259624	7.71173668	0.784462035	0.493777990	0.922911167	0.385012925	0.00000000	60.9803429	34.6349640	90.6813583
   42.0000	6.29847050	7.46968699	7.52382755	-29.5226555	3.41453624	29.5288391	3.99150348	-1.28540468	148.768494	25.1987591	1.83443367	1.14119709	6.84506130	124.594131	7.67999125	6.55689478	7.65055704	0.783676684	0.498490840	0.912420154	0.409254789	0.00000000	61.5184708	34.6946564	90.8484268
   44.0000	6.28224611	7.47749805	7.82899284	-30.3338966	4.60102940	30.4161224	5.69784117	-4.64487648	143.762619	26.1602707	2.01815176	0.600778520	38.3819046	128.640701	8.38258743	6.49946451	7.61036158	0.794663727	0.497247845	0.903867543	0.427812487	0.00000000	62.2225494	34.2067986	91.1471252
   46.0000	6.20104265	7.51524115	7.43624020	-29.8019485	4.46011782	29.8248711	5.02038956	-2.46722388	152.613052	27.1025238	2.69268608	-0.567362905	61.7943268	131.343521	10.9738369	6.45119143	7.58083534	0.797605515	0.490106046	0.896901131	0.442231178	0.00000000	63.0543060	33.3400917	91.3261948
   48.0000	6.11828279	7.50779676	7.60690832	-28.5648174	3.88731503	28.5684376	4.07742357	-0.994004548	162.407166	27.7070732	3.12934637	-0.990138888	81.9742889	132.704376	12.7823601	6.39560032	7.56625795	0.800866723	0.492419183	0.890953720	0.454094112	0.00000000	63.9936104	32.2161713	91.1350632
   50.0000	5.98541403	7.51303530	7.43194723	-29.3358498	5.49738836	29.3381920	5.83479786	0.792594314	160.357010	27.8984966	3.27820635	-0.990995169	99.8482285	130.823166	13.2745743	6.33397150	7.55326605	0.793557346	0.489094108	0.885761321	0.464141071	0.00000000	64.8705597	31.1936703	90.6597137
   52.0000	5.91651535	7.42536592	7.43755293	-28.8150902	3.72423053	28.9558334	3.81785250	6.16905737	167.266998	28.2180271	3.86244297	-0.594308376	113.290802	129.283554	15.6162195	6.25651073	7.54432535	0.788002729	0.489333153	0.881543696	0.472102463	0.00000000	65.6851501	30.2179890	90.1490326
   54.0000	5.96072578	7.29229784	7.15663338	-30.9222507	4.04974604	30.9429398	4.21925688	2.31852365	163.675980	28.3761826	3.81774426	0.909335434	125.285614	127.848816	15.3830404	6.18095255	7.51788902	0.785916984	0.489350885	0.878117681	0.478444755	0.00000000	66.4997177	29.1788540	89.8588486
   56.0000	6.02989960	7.22314787	7.10077953	-29.7871437	4.01689911	29.8030605	4.10862970	2.05641365	167.849869	28.9463520	3.90112162	1.22290671	133.816940	130.098419	15.8605204	6.13201141	7.46775532	0.795902550	0.497136444	0.875465333	0.483280867	0.00000000	67.1602020	28.3464432	89.4454346
   58.0000	6.18546152	7.25971270	5.17348814	-29.0172882	-5.35415077	29.0962944	8.01436234	4.61538124	48.2681427	29.1366539	3.94142461	1.40822458	141.379974	130.552979	16.0493488	6.10931873	7.41339540	0.798340082	0.501594424	0.873556852	0.486722142	0.00000000	67.6679688	27.7035389	88.8756027
   60.0000	6.33841515	7.29452562	5.23918152	-28.3450890	-4.46692419	28.5071373	9.82800102	6.65264130	63.1948624	29.1263580	4.47457552	2.12094069	120.675728	129.983948	19.7955055	6.12624025	7.37924242	0.792841136	0.547980309	0.872105539	0.489317834	0.00000000	68.1386948	27.0724125	88.0927353
   62.0000	6.45418358	7.30943251	5.31900740	-28.9781132	-0.912683904	29.0479870	4.36699438	4.34276009	77.9591675	28.9861069	5.42463923	3.12766027	107.885071	130.559509	25.4999542	6.17339230	7.36041546	0.792679965	0.584869981	0.870901644	0.491457313	0.00000000	68.5433197	26.5307636	87.3847580
   64.0000	6.49884748	7.31967020	5.19833374	-29.1157780	-5.49275064	29.1520348	6.51236582	3.12497425	32.6076012	28.9996700	5.19100285	3.39770412	101.234741	132.616898	25.5589046	6.23579311	7.34908533	0.796878040	0.613241494	0.869882643	0.493258774	0.00000000	68.8807449	26.0863342	87.1028214
   66.0000	6.46782017	7.30903053	5.41776848	-30.7737465	1.02810657	30.8094368	1.03704667	3.04888177	172.470459	29.0335197	5.34767389	3.33708906	85.9810715	134.551895	26.8883839	6.29425240	7.34254837	0.800405622	0.627007544	0.868999600	0.494812757	0.00000000	69.0274353	25.9607639	87.2620621
   68.0000	6.48010492	7.26106834	5.09116411	-30.7798557	0.909528911	30.7954082	1.53112781	2.01304841	126.436676	29.4281673	4.15540648	3.27293134	105.182594	135.777802	21.5488701	6.33282471	7.33509970	0.796019971	0.645838082	0.868232548	0.496157497	0.00000000	68.9504013	26.2104893	87.4191284
   70.0000	6.43721485	7.13152838	4.89793348	-33.2655563	3.72411251	33.2835426	3.72469425	2.11962295	178.985855	29.7317753	3.54044151	2.99270034	109.900963	137.828476	18.7356186	6.36555529	7.31864738	0.798816800	0.659903705	0.867676735	0.497128874	0.00000000	68.6327286	26.8474178	87.0259705
   72.0000	6.38546085	7.06197596	4.95382547	-32.0925827	6.23357725	32.0961800	6.25685692	0.957238734	-175.036285	30.5209465	3.53443074	2.79813147	125.253166	140.924255	19.3313923	6.38148022	7.27706337	0.801994205	0.685937405	0.867280364	0.497820050	0.00000000	68.4105453	27.2920551	86.8046112
   74.0000	6.46759462	7.00472641	4.98347950	-32.1049423	4.23367453	32.1052742	4.57064056	-0.290900201	-157.819046	30.8705063	4.19713593	2.38861632	138.514740	141.224808	23.3991928	6.38236475	7.22926426	0.798262954	0.704536080	0.866992891	0.498320490	0.00000000	68.5276337	27.1284332	87.0870590
   76.0000	6.67154503	6.97193384	4.74818373	-31.8821983	5.25097227	31.8842869	5.31228495	0.730336249	-171.261887	31.1438732	4.26355457	1.79268491	152.661804	140.387817	24.0201759	6.40130568	7.17936468	0.787182271	0.716997147	0.866787553	0.498677552	0.00000000	68.8630447	26.5751915	87.4345093
   78.0000	6.84405565	6.96335697	5.04474497	-34.8756828	8.97574234	34.8778305	9.20340157	0.724660099	-167.122574	31.3082542	4.51873684	1.55648589	160.677414	140.909042	25.8475838	6.46136141	7.13326693	0.780421793	0.733012676	0.866635501	0.498941809	0.00000000	69.2467651	25.9311161	87.5609207
   80.0000	7.02314568	6.99503851	5.22326231	-33.5567207	5.82883263	33.6208763	6.16090441	3.99237514	-161.034729	32.1014061	5.68277884	1.37115705	167.804947	143.989502	32.4495621	6.54640865	7.09550714	0.776288509	0.737413824	0.866518736	0.499144554	0.00000000	69.5932159	25.3472061	87.7246780
   82.0000	7.15029478	6.94442844	5.04880333	-34.0161667	6.39309168	34.1052017	6.63750076	4.68660831	-164.336563	32.4380989	5.80034494	1.95421159	174.728668	145.994843	33.0949478	6.65235472	7.07317972	0.770242095	0.739365518	0.866420269	0.499315441	0.00000000	69.8971252	24.8349113	87.9423141
   84.0000	7.22137165	6.94516039	5.15527582	-32.0102196	7.05180836	32.0536652	7.74537754	3.32654452	-155.436081	32.8075180	6.00296450	2.56204796	179.379654	149.335663	34.2161903	6.76301336	7.04456711	0.770381987	0.741974771	0.866338193	0.499457836	0.00000000	70.0760498	24.5373497	88.4674072
   86.0000	7.28817892	7.03642035	4.85656643	-30.4895420	4.67376328	30.5260334	4.73180532	3.09130549	-170.996475	32.6398964	6.43585014	2.73185301	-175.029358	150.422958	36.5336304	6.86487532	7.02247572	0.766522944	0.742079794	0.866268337	0.499579012	0.00000000	70.0359573	24.6179104	89.2059402
   88.0000	7.45319510	7.03655052	5.18455887	-28.8385849	2.98605561	28.8644123	4.64016819	2.64581680	-129.993271	32.1701012	6.06341076	2.81156945	-174.130005	151.519226	34.4927940	6.95894718	7.02557468	0.767569721	0.742628455	0.866204977	0.499688864	0.00000000	69.9854126	24.7154484	89.5226440
   90.0000	7.50771189	6.94534731	4.91951609	-28.1726894	2.30006623	28.1726952	2.38465309	0.383477062E-1	164.685333	31.4354725	5.79104328	2.77468395	-164.320541	149.883270	32.3258514	7.06878471	7.02801371	0.757058442	0.727975905	0.866167963	0.499753028	0.00000000	69.7898712	25.0601158	89.1903076
   92.0000	7.46689892	6.90826082	4.91673660	-25.2606583	0.945519805E-1	25.2676430	0.426019162	1.43996453	102.822952	30.7095051	4.93787003	2.16776085	-171.193542	147.024399	27.8614559	7.16632891	7.00964260	0.742386580	0.736402929	0.866153061	0.499778867	0.00000000	69.1890564	26.1036224	88.6331482
   94.0000	7.42085409	6.91661739	4.88739061	-26.2143536	-5.32915497	26.2789211	5.36673546	-4.31696177	6.80418015	29.5001202	3.53967452	2.00633168	169.733582	141.446625	20.0181847	7.23312521	6.98711252	0.724939823	0.738692880	0.866135538	0.499809206	0.00000000	68.2300415	27.7680550	88.1854401
   96.0000	7.31494331	7.00509262	4.52062178	-27.0761795	-8.42338753	27.1437473	8.49851036	-4.36682987	7.67946005	28.7795486	3.49071527	0.603807747	133.520218	136.992554	20.1850033	7.27484465	6.97144604	0.709024131	0.756939948	0.866114199	0.499846190	0.00000000	67.2360458	29.4934692	87.8554230
   98.0000	7.29386950	7.15956831	4.87414265	-26.3330612	-9.54849339	26.3348312	9.59833527	-0.714583397	5.89619112	28.4129982	3.96126175	-0.499770939	105.542419	134.342026	22.9386444	7.28375578	6.97892332	0.700207174	0.757748842	0.866094470	0.499880314	0.00000000	66.4821243	30.8024158	87.9392776
  100.0000	7.43386126	7.33456850	4.69741774	-26.2934265	-5.57088709	26.2996922	6.43210697	-1.34450459	30.0952721	27.9511566	4.71806002	-0.547441840	83.3848572	131.414856	27.9637871	7.28600359	7.01906872	0.692123055	0.772169709	0.866080761	0.499904126	0.00000000	66.0259476	31.5945396	88.2876587
  102.0000	7.55304480	7.38247156	4.47211981	-25.6834126	-12.0511026	25.6986599	12.3670387	-2.11453700	13.1761484	27.5840683	5.00502157	-0.724401236	71.5396805	128.483994	30.2887173	7.31886196	7.08918285	0.679600000	0.781061113	0.866075277	0.499913573	0.00000000	65.7897186	32.0044975	89.3980331
  104.0000	7.62072420	7.39773941	4.79998922	-26.2143822	-9.41756248	26.2280235	10.3704252	-1.98568916	24.9934826	27.1648350	6.38546991	-1.03299296	58.5523758	125.854225	40.0540504	7.37090492	7.15436125	0.667862117	0.804784298	0.866072297	0.499918729	0.00000000	65.6976242	32.1644020	90.4279785
  106.0000	7.57417488	7.41295195	4.40341568	-26.4245033	-14.9124298	26.4277020	15.8772125	-0.958850086	20.5595284	26.9565334	7.19719315	-1.24460018	51.0881042	123.523781	45.9651451	7.42642307	7.20844746	0.654025674	0.815073133	0.866068304	0.499925673	0.00000000	65.7819443	32.0187988	90.8569565
  108.0000	7.56364393	7.40442991	4.94981432	-26.3288746	-9.94813919	26.3494930	10.3387938	-2.43732476	15.9651546	26.8390007	9.02035332	-1.18111384	44.2844315	121.680397	58.5581665	7.45925808	7.25389528	0.643358648	0.828299582	0.866058528	0.499942660	0.00000000	66.0135269	31.6188202	90.9657898
  110.0000	7.52462053	7.44533300	4.44614124	-27.2952976	-14.6233597	27.2960186	15.1329632	0.450369477	15.2493973	26.7300282	9.27312183	-1.46020985	37.9892883	120.525894	59.6086578	7.48245621	7.28734875	0.637064934	0.817182720	0.866052806	0.499952495	0.00000000	66.1367950	31.4060326	90.8556824
  112.0000	7.41865778	7.52499723	5.48020840	-28.2755432	-12.0922604	28.2755890	12.3573809	0.110612087	12.0713854	26.8553658	10.5255747	-1.03548956	32.9266014	121.788460	66.6582947	7.49182653	7.32245827	0.640861750	0.805307090	0.866057336	0.499944687	0.00000000	66.1360703	31.4067249	90.5583649
  114.0000	7.28473902	7.59820795	4.94537163	-29.8359718	-13.3834801	29.8421974	13.5507965	-1.28555906	9.18112469	27.1708183	10.9055758	-0.780592740	28.2898273	122.905182	67.1750412	7.47556591	7.36746883	0.642985046	0.779787242	0.866051912	0.499954075	0.00000000	66.3860550	30.9743671	90.7005844
  116.0000	7.13663530	7.75529480	5.88273573	-31.1518650	-12.7295332	31.1556492	12.7300768	0.989545941	0.538191080	27.7644577	11.4676304	-0.892941356	24.0403099	125.422287	69.9848480	7.43315792	7.41874647	0.650367975	0.769228637	0.866047800	0.499961227	0.00000000	66.7392044	30.3631611	90.9701309
  118.0000	7.06492138	7.89266968	5.41085958	-31.8918247	-12.7815485	31.8923759	12.8103914	0.375204057	3.91040921	28.5175991	11.7158489	-0.473818272	18.8158340	128.726685	69.8406448	7.36726141	7.49353838	0.661759257	0.744759977	0.866043091	0.499969393	0.00000000	66.9310150	30.0315266	90.6352310
  120.0000	7.08883905	8.02785587	5.96726656	-31.6872101	-13.6726770	31.6902332	13.6769829	0.880332530	1.46542001	29.2674809	11.9457989	-0.284777731	15.5024757	133.403336	71.0824051	7.30007172	7.58223820	0.680790603	0.735535562	0.866041064	0.499972850	0.00000000	67.2344360	29.5062122	89.9085846
