
Predictions were generated on 06-Nov-2020 at 13:56:50 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.4.0-50-g416ff436-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #12: WindPACT 1.5 MW Baseline with many DOFs with VS and VP and ECD wind.

Time	Wind1VelX	Wind1VelY	Wind1VelZ	OoPDefl3	IPDefl3	TipALxb3	TipALyb3	Spn4ALxb1	Spn4ALyb1	BldPitch3	RotAccel	LSSGagA	HSShftA	RootFxb3	RootFyb3	RootMEdg3	RootMFlp3	LSShftFya	LSShftFza	YawBrFxp	YawBrFyp	TwrBsFxt	TwrBsFyt	RtSkew
    5.5500	 1.180E+01	 0.000E+00	 0.000E+00	 1.913E+00	-2.209E-01	 2.267E+01	-3.431E+00	 4.963E+00	-1.679E-01	 2.600E+00	-7.730E-01	-8.734E-01	-7.683E+01	 7.534E+01	-9.668E+00	 1.352E+02	 1.444E+03	 2.320E+02	-1.264E+02	 1.979E+02	-8.495E+00	 1.938E+02	 4.370E+00	 5.129E+00
    5.6000	 1.180E+01	 0.000E+00	 0.000E+00	 1.888E+00	-2.035E-01	 1.750E+01	-2.156E+00	 6.546E+00	-1.218E-01	 2.600E+00	 4.432E-01	 3.976E-01	 3.498E+01	 7.199E+01	-5.522E+00	 9.242E+01	 1.392E+03	 2.161E+02	-1.485E+02	 2.120E+02	-8.222E+00	 2.054E+02	 1.197E+00	 5.171E+00
    5.6500	 1.180E+01	 0.000E+00	 0.000E+00	 1.861E+00	-1.914E-01	 1.771E+01	-3.634E-01	 6.292E+00	-1.621E-01	 2.600E+00	 2.619E+00	 2.679E+00	 2.356E+02	 7.057E+01	-1.537E+00	 5.521E+01	 1.365E+03	 1.993E+02	-1.683E+02	 2.260E+02	-5.272E+00	 2.182E+02	-7.342E+00	 5.233E+00
    5.7000	 1.180E+01	 0.000E+00	 0.000E+00	 1.832E+00	-1.766E-01	 2.289E+01	 9.864E-02	 4.669E+00	-1.904E-01	 2.600E+00	 2.861E+00	 2.939E+00	 2.585E+02	 7.150E+01	 2.144E+00	 1.480E+01	 1.370E+03	 1.812E+02	-1.871E+02	 2.389E+02	-3.362E+00	 2.345E+02	-1.413E+01	 5.306E+00
    5.7500	 1.180E+01	 0.000E+00	 0.000E+00	 1.814E+00	-1.574E-01	 2.583E+01	-6.363E-01	 3.566E+00	-1.513E-01	 2.600E+00	 9.525E-01	 9.535E-01	 8.388E+01	 7.275E+01	 5.544E+00	-2.979E+01	 1.381E+03	 1.608E+02	-2.048E+02	 2.503E+02	-4.516E+00	 2.533E+02	-1.463E+01	 5.376E+00
    5.8000	 1.180E+01	 0.000E+00	 0.000E+00	 1.812E+00	-1.390E-01	 2.314E+01	-1.147E+00	 3.742E+00	-9.675E-02	 2.600E+00	-7.819E-01	-8.515E-01	-7.490E+01	 7.285E+01	 8.827E+00	-7.282E+01	 1.382E+03	 1.378E+02	-2.205E+02	 2.606E+02	-7.587E+00	 2.716E+02	-1.026E+01	 5.436E+00
    5.8500	 1.180E+01	 0.000E+00	 0.000E+00	 1.822E+00	-1.256E-01	 1.864E+01	-6.027E-01	 4.203E+00	-1.047E-01	 2.600E+00	-4.244E-01	-4.803E-01	-4.225E+01	 7.236E+01	 1.214E+01	-1.101E+02	 1.378E+03	 1.132E+02	-2.334E+02	 2.707E+02	-9.987E+00	 2.870E+02	-5.918E+00	 5.487E+00
    5.9000	 1.180E+01	 0.000E+00	 0.000E+00	 1.834E+00	-1.161E-01	 1.722E+01	 3.953E-01	 3.872E+00	-1.844E-01	 2.600E+00	 1.422E+00	 1.440E+00	 1.267E+02	 7.257E+01	 1.545E+01	-1.439E+02	 1.384E+03	 8.805E+01	-2.434E+02	 2.810E+02	-1.027E+01	 2.983E+02	-5.216E+00	 5.537E+00
    5.9500	 1.180E+01	 0.000E+00	 0.000E+00	 1.842E+00	-1.057E-01	 1.892E+01	 6.772E-01	 2.954E+00	-2.759E-01	 2.600E+00	 2.603E+00	 2.662E+00	 2.342E+02	 7.371E+01	 1.859E+01	-1.791E+02	 1.401E+03	 6.249E+01	-2.507E+02	 2.913E+02	-9.009E+00	 3.064E+02	-7.978E+00	 5.585E+00
    6.0000	 1.180E+01	 0.000E+00	 0.000E+00	 1.852E+00	-9.201E-02	 2.028E+01	-1.333E-01	 2.377E+00	-3.287E-01	 2.600E+00	 1.983E+00	 2.014E+00	 1.772E+02	 7.488E+01	 2.140E+01	-2.165E+02	 1.418E+03	 3.642E+01	-2.553E+02	 3.003E+02	-7.622E+00	 3.128E+02	-1.151E+01	 5.623E+00
    6.0500	 1.180E+01	-1.545E-03	 0.000E+00	 1.865E+00	-7.769E-02	 1.954E+01	-1.296E+00	 2.505E+00	-3.535E-01	 2.600E+00	 5.396E-01	 5.111E-01	 4.496E+01	 7.542E+01	 2.381E+01	-2.513E+02	 1.428E+03	 9.832E+00	-2.576E+02	 3.069E+02	-6.996E+00	 3.198E+02	-1.325E+01	 5.644E+00
    6.1000	 1.180E+01	-3.090E-03	 0.000E+00	 1.880E+00	-6.735E-02	 1.823E+01	-1.821E+00	 2.874E+00	-3.960E-01	 2.600E+00	 1.773E-02	-3.276E-02	-2.881E+00	 7.565E+01	 2.581E+01	-2.774E+02	 1.434E+03	-1.705E+01	-2.574E+02	 3.109E+02	-7.089E+00	 3.277E+02	-1.238E+01	 5.651E+00
    6.1500	 1.181E+01	-7.729E-03	 0.000E+00	 1.894E+00	-6.305E-02	 1.840E+01	-1.456E+00	 2.978E+00	-4.781E-01	 2.600E+00	 9.680E-01	 9.491E-01	 8.348E+01	 7.623E+01	 2.740E+01	-2.928E+02	 1.445E+03	-4.388E+01	-2.546E+02	 3.131E+02	-7.447E+00	 3.350E+02	-9.646E+00	 5.651E+00
    6.2000	 1.181E+01	-1.237E-02	 0.000E+00	 1.908E+00	-6.300E-02	 1.973E+01	-7.683E-01	 2.870E+00	-5.818E-01	 2.600E+00	 2.367E+00	 2.392E+00	 2.104E+02	 7.727E+01	 2.850E+01	-3.004E+02	 1.462E+03	-7.026E+01	-2.488E+02	 3.143E+02	-7.666E+00	 3.392E+02	-6.552E+00	 5.655E+00
    6.2500	 1.182E+01	-2.012E-02	 0.000E+00	 1.925E+00	-6.414E-02	 2.042E+01	-4.459E-01	 2.882E+00	-6.788E-01	 2.600E+00	 2.934E+00	 2.969E+00	 2.611E+02	 7.836E+01	 2.908E+01	-3.043E+02	 1.481E+03	-9.571E+01	-2.399E+02	 3.152E+02	-7.441E+00	 3.386E+02	-4.550E+00	 5.669E+00
    6.3000	 1.183E+01	-2.788E-02	 0.000E+00	 1.947E+00	-6.516E-02	 1.977E+01	-6.414E-01	 3.115E+00	-7.637E-01	 2.600E+00	 2.455E+00	 2.464E+00	 2.167E+02	 7.920E+01	 2.922E+01	-3.060E+02	 1.499E+03	-1.198E+02	-2.282E+02	 3.154E+02	-6.534E+00	 3.340E+02	-4.375E+00	 5.693E+00
    6.3500	 1.185E+01	-3.887E-02	 0.000E+00	 1.972E+00	-6.704E-02	 1.889E+01	-1.002E+00	 3.368E+00	-8.460E-01	 2.600E+00	 1.748E+00	 1.730E+00	 1.522E+02	 7.990E+01	 2.903E+01	-3.046E+02	 1.516E+03	-1.426E+02	-2.145E+02	 3.140E+02	-4.987E+00	 3.278E+02	-5.559E+00	 5.723E+00
    6.4000	 1.186E+01	-4.988E-02	 0.000E+00	 1.998E+00	-7.120E-02	 1.887E+01	-1.169E+00	 3.514E+00	-9.285E-01	 2.600E+00	 1.645E+00	 1.623E+00	 1.428E+02	 8.083E+01	 2.858E+01	-2.985E+02	 1.536E+03	-1.641E+02	-1.991E+02	 3.105E+02	-3.295E+00	 3.221E+02	-6.556E+00	 5.752E+00
    6.4500	 1.188E+01	-6.394E-02	 0.000E+00	 2.026E+00	-7.784E-02	 1.944E+01	-1.155E+00	 3.665E+00	-9.947E-01	 2.600E+00	 2.180E+00	 2.175E+00	 1.913E+02	 8.193E+01	 2.782E+01	-2.875E+02	 1.559E+03	-1.844E+02	-1.817E+02	 3.048E+02	-2.151E+00	 3.172E+02	-5.768E+00	 5.773E+00
    6.5000	 1.189E+01	-7.804E-02	 0.000E+00	 2.054E+00	-8.613E-02	 1.965E+01	-1.214E+00	 3.963E+00	-1.030E+00	 2.600E+00	 2.819E+00	 2.829E+00	 2.488E+02	 8.291E+01	 2.666E+01	-2.723E+02	 1.581E+03	-2.032E+02	-1.622E+02	 2.978E+02	-1.844E+00	 3.114E+02	-2.847E+00	 5.779E+00
    6.5500	 1.191E+01	-9.522E-02	 0.000E+00	 2.084E+00	-9.548E-02	 1.926E+01	-1.493E+00	 4.346E+00	-1.037E+00	 2.600E+00	 3.143E+00	 3.152E+00	 2.772E+02	 8.362E+01	 2.504E+01	-2.530E+02	 1.600E+03	-2.199E+02	-1.405E+02	 2.903E+02	-1.929E+00	 3.031E+02	 8.838E-01	 5.772E+00
    6.6000	 1.193E+01	-1.125E-01	 0.000E+00	 2.113E+00	-1.062E-01	 1.892E+01	-1.866E+00	 4.643E+00	-1.038E+00	 2.600E+00	 3.168E+00	 3.169E+00	 2.788E+02	 8.419E+01	 2.298E+01	-2.288E+02	 1.617E+03	-2.338E+02	-1.170E+02	 2.828E+02	-1.578E+00	 2.915E+02	 3.424E+00	 5.755E+00
    6.6500	 1.196E+01	-1.330E-01	 0.000E+00	 2.139E+00	-1.191E-01	 1.930E+01	-2.105E+00	 4.803E+00	-1.047E+00	 2.600E+00	 3.134E+00	 3.131E+00	 2.754E+02	 8.481E+01	 2.052E+01	-1.988E+02	 1.633E+03	-2.450E+02	-9.234E+01	 2.752E+02	-3.251E-01	 2.779E+02	 3.736E+00	 5.739E+00
    6.7000	 1.198E+01	-1.537E-01	 0.000E+00	 2.163E+00	-1.345E-01	 2.022E+01	-2.120E+00	 4.946E+00	-1.064E+00	 2.600E+00	 3.165E+00	 3.165E+00	 2.784E+02	 8.548E+01	 1.769E+01	-1.629E+02	 1.649E+03	-2.535E+02	-6.672E+01	 2.668E+02	 1.505E+00	 2.641E+02	 2.573E+00	 5.723E+00
    6.7500	 1.201E+01	-1.774E-01	 0.000E+00	 2.184E+00	-1.518E-01	 2.099E+01	-2.010E+00	 5.185E+00	-1.079E+00	 2.600E+00	 3.224E+00	 3.224E+00	 2.836E+02	 8.599E+01	 1.449E+01	-1.221E+02	 1.663E+03	-2.596E+02	-4.021E+01	 2.575E+02	 3.081E+00	 2.515E+02	 1.796E+00	 5.710E+00
    6.8000	 1.203E+01	-2.012E-01	 0.000E+00	 2.205E+00	-1.703E-01	 2.122E+01	-1.916E+00	 5.474E+00	-1.086E+00	 2.600E+00	 3.284E+00	 3.281E+00	 2.886E+02	 8.620E+01	 1.095E+01	-7.773E+01	 1.674E+03	-2.632E+02	-1.281E+01	 2.473E+02	 3.781E+00	 2.402E+02	 2.797E+00	 5.698E+00
    6.8500	 1.206E+01	-2.284E-01	 0.000E+00	 2.223E+00	-1.894E-01	 2.123E+01	-1.882E+00	 5.684E+00	-1.086E+00	 2.600E+00	 3.416E+00	 3.411E+00	 3.001E+02	 8.616E+01	 7.149E+00	-3.076E+01	 1.680E+03	-2.639E+02	 1.520E+01	 2.371E+02	 3.674E+00	 2.293E+02	 5.413E+00	 5.689E+00
    6.9000	 1.210E+01	-2.557E-01	 0.000E+00	 2.238E+00	-2.088E-01	 2.153E+01	-1.873E+00	 5.761E+00	-1.086E+00	 2.600E+00	 3.657E+00	 3.658E+00	 3.218E+02	 8.606E+01	 3.174E+00	 1.791E+01	 1.684E+03	-2.614E+02	 4.325E+01	 2.274E+02	 3.388E+00	 2.179E+02	 8.160E+00	 5.682E+00
    6.9500	 1.213E+01	-2.863E-01	 0.000E+00	 2.248E+00	-2.281E-01	 2.226E+01	-1.874E+00	 5.768E+00	-1.085E+00	 2.600E+00	 3.889E+00	 3.893E+00	 3.424E+02	 8.600E+01	-8.744E-01	 6.719E+01	 1.687E+03	-2.558E+02	 7.073E+01	 2.186E+02	 3.544E+00	 2.054E+02	 9.491E+00	 5.680E+00
    7.0000	 1.216E+01	-3.170E-01	 0.000E+00	 2.254E+00	-2.468E-01	 2.315E+01	-1.918E+00	 5.792E+00	-1.077E+00	 2.600E+00	 3.921E+00	 3.930E+00	 3.457E+02	 8.592E+01	-4.934E+00	 1.161E+02	 1.688E+03	-2.473E+02	 9.723E+01	 2.106E+02	 4.288E+00	 1.927E+02	 8.942E+00	 5.682E+00
    7.0500	 1.220E+01	-3.511E-01	 0.000E+00	 2.258E+00	-2.648E-01	 2.382E+01	-2.041E+00	 5.842E+00	-1.059E+00	 2.600E+00	 3.744E+00	 3.746E+00	 3.295E+02	 8.577E+01	-9.018E+00	 1.644E+02	 1.688E+03	-2.359E+02	 1.226E+02	 2.032E+02	 5.242E+00	 1.810E+02	 7.353E+00	 5.691E+00
    7.1000	 1.224E+01	-3.854E-01	 0.000E+00	 2.259E+00	-2.821E-01	 2.426E+01	-2.218E+00	 5.864E+00	-1.031E+00	 2.600E+00	 3.505E+00	 3.500E+00	 3.079E+02	 8.552E+01	-1.313E+01	 2.123E+02	 1.685E+03	-2.220E+02	 1.469E+02	 1.961E+02	 5.834E+00	 1.716E+02	 6.132E+00	 5.704E+00
    7.1500	 1.228E+01	-4.230E-01	 0.000E+00	 2.258E+00	-2.992E-01	 2.456E+01	-2.341E+00	 5.821E+00	-1.000E+00	 2.600E+00	 3.413E+00	 3.402E+00	 2.993E+02	 8.522E+01	-1.728E+01	 2.604E+02	 1.682E+03	-2.054E+02	 1.699E+02	 1.894E+02	 5.726E+00	 1.645E+02	 6.175E+00	 5.726E+00
    7.2000	 1.232E+01	-4.607E-01	 0.000E+00	 2.256E+00	-3.165E-01	 2.483E+01	-2.321E+00	 5.727E+00	-9.766E-01	 2.600E+00	 3.537E+00	 3.533E+00	 3.108E+02	 8.492E+01	-2.141E+01	 3.089E+02	 1.677E+03	-1.862E+02	 1.913E+02	 1.836E+02	 5.028E+00	 1.590E+02	 7.279E+00	 5.754E+00
    7.2500	 1.236E+01	-5.020E-01	 0.000E+00	 2.252E+00	-3.336E-01	 2.509E+01	-2.160E+00	 5.627E+00	-9.665E-01	 2.600E+00	 3.751E+00	 3.754E+00	 3.302E+02	 8.470E+01	-2.546E+01	 3.569E+02	 1.673E+03	-1.645E+02	 2.104E+02	 1.791E+02	 4.167E+00	 1.542E+02	 8.399E+00	 5.795E+00
    7.3000	 1.241E+01	-5.436E-01	 0.000E+00	 2.246E+00	-3.501E-01	 2.532E+01	-1.947E+00	 5.553E+00	-9.692E-01	 2.600E+00	 3.843E+00	 3.888E+00	 3.420E+02	 8.461E+01	-2.935E+01	 4.029E+02	 1.669E+03	-1.409E+02	 2.270E+02	 1.763E+02	 3.554E+00	 1.497E+02	 8.475E+00	 5.846E+00
    7.3500	 1.245E+01	-5.886E-01	 0.000E+00	 2.239E+00	-3.653E-01	 2.553E+01	-1.757E+00	 5.513E+00	-9.943E-01	 2.600E+00	 3.833E+00	 3.847E+00	 3.384E+02	 8.466E+01	-3.295E+01	 4.452E+02	 1.667E+03	-1.155E+02	 2.407E+02	 1.749E+02	 3.259E+00	 1.461E+02	 7.208E+00	 5.913E+00
    7.4000	 1.250E+01	-6.340E-01	 0.000E+00	 2.233E+00	-3.784E-01	 2.561E+01	-1.709E+00	 5.495E+00	-1.017E+00	 2.600E+00	 3.580E+00	 3.573E+00	 3.143E+02	 8.479E+01	-3.626E+01	 4.830E+02	 1.665E+03	-8.894E+01	 2.516E+02	 1.747E+02	 3.127E+00	 1.444E+02	 5.103E+00	 5.989E+00
    7.4500	 1.255E+01	-6.827E-01	 0.000E+00	 2.228E+00	-3.897E-01	 2.549E+01	-1.745E+00	 5.484E+00	-1.035E+00	 2.600E+00	 3.321E+00	 3.313E+00	 2.914E+02	 8.498E+01	-3.923E+01	 5.160E+02	 1.664E+03	-6.130E+01	 2.596E+02	 1.754E+02	 2.807E+00	 1.452E+02	 3.145E+00	 6.080E+00
    7.5000	 1.260E+01	-7.318E-01	 0.000E+00	 2.223E+00	-4.012E-01	 2.468E+01	-1.721E+00	 5.468E+00	-1.059E+00	 2.655E+00	 3.401E+00	 3.638E+00	 3.200E+02	 8.521E+01	-4.176E+01	 5.437E+02	 1.664E+03	-3.284E+01	 2.646E+02	 1.769E+02	 2.154E+00	 1.484E+02	 2.004E+00	 6.179E+00
    7.5500	 1.265E+01	-7.846E-01	 0.000E+00	 2.217E+00	-4.116E-01	 2.389E+01	-1.740E+00	 5.374E+00	-1.087E+00	 2.741E+00	 3.709E+00	 3.894E+00	 3.425E+02	 8.558E+01	-4.381E+01	 5.651E+02	 1.665E+03	-3.795E+00	 2.665E+02	 1.797E+02	 9.509E-01	 1.534E+02	 1.898E+00	 6.294E+00
    7.6000	 1.270E+01	-8.378E-01	 0.000E+00	 2.211E+00	-4.196E-01	 2.355E+01	-1.951E+00	 5.253E+00	-1.099E+00	 2.835E+00	 3.750E+00	 3.944E+00	 3.469E+02	 8.608E+01	-4.545E+01	 5.807E+02	 1.668E+03	 2.538E+01	 2.649E+02	 1.838E+02	-4.915E-01	 1.594E+02	 2.079E+00	 6.418E+00
    7.6500	 1.275E+01	-8.945E-01	 0.000E+00	 2.202E+00	-4.256E-01	 2.334E+01	-2.170E+00	 5.223E+00	-1.104E+00	 2.932E+00	 3.646E+00	 3.848E+00	 3.385E+02	 8.661E+01	-4.666E+01	 5.912E+02	 1.669E+03	 5.411E+01	 2.600E+02	 1.893E+02	-1.688E+00	 1.659E+02	 1.498E+00	 6.563E+00
    7.7000	 1.281E+01	-9.516E-01	 0.000E+00	 2.193E+00	-4.301E-01	 2.308E+01	-2.237E+00	 5.318E+00	-1.113E+00	 3.029E+00	 3.587E+00	 3.783E+00	 3.327E+02	 8.704E+01	-4.742E+01	 5.974E+02	 1.669E+03	 8.192E+01	 2.520E+02	 1.960E+02	-2.378E+00	 1.732E+02	-3.068E-01	 6.721E+00
    7.7500	 1.287E+01	-1.012E+00	 0.000E+00	 2.183E+00	-4.335E-01	 2.279E+01	-2.166E+00	 5.462E+00	-1.126E+00	 3.128E+00	 3.627E+00	 3.832E+00	 3.371E+02	 8.739E+01	-4.774E+01	 5.993E+02	 1.668E+03	 1.086E+02	 2.410E+02	 2.034E+02	-2.745E+00	 1.820E+02	-2.804E+00	 6.897E+00
    7.8000	 1.292E+01	-1.074E+00	 0.000E+00	 2.173E+00	-4.352E-01	 2.257E+01	-2.082E+00	 5.552E+00	-1.140E+00	 3.229E+00	 3.707E+00	 3.922E+00	 3.450E+02	 8.771E+01	-4.764E+01	 5.963E+02	 1.666E+03	 1.339E+02	 2.274E+02	 2.112E+02	-3.243E+00	 1.926E+02	-4.911E+00	 7.083E+00
    7.8500	 1.298E+01	-1.139E+00	 0.000E+00	 2.162E+00	-4.350E-01	 2.248E+01	-2.072E+00	 5.569E+00	-1.148E+00	 3.334E+00	 3.765E+00	 3.985E+00	 3.506E+02	 8.807E+01	-4.711E+01	 5.880E+02	 1.665E+03	 1.578E+02	 2.110E+02	 2.193E+02	-4.176E+00	 2.045E+02	-5.895E+00	 7.284E+00
    7.9000	 1.304E+01	-1.204E+00	 0.000E+00	 2.151E+00	-4.327E-01	 2.242E+01	-2.113E+00	 5.564E+00	-1.151E+00	 3.443E+00	 3.827E+00	 4.052E+00	 3.564E+02	 8.844E+01	-4.612E+01	 5.740E+02	 1.664E+03	 1.798E+02	 1.920E+02	 2.279E+02	-5.436E+00	 2.171E+02	-5.939E+00	 7.492E+00
    7.9500	 1.310E+01	-1.274E+00	 0.000E+00	 2.140E+00	-4.285E-01	 2.227E+01	-2.143E+00	 5.583E+00	-1.154E+00	 3.554E+00	 3.948E+00	 4.182E+00	 3.679E+02	 8.879E+01	-4.464E+01	 5.543E+02	 1.663E+03	 1.994E+02	 1.706E+02	 2.370E+02	-6.620E+00	 2.293E+02	-5.902E+00	 7.715E+00
    8.0000	 1.316E+01	-1.343E+00	 0.000E+00	 2.131E+00	-4.226E-01	 2.204E+01	-2.157E+00	 5.609E+00	-1.161E+00	 3.671E+00	 4.115E+00	 4.364E+00	 3.839E+02	 8.908E+01	-4.267E+01	 5.291E+02	 1.662E+03	 2.163E+02	 1.472E+02	 2.465E+02	-7.378E+00	 2.409E+02	-6.564E+00	 7.945E+00
    8.0500	 1.323E+01	-1.417E+00	 0.000E+00	 2.122E+00	-4.148E-01	 2.183E+01	-2.219E+00	 5.595E+00	-1.173E+00	 3.793E+00	 4.243E+00	 4.506E+00	 3.964E+02	 8.931E+01	-4.024E+01	 4.983E+02	 1.661E+03	 2.305E+02	 1.221E+02	 2.560E+02	-7.676E+00	 2.521E+02	-8.010E+00	 8.190E+00
    8.1000	 1.329E+01	-1.491E+00	 0.000E+00	 2.113E+00	-4.052E-01	 2.170E+01	-2.376E+00	 5.521E+00	-1.188E+00	 3.920E+00	 4.278E+00	 4.548E+00	 4.001E+02	 8.946E+01	-3.741E+01	 4.624E+02	 1.659E+03	 2.418E+02	 9.578E+01	 2.653E+02	-7.773E+00	 2.632E+02	-9.628E+00	 8.440E+00
    8.1500	 1.336E+01	-1.569E+00	 0.000E+00	 2.103E+00	-3.938E-01	 2.171E+01	-2.587E+00	 5.415E+00	-1.206E+00	 4.049E+00	 4.286E+00	 4.556E+00	 4.008E+02	 8.953E+01	-3.425E+01	 4.224E+02	 1.656E+03	 2.504E+02	 6.835E+01	 2.739E+02	-7.973E+00	 2.743E+02	-1.064E+01	 8.703E+00
    8.2000	 1.342E+01	-1.648E+00	 0.000E+00	 2.093E+00	-3.814E-01	 2.181E+01	-2.754E+00	 5.314E+00	-1.230E+00	 4.180E+00	 4.395E+00	 4.672E+00	 4.109E+02	 8.952E+01	-3.078E+01	 3.792E+02	 1.652E+03	 2.560E+02	 4.009E+01	 2.820E+02	-8.385E+00	 2.853E+02	-1.071E+01	 8.969E+00
    8.2500	 1.349E+01	-1.731E+00	 0.000E+00	 2.082E+00	-3.682E-01	 2.197E+01	-2.817E+00	 5.224E+00	-1.265E+00	 4.317E+00	 4.673E+00	 4.967E+00	 4.369E+02	 8.943E+01	-2.704E+01	 3.336E+02	 1.647E+03	 2.584E+02	 1.137E+01	 2.894E+02	-8.872E+00	 2.955E+02	-1.009E+01	 9.244E+00
