
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 02-Jan-2025 at 09:46:24.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        FAIRTEN4        FAIRTEN5        FAIRTEN6        ANCHTEN1        ANCHTEN2        ANCHTEN3        ANCHTEN4        ANCHTEN5        ANCHTEN6            P1FX            P1FY            P1FZ            P2FX            P2FY            P2FZ            P3FX            P3FY            P3FZ            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ            P7FX            P7FY            P7FZ            P7PX            P7PY            P7PZ            P8FX            P8FY            P8FZ            P8PX            P8PY            P8PZ            P9FX            P9FY            P9FZ            P9PX            P9PY            P9PZ           P10FX           P10FY           P10FZ           P10PX           P10PY           P10PZ           P11FX           P11FY           P11FZ           P11PX           P11PY           P11PZ           P12FX           P12FY           P12FZ           P12PX           P12PY           P12PZ          L1N1PZ          L1N2PZ          L1N3PZ          L1N4PZ          L1N5PZ          L1N6PZ          L1N7PZ          L1N8PZ          L1N9PZ         L1N10PZ         L1N11PZ         L1N12PZ         L1N13PZ         L1N14PZ         L1N15PZ         L1N16PZ         L1N17PZ         L1N18PZ         L1N19PZ         L1N20PZ         L1N21PZ         L1N22PZ         L1N23PZ         L1N24PZ         L1N25PZ         L1N26PZ         L1N27PZ         L1N28PZ         L1N29PZ         L1N30PZ          L2N1PZ          L2N2PZ          L2N3PZ          L2N4PZ          L2N5PZ          L2N6PZ          L2N7PZ          L2N8PZ          L2N9PZ         L2N10PZ         L2N11PZ         L2N12PZ         L2N13PZ         L2N14PZ         L2N15PZ         L2N16PZ         L2N17PZ         L2N18PZ         L2N19PZ         L2N20PZ         L2N21PZ         L2N22PZ         L2N23PZ         L2N24PZ         L2N25PZ         L2N26PZ         L2N27PZ         L2N28PZ         L2N29PZ         L2N30PZ
    1.1520   5.5610408E+05   5.1260586E+05   5.5634744E+05   2.3196117E+05   2.4030938E+05   2.3197483E+05   3.4518832E+05   3.0098016E+05   3.4538656E+05   1.4654812E+04   2.1060722E+04   1.4654812E+04   3.2174900E+05   1.2412556E+05  -1.5013263E+04   3.0064259E+05  -7.0548143E-41  -1.4250884E+04   3.2193421E+05  -1.2419678E+05  -1.5013466E+04  -2.4055965E+02   1.0193206E+02  -1.4652483E+04   1.5820822E+04   1.0595239E-74  -1.3901641E+04  -2.4053328E+02  -1.0192088E+02  -1.4652483E+04  -3.3632455E+05  -1.1275315E+05  -4.2828060E+05  -1.3917895E+01  -5.3146871E-03  -1.0329788E+01  -3.1060151E+05   1.8250545E+02  -4.0778847E+05  -1.3917895E+01  -5.3146871E-03  -1.0329788E+01  -3.3648979E+05   1.1319291E+05  -4.2835086E+05  -1.3917895E+01  -5.3146871E-03  -1.0329788E+01  -3.0102173E+04  -5.1201518E+03  -2.2994267E+05   5.4080106E+01   5.2538120E-04  -9.8084359E+00  -3.3160330E+04   1.1449286E+01  -2.3801048E+05   5.4080106E+01   5.2538120E-04  -9.8084359E+00  -3.0103809E+04   5.1393824E+03  -2.2995579E+05   5.4080106E+01   5.2538120E-04  -9.8084359E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005641E+01  -5.0004960E+01  -4.9967987E+01  -4.9483610E+01  -4.8580562E+01  -4.7282243E+01  -4.5608988E+01  -4.3586165E+01  -4.1240955E+01  -3.8604101E+01  -3.5711989E+01  -3.2592510E+01  -2.9272605E+01  -2.5773759E+01  -2.2115531E+01  -1.8312546E+01  -1.4379861E+01  -1.0329788E+01  -5.0005583E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005639E+01  -5.0004793E+01  -4.9959420E+01  -4.9444905E+01  -4.8516114E+01  -4.7205323E+01  -4.5515557E+01  -4.3463216E+01  -4.1074949E+01  -3.8396043E+01  -3.5491916E+01  -3.2376374E+01  -2.9070329E+01  -2.5592357E+01  -2.1961167E+01  -1.8190545E+01  -1.4309665E+01  -1.0329788E+01
    1.1550   5.5705797E+05   5.1181599E+05   5.5729422E+05   2.3198092E+05   2.4029825E+05   2.3199452E+05   3.4649118E+05   3.0005718E+05   3.4668370E+05   1.4654776E+04   2.1067921E+04   1.4654775E+04   3.2296922E+05   1.2458563E+05  -1.5014630E+04   2.9971862E+05  -8.2107020E-41  -1.4249871E+04   3.2314908E+05  -1.2465477E+05  -1.5014826E+04  -2.3877290E+02   1.0117496E+02  -1.4652481E+04   1.5830414E+04   1.2560536E-74  -1.3901630E+04  -2.3874642E+02  -1.0116374E+02  -1.4652481E+04  -3.3690634E+05  -1.1295996E+05  -4.2900786E+05  -1.3917521E+01  -5.3418584E-03  -1.0331425E+01  -3.1010019E+05   1.8233663E+02  -4.0717742E+05  -1.3917521E+01  -5.3418584E-03  -1.0331425E+01  -3.3706734E+05   1.1339921E+05  -4.2907234E+05  -1.3917521E+01  -5.3418584E-03  -1.0331425E+01  -3.0071374E+04  -5.1129915E+03  -2.2996677E+05   5.4080460E+01   5.1826790E-04  -9.8074619E+00  -3.3123704E+04   1.1827487E+01  -2.3800434E+05   5.4080460E+01   5.1826790E-04  -9.8074619E+00  -3.0072999E+04   5.1329581E+03  -2.2997984E+05   5.4080460E+01   5.1826790E-04  -9.8074619E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0004967E+01  -4.9968578E+01  -4.9484680E+01  -4.8581986E+01  -4.7283809E+01  -4.5610572E+01  -4.3587720E+01  -4.1242413E+01  -3.8605457E+01  -3.5713354E+01  -3.2593898E+01  -2.9274116E+01  -2.5775338E+01  -2.2117232E+01  -1.8314210E+01  -1.4381531E+01  -1.0331425E+01  -5.0005583E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005639E+01  -5.0004803E+01  -4.9960081E+01  -4.9446257E+01  -4.8517598E+01  -4.7206630E+01  -4.5516906E+01  -4.3464451E+01  -4.1076104E+01  -3.8397001E+01  -3.5492978E+01  -3.2377664E+01  -2.9071892E+01  -2.5593903E+01  -2.1962876E+01  -1.8192305E+01  -1.4311402E+01  -1.0331425E+01
    1.1580   5.5803492E+05   5.1107224E+05   5.5826455E+05   2.3200147E+05   2.4028787E+05   2.3201502E+05   3.4781414E+05   2.9921384E+05   3.4800155E+05   1.4654739E+04   2.1075102E+04   1.4654739E+04   3.2420824E+05   1.2505285E+05  -1.5016017E+04   2.9887437E+05  -9.5520006E-41  -1.4248946E+04   3.2438333E+05  -1.2512014E+05  -1.5016208E+04  -2.3697515E+02   1.0041320E+02  -1.4652479E+04   1.5839979E+04   1.4883849E-74  -1.3901619E+04  -2.3694855E+02  -1.0040193E+02  -1.4652479E+04  -3.3750230E+05  -1.1317157E+05  -4.2975268E+05  -1.3917146E+01  -5.3689897E-03  -1.0333064E+01  -3.0962726E+05   1.8217460E+02  -4.0660271E+05  -1.3917146E+01  -5.3689897E-03  -1.0333064E+01  -3.3765937E+05   1.1361042E+05  -4.2981175E+05  -1.3917146E+01  -5.3689897E-03  -1.0333064E+01  -3.0040628E+04  -5.1058269E+03  -2.2999168E+05   5.4080815E+01   5.1106036E-04  -9.8064861E+00  -3.3087160E+04   1.2206995E+01  -2.3799895E+05   5.4080815E+01   5.1106036E-04  -9.8064861E+00  -3.0042242E+04   5.1265326E+03  -2.3000468E+05   5.4080815E+01   5.1106036E-04  -9.8064861E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0004974E+01  -4.9969167E+01  -4.9485751E+01  -4.8583412E+01  -4.7285377E+01  -4.5612158E+01  -4.3589276E+01  -4.1243873E+01  -3.8606817E+01  -3.5714723E+01  -3.2595292E+01  -2.9275632E+01  -2.5776922E+01  -2.2118936E+01  -1.8315877E+01  -1.4383204E+01  -1.0333064E+01  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005639E+01  -5.0004812E+01  -4.9960741E+01  -4.9447614E+01  -4.8519089E+01  -4.7207940E+01  -4.5518256E+01  -4.3465686E+01  -4.1077261E+01  -3.8397967E+01  -3.5494045E+01  -3.2378958E+01  -2.9073458E+01  -2.5595452E+01  -2.1964587E+01  -1.8194069E+01  -1.4313144E+01  -1.0333064E+01
    1.1610   5.5902921E+05   5.1038092E+05   5.5925273E+05   2.3202284E+05   2.4027824E+05   2.3203634E+05   3.4914817E+05   2.9845410E+05   3.4933111E+05   1.4654703E+04   2.1082265E+04   1.4654702E+04   3.2545760E+05   1.2552397E+05  -1.5017414E+04   2.9811381E+05  -1.1108174E-40  -1.4248113E+04   3.2562853E+05  -1.2558964E+05  -1.5017601E+04  -2.3516649E+02   9.9646818E+01  -1.4652477E+04   1.5849517E+04   1.7629215E-74  -1.3901608E+04  -2.3513976E+02  -9.9635491E+01  -1.4652477E+04  -3.3810888E+05  -1.1338681E+05  -4.3051071E+05  -1.3916771E+01  -5.3960798E-03  -1.0334706E+01  -3.0918663E+05   1.8202167E+02  -4.0606931E+05  -1.3916771E+01  -5.3960798E-03  -1.0334706E+01  -3.3826233E+05   1.1382534E+05  -4.3056475E+05  -1.3916771E+01  -5.3960798E-03  -1.0334706E+01  -3.0009937E+04  -5.0986582E+03  -2.3001740E+05   5.4081170E+01   5.0375876E-04  -9.8055083E+00  -3.3050695E+04   1.2587776E+01  -2.3799429E+05   5.4081170E+01   5.0375876E-04  -9.8055083E+00  -3.0011540E+04   5.1201062E+03  -2.3003033E+05   5.4081170E+01   5.0375876E-04  -9.8055083E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0004982E+01  -4.9969757E+01  -4.9486824E+01  -4.8584840E+01  -4.7286947E+01  -4.5613746E+01  -4.3590835E+01  -4.1245335E+01  -3.8608180E+01  -3.5716097E+01  -3.2596690E+01  -2.9277152E+01  -2.5778510E+01  -2.2120644E+01  -1.8317549E+01  -1.4384880E+01  -1.0334706E+01  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005639E+01  -5.0004822E+01  -4.9961401E+01  -4.9448975E+01  -4.8520586E+01  -4.7209253E+01  -4.5519607E+01  -4.3466921E+01  -4.1078420E+01  -3.8398941E+01  -3.5495119E+01  -3.2380257E+01  -2.9075027E+01  -2.5597003E+01  -2.1966300E+01  -1.8195838E+01  -1.4314890E+01  -1.0334706E+01
    1.1640   5.6003472E+05   5.0974814E+05   5.6025266E+05   2.3204502E+05   2.4026933E+05   2.3205846E+05   3.5048440E+05   2.9778111E+05   3.5066354E+05   1.4654666E+04   2.1089409E+04   1.4654666E+04   3.2670906E+05   1.2599579E+05  -1.5018814E+04   2.9744008E+05  -1.2913368E-40  -1.4247376E+04   3.2687644E+05  -1.2606008E+05  -1.5018997E+04  -2.3334699E+02   9.8875843E+01  -1.4652475E+04   1.5859028E+04   2.0871914E-74  -1.3901597E+04  -2.3332013E+02  -9.8864462E+01  -1.4652475E+04  -3.3872233E+05  -1.1360441E+05  -4.3127729E+05  -1.3916395E+01  -5.4231271E-03  -1.0336352E+01  -3.0878207E+05   1.8188008E+02  -4.0558200E+05  -1.3916395E+01  -5.4231271E-03  -1.0336352E+01  -3.3887249E+05   1.1404273E+05  -4.3132671E+05  -1.3916395E+01  -5.4231271E-03  -1.0336352E+01  -2.9979300E+04  -5.0914854E+03  -2.3004393E+05   5.4081525E+01   4.9636330E-04  -9.8045288E+00  -3.3014307E+04   1.2969793E+01  -2.3799035E+05   5.4081525E+01   4.9636330E-04  -9.8045288E+00  -2.9980893E+04   5.1136785E+03  -2.3005679E+05   5.4081525E+01   4.9636330E-04  -9.8045288E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0004989E+01  -4.9970345E+01  -4.9487899E+01  -4.8586270E+01  -4.7288518E+01  -4.5615335E+01  -4.3592394E+01  -4.1246799E+01  -3.8609547E+01  -3.5717474E+01  -3.2598092E+01  -2.9278677E+01  -2.5780102E+01  -2.2122356E+01  -1.8319224E+01  -1.4386559E+01  -1.0336352E+01  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005639E+01  -5.0004831E+01  -4.9962060E+01  -4.9450341E+01  -4.8522089E+01  -4.7210571E+01  -4.5520959E+01  -4.3468156E+01  -4.1079581E+01  -3.8399924E+01  -3.5496198E+01  -3.2381561E+01  -2.9076601E+01  -2.5598559E+01  -2.1968014E+01  -1.8197612E+01  -1.4316641E+01  -1.0336352E+01
    1.1670   5.6104498E+05   5.0917964E+05   5.6125788E+05   2.3206798E+05   2.4026108E+05   2.3208137E+05   3.5181422E+05   2.9719723E+05   3.5199024E+05   1.4654630E+04   2.1096535E+04   1.4654630E+04   3.2795455E+05   1.2646522E+05  -1.5020206E+04   2.9685556E+05  -1.5007159E-40  -1.4246737E+04   3.2811902E+05  -1.2652837E+05  -1.5020386E+04  -2.3151674E+02   9.8100312E+01  -1.4652473E+04   1.5868513E+04   2.4700406E-74  -1.3901586E+04  -2.3148974E+02  -9.8088874E+01  -1.4652473E+04  -3.3933867E+05  -1.1382304E+05  -4.3204752E+05  -1.3916020E+01  -5.4501304E-03  -1.0338000E+01  -3.0841715E+05   1.8175193E+02  -4.0514533E+05  -1.3916020E+01  -5.4501304E-03  -1.0338000E+01  -3.3948586E+05   1.1426124E+05  -4.3209272E+05  -1.3916020E+01  -5.4501304E-03  -1.0338000E+01  -2.9948714E+04  -5.0843077E+03  -2.3007123E+05   5.4081880E+01   4.8887418E-04  -9.8035473E+00  -3.2977987E+04   1.3353010E+01  -2.3798705E+05   5.4081880E+01   4.8887418E-04  -9.8035473E+00  -2.9950295E+04   5.1072489E+03  -2.3008402E+05   5.4081880E+01   4.8887418E-04  -9.8035473E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0004996E+01  -4.9970932E+01  -4.9488974E+01  -4.8587702E+01  -4.7290091E+01  -4.5616925E+01  -4.3593954E+01  -4.1248264E+01  -3.8610917E+01  -3.5718855E+01  -3.2599499E+01  -2.9280206E+01  -2.5781699E+01  -2.2124072E+01  -1.8320902E+01  -1.4388241E+01  -1.0338000E+01  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005639E+01  -5.0004841E+01  -4.9962718E+01  -4.9451711E+01  -4.8523599E+01  -4.7211891E+01  -4.5522312E+01  -4.3469391E+01  -4.1080744E+01  -3.8400915E+01  -3.5497283E+01  -3.2382870E+01  -2.9078177E+01  -2.5600118E+01  -2.1969731E+01  -1.8199391E+01  -1.4318396E+01  -1.0338000E+01
    1.1700   5.6205326E+05   5.0868074E+05   5.6226164E+05   2.3209167E+05   2.4025342E+05   2.3210500E+05   3.5312930E+05   2.9670414E+05   3.5330287E+05   1.4654594E+04   2.1103643E+04   1.4654593E+04   3.2918630E+05   1.2692924E+05  -1.5021583E+04   2.9636193E+05  -1.7435420E-40  -1.4246199E+04   3.2934849E+05  -1.2699150E+05  -1.5021760E+04  -2.2967580E+02   9.7320256E+01  -1.4652471E+04   1.5877971E+04   2.9218596E-74  -1.3901575E+04  -2.2964867E+02  -9.7308760E+01  -1.4652471E+04  -3.3995373E+05  -1.1404130E+05  -4.3281626E+05  -1.3915643E+01  -5.4770882E-03  -1.0339651E+01  -3.0809513E+05   1.8163919E+02  -4.0476346E+05  -1.3915643E+01  -5.4770882E-03  -1.0339651E+01  -3.4009829E+05   1.1447948E+05  -4.3285766E+05  -1.3915643E+01  -5.4770882E-03  -1.0339651E+01  -2.9918172E+04  -5.0771240E+03  -2.3009926E+05   5.4082235E+01   4.8129164E-04  -9.8025641E+00  -3.2941725E+04   1.3737387E+01  -2.3798435E+05   5.4082235E+01   4.8129164E-04  -9.8025641E+00  -2.9919740E+04   5.1008162E+03  -2.3011198E+05   5.4082235E+01   4.8129164E-04  -9.8025641E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0005003E+01  -4.9971518E+01  -4.9490050E+01  -4.8589135E+01  -4.7291664E+01  -4.5618516E+01  -4.3595516E+01  -4.1249731E+01  -3.8612291E+01  -3.5720240E+01  -3.2600911E+01  -2.9281740E+01  -2.5783300E+01  -2.2125790E+01  -1.8322584E+01  -1.4389926E+01  -1.0339651E+01  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005639E+01  -5.0004851E+01  -4.9963377E+01  -4.9453086E+01  -4.8525115E+01  -4.7213216E+01  -4.5523667E+01  -4.3470627E+01  -4.1081908E+01  -3.8401914E+01  -3.5498374E+01  -3.2384184E+01  -2.9079757E+01  -2.5601680E+01  -2.1971450E+01  -1.8201174E+01  -1.4320156E+01  -1.0339651E+01
    1.1730   5.6305255E+05   5.0825611E+05   5.6325695E+05   2.3211603E+05   2.4024628E+05   2.3212930E+05   3.5442163E+05   2.9630290E+05   3.5459345E+05   1.4654558E+04   2.1110733E+04   1.4654557E+04   3.3039684E+05   1.2738498E+05  -1.5022935E+04   2.9596025E+05  -2.0251327E-40  -1.4245762E+04   3.3055738E+05  -1.2744660E+05  -1.5023110E+04  -2.2782427E+02   9.6535709E+01  -1.4652469E+04   1.5887402E+04   3.4548482E-74  -1.3901564E+04  -2.2779700E+02  -9.6524153E+01  -1.4652468E+04  -3.4056320E+05  -1.1425775E+05  -4.3357818E+05  -1.3915267E+01  -5.5039992E-03  -1.0341305E+01  -3.0781890E+05   1.8154355E+02  -4.0444007E+05  -1.3915267E+01  -5.5039992E-03  -1.0341305E+01  -3.4070546E+05   1.1469599E+05  -4.3361620E+05  -1.3915267E+01  -5.5039992E-03  -1.0341305E+01  -2.9887665E+04  -5.0699330E+03  -2.3012796E+05   5.4082591E+01   4.7361595E-04  -9.8015789E+00  -3.2905509E+04   1.4122882E+01  -2.3798215E+05   5.4082591E+01   4.7361595E-04  -9.8015789E+00  -2.9889221E+04   5.0943789E+03  -2.3014060E+05   5.4082591E+01   4.7361595E-04  -9.8015789E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0005010E+01  -4.9972102E+01  -4.9491127E+01  -4.8590569E+01  -4.7293239E+01  -4.5620109E+01  -4.3597078E+01  -4.1251199E+01  -3.8613668E+01  -3.5721628E+01  -3.2602327E+01  -2.9283277E+01  -2.5784906E+01  -2.2127512E+01  -1.8324270E+01  -1.4391614E+01  -1.0341305E+01  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005640E+01  -5.0004860E+01  -4.9964035E+01  -4.9454466E+01  -4.8526638E+01  -4.7214545E+01  -4.5525023E+01  -4.3471863E+01  -4.1083075E+01  -3.8402922E+01  -3.5499471E+01  -3.2385503E+01  -2.9081341E+01  -2.5603246E+01  -2.1973170E+01  -1.8202963E+01  -1.4321920E+01  -1.0341305E+01
    1.1760   5.6403570E+05   5.0790971E+05   5.6423667E+05   2.3214099E+05   2.4023957E+05   2.3215420E+05   3.5568357E+05   2.9599403E+05   3.5585430E+05   1.4654521E+04   2.1117804E+04   1.4654521E+04   3.3157901E+05   1.2782970E+05  -1.5024254E+04   2.9565103E+05  -2.3516530E-40  -1.4245427E+04   3.3173855E+05  -1.2789092E+05  -1.5024429E+04  -2.2596222E+02   9.5746702E+01  -1.4652466E+04   1.5896806E+04   4.0833244E-74  -1.3901554E+04  -2.2593480E+02  -9.5735085E+01  -1.4652466E+04  -3.4116269E+05  -1.1447091E+05  -4.3432787E+05  -1.3914890E+01  -5.5308619E-03  -1.0342962E+01  -3.0759091E+05   1.8146649E+02  -4.0417827E+05  -1.3914890E+01  -5.5308619E-03  -1.0342962E+01  -3.4130298E+05   1.1490929E+05  -4.3436292E+05  -1.3914890E+01  -5.5308619E-03  -1.0342962E+01  -2.9857183E+04  -5.0627329E+03  -2.3015724E+05   5.4082947E+01   4.6584737E-04  -9.8005919E+00  -3.2869328E+04   1.4509451E+01  -2.3798038E+05   5.4082947E+01   4.6584737E-04  -9.8005919E+00  -2.9858727E+04   5.0879351E+03  -2.3016981E+05   5.4082947E+01   4.6584737E-04  -9.8005919E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0005017E+01  -4.9972685E+01  -4.9492205E+01  -4.8592004E+01  -4.7294814E+01  -4.5621701E+01  -4.3598641E+01  -4.1252669E+01  -3.8615048E+01  -3.5723020E+01  -3.2603747E+01  -2.9284819E+01  -2.5786516E+01  -2.2129237E+01  -1.8325958E+01  -1.4393306E+01  -1.0342962E+01  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005640E+01  -5.0004870E+01  -4.9964693E+01  -4.9455851E+01  -4.8528168E+01  -4.7215878E+01  -4.5526380E+01  -4.3473100E+01  -4.1084244E+01  -3.8403938E+01  -3.5500575E+01  -3.2386827E+01  -2.9082928E+01  -2.5604816E+01  -2.1974893E+01  -1.8204756E+01  -1.4323689E+01  -1.0342962E+01
    1.1790   5.6499549E+05   5.0764462E+05   5.6519354E+05   2.3216646E+05   2.4023321E+05   2.3217959E+05   3.5690782E+05   2.9577756E+05   3.5707816E+05   1.4654485E+04   2.1124857E+04   1.4654485E+04   3.3272602E+05   1.2826076E+05  -1.5025534E+04   2.9543432E+05  -2.7302509E-40  -1.4245194E+04   3.3288519E+05  -1.2832182E+05  -1.5025708E+04  -2.2408971E+02   9.4953266E+01  -1.4652464E+04   1.5906184E+04   4.8240853E-74  -1.3901543E+04  -2.2406214E+02  -9.4941586E+01  -1.4652464E+04  -3.4174774E+05  -1.1467929E+05  -4.3505982E+05  -1.3914513E+01  -5.5576752E-03  -1.0344622E+01  -3.0741306E+05   1.8140915E+02  -4.0398049E+05  -1.3914513E+01  -5.5576752E-03  -1.0344622E+01  -3.4188639E+05   1.1511788E+05  -4.3509230E+05  -1.3914513E+01  -5.5576752E-03  -1.0344622E+01  -2.9826715E+04  -5.0555218E+03  -2.3018704E+05   5.4083303E+01   4.5798621E-04  -9.7996031E+00  -3.2833169E+04   1.4897051E+01  -2.3797895E+05   5.4083303E+01   4.5798621E-04  -9.7996031E+00  -2.9828246E+04   5.0814829E+03  -2.3019952E+05   5.4083303E+01   4.5798621E-04  -9.7996031E+00  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005642E+01  -5.0005024E+01  -4.9973265E+01  -4.9493283E+01  -4.8593440E+01  -4.7296389E+01  -4.5623295E+01  -4.3600205E+01  -4.1254139E+01  -3.8616431E+01  -3.5724416E+01  -3.2605172E+01  -2.9286364E+01  -2.5788129E+01  -2.2130965E+01  -1.8327651E+01  -1.4395000E+01  -1.0344622E+01  -5.0005584E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005640E+01  -5.0004879E+01  -4.9965351E+01  -4.9457239E+01  -4.8529704E+01  -4.7217215E+01  -4.5527739E+01  -4.3474337E+01  -4.1085415E+01  -3.8404963E+01  -3.5501685E+01  -3.2388156E+01  -2.9084519E+01  -2.5606389E+01  -2.1976618E+01  -1.8206554E+01  -1.4325462E+01  -1.0344622E+01
