
Predictions were generated on 08-Jan-2026 at 16:52:34 using AA AeroAcoustics

Number of observers      :2
Description from AA input file, line2: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

     Time           	Obs1                	Obs2                
        16.6000	  6.723005E+001	  5.809487E+001
        16.7000	  6.719776E+001	  5.549183E+001
        16.8000	  6.716499E+001	  5.122619E+001
        16.9000	  6.715833E+001	  5.046598E+001
        17.0000	  6.716596E+001	  5.045532E+001
        17.1000	  6.717471E+001	  5.074673E+001
        17.2000	  6.717442E+001	  5.101850E+001
        17.3000	  6.717448E+001	  5.122356E+001
        17.4000	  6.718835E+001	  5.150089E+001
        17.5000	  6.720566E+001	  5.169213E+001
        17.6000	  6.721495E+001	  5.176682E+001
        17.7000	  6.722134E+001	  5.178388E+001
        17.8000	  6.723164E+001	  5.179776E+001
        17.9000	  6.724796E+001	  5.182403E+001
        18.0000	  6.726040E+001	  5.184930E+001
        18.1000	  6.725366E+001	  5.189234E+001
        18.2000	  6.723742E+001	  5.206869E+001
        18.3000	  6.722795E+001	  5.257416E+001
        18.4000	  6.722364E+001	  5.366248E+001
        18.5000	  6.721960E+001	  5.564773E+001
        18.6000	  6.720617E+001	  5.823151E+001
        18.7000	  6.718691E+001	  5.474169E+001
        18.8000	  6.717557E+001	  5.110256E+001
        18.9000	  6.717105E+001	  5.042036E+001
        19.0000	  6.716699E+001	  5.045043E+001
        19.1000	  6.716417E+001	  5.078848E+001
        19.2000	  6.716549E+001	  5.105613E+001
        19.3000	  6.717837E+001	  5.125970E+001
        19.4000	  6.719754E+001	  5.150347E+001
        19.5000	  6.720787E+001	  5.167376E+001
        19.6000	  6.720943E+001	  5.176073E+001
        19.7000	  6.721461E+001	  5.179636E+001
        19.8000	  6.723308E+001	  5.181555E+001
        19.9000	  6.725648E+001	  5.182661E+001
        20.0000	  6.726520E+001	  5.183738E+001
