
Predictions were generated on 05-Feb-2026 at 19:17:08 using AA AeroAcoustics

Number of observers      :2;  Number of frequencies    :34
Description from AA input file, line2: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      	Obs2_Freq10         	Obs2_Freq12.5       	Obs2_Freq16         	Obs2_Freq20         	Obs2_Freq25         	Obs2_Freq31.5       	Obs2_Freq40         	Obs2_Freq50         	Obs2_Freq63         	Obs2_Freq80         	Obs2_Freq100        	Obs2_Freq125        	Obs2_Freq160        	Obs2_Freq200        	Obs2_Freq250        	Obs2_Freq315        	Obs2_Freq400        	Obs2_Freq500        	Obs2_Freq630        	Obs2_Freq800        	Obs2_Freq1000       	Obs2_Freq1250       	Obs2_Freq1600       	Obs2_Freq2000       	Obs2_Freq2500       	Obs2_Freq3150       	Obs2_Freq4000       	Obs2_Freq5000       	Obs2_Freq6300       	Obs2_Freq8000       	Obs2_Freq10000      	Obs2_Freq12500      	Obs2_Freq16000      	Obs2_Freq20000      
         0.9000	  6.033449E+001	  5.938104E+001	  5.823480E+001	  5.712694E+001	  5.597998E+001	  5.482474E+001	  5.382871E+001	  5.330450E+001	  5.336048E+001	  5.366031E+001	  5.349121E+001	  5.246969E+001	  5.040330E+001	  4.842773E+001	  4.679095E+001	  4.575684E+001	  4.598892E+001	  4.798095E+001	  4.919602E+001	  4.159765E+001	  5.564465E+001	  5.479792E+001	  3.965343E+001	  3.327641E+001	  3.132128E+001	  2.948845E+001	  2.744789E+001	  2.558841E+001	  2.366047E+001	  2.160602E+001	  1.959599E+001	  1.747475E+001	  1.497414E+001	  1.255290E+001	  4.228067E+001	  4.137422E+001	  4.031821E+001	  3.937112E+001	  3.855608E+001	  3.807005E+001	  3.814340E+001	  3.872801E+001	  3.958230E+001	  3.964901E+001	  3.865409E+001	  3.712349E+001	  3.495791E+001	  3.320472E+001	  3.239717E+001	  3.227351E+001	  3.313017E+001	  3.488709E+001	  3.355643E+001	  2.649335E+001	  4.203307E+001	  4.088818E+001	  2.569212E+001	  1.931224E+001	  1.744653E+001	  1.568116E+001	  1.368313E+001	  1.183462E+001	  9.894838E+000	  7.814146E+000	  5.775428E+000	  3.627229E+000	  1.102467E+000	 -1.334426E+000
         1.0000	  6.020114E+001	  5.923491E+001	  5.806702E+001	  5.692594E+001	  5.571881E+001	  5.444381E+001	  5.320863E+001	  5.229794E+001	  5.179868E+001	  5.178457E+001	  5.188331E+001	  5.151898E+001	  5.004323E+001	  4.791494E+001	  4.586215E+001	  4.441226E+001	  4.427410E+001	  4.631000E+001	  4.918447E+001	  4.689794E+001	  5.563612E+001	  5.484495E+001	  3.966217E+001	  3.332802E+001	  3.149030E+001	  2.975694E+001	  2.779591E+001	  2.597926E+001	  2.406742E+001	  2.200776E+001	  1.997913E+001	  1.783048E+001	  1.529315E+001	  1.283569E+001	  4.208869E+001	  4.116644E+001	  4.007186E+001	  3.904391E+001	  3.804470E+001	  3.717573E+001	  3.660760E+001	  3.634581E+001	  3.618228E+001	  3.589336E+001	  3.538176E+001	  3.488830E+001	  3.383890E+001	  3.211024E+001	  3.089540E+001	  2.974355E+001	  2.952064E+001	  3.079285E+001	  3.176669E+001	  3.123568E+001	  4.247598E+001	  4.092199E+001	  2.558916E+001	  1.887860E+001	  1.698060E+001	  1.523445E+001	  1.326646E+001	  1.146796E+001	  9.589982E+000	  7.574016E+000	  5.591662E+000	  3.493075E+000	  1.013466E+000	 -1.391900E+000
         1.1000	  6.010538E+001	  5.913652E+001	  5.796413E+001	  5.681553E+001	  5.559243E+001	  5.427803E+001	  5.294450E+001	  5.183930E+001	  5.101659E+001	  5.064764E+001	  5.061752E+001	  5.051245E+001	  4.969882E+001	  4.808456E+001	  4.611138E+001	  4.451173E+001	  4.386496E+001	  4.519722E+001	  4.821382E+001	  4.865007E+001	  5.521688E+001	  5.488943E+001	  3.971188E+001	  3.337809E+001	  3.152889E+001	  2.978275E+001	  2.780544E+001	  2.597536E+001	  2.405303E+001	  2.198648E+001	  1.995492E+001	  1.780641E+001	  1.527234E+001	  1.282022E+001	  4.220944E+001	  4.129042E+001	  4.019017E+001	  3.913506E+001	  3.805729E+001	  3.699357E+001	  3.604142E+001	  3.528009E+001	  3.465846E+001	  3.423289E+001	  3.401606E+001	  3.434326E+001	  3.409645E+001	  3.252016E+001	  3.174023E+001	  2.976137E+001	  2.849075E+001	  2.867967E+001	  3.020111E+001	  3.286418E+001	  4.208457E+001	  4.129695E+001	  2.600922E+001	  1.927583E+001	  1.729703E+001	  1.551544E+001	  1.353810E+001	  1.174882E+001	  9.887931E+000	  7.891179E+000	  5.925645E+000	  3.841736E+000	  1.375399E+000	 -1.020549E+000
         1.2000	  6.005786E+001	  5.909222E+001	  5.792215E+001	  5.677232E+001	  5.553956E+001	  5.419467E+001	  5.279077E+001	  5.158549E+001	  5.066794E+001	  5.035018E+001	  5.056763E+001	  5.062074E+001	  4.979479E+001	  4.814046E+001	  4.609574E+001	  4.443853E+001	  4.367942E+001	  4.498762E+001	  4.847702E+001	  4.876565E+001	  5.489586E+001	  5.502570E+001	  3.982905E+001	  3.344621E+001	  3.158918E+001	  2.984409E+001	  2.786603E+001	  2.603707E+001	  2.411778E+001	  2.205574E+001	  2.002915E+001	  1.788595E+001	  1.535786E+001	  1.291104E+001	  4.237672E+001	  4.146718E+001	  4.037096E+001	  3.930398E+001	  3.817764E+001	  3.698423E+001	  3.579781E+001	  3.486856E+001	  3.429214E+001	  3.472823E+001	  3.524905E+001	  3.593818E+001	  3.532033E+001	  3.323308E+001	  3.222463E+001	  2.985702E+001	  2.812387E+001	  2.816138E+001	  3.083860E+001	  3.322348E+001	  4.103221E+001	  4.143954E+001	  2.613046E+001	  1.934541E+001	  1.736883E+001	  1.560155E+001	  1.363196E+001	  1.184884E+001	  9.994097E+000	  8.003161E+000	  6.042133E+000	  3.961678E+000	  1.498104E+000	 -8.958990E-001
         1.3000	  5.996692E+001	  5.899873E+001	  5.782507E+001	  5.667045E+001	  5.542925E+001	  5.406470E+001	  5.260651E+001	  5.127213E+001	  5.006531E+001	  4.923587E+001	  4.905925E+001	  4.924986E+001	  4.909648E+001	  4.805457E+001	  4.633474E+001	  4.461039E+001	  4.344274E+001	  4.370400E+001	  4.718919E+001	  5.017599E+001	  5.497430E+001	  5.512622E+001	  3.992357E+001	  3.351922E+001	  3.164886E+001	  2.989103E+001	  2.789689E+001	  2.605370E+001	  2.412245E+001	  2.205188E+001	  2.002094E+001	  1.787670E+001	  1.535082E+001	  1.290849E+001	  4.250620E+001	  4.160280E+001	  4.051131E+001	  3.944511E+001	  3.830656E+001	  3.710976E+001	  3.595639E+001	  3.497753E+001	  3.409867E+001	  3.374503E+001	  3.411043E+001	  3.388066E+001	  3.380524E+001	  3.260534E+001	  3.138774E+001	  2.920343E+001	  2.748529E+001	  2.695885E+001	  2.946688E+001	  3.455142E+001	  4.077154E+001	  4.127061E+001	  2.592258E+001	  1.913002E+001	  1.720656E+001	  1.546540E+001	  1.349926E+001	  1.170750E+001	  9.840235E+000	  7.836756E+000	  5.865493E+000	  3.776463E+000	  1.305407E+000	 -1.093519E+000
         1.4000	  5.993148E+001	  5.895982E+001	  5.778219E+001	  5.662402E+001	  5.537973E+001	  5.401292E+001	  5.254981E+001	  5.118882E+001	  4.988456E+001	  4.879287E+001	  4.818519E+001	  4.794693E+001	  4.784727E+001	  4.752780E+001	  4.647907E+001	  4.486892E+001	  4.365492E+001	  4.362006E+001	  4.621291E+001	  5.049720E+001	  5.494346E+001	  5.519977E+001	  4.000242E+001	  3.360562E+001	  3.172832E+001	  2.995937E+001	  2.795061E+001	  2.609242E+001	  2.414677E+001	  2.206422E+001	  2.002556E+001	  1.787719E+001	  1.535061E+001	  1.291063E+001	  4.291203E+001	  4.201926E+001	  4.093914E+001	  3.988289E+001	  3.875108E+001	  3.752078E+001	  3.621918E+001	  3.497200E+001	  3.385196E+001	  3.299038E+001	  3.246905E+001	  3.247948E+001	  3.250815E+001	  3.215713E+001	  3.144558E+001	  2.942548E+001	  2.770542E+001	  2.703186E+001	  2.899512E+001	  3.512082E+001	  4.144842E+001	  4.139215E+001	  2.605708E+001	  1.934340E+001	  1.745091E+001	  1.571237E+001	  1.373996E+001	  1.193335E+001	  1.004731E+001	  8.024636E+000	  6.037111E+000	  3.933937E+000	  1.449828E+000	 -9.586583E-001
         1.5000	  6.000102E+001	  5.903151E+001	  5.785607E+001	  5.669939E+001	  5.545529E+001	  5.408556E+001	  5.261430E+001	  5.124820E+001	  4.996495E+001	  4.897890E+001	  4.857169E+001	  4.862221E+001	  4.877392E+001	  4.815383E+001	  4.657852E+001	  4.486049E+001	  4.364406E+001	  4.360171E+001	  4.644806E+001	  5.067389E+001	  5.477371E+001	  5.537042E+001	  4.014713E+001	  3.368766E+001	  3.180434E+001	  3.004202E+001	  2.804053E+001	  2.619042E+001	  2.425334E+001	  2.217869E+001	  2.014582E+001	  1.800142E+001	  1.547725E+001	  1.303797E+001	  4.341934E+001	  4.253817E+001	  4.146991E+001	  4.042084E+001	  3.929494E+001	  3.805927E+001	  3.672575E+001	  3.547390E+001	  3.426796E+001	  3.345008E+001	  3.312600E+001	  3.341396E+001	  3.381246E+001	  3.325891E+001	  3.181599E+001	  2.968110E+001	  2.794676E+001	  2.728012E+001	  2.975250E+001	  3.602120E+001	  4.202987E+001	  4.166214E+001	  2.633083E+001	  1.964198E+001	  1.776044E+001	  1.602703E+001	  1.405960E+001	  1.225354E+001	  1.036532E+001	  8.338357E+000	  6.345111E+000	  4.234651E+000	  1.740986E+000	 -6.770497E-001
         1.6000	  6.002144E+001	  5.905322E+001	  5.787921E+001	  5.672370E+001	  5.548037E+001	  5.411049E+001	  5.263863E+001	  5.127651E+001	  5.001947E+001	  4.910982E+001	  4.883059E+001	  4.903755E+001	  4.918122E+001	  4.833548E+001	  4.655115E+001	  4.481376E+001	  4.360041E+001	  4.361606E+001	  4.673598E+001	  5.051929E+001	  5.462946E+001	  5.542795E+001	  4.019875E+001	  3.372568E+001	  3.184303E+001	  3.008476E+001	  2.808753E+001	  2.624199E+001	  2.430958E+001	  2.223911E+001	  2.020927E+001	  1.806699E+001	  1.554414E+001	  1.310531E+001	  4.361883E+001	  4.274050E+001	  4.167481E+001	  4.062692E+001	  3.950111E+001	  3.826280E+001	  3.692770E+001	  3.568217E+001	  3.451497E+001	  3.374964E+001	  3.359673E+001	  3.407610E+001	  3.451302E+001	  3.372006E+001	  3.190024E+001	  2.980049E+001	  2.810494E+001	  2.753156E+001	  3.050838E+001	  3.611635E+001	  4.168462E+001	  4.160643E+001	  2.629699E+001	  1.966113E+001	  1.778544E+001	  1.605203E+001	  1.408400E+001	  1.227404E+001	  1.038000E+001	  8.346189E+000	  6.346067E+000	  4.228433E+000	  1.726733E+000	 -6.983825E-001
         1.7000	  5.996055E+001	  5.899009E+001	  5.781381E+001	  5.665679E+001	  5.541341E+001	  5.404712E+001	  5.258582E+001	  5.123462E+001	  4.996915E+001	  4.897786E+001	  4.852920E+001	  4.848887E+001	  4.845591E+001	  4.787512E+001	  4.653525E+001	  4.488887E+001	  4.372099E+001	  4.371138E+001	  4.657035E+001	  5.053961E+001	  5.485726E+001	  5.530535E+001	  4.010536E+001	  3.370444E+001	  3.183045E+001	  3.006639E+001	  2.806329E+001	  2.621116E+001	  2.427163E+001	  2.219450E+001	  2.015968E+001	  1.801383E+001	  1.548860E+001	  1.304872E+001	  4.367751E+001	  4.279556E+001	  4.172553E+001	  4.067346E+001	  3.954398E+001	  3.830383E+001	  3.697313E+001	  3.572673E+001	  3.455126E+001	  3.366110E+001	  3.334978E+001	  3.359765E+001	  3.392911E+001	  3.348645E+001	  3.211696E+001	  3.014277E+001	  2.855606E+001	  2.805199E+001	  3.085483E+001	  3.646361E+001	  4.130276E+001	  4.143566E+001	  2.618114E+001	  1.967178E+001	  1.780345E+001	  1.605847E+001	  1.407717E+001	  1.225031E+001	  1.033748E+001	  8.285362E+000	  6.270258E+000	  4.140089E+000	  1.627454E+000	 -8.050390E-001
         1.8000	  5.994352E+001	  5.897326E+001	  5.779743E+001	  5.664131E+001	  5.539988E+001	  5.403830E+001	  5.258799E+001	  5.125747E+001	  5.002850E+001	  4.909534E+001	  4.871755E+001	  4.873850E+001	  4.870166E+001	  4.799883E+001	  4.651394E+001	  4.481622E+001	  4.365012E+001	  4.377491E+001	  4.670333E+001	  5.057262E+001	  5.522371E+001	  5.523200E+001	  4.004274E+001	  3.367256E+001	  3.180581E+001	  3.004322E+001	  2.804421E+001	  2.619581E+001	  2.425925E+001	  2.218397E+001	  2.014969E+001	  1.800324E+001	  1.547607E+001	  1.303342E+001	  4.380197E+001	  4.291578E+001	  4.184059E+001	  4.078380E+001	  3.965072E+001	  3.841101E+001	  3.709186E+001	  3.588213E+001	  3.477098E+001	  3.399519E+001	  3.383239E+001	  3.419283E+001	  3.454378E+001	  3.398563E+001	  3.244711E+001	  3.048288E+001	  2.898866E+001	  2.866286E+001	  3.167582E+001	  3.690084E+001	  4.133134E+001	  4.138313E+001	  2.618065E+001	  1.978284E+001	  1.791923E+001	  1.616615E+001	  1.417897E+001	  1.234289E+001	  1.041831E+001	  8.353250E+000	  6.325940E+000	  4.183775E+000	  1.658412E+000	 -7.848642E-001
