
These predictions were generated by SubDyn on 13-Jun-2022 at 17:02:21.




    Time	      M1N1TDxss	      M2N1TDxss	      M2N2TDxss	       M1N1RDye	       M2N1RDye	       M2N2RDye	       IntfFXss	       IntfMYss
       s	            (m)	            (m)	            (m)	          (rad)	          (rad)	          (rad)	            (N)	           (Nm)
    7.6600	   0.000000E+00	   2.243013E-04	   5.668151E-03	   0.000000E+00	   4.322194E-04	   1.414635E-03	  -7.653867E+02	   4.591850E+03
    7.6700	   0.000000E+00	   2.245762E-04	   5.675157E-03	   0.000000E+00	   4.327497E-04	   1.416391E-03	  -7.663019E+02	   4.597480E+03
    7.6800	   0.000000E+00	   2.248593E-04	   5.682344E-03	   0.000000E+00	   4.332956E-04	   1.418189E-03	  -7.672572E+02	   4.603283E+03
    7.6900	   0.000000E+00	   2.251516E-04	   5.689732E-03	   0.000000E+00	   4.338588E-04	   1.420034E-03	  -7.682558E+02	   4.609278E+03
    7.7000	   0.000000E+00	   2.254531E-04	   5.697323E-03	   0.000000E+00	   4.344395E-04	   1.421924E-03	  -7.692981E+02	   4.615464E+03
    7.7100	   0.000000E+00	   2.257628E-04	   5.705096E-03	   0.000000E+00	   4.350359E-04	   1.423857E-03	  -7.703802E+02	   4.621821E+03
    7.7200	   0.000000E+00	   2.260792E-04	   5.713014E-03	   0.000000E+00	   4.356448E-04	   1.425822E-03	  -7.714930E+02	   4.628313E+03
    7.7300	   0.000000E+00	   2.263996E-04	   5.721022E-03	   0.000000E+00	   4.362614E-04	   1.427808E-03	  -7.726241E+02	   4.634886E+03
    7.7400	   0.000000E+00	   2.267213E-04	   5.729060E-03	   0.000000E+00	   4.368806E-04	   1.429801E-03	  -7.737608E+02	   4.641484E+03
    7.7500	   0.000000E+00	   2.270415E-04	   5.737062E-03	   0.000000E+00	   4.374968E-04	   1.431786E-03	  -7.748896E+02	   4.648045E+03
    7.7600	   0.000000E+00	   2.273573E-04	   5.744968E-03	   0.000000E+00	   4.381047E-04	   1.433749E-03	  -7.759965E+02	   4.654511E+03
    7.7700	   0.000000E+00	   2.276665E-04	   5.752729E-03	   0.000000E+00	   4.386999E-04	   1.435679E-03	  -7.770706E+02	   4.660836E+03
    7.7800	   0.000000E+00	   2.279674E-04	   5.760308E-03	   0.000000E+00	   4.392796E-04	   1.437566E-03	  -7.781054E+02	   4.666988E+03
    7.7900	   0.000000E+00	   2.282594E-04	   5.767689E-03	   0.000000E+00	   4.398423E-04	   1.439409E-03	  -7.790976E+02	   4.672953E+03
    7.8000	   0.000000E+00	   2.285426E-04	   5.774877E-03	   0.000000E+00	   4.403882E-04	   1.441207E-03	  -7.800474E+02	   4.678734E+03
    7.8100	   0.000000E+00	   2.288180E-04	   5.781895E-03	   0.000000E+00	   4.409194E-04	   1.442967E-03	  -7.809605E+02	   4.684356E+03
    7.8200	   0.000000E+00	   2.290875E-04	   5.788783E-03	   0.000000E+00	   4.414395E-04	   1.444697E-03	  -7.818467E+02	   4.689858E+03
    7.8300	   0.000000E+00	   2.293536E-04	   5.795595E-03	   0.000000E+00	   4.419531E-04	   1.446409E-03	  -7.827172E+02	   4.695292E+03
    7.8400	   0.000000E+00	   2.296191E-04	   5.802393E-03	   0.000000E+00	   4.424654E-04	   1.448118E-03	  -7.835848E+02	   4.700715E+03
    7.8500	   0.000000E+00	   2.298866E-04	   5.809238E-03	   0.000000E+00	   4.429817E-04	   1.449838E-03	  -7.844636E+02	   4.706186E+03
    7.8600	   0.000000E+00	   2.301590E-04	   5.816187E-03	   0.000000E+00	   4.435071E-04	   1.451581E-03	  -7.853664E+02	   4.711761E+03
    7.8700	   0.000000E+00	   2.304381E-04	   5.823286E-03	   0.000000E+00	   4.440454E-04	   1.453359E-03	  -7.863021E+02	   4.717479E+03
    7.8800	   0.000000E+00	   2.307255E-04	   5.830567E-03	   0.000000E+00	   4.445993E-04	   1.455179E-03	  -7.872768E+02	   4.723370E+03
    7.8900	   0.000000E+00	   2.310216E-04	   5.838040E-03	   0.000000E+00	   4.451698E-04	   1.457043E-03	  -7.882937E+02	   4.729444E+03
    7.9000	   0.000000E+00	   2.313261E-04	   5.845697E-03	   0.000000E+00	   4.457563E-04	   1.458948E-03	  -7.893509E+02	   4.735692E+03
    7.9100	   0.000000E+00	   2.316378E-04	   5.853512E-03	   0.000000E+00	   4.463563E-04	   1.460890E-03	  -7.904413E+02	   4.742088E+03
    7.9200	   0.000000E+00	   2.319546E-04	   5.861443E-03	   0.000000E+00	   4.469662E-04	   1.462859E-03	  -7.915559E+02	   4.748589E+03
    7.9300	   0.000000E+00	   2.322743E-04	   5.869434E-03	   0.000000E+00	   4.475815E-04	   1.464841E-03	  -7.926835E+02	   4.755146E+03
    7.9400	   0.000000E+00	   2.325941E-04	   5.877427E-03	   0.000000E+00	   4.481968E-04	   1.466824E-03	  -7.938106E+02	   4.761700E+03
    7.9500	   0.000000E+00	   2.329111E-04	   5.885361E-03	   0.000000E+00	   4.488071E-04	   1.468793E-03	  -7.949237E+02	   4.768194E+03
    7.9600	   0.000000E+00	   2.332231E-04	   5.893184E-03	   0.000000E+00	   4.494077E-04	   1.470737E-03	  -7.960119E+02	   4.774580E+03
    7.9700	   0.000000E+00	   2.335281E-04	   5.900852E-03	   0.000000E+00	   4.499952E-04	   1.472645E-03	  -7.970668E+02	   4.780819E+03
    7.9800	   0.000000E+00	   2.338250E-04	   5.908342E-03	   0.000000E+00	   4.505671E-04	   1.474513E-03	  -7.980823E+02	   4.786886E+03
    7.9900	   0.000000E+00	   2.341134E-04	   5.915645E-03	   0.000000E+00	   4.511229E-04	   1.476337E-03	  -7.990569E+02	   4.792776E+03
    8.0000	   0.000000E+00	   2.343938E-04	   5.922773E-03	   0.000000E+00	   4.516637E-04	   1.478122E-03	  -7.999942E+02	   4.798502E+03
    8.0100	   0.000000E+00	   2.346677E-04	   5.929756E-03	   0.000000E+00	   4.521920E-04	   1.479873E-03	  -8.009007E+02	   4.804093E+03
    8.0200	   0.000000E+00	   2.349369E-04	   5.936637E-03	   0.000000E+00	   4.527115E-04	   1.481602E-03	  -8.017856E+02	   4.809591E+03
    8.0300	   0.000000E+00	   2.352040E-04	   5.943472E-03	   0.000000E+00	   4.532270E-04	   1.483319E-03	  -8.026608E+02	   4.815047E+03
    8.0400	   0.000000E+00	   2.354717E-04	   5.950318E-03	   0.000000E+00	   4.537435E-04	   1.485039E-03	  -8.035397E+02	   4.820518E+03
    8.0500	   0.000000E+00	   2.357425E-04	   5.957233E-03	   0.000000E+00	   4.542659E-04	   1.486775E-03	  -8.044345E+02	   4.826058E+03
    8.0600	   0.000000E+00	   2.360186E-04	   5.964266E-03	   0.000000E+00	   4.547985E-04	   1.488538E-03	  -8.053550E+02	   4.831711E+03
    8.0700	   0.000000E+00	   2.363018E-04	   5.971455E-03	   0.000000E+00	   4.553445E-04	   1.490337E-03	  -8.063098E+02	   4.837514E+03
    8.0800	   0.000000E+00	   2.365931E-04	   5.978821E-03	   0.000000E+00	   4.559058E-04	   1.492176E-03	  -8.073036E+02	   4.843486E+03
    8.0900	   0.000000E+00	   2.368925E-04	   5.986367E-03	   0.000000E+00	   4.564826E-04	   1.494056E-03	  -8.083362E+02	   4.849629E+03
    8.1000	   0.000000E+00	   2.371994E-04	   5.994077E-03	   0.000000E+00	   4.570736E-04	   1.495974E-03	  -8.094039E+02	   4.855925E+03
    8.1100	   0.000000E+00	   2.375123E-04	   6.001920E-03	   0.000000E+00	   4.576760E-04	   1.497922E-03	  -8.105001E+02	   4.862345E+03
    8.1200	   0.000000E+00	   2.378292E-04	   6.009851E-03	   0.000000E+00	   4.582860E-04	   1.499891E-03	  -8.116150E+02	   4.868846E+03
    8.1300	   0.000000E+00	   2.381477E-04	   6.017815E-03	   0.000000E+00	   4.588988E-04	   1.501867E-03	  -8.127361E+02	   4.875375E+03
    8.1400	   0.000000E+00	   2.384650E-04	   6.025755E-03	   0.000000E+00	   4.595097E-04	   1.503838E-03	  -8.138510E+02	   4.881877E+03
    8.1500	   0.000000E+00	   2.387788E-04	   6.033618E-03	   0.000000E+00	   4.601138E-04	   1.505791E-03	  -8.149487E+02	   4.888304E+03
    8.1600	   0.000000E+00	   2.390871E-04	   6.041357E-03	   0.000000E+00	   4.607073E-04	   1.507715E-03	  -8.160192E+02	   4.894610E+03
    8.1700	   0.000000E+00	   2.393881E-04	   6.048940E-03	   0.000000E+00	   4.612872E-04	   1.509604E-03	  -8.170548E+02	   4.900767E+03
    8.1800	   0.000000E+00	   2.396813E-04	   6.056348E-03	   0.000000E+00	   4.618522E-04	   1.511453E-03	  -8.180526E+02	   4.906758E+03
    8.1900	   0.000000E+00	   2.399667E-04	   6.063584E-03	   0.000000E+00	   4.624023E-04	   1.513262E-03	  -8.190134E+02	   4.912586E+03
    8.2000	   0.000000E+00	   2.402450E-04	   6.070665E-03	   0.000000E+00	   4.629390E-04	   1.515036E-03	  -8.199411E+02	   4.918270E+03
    8.2100	   0.000000E+00	   2.405179E-04	   6.077627E-03	   0.000000E+00	   4.634654E-04	   1.516782E-03	  -8.208428E+02	   4.923841E+03
    8.2200	   0.000000E+00	   2.407874E-04	   6.084514E-03	   0.000000E+00	   4.639855E-04	   1.518512E-03	  -8.217292E+02	   4.929346E+03
    8.2300	   0.000000E+00	   2.410560E-04	   6.091381E-03	   0.000000E+00	   4.645037E-04	   1.520237E-03	  -8.226123E+02	   4.934834E+03
    8.2400	   0.000000E+00	   2.413261E-04	   6.098283E-03	   0.000000E+00	   4.650250E-04	   1.521969E-03	  -8.235034E+02	   4.940359E+03
    8.2500	   0.000000E+00	   2.416002E-04	   6.105270E-03	   0.000000E+00	   4.655536E-04	   1.523722E-03	  -8.244135E+02	   4.945967E+03
    8.2600	   0.000000E+00	   2.418800E-04	   6.112385E-03	   0.000000E+00	   4.660933E-04	   1.525504E-03	  -8.253522E+02	   4.951699E+03
    8.2700	   0.000000E+00	   2.421670E-04	   6.119657E-03	   0.000000E+00	   4.666465E-04	   1.527321E-03	  -8.263255E+02	   4.957582E+03
    8.2800	   0.000000E+00	   2.424617E-04	   6.127099E-03	   0.000000E+00	   4.672143E-04	   1.529178E-03	  -8.273353E+02	   4.963625E+03
    8.2900	   0.000000E+00	   2.427639E-04	   6.134706E-03	   0.000000E+00	   4.677964E-04	   1.531072E-03	  -8.283806E+02	   4.969824E+03
    8.3000	   0.000000E+00	   2.430727E-04	   6.142457E-03	   0.000000E+00	   4.683909E-04	   1.532999E-03	  -8.294572E+02	   4.976157E+03
    8.3100	   0.000000E+00	   2.433863E-04	   6.150315E-03	   0.000000E+00	   4.689946E-04	   1.534951E-03	  -8.305566E+02	   4.982591E+03
    8.3200	   0.000000E+00	   2.437027E-04	   6.158234E-03	   0.000000E+00	   4.696036E-04	   1.536917E-03	  -8.316681E+02	   4.989078E+03
    8.3300	   0.000000E+00	   2.440195E-04	   6.166162E-03	   0.000000E+00	   4.702133E-04	   1.538885E-03	  -8.327809E+02	   4.995571E+03
    8.3400	   0.000000E+00	   2.443342E-04	   6.174045E-03	   0.000000E+00	   4.708192E-04	   1.540842E-03	  -8.338835E+02	   5.002019E+03
    8.3500	   0.000000E+00	   2.446447E-04	   6.181835E-03	   0.000000E+00	   4.714171E-04	   1.542779E-03	  -8.349652E+02	   5.008375E+03
    8.3600	   0.000000E+00	   2.449493E-04	   6.189494E-03	   0.000000E+00	   4.720036E-04	   1.544685E-03	  -8.360177E+02	   5.014605E+03
    8.3700	   0.000000E+00	   2.452467E-04	   6.196996E-03	   0.000000E+00	   4.725766E-04	   1.546555E-03	  -8.370362E+02	   5.020686E+03
    8.3800	   0.000000E+00	   2.455367E-04	   6.204333E-03	   0.000000E+00	   4.731354E-04	   1.548388E-03	  -8.380191E+02	   5.026611E+03
    8.3900	   0.000000E+00	   2.458195E-04	   6.211514E-03	   0.000000E+00	   4.736807E-04	   1.550184E-03	  -8.389679E+02	   5.032387E+03
    8.4000	   0.000000E+00	   2.460963E-04	   6.218561E-03	   0.000000E+00	   4.742146E-04	   1.551951E-03	  -8.398881E+02	   5.038039E+03
    8.4100	   0.000000E+00	   2.463687E-04	   6.225513E-03	   0.000000E+00	   4.747402E-04	   1.553695E-03	  -8.407885E+02	   5.043604E+03
    8.4200	   0.000000E+00	   2.466390E-04	   6.232417E-03	   0.000000E+00	   4.752616E-04	   1.555428E-03	  -8.416792E+02	   5.049126E+03
    8.4300	   0.000000E+00	   2.469094E-04	   6.239324E-03	   0.000000E+00	   4.757833E-04	   1.557162E-03	  -8.425708E+02	   5.054654E+03
    8.4400	   0.000000E+00	   2.471822E-04	   6.246285E-03	   0.000000E+00	   4.763097E-04	   1.558909E-03	  -8.434749E+02	   5.060235E+03
    8.4500	   0.000000E+00	   2.474596E-04	   6.253345E-03	   0.000000E+00	   4.768446E-04	   1.560678E-03	  -8.444014E+02	   5.065914E+03
    8.4600	   0.000000E+00	   2.477431E-04	   6.260539E-03	   0.000000E+00	   4.773911E-04	   1.562477E-03	  -8.453572E+02	   5.071721E+03
    8.4700	   0.000000E+00	   2.480335E-04	   6.267888E-03	   0.000000E+00	   4.779509E-04	   1.564313E-03	  -8.463466E+02	   5.077675E+03
    8.4800	   0.000000E+00	   2.483312E-04	   6.275396E-03	   0.000000E+00	   4.785244E-04	   1.566184E-03	  -8.473707E+02	   5.083780E+03
    8.4900	   0.000000E+00	   2.486357E-04	   6.283053E-03	   0.000000E+00	   4.791108E-04	   1.568090E-03	  -8.484270E+02	   5.090025E+03
    8.5000	   0.000000E+00	   2.489457E-04	   6.290831E-03	   0.000000E+00	   4.797077E-04	   1.570024E-03	  -8.495091E+02	   5.096384E+03
    8.5100	   0.000000E+00	   2.492595E-04	   6.298693E-03	   0.000000E+00	   4.803117E-04	   1.571976E-03	  -8.506085E+02	   5.102819E+03
    8.5200	   0.000000E+00	   2.495749E-04	   6.306591E-03	   0.000000E+00	   4.809189E-04	   1.573937E-03	  -8.517155E+02	   5.109285E+03
    8.5300	   0.000000E+00	   2.498897E-04	   6.314476E-03	   0.000000E+00	   4.815249E-04	   1.575895E-03	  -8.528188E+02	   5.115736E+03
    8.5400	   0.000000E+00	   2.502017E-04	   6.322297E-03	   0.000000E+00	   4.821255E-04	   1.577839E-03	  -8.539077E+02	   5.122124E+03
    8.5500	   0.000000E+00	   2.505089E-04	   6.330015E-03	   0.000000E+00	   4.827171E-04	   1.579758E-03	  -8.549733E+02	   5.128411E+03
    8.5600	   0.000000E+00	   2.508100E-04	   6.337597E-03	   0.000000E+00	   4.832970E-04	   1.581647E-03	  -8.560096E+02	   5.134569E+03
    8.5700	   0.000000E+00	   2.511042E-04	   6.345027E-03	   0.000000E+00	   4.838638E-04	   1.583501E-03	  -8.570125E+02	   5.140582E+03
    8.5800	   0.000000E+00	   2.513913E-04	   6.352303E-03	   0.000000E+00	   4.844173E-04	   1.585319E-03	  -8.579819E+02	   5.146449E+03
    8.5900	   0.000000E+00	   2.516721E-04	   6.359439E-03	   0.000000E+00	   4.849588E-04	   1.587106E-03	  -8.589214E+02	   5.152185E+03
    8.6000	   0.000000E+00	   2.519479E-04	   6.366465E-03	   0.000000E+00	   4.854908E-04	   1.588867E-03	  -8.598376E+02	   5.157818E+03
    8.6100	   0.000000E+00	   2.522205E-04	   6.373419E-03	   0.000000E+00	   4.860166E-04	   1.590612E-03	  -8.607385E+02	   5.163386E+03
    8.6200	   0.000000E+00	   2.524919E-04	   6.380348E-03	   0.000000E+00	   4.865402E-04	   1.592351E-03	  -8.616346E+02	   5.168932E+03
    8.6300	   0.000000E+00	   2.527644E-04	   6.387301E-03	   0.000000E+00	   4.870659E-04	   1.594095E-03	  -8.625368E+02	   5.174505E+03
    8.6400	   0.000000E+00	   2.530401E-04	   6.394324E-03	   0.000000E+00	   4.875976E-04	   1.595856E-03	  -8.634549E+02	   5.180147E+03
    8.6500	   0.000000E+00	   2.533207E-04	   6.401456E-03	   0.000000E+00	   4.881387E-04	   1.597642E-03	  -8.643967E+02	   5.185893E+03
    8.6600	   0.000000E+00	   2.536075E-04	   6.408724E-03	   0.000000E+00	   4.886915E-04	   1.599458E-03	  -8.653684E+02	   5.191770E+03
    8.6700	   0.000000E+00	   2.539011E-04	   6.416141E-03	   0.000000E+00	   4.892573E-04	   1.601309E-03	  -8.663729E+02	   5.197789E+03
    8.6800	   0.000000E+00	   2.542013E-04	   6.423706E-03	   0.000000E+00	   4.898357E-04	   1.603194E-03	  -8.674091E+02	   5.203947E+03
    8.6900	   0.000000E+00	   2.545075E-04	   6.431401E-03	   0.000000E+00	   4.904253E-04	   1.605108E-03	  -8.684731E+02	   5.210227E+03
    8.7000	   0.000000E+00	   2.548183E-04	   6.439196E-03	   0.000000E+00	   4.910236E-04	   1.607046E-03	  -8.695585E+02	   5.216600E+03
    8.7100	   0.000000E+00	   2.551318E-04	   6.447051E-03	   0.000000E+00	   4.916271E-04	   1.608997E-03	  -8.706565E+02	   5.223027E+03
    8.7200	   0.000000E+00	   2.554459E-04	   6.454920E-03	   0.000000E+00	   4.922318E-04	   1.610951E-03	  -8.717567E+02	   5.229465E+03
    8.7300	   0.000000E+00	   2.557585E-04	   6.462755E-03	   0.000000E+00	   4.928336E-04	   1.612898E-03	  -8.728489E+02	   5.235868E+03
    8.7400	   0.000000E+00	   2.560676E-04	   6.470514E-03	   0.000000E+00	   4.934287E-04	   1.614827E-03	  -8.739241E+02	   5.242196E+03
    8.7500	   0.000000E+00	   2.563716E-04	   6.478161E-03	   0.000000E+00	   4.940142E-04	   1.616730E-03	  -8.749747E+02	   5.248416E+03
    8.7600	   0.000000E+00	   2.566694E-04	   6.485672E-03	   0.000000E+00	   4.945880E-04	   1.618603E-03	  -8.759952E+02	   5.254507E+03
    8.7700	   0.000000E+00	   2.569606E-04	   6.493037E-03	   0.000000E+00	   4.951492E-04	   1.620442E-03	  -8.769841E+02	   5.260458E+03
    8.7800	   0.000000E+00	   2.572455E-04	   6.500262E-03	   0.000000E+00	   4.956984E-04	   1.622248E-03	  -8.779429E+02	   5.266278E+03
    8.7900	   0.000000E+00	   2.575248E-04	   6.507366E-03	   0.000000E+00	   4.962371E-04	   1.624027E-03	  -8.788757E+02	   5.271984E+03
    8.8000	   0.000000E+00	   2.578001E-04	   6.514380E-03	   0.000000E+00	   4.967680E-04	   1.625786E-03	  -8.797894E+02	   5.277608E+03
    8.8100	   0.000000E+00	   2.580732E-04	   6.521345E-03	   0.000000E+00	   4.972948E-04	   1.627533E-03	  -8.806931E+02	   5.283188E+03
    8.8200	   0.000000E+00	   2.583461E-04	   6.528307E-03	   0.000000E+00	   4.978212E-04	   1.629280E-03	  -8.815969E+02	   5.288767E+03
    8.8300	   0.000000E+00	   2.586209E-04	   6.535311E-03	   0.000000E+00	   4.983513E-04	   1.631036E-03	  -8.825102E+02	   5.294389E+03
    8.8400	   0.000000E+00	   2.588994E-04	   6.542397E-03	   0.000000E+00	   4.988885E-04	   1.632811E-03	  -8.834418E+02	   5.300091E+03
    8.8500	   0.000000E+00	   2.591832E-04	   6.549598E-03	   0.000000E+00	   4.994355E-04	   1.634613E-03	  -8.843989E+02	   5.305903E+03
    8.8600	   0.000000E+00	   2.594731E-04	   6.556935E-03	   0.000000E+00	   4.999943E-04	   1.636445E-03	  -8.853856E+02	   5.311845E+03
    8.8700	   0.000000E+00	   2.597694E-04	   6.564412E-03	   0.000000E+00	   5.005652E-04	   1.638310E-03	  -8.864028E+02	   5.317920E+03
    8.8800	   0.000000E+00	   2.600718E-04	   6.572023E-03	   0.000000E+00	   5.011476E-04	   1.640205E-03	  -8.874486E+02	   5.324120E+03
    8.8900	   0.000000E+00	   2.603792E-04	   6.579745E-03	   0.000000E+00	   5.017396E-04	   1.642126E-03	  -8.885186E+02	   5.330425E+03
    8.9000	   0.000000E+00	   2.606903E-04	   6.587546E-03	   0.000000E+00	   5.023384E-04	   1.644064E-03	  -8.896051E+02	   5.336803E+03
    8.9100	   0.000000E+00	   2.610030E-04	   6.595386E-03	   0.000000E+00	   5.029405E-04	   1.646012E-03	  -8.906991E+02	   5.343214E+03
    8.9200	   0.000000E+00	   2.613155E-04	   6.603219E-03	   0.000000E+00	   5.035421E-04	   1.647958E-03	  -8.917913E+02	   5.349616E+03
    8.9300	   0.000000E+00	   2.616257E-04	   6.611002E-03	   0.000000E+00	   5.041394E-04	   1.649893E-03	  -8.928722E+02	   5.355969E+03
    8.9400	   0.000000E+00	   2.619320E-04	   6.618698E-03	   0.000000E+00	   5.047291E-04	   1.651807E-03	  -8.939336E+02	   5.362237E+03
    8.9500	   0.000000E+00	   2.622329E-04	   6.626278E-03	   0.000000E+00	   5.053088E-04	   1.653695E-03	  -8.949692E+02	   5.368393E+03
    8.9600	   0.000000E+00	   2.625278E-04	   6.633723E-03	   0.000000E+00	   5.058770E-04	   1.655553E-03	  -8.959758E+02	   5.374422E+03
    8.9700	   0.000000E+00	   2.628165E-04	   6.641033E-03	   0.000000E+00	   5.064334E-04	   1.657379E-03	  -8.969530E+02	   5.380322E+03
    8.9800	   0.000000E+00	   2.630994E-04	   6.648216E-03	   0.000000E+00	   5.069790E-04	   1.659176E-03	  -8.979029E+02	   5.386103E+03
    8.9900	   0.000000E+00	   2.633778E-04	   6.655298E-03	   0.000000E+00	   5.075157E-04	   1.660950E-03	  -8.988309E+02	   5.391789E+03
    9.0000	   0.000000E+00	   2.636530E-04	   6.662310E-03	   0.000000E+00	   5.080466E-04	   1.662709E-03	  -8.997448E+02	   5.397413E+03
    9.0100	   0.000000E+00	   2.639269E-04	   6.669296E-03	   0.000000E+00	   5.085750E-04	   1.664460E-03	  -9.006532E+02	   5.403013E+03
    9.0200	   0.000000E+00	   2.642016E-04	   6.676296E-03	   0.000000E+00	   5.091048E-04	   1.666216E-03	  -9.015653E+02	   5.408630E+03
    9.0300	   0.000000E+00	   2.644788E-04	   6.683353E-03	   0.000000E+00	   5.096395E-04	   1.667984E-03	  -9.024903E+02	   5.414302E+03
    9.0400	   0.000000E+00	   2.647602E-04	   6.690502E-03	   0.000000E+00	   5.101820E-04	   1.669774E-03	  -9.034359E+02	   5.420064E+03
    9.0500	   0.000000E+00	   2.650469E-04	   6.697769E-03	   0.000000E+00	   5.107348E-04	   1.671590E-03	  -9.044072E+02	   5.425939E+03
    9.0600	   0.000000E+00	   2.653396E-04	   6.705167E-03	   0.000000E+00	   5.112988E-04	   1.673437E-03	  -9.054069E+02	   5.431938E+03
    9.0700	   0.000000E+00	   2.656383E-04	   6.712696E-03	   0.000000E+00	   5.118742E-04	   1.675313E-03	  -9.064352E+02	   5.438062E+03
    9.0800	   0.000000E+00	   2.659423E-04	   6.720343E-03	   0.000000E+00	   5.124597E-04	   1.677217E-03	  -9.074889E+02	   5.444296E+03
    9.0900	   0.000000E+00	   2.662506E-04	   6.728082E-03	   0.000000E+00	   5.130532E-04	   1.679141E-03	  -9.085622E+02	   5.450616E+03
    9.1000	   0.000000E+00	   2.665615E-04	   6.735881E-03	   0.000000E+00	   5.136518E-04	   1.681079E-03	  -9.096476E+02	   5.456989E+03
    9.1100	   0.000000E+00	   2.668732E-04	   6.743697E-03	   0.000000E+00	   5.142519E-04	   1.683022E-03	  -9.107365E+02	   5.463377E+03
    9.1200	   0.000000E+00	   2.671838E-04	   6.751489E-03	   0.000000E+00	   5.148499E-04	   1.684958E-03	  -9.118197E+02	   5.469740E+03
    9.1300	   0.000000E+00	   2.674916E-04	   6.759218E-03	   0.000000E+00	   5.154425E-04	   1.686881E-03	  -9.128886E+02	   5.476041E+03
    9.1400	   0.000000E+00	   2.677950E-04	   6.766852E-03	   0.000000E+00	   5.160269E-04	   1.688781E-03	  -9.139363E+02	   5.482250E+03
    9.1500	   0.000000E+00	   2.680931E-04	   6.774368E-03	   0.000000E+00	   5.166012E-04	   1.690655E-03	  -9.149584E+02	   5.488346E+03
    9.1600	   0.000000E+00	   2.683853E-04	   6.781756E-03	   0.000000E+00	   5.171643E-04	   1.692499E-03	  -9.159526E+02	   5.494320E+03
    9.1700	   0.000000E+00	   2.686718E-04	   6.789018E-03	   0.000000E+00	   5.177167E-04	   1.694314E-03	  -9.169194E+02	   5.500176E+03
    9.1800	   0.000000E+00	   2.689534E-04	   6.796170E-03	   0.000000E+00	   5.182595E-04	   1.696104E-03	  -9.178628E+02	   5.505928E+03
    9.1900	   0.000000E+00	   2.692311E-04	   6.803239E-03	   0.000000E+00	   5.187952E-04	   1.697875E-03	  -9.187885E+02	   5.511604E+03
    9.2000	   0.000000E+00	   2.695067E-04	   6.810259E-03	   0.000000E+00	   5.193267E-04	   1.699635E-03	  -9.197042E+02	   5.517236E+03
    9.2100	   0.000000E+00	   2.697818E-04	   6.817271E-03	   0.000000E+00	   5.198574E-04	   1.701393E-03	  -9.206184E+02	   5.522862E+03
    9.2200	   0.000000E+00	   2.700584E-04	   6.824314E-03	   0.000000E+00	   5.203909E-04	   1.703159E-03	  -9.215402E+02	   5.528520E+03
    9.2300	   0.000000E+00	   2.703381E-04	   6.831426E-03	   0.000000E+00	   5.209303E-04	   1.704939E-03	  -9.224774E+02	   5.534245E+03
    9.2400	   0.000000E+00	   2.706223E-04	   6.838635E-03	   0.000000E+00	   5.214781E-04	   1.706743E-03	  -9.234360E+02	   5.540065E+03
    9.2500	   0.000000E+00	   2.709118E-04	   6.845963E-03	   0.000000E+00	   5.220360E-04	   1.708573E-03	  -9.244204E+02	   5.545997E+03
    9.2600	   0.000000E+00	   2.712070E-04	   6.853415E-03	   0.000000E+00	   5.226048E-04	   1.710432E-03	  -9.254320E+02	   5.552047E+03
    9.2700	   0.000000E+00	   2.715076E-04	   6.860987E-03	   0.000000E+00	   5.231838E-04	   1.712318E-03	  -9.264694E+02	   5.558211E+03
    9.2800	   0.000000E+00	   2.718128E-04	   6.868661E-03	   0.000000E+00	   5.237717E-04	   1.714228E-03	  -9.275285E+02	   5.564469E+03
    9.2900	   0.000000E+00	   2.721214E-04	   6.876409E-03	   0.000000E+00	   5.243659E-04	   1.716155E-03	  -9.286033E+02	   5.570796E+03
    9.3000	   0.000000E+00	   2.724318E-04	   6.884195E-03	   0.000000E+00	   5.249635E-04	   1.718090E-03	  -9.296862E+02	   5.577157E+03
    9.3100	   0.000000E+00	   2.727422E-04	   6.891982E-03	   0.000000E+00	   5.255610E-04	   1.720025E-03	  -9.307684E+02	   5.583516E+03
    9.3200	   0.000000E+00	   2.730508E-04	   6.899730E-03	   0.000000E+00	   5.261553E-04	   1.721952E-03	  -9.318416E+02	   5.589836E+03
    9.3300	   0.000000E+00	   2.733561E-04	   6.907405E-03	   0.000000E+00	   5.267432E-04	   1.723862E-03	  -9.328986E+02	   5.596085E+03
    9.3400	   0.000000E+00	   2.736568E-04	   6.914979E-03	   0.000000E+00	   5.273224E-04	   1.725749E-03	  -9.339335E+02	   5.602237E+03
    9.3500	   0.000000E+00	   2.739522E-04	   6.922437E-03	   0.000000E+00	   5.278916E-04	   1.727609E-03	  -9.349429E+02	   5.608278E+03
    9.3600	   0.000000E+00	   2.742421E-04	   6.929774E-03	   0.000000E+00	   5.284504E-04	   1.729441E-03	  -9.359261E+02	   5.614205E+03
    9.3700	   0.000000E+00	   2.745269E-04	   6.936997E-03	   0.000000E+00	   5.289994E-04	   1.731248E-03	  -9.368849E+02	   5.620025E+03
    9.3800	   0.000000E+00	   2.748075E-04	   6.944127E-03	   0.000000E+00	   5.295404E-04	   1.733033E-03	  -9.378238E+02	   5.625758E+03
    9.3900	   0.000000E+00	   2.750850E-04	   6.951192E-03	   0.000000E+00	   5.300757E-04	   1.734803E-03	  -9.387488E+02	   5.631431E+03
    9.4000	   0.000000E+00	   2.753613E-04	   6.958228E-03	   0.000000E+00	   5.306085E-04	   1.736567E-03	  -9.396679E+02	   5.637078E+03
