
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 16-Oct-2023 at 11:00:45.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3
    0.3125   1.0044504E+06   1.3704218E+06   1.0052115E+06   8.0464483E+05   1.1750569E+06   8.0462694E+05
    0.3250   1.0045456E+06   1.3703063E+06   1.0053367E+06   8.0488761E+05   1.1747815E+06   8.0486908E+05
    0.3375   1.0046249E+06   1.3702082E+06   1.0054544E+06   8.0515109E+05   1.1744801E+06   8.0513457E+05
    0.3500   1.0046882E+06   1.3701275E+06   1.0055646E+06   8.0543171E+05   1.1741563E+06   8.0542115E+05
    0.3625   1.0047371E+06   1.3700633E+06   1.0056670E+06   8.0572551E+05   1.1738141E+06   8.0572621E+05
    0.3750   1.0047739E+06   1.3700144E+06   1.0057607E+06   8.0602841E+05   1.1734575E+06   8.0604700E+05
    0.3875   1.0048018E+06   1.3699792E+06   1.0058446E+06   8.0633644E+05   1.1730904E+06   8.0638078E+05
    0.4000   1.0048242E+06   1.3699558E+06   1.0059173E+06   8.0664602E+05   1.1727163E+06   8.0672484E+05
    0.4125   1.0048448E+06   1.3699421E+06   1.0059779E+06   8.0695403E+05   1.1723384E+06   8.0707664E+05
    0.4250   1.0048667E+06   1.3699364E+06   1.0060254E+06   8.0725800E+05   1.1719593E+06   8.0743374E+05
    0.4375   1.0048927E+06   1.3699371E+06   1.0060596E+06   8.0755602E+05   1.1715811E+06   8.0779382E+05
    0.4500   1.0049244E+06   1.3699427E+06   1.0060808E+06   8.0784682E+05   1.1712056E+06   8.0815466E+05
    0.4625   1.0049628E+06   1.3699524E+06   1.0060899E+06   8.0812956E+05   1.1708341E+06   8.0851411E+05
    0.4750   1.0050077E+06   1.3699656E+06   1.0060885E+06   8.0840379E+05   1.1704681E+06   8.0887008E+05
    0.4875   1.0050585E+06   1.3699821E+06   1.0060785E+06   8.0866928E+05   1.1701086E+06   8.0922057E+05
    0.5000   1.0051139E+06   1.3700021E+06   1.0060623E+06   8.0892584E+05   1.1697570E+06   8.0956365E+05
    0.5125   1.0051724E+06   1.3700256E+06   1.0060424E+06   8.0917326E+05   1.1694145E+06   8.0989752E+05
    0.5250   1.0052326E+06   1.3700532E+06   1.0060210E+06   8.0941114E+05   1.1690826E+06   8.1022052E+05
    0.5375   1.0052933E+06   1.3700849E+06   1.0060002E+06   8.0963890E+05   1.1687629E+06   8.1053119E+05
    0.5500   1.0053537E+06   1.3701211E+06   1.0059817E+06   8.0985573E+05   1.1684571E+06   8.1082822E+05
    0.5625   1.0054135E+06   1.3701618E+06   1.0059670E+06   8.1006065E+05   1.1681670E+06   8.1111055E+05
    0.5750   1.0054729E+06   1.3702066E+06   1.0059567E+06   8.1025257E+05   1.1678945E+06   8.1137726E+05
    0.5875   1.0055326E+06   1.3702553E+06   1.0059517E+06   8.1043039E+05   1.1676412E+06   8.1162760E+05
    0.6000   1.0055934E+06   1.3703069E+06   1.0059522E+06   8.1059313E+05   1.1674086E+06   8.1186094E+05
    0.6125   1.0056560E+06   1.3703607E+06   1.0059584E+06   8.1074002E+05   1.1671982E+06   8.1207674E+05
    0.6250   1.0057212E+06   1.3704157E+06   1.0059706E+06   8.1087064E+05   1.1670109E+06   8.1227449E+05
    0.6375   1.0057894E+06   1.3704708E+06   1.0059892E+06   8.1098492E+05   1.1668475E+06   8.1245368E+05
    0.6500   1.0058607E+06   1.3705252E+06   1.0060145E+06   8.1108324E+05   1.1667083E+06   8.1261381E+05
    0.6625   1.0059344E+06   1.3705782E+06   1.0060468E+06   8.1116637E+05   1.1665933E+06   8.1275437E+05
    0.6750   1.0060097E+06   1.3706294E+06   1.0060865E+06   8.1123544E+05   1.1665023E+06   8.1287487E+05
    0.6875   1.0060851E+06   1.3706791E+06   1.0061335E+06   8.1129184E+05   1.1664347E+06   8.1297486E+05
    0.7000   1.0061590E+06   1.3707277E+06   1.0061877E+06   8.1133712E+05   1.1663899E+06   8.1305396E+05
    0.7125   1.0062293E+06   1.3707768E+06   1.0062482E+06   8.1137287E+05   1.1663671E+06   8.1311193E+05
    0.7250   1.0062943E+06   1.3708278E+06   1.0063137E+06   8.1140057E+05   1.1663655E+06   8.1314868E+05
    0.7375   1.0063518E+06   1.3708830E+06   1.0063823E+06   8.1142154E+05   1.1663844E+06   8.1316432E+05
    0.7500   1.0064000E+06   1.3709458E+06   1.0064513E+06   8.1143682E+05   1.1664231E+06   8.1315919E+05
    0.7625   1.0064374E+06   1.3710183E+06   1.0065181E+06   8.1144713E+05   1.1664813E+06   8.1313383E+05
    0.7750   1.0064623E+06   1.3711044E+06   1.0065792E+06   8.1145286E+05   1.1665585E+06   8.1308902E+05
    0.7875   1.0064734E+06   1.3712073E+06   1.0066315E+06   8.1145408E+05   1.1666547E+06   8.1302568E+05
    0.8000   1.0064696E+06   1.3713299E+06   1.0066719E+06   8.1145059E+05   1.1667698E+06   8.1294494E+05
    0.8125   1.0064495E+06   1.3714750E+06   1.0066977E+06   8.1144199E+05   1.1669040E+06   8.1284802E+05
    0.8250   1.0064118E+06   1.3716454E+06   1.0067063E+06   8.1142775E+05   1.1670574E+06   8.1273621E+05
    0.8375   1.0063559E+06   1.3718423E+06   1.0066966E+06   8.1140730E+05   1.1672302E+06   8.1261088E+05
    0.8500   1.0062805E+06   1.3720673E+06   1.0066675E+06   8.1138005E+05   1.1674223E+06   8.1247338E+05
    0.8625   1.0061850E+06   1.3723208E+06   1.0066187E+06   8.1134549E+05   1.1676339E+06   8.1232508E+05
    0.8750   1.0060687E+06   1.3726030E+06   1.0065504E+06   8.1130322E+05   1.1678648E+06   8.1216732E+05
    0.8875   1.0059316E+06   1.3729131E+06   1.0064632E+06   8.1125292E+05   1.1681145E+06   8.1200140E+05
    0.9000   1.0057737E+06   1.3732505E+06   1.0063576E+06   8.1119440E+05   1.1683826E+06   8.1182860E+05
    0.9125   1.0055957E+06   1.3736139E+06   1.0062341E+06   8.1112752E+05   1.1686685E+06   8.1165011E+05
    0.9250   1.0053988E+06   1.3740021E+06   1.0060929E+06   8.1105219E+05   1.1689713E+06   8.1146705E+05
    0.9375   1.0051846E+06   1.3744139E+06   1.0059340E+06   8.1096834E+05   1.1692904E+06   8.1128043E+05
    0.9500   1.0049550E+06   1.3748483E+06   1.0057566E+06   8.1087584E+05   1.1696250E+06   8.1109112E+05
    0.9625   1.0047121E+06   1.3753045E+06   1.0055597E+06   8.1077450E+05   1.1699744E+06   8.1089980E+05
    0.9750   1.0044583E+06   1.3757820E+06   1.0053420E+06   8.1066404E+05   1.1703383E+06   8.1070693E+05
    0.9875   1.0041955E+06   1.3762809E+06   1.0051018E+06   8.1054403E+05   1.1707162E+06   8.1051271E+05
    1.0000   1.0039257E+06   1.3768015E+06   1.0048375E+06   8.1041394E+05   1.1711084E+06   8.1031702E+05
    1.0125   1.0036503E+06   1.3773443E+06   1.0045479E+06   8.1027311E+05   1.1715153E+06   8.1011947E+05
    1.0250   1.0033698E+06   1.3779107E+06   1.0042314E+06   8.1012076E+05   1.1719375E+06   8.0991933E+05
    1.0375   1.0030850E+06   1.3785009E+06   1.0038879E+06   8.0995600E+05   1.1723760E+06   8.0971560E+05
    1.0500   1.0027954E+06   1.3791162E+06   1.0035173E+06   8.0977788E+05   1.1728323E+06   8.0950704E+05
    1.0625   1.0025006E+06   1.3797572E+06   1.0031205E+06   8.0958538E+05   1.1733077E+06   8.0929222E+05
    1.0750   1.0021999E+06   1.3804241E+06   1.0026987E+06   8.0937748E+05   1.1738040E+06   8.0906960E+05
    1.0875   1.0018921E+06   1.3811171E+06   1.0022539E+06   8.0915316E+05   1.1743228E+06   8.0883759E+05
    1.1000   1.0015767E+06   1.3818354E+06   1.0017885E+06   8.0891146E+05   1.1748657E+06   8.0859467E+05
    1.1125   1.0012530E+06   1.3825781E+06   1.0013051E+06   8.0865151E+05   1.1754342E+06   8.0833941E+05
    1.1250   1.0009210E+06   1.3833436E+06   1.0008065E+06   8.0837257E+05   1.1760295E+06   8.0807053E+05
    1.1375   1.0005808E+06   1.3841300E+06   1.0002954E+06   8.0807409E+05   1.1766527E+06   8.0778695E+05
    1.1500   1.0002334E+06   1.3849350E+06   9.9977457E+05   8.0775571E+05   1.1773043E+06   8.0748778E+05
    1.1625   9.9987976E+05   1.3857560E+06   9.9924635E+05   8.0741734E+05   1.1779848E+06   8.0717234E+05
    1.1750   9.9952150E+05   1.3865904E+06   9.9871297E+05   8.0705917E+05   1.1786940E+06   8.0684007E+05
    1.1875   9.9916012E+05   1.3874357E+06   9.9817628E+05   8.0668166E+05   1.1794317E+06   8.0649054E+05
    1.2000   9.9879715E+05   1.3882898E+06   9.9763795E+05   8.0628558E+05   1.1801973E+06   8.0612336E+05
    1.2125   9.9843391E+05   1.3891505E+06   9.9709940E+05   8.0587195E+05   1.1809902E+06   8.0573817E+05
    1.2250   9.9807095E+05   1.3900170E+06   9.9656147E+05   8.0544202E+05   1.1818094E+06   8.0533456E+05
    1.2375   9.9770919E+05   1.3908875E+06   9.9602572E+05   8.0499725E+05   1.1826541E+06   8.0491206E+05
    1.2500   9.9734822E+05   1.3917622E+06   9.9549272E+05   8.0453919E+05   1.1835235E+06   8.0447016E+05
    1.2625   9.9698765E+05   1.3926406E+06   9.9496348E+05   8.0406945E+05   1.1844167E+06   8.0400826E+05
    1.2750   9.9662643E+05   1.3935234E+06   9.9443863E+05   8.0358962E+05   1.1853332E+06   8.0352577E+05
    1.2875   9.9626325E+05   1.3944112E+06   9.9391876E+05   8.0310121E+05   1.1862725E+06   8.0302211E+05
    1.3000   9.9589669E+05   1.3953048E+06   9.9340438E+05   8.0260556E+05   1.1872342E+06   8.0249682E+05
    1.3125   9.9552515E+05   1.3962054E+06   9.9289567E+05   8.0210383E+05   1.1882179E+06   8.0194956E+05
    1.3250   9.9514740E+05   1.3971136E+06   9.9239294E+05   8.0159700E+05   1.1892236E+06   8.0138023E+05
    1.3375   9.9476218E+05   1.3980305E+06   9.9189607E+05   8.0108583E+05   1.1902508E+06   8.0078901E+05
    1.3500   9.9436877E+05   1.3989562E+06   9.9140509E+05   8.0057089E+05   1.1912995E+06   8.0017638E+05
    1.3625   9.9396668E+05   1.3998910E+06   9.9091978E+05   8.0005262E+05   1.1923690E+06   7.9954316E+05
    1.3750   9.9355583E+05   1.4008346E+06   9.9044000E+05   7.9953137E+05   1.1934589E+06   7.9889051E+05
    1.3875   9.9313645E+05   1.4017864E+06   9.8996559E+05   7.9900746E+05   1.1945683E+06   7.9821992E+05
    1.4000   9.9270901E+05   1.4027456E+06   9.8949644E+05   7.9848123E+05   1.1956959E+06   7.9753317E+05
    1.4125   9.9227415E+05   1.4037110E+06   9.8903252E+05   7.9795308E+05   1.1968405E+06   7.9683230E+05
    1.4250   9.9183223E+05   1.4046820E+06   9.8857343E+05   7.9742352E+05   1.1980003E+06   7.9611951E+05
    1.4375   9.9138447E+05   1.4056567E+06   9.8811968E+05   7.9689319E+05   1.1991735E+06   7.9539715E+05
    1.4500   9.9093126E+05   1.4066343E+06   9.8767093E+05   7.9636282E+05   1.2003578E+06   7.9466765E+05
    1.4625   9.9047338E+05   1.4076137E+06   9.8722716E+05   7.9583326E+05   1.2015512E+06   7.9393342E+05
    1.4750   9.9001140E+05   1.4085943E+06   9.8678806E+05   7.9530538E+05   1.2027514E+06   7.9319686E+05
    1.4875   9.8954588E+05   1.4095756E+06   9.8635308E+05   7.9478008E+05   1.2039561E+06   7.9246029E+05
    1.5000   9.8907735E+05   1.4105577E+06   9.8592141E+05   7.9425820E+05   1.2051632E+06   7.9172589E+05
    1.5125   9.8860635E+05   1.4115408E+06   9.8549191E+05   7.9374049E+05   1.2063708E+06   7.9099574E+05
    1.5250   9.8813348E+05   1.4125254E+06   9.8506322E+05   7.9322754E+05   1.2075771E+06   7.9027174E+05
    1.5375   9.8765943E+05   1.4135124E+06   9.8463373E+05   7.9271976E+05   1.2087807E+06   7.8955564E+05
    1.5500   9.8718495E+05   1.4145025E+06   9.8420177E+05   7.9221739E+05   1.2099803E+06   7.8884904E+05
    1.5625   9.8671088E+05   1.4154965E+06   9.8376568E+05   7.9172045E+05   1.2111751E+06   7.8815336E+05
    1.5750   9.8623814E+05   1.4164950E+06   9.8332397E+05   7.9122881E+05   1.2123642E+06   7.8746989E+05
    1.5875   9.8576766E+05   1.4174984E+06   9.8287546E+05   7.9074218E+05   1.2135471E+06   7.8679977E+05
    1.6000   9.8530040E+05   1.4185067E+06   9.8241941E+05   7.9026021E+05   1.2147235E+06   7.8614402E+05
    1.6125   9.8483731E+05   1.4195194E+06   9.8195560E+05   7.8978245E+05   1.2158929E+06   7.8550355E+05
    1.6250   9.8437890E+05   1.4205364E+06   9.8148401E+05   7.8930851E+05   1.2170551E+06   7.8487918E+05
    1.6375   9.8392647E+05   1.4215556E+06   9.8100603E+05   7.8883800E+05   1.2182097E+06   7.8427164E+05
    1.6500   9.8348052E+05   1.4225758E+06   9.8052278E+05   7.8837067E+05   1.2193561E+06   7.8368158E+05
    1.6625   9.8304191E+05   1.4235948E+06   9.8003624E+05   7.8790634E+05   1.2204939E+06   7.8310960E+05
    1.6750   9.8261138E+05   1.4246104E+06   9.7954857E+05   7.8744500E+05   1.2216223E+06   7.8255625E+05
    1.6875   9.8218968E+05   1.4256204E+06   9.7906207E+05   7.8698677E+05   1.2227405E+06   7.8202200E+05
    1.7000   9.8177757E+05   1.4266223E+06   9.7857908E+05   7.8653191E+05   1.2238476E+06   7.8150724E+05
    1.7125   9.8137584E+05   1.4276139E+06   9.7810179E+05   7.8608078E+05   1.2249425E+06   7.8101229E+05
    1.7250   9.8098531E+05   1.4285933E+06   9.7763212E+05   7.8563387E+05   1.2260244E+06   7.8053733E+05
    1.7375   9.8060676E+05   1.4295589E+06   9.7717174E+05   7.8519174E+05   1.2270921E+06   7.8008243E+05
    1.7500   9.8024094E+05   1.4305092E+06   9.7672193E+05   7.8475501E+05   1.2281449E+06   7.7964749E+05
    1.7625   9.7988854E+05   1.4314434E+06   9.7628371E+05   7.8432435E+05   1.2291820E+06   7.7923223E+05
    1.7750   9.7955009E+05   1.4323608E+06   9.7585782E+05   7.8390043E+05   1.2302027E+06   7.7883620E+05
    1.7875   9.7922597E+05   1.4332611E+06   9.7544483E+05   7.8348394E+05   1.2312066E+06   7.7845874E+05
    1.8000   9.7891635E+05   1.4341441E+06   9.7504525E+05   7.8307557E+05   1.2321936E+06   7.7809901E+05
    1.8125   9.7862119E+05   1.4350100E+06   9.7465963E+05   7.8267599E+05   1.2331635E+06   7.7775604E+05
    1.8250   9.7833998E+05   1.4358591E+06   9.7428836E+05   7.8228586E+05   1.2341165E+06   7.7742873E+05
    1.8375   9.7807267E+05   1.4366908E+06   9.7393263E+05   7.8190585E+05   1.2350528E+06   7.7711591E+05
    1.8500   9.7781848E+05   1.4375055E+06   9.7359330E+05   7.8153658E+05   1.2359726E+06   7.7681645E+05
    1.8625   9.7757694E+05   1.4383024E+06   9.7327176E+05   7.8117868E+05   1.2368763E+06   7.7652924E+05
    1.8750   9.7734747E+05   1.4390809E+06   9.7296951E+05   7.8083276E+05   1.2377638E+06   7.7625332E+05
    1.8875   9.7712960E+05   1.4398401E+06   9.7268818E+05   7.8049943E+05   1.2386354E+06   7.7598793E+05
    1.9000   9.7692300E+05   1.4405787E+06   9.7242945E+05   7.8017930E+05   1.2394909E+06   7.7573253E+05
    1.9125   9.7672753E+05   1.4412954E+06   9.7219498E+05   7.7987296E+05   1.2403299E+06   7.7548685E+05
    1.9250   9.7654321E+05   1.4419887E+06   9.7198625E+05   7.7958101E+05   1.2411518E+06   7.7525091E+05
    1.9375   9.7637026E+05   1.4426569E+06   9.7180453E+05   7.7930403E+05   1.2419559E+06   7.7502501E+05
    1.9500   9.7620905E+05   1.4432987E+06   9.7165080E+05   7.7904263E+05   1.2427412E+06   7.7480969E+05
    1.9625   9.7606000E+05   1.4439128E+06   9.7152567E+05   7.7879739E+05   1.2435065E+06   7.7460571E+05
    1.9750   9.7592360E+05   1.4444983E+06   9.7142937E+05   7.7856888E+05   1.2442506E+06   7.7441399E+05
    1.9875   9.7580024E+05   1.4450545E+06   9.7136175E+05   7.7835766E+05   1.2449722E+06   7.7423556E+05
    2.0000   9.7569025E+05   1.4455812E+06   9.7132231E+05   7.7816425E+05   1.2456699E+06   7.7407148E+05
    2.0125   9.7559378E+05   1.4460787E+06   9.7131017E+05   7.7798915E+05   1.2463424E+06   7.7392282E+05
    2.0250   9.7551070E+05   1.4465475E+06   9.7132407E+05   7.7783278E+05   1.2469887E+06   7.7379058E+05
    2.0375   9.7544098E+05   1.4469886E+06   9.7136279E+05   7.7769548E+05   1.2476078E+06   7.7367568E+05
    2.0500   9.7538420E+05   1.4474032E+06   9.7142466E+05   7.7757752E+05   1.2481988E+06   7.7357892E+05
    2.0625   9.7533999E+05   1.4477926E+06   9.7150802E+05   7.7747904E+05   1.2487612E+06   7.7350102E+05
    2.0750   9.7530791E+05   1.4481584E+06   9.7161114E+05   7.7740010E+05   1.2492945E+06   7.7344258E+05
    2.0875   9.7528757E+05   1.4485020E+06   9.7173227E+05   7.7734061E+05   1.2497985E+06   7.7340413E+05
    2.1000   9.7527867E+05   1.4488246E+06   9.7186969E+05   7.7730040E+05   1.2502731E+06   7.7338618E+05
    2.1125   9.7528109E+05   1.4491273E+06   9.7202179E+05   7.7727915E+05   1.2507181E+06   7.7338918E+05
    2.1250   9.7529486E+05   1.4494109E+06   9.7218710E+05   7.7727651E+05   1.2511338E+06   7.7341363E+05
    2.1375   9.7532024E+05   1.4496758E+06   9.7236429E+05   7.7729202E+05   1.2515199E+06   7.7346006E+05
    2.1500   9.7535762E+05   1.4499222E+06   9.7255223E+05   7.7732522E+05   1.2518764E+06   7.7352904E+05
    2.1625   9.7540756E+05   1.4501498E+06   9.7275002E+05   7.7737561E+05   1.2522033E+06   7.7362119E+05
    2.1750   9.7547068E+05   1.4503583E+06   9.7295693E+05   7.7744272E+05   1.2525003E+06   7.7373718E+05
    2.1875   9.7554759E+05   1.4505471E+06   9.7317248E+05   7.7752612E+05   1.2527670E+06   7.7387768E+05
    2.2000   9.7563886E+05   1.4507155E+06   9.7339632E+05   7.7762541E+05   1.2530030E+06   7.7404335E+05
    2.2125   9.7574491E+05   1.4508629E+06   9.7362827E+05   7.7774027E+05   1.2532079E+06   7.7423480E+05
    2.2250   9.7586609E+05   1.4509886E+06   9.7386831E+05   7.7787044E+05   1.2533812E+06   7.7445254E+05
    2.2375   9.7600232E+05   1.4510925E+06   9.7411628E+05   7.7801570E+05   1.2535225E+06   7.7469691E+05
    2.2500   9.7615348E+05   1.4511744E+06   9.7437217E+05   7.7817588E+05   1.2536313E+06   7.7496810E+05
    2.2625   9.7631915E+05   1.4512345E+06   9.7463582E+05   7.7835081E+05   1.2537075E+06   7.7526605E+05
    2.2750   9.7649873E+05   1.4512733E+06   9.7490702E+05   7.7854035E+05   1.2537510E+06   7.7559048E+05
    2.2875   9.7669150E+05   1.4512917E+06   9.7518540E+05   7.7874430E+05   1.2537620E+06   7.7594084E+05
    2.3000   9.7689663E+05   1.4512906E+06   9.7547052E+05   7.7896245E+05   1.2537410E+06   7.7631631E+05
    2.3125   9.7711325E+05   1.4512712E+06   9.7576182E+05   7.7919454E+05   1.2536885E+06   7.7671582E+05
    2.3250   9.7734049E+05   1.4512347E+06   9.7605871E+05   7.7944024E+05   1.2536055E+06   7.7713806E+05
    2.3375   9.7757754E+05   1.4511822E+06   9.7636059E+05   7.7969918E+05   1.2534931E+06   7.7758154E+05
    2.3500   9.7782363E+05   1.4511148E+06   9.7666692E+05   7.7997094E+05   1.2533525E+06   7.7804457E+05
    2.3625   9.7807811E+05   1.4510333E+06   9.7697735E+05   7.8025511E+05   1.2531853E+06   7.7852536E+05
    2.3750   9.7834036E+05   1.4509385E+06   9.7729166E+05   7.8055122E+05   1.2529927E+06   7.7902203E+05
    2.3875   9.7860988E+05   1.4508304E+06   9.7760995E+05   7.8085886E+05   1.2527764E+06   7.7953267E+05
    2.4000   9.7888617E+05   1.4507093E+06   9.7793252E+05   7.8117760E+05   1.2525377E+06   7.8005539E+05
    2.4125   9.7916881E+05   1.4505748E+06   9.7825998E+05   7.8150710E+05   1.2522779E+06   7.8058834E+05
    2.4250   9.7945771E+05   1.4504255E+06   9.7859352E+05   7.8184702E+05   1.2519983E+06   7.8112978E+05
    2.4375   9.7975199E+05   1.4502619E+06   9.7893373E+05   7.8219711E+05   1.2516999E+06   7.8167807E+05
    2.4500   9.8005141E+05   1.4500826E+06   9.7928195E+05   7.8255712E+05   1.2513837E+06   7.8223172E+05
    2.4625   9.8035541E+05   1.4498869E+06   9.7963926E+05   7.8292685E+05   1.2510504E+06   7.8278934E+05
    2.4750   9.8066336E+05   1.4496745E+06   9.8000661E+05   7.8330606E+05   1.2507006E+06   7.8334973E+05
    2.4875   9.8097463E+05   1.4494448E+06   9.8038481E+05   7.8369454E+05   1.2503349E+06   7.8391178E+05
    2.5000   9.8128861E+05   1.4491978E+06   9.8077441E+05   7.8409198E+05   1.2499539E+06   7.8447450E+05
    2.5125   9.8160456E+05   1.4489337E+06   9.8117557E+05   7.8449804E+05   1.2495582E+06   7.8503699E+05
    2.5250   9.8192172E+05   1.4486531E+06   9.8158806E+05   7.8491224E+05   1.2491482E+06   7.8559841E+05
    2.5375   9.8223945E+05   1.4483570E+06   9.8201137E+05   7.8533404E+05   1.2487247E+06   7.8615797E+05
    2.5500   9.8255696E+05   1.4480465E+06   9.8244450E+05   7.8576277E+05   1.2482884E+06   7.8671486E+05
    2.5625   9.8287359E+05   1.4477230E+06   9.8288628E+05   7.8619763E+05   1.2478404E+06   7.8726832E+05
    2.5750   9.8318867E+05   1.4473883E+06   9.8333520E+05   7.8663774E+05   1.2473816E+06   7.8781755E+05
    2.5875   9.8350159E+05   1.4470440E+06   9.8378968E+05   7.8708213E+05   1.2469132E+06   7.8836177E+05
    2.6000   9.8381181E+05   1.4466918E+06   9.8424802E+05   7.8752973E+05   1.2464366E+06   7.8890018E+05
    2.6125   9.8411886E+05   1.4463333E+06   9.8470855E+05   7.8797946E+05   1.2459529E+06   7.8943202E+05
    2.6250   9.8442306E+05   1.4459684E+06   9.8517033E+05   7.8843019E+05   1.2454635E+06   7.8995658E+05
    2.6375   9.8472330E+05   1.4456002E+06   9.8563105E+05   7.8888079E+05   1.2449697E+06   7.9047321E+05
    2.6500   9.8502003E+05   1.4452283E+06   9.8608994E+05   7.8933014E+05   1.2444727E+06   7.9098138E+05
    2.6625   9.8531301E+05   1.4448539E+06   9.8654561E+05   7.8977715E+05   1.2439736E+06   7.9148066E+05
    2.6750   9.8560233E+05   1.4444775E+06   9.8699700E+05   7.9022079E+05   1.2434733E+06   7.9197079E+05
    2.6875   9.8588817E+05   1.4440993E+06   9.8744317E+05   7.9066004E+05   1.2429726E+06   7.9245166E+05
    2.7000   9.8617075E+05   1.4437195E+06   9.8788320E+05   7.9109395E+05   1.2424720E+06   7.9292329E+05
    2.7125   9.8645033E+05   1.4433384E+06   9.8831620E+05   7.9152162E+05   1.2419720E+06   7.9338586E+05
    2.7250   9.8672717E+05   1.4429561E+06   9.8874126E+05   7.9194218E+05   1.2414729E+06   7.9383966E+05
    2.7375   9.8700145E+05   1.4425730E+06   9.8915741E+05   7.9235480E+05   1.2409750E+06   7.9428505E+05
    2.7500   9.8727328E+05   1.4421896E+06   9.8956360E+05   7.9275868E+05   1.2404783E+06   7.9472242E+05
    2.7625   9.8754261E+05   1.4418066E+06   9.8995868E+05   7.9315303E+05   1.2399832E+06   7.9515217E+05
    2.7750   9.8780925E+05   1.4414250E+06   9.9034142E+05   7.9353709E+05   1.2394897E+06   7.9557462E+05
    2.7875   9.8807283E+05   1.4410461E+06   9.9071051E+05   7.9391010E+05   1.2389982E+06   7.9598999E+05
    2.8000   9.8833282E+05   1.4406714E+06   9.9106461E+05   7.9427134E+05   1.2385091E+06   7.9639837E+05
    2.8125   9.8858850E+05   1.4403025E+06   9.9140237E+05   7.9462009E+05   1.2380231E+06   7.9679966E+05
    2.8250   9.8884001E+05   1.4399392E+06   9.9172339E+05   7.9495564E+05   1.2375408E+06   7.9719359E+05
    2.8375   9.8908529E+05   1.4395856E+06   9.9202529E+05   7.9527735E+05   1.2370631E+06   7.9757971E+05
    2.8500   9.8932422E+05   1.4392420E+06   9.9230777E+05   7.9558459E+05   1.2365912E+06   7.9795736E+05
