
Predictions were generated on 30-Sep-2017 at 10:29:27 using OpenFAST, compiled as a 64-bit application using double precision at commit v0.1.0-886-g076466cd
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #02: AWT-27CR2 with many DOFs with startup and shutdown and steady wind

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	Spn1ALxb1 	Spn1ALyb1 	Spn1ALzb1 	RotSpeed  	LSSGagVxa 	RootFxb1  	RootFyb1  	RootFxb2  	RootFyb2  	RootMIP2  	RootMOoP2 	Spn1MLxb1 	Spn1MLyb1 	RotTorq   	LSSTipMys 	LSSTipMzs 	LSSGagMya 	LSSGagMza 	HSShftTq  	HSSBrTq   	HSShftPwr 	GenTq     	GenPwr    
    5.3600	 1.200E+01	-0.000E+00	 0.000E+00	-5.405E-02	 3.115E-03	-5.873E-02	 1.828E-01	 1.828E-01	 3.380E+00	-3.508E-01	 3.011E+00	 1.580E-01	-1.158E+00	 1.585E+01	-1.750E-01	 3.957E+00	 9.438E-03	 3.402E+00	-3.748E-01	 7.893E+00	-8.371E-01	 4.195E-04	 0.000E+00	 1.807E-04	 0.000E+00	 0.000E+00
    5.4000	 1.200E+01	-0.000E+00	 0.000E+00	-8.148E-02	 1.040E-03	-6.910E-02	 1.829E-01	 1.829E-01	 3.400E+00	-3.549E-01	 3.034E+00	 1.605E-01	-1.170E+00	 1.597E+01	-1.736E-01	 3.994E+00	 1.261E-02	 3.392E+00	-3.833E-01	 7.884E+00	-8.509E-01	 5.604E-04	 0.000E+00	 2.415E-04	 0.000E+00	 0.000E+00
    5.4400	 1.200E+01	-0.000E+00	 0.000E+00	-1.063E-01	-7.567E-04	-7.829E-02	 1.831E-01	 1.831E-01	 3.420E+00	-3.589E-01	 3.055E+00	 1.631E-01	-1.183E+00	 1.609E+01	-1.721E-01	 4.029E+00	 1.540E-02	 3.382E+00	-3.915E-01	 7.876E+00	-8.645E-01	 6.844E-04	 0.000E+00	 2.953E-04	 0.000E+00	 0.000E+00
    5.4800	 1.200E+01	-0.000E+00	 0.000E+00	-1.252E-01	-2.002E-03	-8.584E-02	 1.833E-01	 1.833E-01	 3.436E+00	-3.628E-01	 3.074E+00	 1.659E-01	-1.196E+00	 1.619E+01	-1.701E-01	 4.056E+00	 1.614E-02	 3.373E+00	-3.986E-01	 7.868E+00	-8.769E-01	 7.172E-04	 0.000E+00	 3.098E-04	 0.000E+00	 0.000E+00
    5.5200	 1.200E+01	-0.000E+00	 0.000E+00	-1.361E-01	-2.530E-03	-9.134E-02	 1.835E-01	 1.835E-01	 3.449E+00	-3.665E-01	 3.088E+00	 1.688E-01	-1.210E+00	 1.625E+01	-1.676E-01	 4.071E+00	 1.394E-02	 3.364E+00	-4.040E-01	 7.859E+00	-8.877E-01	 6.196E-04	 0.000E+00	 2.679E-04	 0.000E+00	 0.000E+00
    5.5600	 1.200E+01	-0.000E+00	 0.000E+00	-1.387E-01	-2.309E-03	-9.446E-02	 1.836E-01	 1.836E-01	 3.457E+00	-3.699E-01	 3.097E+00	 1.719E-01	-1.226E+00	 1.629E+01	-1.645E-01	 4.076E+00	 8.959E-03	 3.356E+00	-4.078E-01	 7.850E+00	-8.968E-01	 3.982E-04	 0.000E+00	 1.723E-04	 0.000E+00	 0.000E+00
    5.6000	 1.200E+01	-0.000E+00	 0.000E+00	-1.342E-01	-1.431E-03	-9.499E-02	 1.837E-01	 1.837E-01	 3.462E+00	-3.732E-01	 3.104E+00	 1.751E-01	-1.243E+00	 1.630E+01	-1.608E-01	 4.072E+00	 2.254E-03	 3.347E+00	-4.105E-01	 7.841E+00	-9.049E-01	 1.002E-04	 0.000E+00	 4.336E-05	 0.000E+00	 0.000E+00
    5.6400	 1.200E+01	-0.000E+00	 0.000E+00	-1.249E-01	-6.009E-05	-9.280E-02	 1.837E-01	 1.837E-01	 3.464E+00	-3.764E-01	 3.108E+00	 1.783E-01	-1.259E+00	 1.630E+01	-1.569E-01	 4.065E+00	-4.646E-03	 3.339E+00	-4.131E-01	 7.831E+00	-9.127E-01	-2.065E-04	 0.000E+00	-8.939E-05	 0.000E+00	 0.000E+00
    5.6800	 1.200E+01	-0.000E+00	 0.000E+00	-1.131E-01	 1.622E-03	-8.796E-02	 1.836E-01	 1.836E-01	 3.466E+00	-3.796E-01	 3.111E+00	 1.815E-01	-1.275E+00	 1.630E+01	-1.529E-01	 4.061E+00	-1.032E-02	 3.330E+00	-4.164E-01	 7.821E+00	-9.212E-01	-4.586E-04	 0.000E+00	-1.984E-04	 0.000E+00	 0.000E+00
    5.7200	 1.200E+01	-0.000E+00	 0.000E+00	-1.006E-01	 3.471E-03	-8.071E-02	 1.834E-01	 1.834E-01	 3.467E+00	-3.829E-01	 3.114E+00	 1.846E-01	-1.290E+00	 1.631E+01	-1.489E-01	 4.061E+00	-1.395E-02	 3.320E+00	-4.209E-01	 7.810E+00	-9.309E-01	-6.199E-04	 0.000E+00	-2.680E-04	 0.000E+00	 0.000E+00
    5.7600	 1.200E+01	-0.000E+00	 0.000E+00	-8.811E-02	 5.411E-03	-7.145E-02	 1.833E-01	 1.833E-01	 3.469E+00	-3.863E-01	 3.118E+00	 1.876E-01	-1.304E+00	 1.633E+01	-1.451E-01	 4.067E+00	-1.557E-02	 3.310E+00	-4.267E-01	 7.799E+00	-9.417E-01	-6.919E-04	 0.000E+00	-2.988E-04	 0.000E+00	 0.000E+00
    5.8000	 1.200E+01	-0.000E+00	 0.000E+00	-7.539E-02	 7.424E-03	-6.078E-02	 1.831E-01	 1.831E-01	 3.471E+00	-3.897E-01	 3.121E+00	 1.906E-01	-1.317E+00	 1.635E+01	-1.413E-01	 4.076E+00	-1.599E-02	 3.299E+00	-4.332E-01	 7.788E+00	-9.532E-01	-7.107E-04	 0.000E+00	-3.066E-04	 0.000E+00	 0.000E+00
    5.8400	 1.200E+01	-0.000E+00	 0.000E+00	-6.168E-02	 9.529E-03	-4.940E-02	 1.828E-01	 1.829E-01	 3.473E+00	-3.931E-01	 3.125E+00	 1.935E-01	-1.329E+00	 1.638E+01	-1.376E-01	 4.084E+00	-1.646E-02	 3.288E+00	-4.397E-01	 7.776E+00	-9.647E-01	-7.316E-04	 0.000E+00	-3.152E-04	 0.000E+00	 0.000E+00
    5.8800	 1.200E+01	-0.000E+00	 0.000E+00	-4.633E-02	 1.173E-02	-3.806E-02	 1.826E-01	 1.826E-01	 3.473E+00	-3.964E-01	 3.127E+00	 1.965E-01	-1.343E+00	 1.639E+01	-1.336E-01	 4.088E+00	-1.816E-02	 3.276E+00	-4.455E-01	 7.763E+00	-9.754E-01	-8.072E-04	 0.000E+00	-3.474E-04	 0.000E+00	 0.000E+00
    5.9200	 1.200E+01	-0.000E+00	 0.000E+00	-2.935E-02	 1.399E-02	-2.747E-02	 1.824E-01	 1.824E-01	 3.472E+00	-3.996E-01	 3.128E+00	 1.996E-01	-1.357E+00	 1.639E+01	-1.294E-01	 4.086E+00	-2.179E-02	 3.263E+00	-4.503E-01	 7.748E+00	-9.848E-01	-9.683E-04	 0.000E+00	-4.161E-04	 0.000E+00	 0.000E+00
    5.9600	 1.200E+01	-0.000E+00	 0.000E+00	-1.175E-02	 1.620E-02	-1.826E-02	 1.820E-01	 1.821E-01	 3.470E+00	-4.026E-01	 3.128E+00	 2.027E-01	-1.372E+00	 1.638E+01	-1.251E-01	 4.078E+00	-2.730E-02	 3.250E+00	-4.539E-01	 7.733E+00	-9.931E-01	-1.213E-03	 0.000E+00	-5.205E-04	 0.000E+00	 0.000E+00
    6.0000	 1.200E+01	-0.000E+00	 0.000E+00	 4.653E-03	 1.821E-02	-1.094E-02	 1.817E-01	 1.817E-01	 3.468E+00	-4.056E-01	 3.128E+00	 2.060E-01	-1.388E+00	 1.637E+01	-1.207E-01	 4.068E+00	-3.398E-02	 3.236E+00	-4.568E-01	 7.718E+00	-1.001E+00	-1.510E-03	 0.000E+00	-6.464E-04	-1.104E+01	-3.045E+03
    6.0400	 1.200E+01	-0.000E+00	 0.000E+00	 1.629E-01	-2.783E+01	-9.659E-02	 1.795E+00	 2.469E+00	 4.698E+00	 1.038E+01	 4.362E+00	 1.286E+01	-8.940E+01	 2.460E+01	-2.411E+01	 3.783E+00	-1.636E+02	-4.509E+00	 9.769E+01	 7.772E+00	 9.674E+01	-7.273E+00	 0.000E+00	-4.230E+01	-1.131E+01	-3.046E+03
    6.0800	 1.200E+01	-0.000E+00	 0.000E+00	 6.299E+00	-2.898E+01	-6.076E-01	 3.369E+00	 3.397E+00	 3.524E+00	 1.110E+01	 3.262E+00	 1.347E+01	-9.574E+01	 1.801E+01	-2.558E+01	 3.127E+00	-1.740E+02	-6.157E+00	 1.048E+02	 7.613E+00	 1.042E+02	-7.733E+00	 0.000E+00	-6.191E+01	-1.142E+01	-3.046E+03
    6.1200	 1.200E+01	-0.000E+00	 0.000E+00	 3.383E+00	-2.119E+01	-1.305E+00	 5.154E+00	 4.920E+00	 3.299E+00	 7.583E+00	 3.094E+00	 9.028E+00	-5.868E+01	 1.396E+01	-1.526E+01	 1.432E+00	-1.102E+02	-4.070E+00	 6.698E+01	 7.543E+00	 6.636E+01	-4.897E+00	 0.000E+00	-5.677E+01	-1.160E+01	-3.045E+03
    6.1600	 1.200E+01	-0.000E+00	 0.000E+00	 5.524E-01	-2.114E+01	-2.233E+00	 6.855E+00	 6.895E+00	 3.611E+00	 7.433E+00	 3.344E+00	 9.861E+00	-6.501E+01	 1.429E+01	-1.633E+01	-6.858E-02	-1.179E+02	-6.596E+00	 7.091E+01	 7.277E+00	 6.998E+01	-5.238E+00	 0.000E+00	-8.510E+01	-1.184E+01	-3.043E+03
    6.2000	 1.200E+01	-0.000E+00	 0.000E+00	 5.833E+00	-2.375E+01	-3.453E+00	 8.533E+00	 8.632E+00	 2.794E+00	 8.583E+00	 2.521E+00	 1.205E+01	-8.324E+01	 1.083E+01	-1.921E+01	-1.697E-01	-1.440E+02	-1.189E+01	 8.605E+01	 6.693E+00	 8.552E+01	-6.402E+00	 0.000E+00	-1.302E+02	-1.206E+01	-3.039E+03
    6.2400	 1.200E+01	-0.000E+00	 0.000E+00	 5.399E+00	-2.548E+01	-4.841E+00	 1.026E+01	 1.026E+01	 3.011E+00	 9.063E+00	 2.897E+00	 1.178E+01	-8.026E+01	 1.309E+01	-1.992E+01	 3.254E-01	-1.434E+02	-1.605E+01	 8.627E+01	 6.223E+00	 8.664E+01	-6.375E+00	 0.000E+00	-1.541E+02	-1.226E+01	-3.035E+03
    6.2800	 1.200E+01	-0.000E+00	 0.000E+00	 2.846E+00	-2.521E+01	-6.751E+00	 1.206E+01	 1.203E+01	 3.632E+00	 8.602E+00	 3.694E+00	 1.134E+01	-7.501E+01	 1.806E+01	-1.945E+01	 1.258E+00	-1.361E+02	-1.985E+01	 8.091E+01	 5.449E+00	 8.193E+01	-6.049E+00	 0.000E+00	-1.715E+02	-1.249E+01	-3.028E+03
    6.3200	 1.200E+01	-0.000E+00	 0.000E+00	 4.718E+00	-2.408E+01	-9.018E+00	 1.389E+01	 1.390E+01	 3.495E+00	 7.888E+00	 3.672E+00	 1.238E+01	-8.240E+01	 1.994E+01	-1.793E+01	 2.639E+00	-1.394E+02	-2.535E+01	 7.937E+01	 4.255E+00	 8.137E+01	-6.196E+00	 0.000E+00	-2.030E+02	-1.273E+01	-3.019E+03
    6.3600	 1.200E+01	-0.000E+00	 0.000E+00	 4.901E+00	-2.546E+01	-1.129E+01	 1.572E+01	 1.576E+01	 3.699E+00	 8.179E+00	 4.063E+00	 1.319E+01	-8.849E+01	 2.353E+01	-1.868E+01	 3.629E+00	-1.477E+02	-3.312E+01	 8.124E+01	 2.987E+00	 8.564E+01	-6.565E+00	 0.000E+00	-2.437E+02	-1.296E+01	-3.007E+03
    6.4000	 1.200E+01	-0.000E+00	 0.000E+00	 4.504E+00	-2.809E+01	-1.415E+01	 1.757E+01	 1.759E+01	 3.951E+00	 8.950E+00	 4.593E+00	 1.315E+01	-8.664E+01	 2.700E+01	-2.116E+01	 3.863E+00	-1.523E+02	-4.176E+01	 8.099E+01	 1.281E+00	 8.900E+01	-6.769E+00	 0.000E+00	-2.805E+02	-1.319E+01	-2.992E+03
    6.4400	 1.200E+01	-0.000E+00	 0.000E+00	 6.568E+00	-2.853E+01	-1.784E+01	 1.943E+01	 1.945E+01	 3.522E+00	 8.870E+00	 4.430E+00	 1.355E+01	-8.802E+01	 2.658E+01	-2.142E+01	 3.438E+00	-1.548E+02	-4.987E+01	 7.639E+01	-1.132E+00	 8.863E+01	-6.879E+00	 0.000E+00	-3.152E+02	-1.342E+01	-2.973E+03
    6.4800	 1.200E+01	-0.000E+00	 0.000E+00	 7.720E+00	-2.847E+01	-2.180E+01	 2.129E+01	 2.132E+01	 3.085E+00	 8.528E+00	 4.271E+00	 1.458E+01	-9.527E+01	 2.576E+01	-2.059E+01	 2.372E+00	-1.611E+02	-5.882E+01	 7.094E+01	-3.934E+00	 8.889E+01	-7.162E+00	 0.000E+00	-3.597E+02	-1.364E+01	-2.950E+03
    6.5200	 1.200E+01	-0.000E+00	 0.000E+00	 8.689E+00	-3.052E+01	-2.608E+01	 2.310E+01	 2.314E+01	 2.730E+00	 9.037E+00	 4.330E+00	 1.528E+01	-9.942E+01	 2.562E+01	-2.190E+01	 1.087E+00	-1.705E+02	-6.957E+01	 6.566E+01	-7.079E+00	 9.193E+01	-7.576E+00	 0.000E+00	-4.131E+02	-1.384E+01	-2.921E+03
    6.5600	 1.200E+01	-0.000E+00	 0.000E+00	 1.137E+01	-3.304E+01	-3.127E+01	 2.487E+01	 2.491E+01	 2.144E+00	 9.802E+00	 4.217E+00	 1.550E+01	-9.947E+01	 2.509E+01	-2.413E+01	 6.595E-02	-1.781E+02	-7.972E+01	 5.727E+01	-1.080E+01	 9.391E+01	-7.915E+00	 0.000E+00	-4.646E+02	-1.401E+01	-2.888E+03
    6.6000	 1.200E+01	-0.000E+00	 0.000E+00	 1.300E+01	-3.403E+01	-3.727E+01	 2.659E+01	 2.663E+01	 1.733E+00	 9.874E+00	 4.287E+00	 1.623E+01	-1.040E+02	 2.631E+01	-2.443E+01	-4.955E-01	-1.857E+02	-8.747E+01	 4.489E+01	-1.506E+01	 9.305E+01	-8.254E+00	 0.000E+00	-5.179E+02	-1.415E+01	-2.849E+03
    6.6400	 1.200E+01	-0.000E+00	 0.000E+00	 1.396E+01	-3.492E+01	-4.370E+01	 2.825E+01	 2.829E+01	 1.528E+00	 9.849E+00	 4.684E+00	 1.711E+01	-1.101E+02	 2.943E+01	-2.419E+01	-4.694E-01	-1.941E+02	-9.285E+01	 2.999E+01	-1.959E+01	 9.104E+01	-8.625E+00	 0.000E+00	-5.748E+02	-1.426E+01	-2.805E+03
    6.6800	 1.200E+01	-0.000E+00	 0.000E+00	 1.647E+01	-3.705E+01	-5.072E+01	 2.982E+01	 2.986E+01	 1.186E+00	 1.046E+01	 5.163E+00	 1.739E+01	-1.114E+02	 3.255E+01	-2.585E+01	 2.500E-02	-2.027E+02	-9.622E+01	 1.380E+01	-2.429E+01	 8.944E+01	-9.008E+00	 0.000E+00	-6.337E+02	-1.433E+01	-2.755E+03
    6.7200	 1.200E+01	-0.000E+00	 0.000E+00	 1.974E+01	-3.884E+01	-5.861E+01	 3.130E+01	 3.134E+01	 6.464E-01	 1.106E+01	 5.497E+00	 1.749E+01	-1.115E+02	 3.445E+01	-2.760E+01	 3.583E-01	-2.104E+02	-9.533E+01	-3.684E+00	-2.901E+01	 8.618E+01	-9.350E+00	 0.000E+00	-6.903E+02	-1.436E+01	-2.701E+03
    6.7600	 1.200E+01	-0.000E+00	 0.000E+00	 2.259E+01	-3.936E+01	-6.716E+01	 3.271E+01	 3.274E+01	-3.019E-02	 1.120E+01	 5.556E+00	 1.765E+01	-1.124E+02	 3.440E+01	-2.791E+01	-1.597E-01	-2.155E+02	-8.836E+01	-2.140E+01	-3.354E+01	 7.978E+01	-9.577E+00	 0.000E+00	-7.387E+02	-1.435E+01	-2.641E+03
    6.8000	 1.200E+01	-0.000E+00	 0.000E+00	 2.563E+01	-3.974E+01	-7.607E+01	 3.406E+01	 3.407E+01	-8.849E-01	 1.137E+01	 5.247E+00	 1.754E+01	-1.113E+02	 3.199E+01	-2.824E+01	-1.681E+00	-2.187E+02	-7.676E+01	-3.733E+01	-3.771E+01	 7.201E+01	-9.718E+00	 0.000E+00	-7.802E+02	-1.428E+01	-2.576E+03
    6.8400	 1.200E+01	-0.000E+00	 0.000E+00	 2.875E+01	-4.024E+01	-8.540E+01	 3.535E+01	 3.535E+01	-1.793E+00	 1.169E+01	 4.743E+00	 1.707E+01	-1.077E+02	 2.831E+01	-2.892E+01	-3.762E+00	-2.201E+02	-6.147E+01	-5.022E+01	-4.155E+01	 6.346E+01	-9.784E+00	 0.000E+00	-8.150E+02	-1.417E+01	-2.505E+03
    6.8800	 1.200E+01	-0.000E+00	 0.000E+00	 3.166E+01	-3.977E+01	-9.517E+01	 3.661E+01	 3.660E+01	-2.702E+00	 1.168E+01	 4.283E+00	 1.650E+01	-1.038E+02	 2.439E+01	-2.854E+01	-5.550E+00	-2.179E+02	-4.225E+01	-5.866E+01	-4.495E+01	 5.303E+01	-9.684E+00	 0.000E+00	-8.351E+02	-1.401E+01	-2.427E+03
    6.9200	 1.200E+01	-0.000E+00	 0.000E+00	 3.464E+01	-3.810E+01	-1.051E+02	 3.787E+01	 3.784E+01	-3.498E+00	 1.126E+01	 3.926E+00	 1.584E+01	-9.973E+01	 2.100E+01	-2.712E+01	-6.475E+00	-2.115E+02	-2.096E+01	-6.128E+01	-4.755E+01	 4.125E+01	-9.398E+00	 0.000E+00	-8.381E+02	-1.378E+01	-2.340E+03
    6.9600	 1.200E+01	-0.000E+00	 0.000E+00	 3.767E+01	-3.601E+01	-1.149E+02	 3.916E+01	 3.911E+01	-4.226E+00	 1.084E+01	 3.681E+00	 1.486E+01	-9.346E+01	 1.840E+01	-2.603E+01	-6.332E+00	-2.021E+02	-7.707E-01	-5.808E+01	-4.908E+01	 2.996E+01	-8.982E+00	 0.000E+00	-8.278E+02	-1.347E+01	-2.239E+03
    7.0000	 1.200E+01	-0.000E+00	 0.000E+00	 3.875E+01	-3.445E+01	-1.249E+02	 4.048E+01	 4.042E+01	-4.081E+00	 1.048E+01	 3.830E+00	 1.355E+01	-8.491E+01	 1.887E+01	-2.474E+01	-5.693E+00	-1.895E+02	 1.636E+01	-4.986E+01	-4.943E+01	 1.977E+01	-8.422E+00	 0.000E+00	-8.021E+02	-1.306E+01	-2.122E+03
    7.0400	 1.200E+01	-0.000E+00	 0.000E+00	 3.906E+01	-3.220E+01	-1.351E+02	 4.186E+01	 4.178E+01	-3.836E+00	 9.691E+00	 3.686E+00	 1.226E+01	-7.715E+01	 1.936E+01	-2.171E+01	-4.784E+00	-1.724E+02	 2.947E+01	-3.742E+01	-4.874E+01	 1.020E+01	-7.664E+00	 0.000E+00	-7.544E+02	-1.251E+01	-1.986E+03
    7.0800	 1.200E+01	-0.000E+00	 0.000E+00	 3.814E+01	-2.880E+01	-1.451E+02	 4.329E+01	 4.319E+01	-3.306E+00	 8.736E+00	 3.637E+00	 1.069E+01	-6.786E+01	 2.088E+01	-1.890E+01	-3.612E+00	-1.523E+02	 3.711E+01	-2.342E+01	-4.717E+01	 2.758E+00	-6.767E+00	 0.000E+00	-6.887E+02	-1.179E+01	-1.824E+03
    7.1200	 1.200E+01	-0.000E+00	 0.000E+00	 3.802E+01	-2.632E+01	-1.547E+02	 4.472E+01	 4.463E+01	-2.721E+00	 8.426E+00	 3.814E+00	 8.520E+00	-5.439E+01	 2.240E+01	-1.824E+01	-1.884E+00	-1.331E+02	 3.881E+01	-1.095E+01	-4.457E+01	-9.366E-01	-5.915E+00	 0.000E+00	-6.220E+02	-1.087E+01	-1.639E+03
    7.1600	 1.200E+01	-0.000E+00	 0.000E+00	 3.876E+01	-2.212E+01	-1.638E+02	 4.611E+01	 4.602E+01	-2.156E+00	 7.905E+00	 3.757E+00	 6.374E+00	-4.196E+01	 2.300E+01	-1.764E+01	 1.264E-01	-1.136E+02	 3.582E+01	-4.434E-01	-4.060E+01	-2.625E+00	-5.048E+00	 0.000E+00	-5.473E+02	-9.786E+00	-1.438E+03
    7.2000	 1.200E+01	-0.000E+00	 0.000E+00	 3.775E+01	-1.885E+01	-1.716E+02	 4.739E+01	 4.731E+01	-1.266E+00	 7.788E+00	 4.352E+00	 4.098E+00	-2.931E+01	 2.440E+01	-1.793E+01	 2.361E+00	-9.719E+01	 2.941E+01	 6.296E+00	-3.525E+01	-1.980E+00	-4.320E+00	 0.000E+00	-4.815E+02	-8.580E+00	-1.230E+03
    7.2400	 1.200E+01	-0.000E+00	 0.000E+00	 3.829E+01	-1.662E+01	-1.789E+02	 4.857E+01	 4.847E+01	-6.426E-01	 7.285E+00	 4.283E+00	 2.312E+00	-1.943E+01	 2.308E+01	-1.478E+01	 4.436E+00	-7.765E+01	 2.102E+01	 9.518E+00	-2.845E+01	-6.948E-01	-3.451E+00	 0.000E+00	-3.941E+02	-7.321E+00	-1.027E+03
    7.2800	 1.200E+01	-0.000E+00	 0.000E+00	 3.622E+01	-1.248E+01	-1.851E+02	 4.963E+01	 4.953E+01	 4.423E-01	 5.980E+00	 3.836E+00	 1.160E+00	-1.407E+01	 2.347E+01	-9.927E+00	 5.968E+00	-5.677E+01	 1.240E+01	 9.310E+00	-2.066E+01	 5.311E-01	-2.523E+00	 0.000E+00	-2.945E+02	-6.014E+00	-8.266E+02
    7.3200	 1.200E+01	-0.000E+00	 0.000E+00	 3.049E+01	-1.048E+01	-1.902E+02	 5.052E+01	 5.045E+01	 2.459E+00	 5.811E+00	 4.085E+00	-7.015E-01	-2.342E+00	 2.953E+01	-9.797E+00	 7.615E+00	-4.151E+01	 6.791E+00	 4.639E+00	-1.290E+01	 4.342E+00	-1.845E+00	 0.000E+00	-2.193E+02	-4.750E+00	-6.420E+02
    7.3600	 1.200E+01	-0.000E+00	 0.000E+00	 2.678E+01	-9.933E+00	-1.951E+02	 5.125E+01	 5.120E+01	 4.363E+00	 6.236E+00	 4.499E+00	-2.723E+00	 1.143E+01	 3.684E+01	-1.174E+01	 1.016E+01	-3.007E+01	 4.974E+00	-1.579E+00	-5.771E+00	 9.089E+00	-1.336E+00	 0.000E+00	-1.612E+02	-3.639E+00	-4.856E+02
