
Predictions were generated on 11-Jan-2021 at 20:48:56 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.4.0-137-gb5d9a13c
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #05: AWT-27CR2 with many DOFs with startup and shutdown and FF turbulence.

Time	Wind1VelX	Wind1VelY	Wind1VelZ	TipDxb1	TipDyb1	TipRDxb1	TipRDyb1	Spn3ALxb1	Spn3ALyb1	RotSpeed	LSSGagV	HSShftV	RootFxb2	RootFyb2	Spn2MLxb1	Spn2MLyb1	LSShftTq	HSShftTq	LSShftPwr	HSShftPwr	YawBrFxn	YawBrFyn	YawBrFzn	GenTq	GenPwr
    5.3600	 1.200E+01	 0.000E+00	 0.000E+00	 6.097E-02	-7.985E-03	 5.550E-02	 5.309E-01	-5.911E-02	 5.401E-03	 1.820E-01	 1.820E-01	 4.096E+00	 3.007E+00	 1.576E-01	-4.111E-01	 5.936E+00	 1.129E-02	 5.019E-04	 2.153E-04	 2.153E-04	 2.261E+00	 7.647E-02	-7.183E+01	 0.000E+00	 0.000E+00
    5.4000	 1.200E+01	 0.000E+00	 0.000E+00	 6.148E-02	-8.053E-03	 5.599E-02	 5.359E-01	-9.083E-02	 4.517E-03	 1.822E-01	 1.822E-01	 4.100E+00	 3.028E+00	 1.602E-01	-4.100E-01	 5.983E+00	 1.384E-02	 6.150E-04	 2.640E-04	 2.640E-04	 2.409E+00	 7.743E-02	-7.184E+01	 0.000E+00	 0.000E+00
    5.4400	 1.200E+01	 0.000E+00	 0.000E+00	 6.197E-02	-8.118E-03	 5.647E-02	 5.407E-01	-1.197E-01	 3.806E-03	 1.824E-01	 1.824E-01	 4.104E+00	 3.049E+00	 1.628E-01	-4.086E-01	 6.028E+00	 1.602E-02	 7.121E-04	 3.061E-04	 3.060E-04	 2.539E+00	 7.836E-02	-7.185E+01	 0.000E+00	 0.000E+00
    5.4800	 1.200E+01	 0.000E+00	 0.000E+00	 6.236E-02	-8.173E-03	 5.687E-02	 5.445E-01	-1.411E-01	 3.380E-03	 1.826E-01	 1.826E-01	 4.109E+00	 3.067E+00	 1.656E-01	-4.065E-01	 6.064E+00	 1.643E-02	 7.302E-04	 3.142E-04	 3.142E-04	 2.644E+00	 7.923E-02	-7.186E+01	 0.000E+00	 0.000E+00
    5.5200	 1.200E+01	 0.000E+00	 0.000E+00	 6.261E-02	-8.211E-03	 5.714E-02	 5.468E-01	-1.527E-01	 3.312E-03	 1.828E-01	 1.828E-01	 4.113E+00	 3.081E+00	 1.685E-01	-4.034E-01	 6.087E+00	 1.431E-02	 6.361E-04	 2.739E-04	 2.740E-04	 2.715E+00	 8.002E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.5600	 1.200E+01	 0.000E+00	 0.000E+00	 6.271E-02	-8.232E-03	 5.729E-02	 5.476E-01	-1.542E-01	 3.630E-03	 1.829E-01	 1.830E-01	 4.117E+00	 3.091E+00	 1.716E-01	-3.991E-01	 6.096E+00	 9.807E-03	 4.358E-04	 1.879E-04	 1.879E-04	 2.749E+00	 8.076E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.6000	 1.200E+01	 0.000E+00	 0.000E+00	 6.271E-02	-8.240E-03	 5.734E-02	 5.472E-01	-1.474E-01	 4.319E-03	 1.830E-01	 1.830E-01	 4.118E+00	 3.098E+00	 1.747E-01	-3.939E-01	 6.095E+00	 3.817E-03	 1.696E-04	 7.315E-05	 7.316E-05	 2.743E+00	 8.149E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.6400	 1.200E+01	 0.000E+00	 0.000E+00	 6.265E-02	-8.242E-03	 5.734E-02	 5.463E-01	-1.357E-01	 5.333E-03	 1.830E-01	 1.831E-01	 4.119E+00	 3.102E+00	 1.779E-01	-3.882E-01	 6.090E+00	-2.364E-03	-1.051E-04	-4.531E-05	-4.531E-05	 2.700E+00	 8.226E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.6800	 1.200E+01	 0.000E+00	 0.000E+00	 6.260E-02	-8.244E-03	 5.735E-02	 5.456E-01	-1.220E-01	 6.611E-03	 1.830E-01	 1.830E-01	 4.117E+00	 3.106E+00	 1.811E-01	-3.824E-01	 6.086E+00	-7.540E-03	-3.351E-04	-1.445E-04	-1.445E-04	 2.623E+00	 8.312E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.7200	 1.200E+01	 0.000E+00	 0.000E+00	 6.260E-02	-8.252E-03	 5.741E-02	 5.455E-01	-1.088E-01	 8.090E-03	 1.829E-01	 1.829E-01	 4.115E+00	 3.109E+00	 1.842E-01	-3.766E-01	 6.086E+00	-1.103E-02	-4.903E-04	-2.112E-04	-2.112E-04	 2.517E+00	 8.413E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.7600	 1.200E+01	 0.000E+00	 0.000E+00	 6.266E-02	-8.266E-03	 5.752E-02	 5.461E-01	-9.669E-02	 9.717E-03	 1.827E-01	 1.827E-01	 4.111E+00	 3.112E+00	 1.872E-01	-3.710E-01	 6.092E+00	-1.287E-02	-5.722E-04	-2.463E-04	-2.463E-04	 2.387E+00	 8.528E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.8000	 1.200E+01	 0.000E+00	 0.000E+00	 6.275E-02	-8.284E-03	 5.766E-02	 5.472E-01	-8.492E-02	 1.144E-02	 1.825E-01	 1.825E-01	 4.107E+00	 3.115E+00	 1.901E-01	-3.656E-01	 6.100E+00	-1.375E-02	-6.113E-04	-2.629E-04	-2.629E-04	 2.242E+00	 8.655E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.8400	 1.200E+01	 0.000E+00	 0.000E+00	 6.283E-02	-8.302E-03	 5.780E-02	 5.482E-01	-7.204E-02	 1.322E-02	 1.824E-01	 1.824E-01	 4.103E+00	 3.118E+00	 1.931E-01	-3.600E-01	 6.108E+00	-1.471E-02	-6.536E-04	-2.808E-04	-2.808E-04	 2.089E+00	 8.790E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.8800	 1.200E+01	 0.000E+00	 0.000E+00	 6.287E-02	-8.313E-03	 5.789E-02	 5.487E-01	-5.676E-02	 1.501E-02	 1.822E-01	 1.822E-01	 4.099E+00	 3.119E+00	 1.961E-01	-3.541E-01	 6.110E+00	-1.671E-02	-7.427E-04	-3.188E-04	-3.188E-04	 1.936E+00	 8.929E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.9200	 1.200E+01	 0.000E+00	 0.000E+00	 6.284E-02	-8.317E-03	 5.792E-02	 5.484E-01	-3.876E-02	 1.675E-02	 1.819E-01	 1.819E-01	 4.093E+00	 3.120E+00	 1.992E-01	-3.478E-01	 6.106E+00	-2.033E-02	-9.036E-04	-3.873E-04	-3.873E-04	 1.791E+00	 9.066E-02	-7.187E+01	 0.000E+00	 0.000E+00
    5.9600	 1.200E+01	 0.000E+00	 0.000E+00	 6.274E-02	-8.313E-03	 5.789E-02	 5.473E-01	-1.912E-02	 1.838E-02	 1.816E-01	 1.816E-01	 4.087E+00	 3.120E+00	 2.023E-01	-3.412E-01	 6.097E+00	-2.551E-02	-1.134E-03	-4.852E-04	-4.853E-04	 1.662E+00	 9.201E-02	-7.187E+01	 0.000E+00	 0.000E+00
    6.0000	 1.200E+01	 0.000E+00	 0.000E+00	 6.261E-02	-8.306E-03	 5.783E-02	 5.459E-01	-1.253E-04	 1.982E-02	 1.812E-01	 1.813E-01	 4.079E+00	 3.121E+00	 2.055E-01	-3.345E-01	 6.085E+00	-3.164E-02	-1.406E-03	-6.006E-04	-6.007E-04	 1.557E+00	 9.331E-02	-7.186E+01	-1.104E+01	-3.045E+03
    6.0400	 1.200E+01	 0.000E+00	 0.000E+00	 6.471E-02	 2.754E-02	-2.159E-01	 6.554E-01	-1.671E+00	-3.318E+01	 1.795E+00	 2.460E+00	 5.536E+01	 4.350E+00	 1.266E+01	-3.383E+01	 4.956E+00	-1.636E+02	-7.270E+00	-3.074E+01	-4.214E+01	 2.504E+00	-5.880E+00	-7.311E+01	-1.130E+01	-3.046E+03
    6.0800	 1.200E+01	 0.000E+00	 0.000E+00	 5.900E-02	 3.737E-02	-2.840E-01	 7.946E-01	 6.281E+00	-3.537E+01	 3.347E+00	 3.377E+00	 7.599E+01	 3.255E+00	 1.348E+01	-3.556E+01	 3.188E+00	-1.751E+02	-7.782E+00	-6.138E+01	-6.193E+01	 1.947E+00	-1.194E-01	-7.210E+01	-1.141E+01	-3.046E+03
    6.1200	 1.200E+01	 0.000E+00	 0.000E+00	 3.204E-02	 2.334E-02	-1.807E-01	 3.551E-01	 3.158E+00	-2.453E+01	 5.121E+00	 4.888E+00	 1.100E+02	 3.085E+00	 9.043E+00	-2.168E+01	 1.902E+00	-1.111E+02	-4.938E+00	-5.957E+01	-5.687E+01	 9.660E-01	 8.654E-02	-7.197E+01	-1.160E+01	-3.045E+03
    6.1600	 1.200E+01	 0.000E+00	 0.000E+00	 8.843E-03	 2.480E-02	-1.973E-01	-4.599E-02	-1.025E-01	-2.496E+01	 6.812E+00	 6.852E+00	 1.542E+02	 3.336E+00	 9.841E+00	-2.299E+01	 4.802E-01	-1.186E+02	-5.269E+00	-8.457E+01	-8.506E+01	 1.502E+00	-6.622E+00	-7.251E+01	-1.184E+01	-3.043E+03
    6.2000	 1.200E+01	 0.000E+00	 0.000E+00	 7.924E-03	 3.062E-02	-2.358E-01	 1.101E-01	 6.595E+00	-2.852E+01	 8.478E+00	 8.577E+00	 1.930E+02	 2.526E+00	 1.204E+01	-2.679E+01	-4.867E-01	-1.448E+02	-6.436E+00	-1.286E+02	-1.301E+02	 1.740E+00	-3.563E+00	-7.219E+01	-1.205E+01	-3.040E+03
    6.2400	 1.200E+01	 0.000E+00	 0.000E+00	 1.467E-02	 3.150E-02	-2.421E-01	 1.986E-01	 5.727E+00	-3.030E+01	 1.020E+01	 1.019E+01	 2.294E+02	 2.903E+00	 1.176E+01	-2.788E+01	 2.455E-01	-1.442E+02	-6.411E+00	-1.540E+02	-1.540E+02	 1.053E+00	 1.961E+00	-7.274E+01	-1.226E+01	-3.035E+03
    6.2800	 1.200E+01	 0.000E+00	 0.000E+00	 2.622E-02	 2.898E-02	-2.264E-01	 2.327E-01	 2.224E+00	-2.998E+01	 1.198E+01	 1.195E+01	 2.689E+02	 3.700E+00	 1.131E+01	-2.728E+01	 1.880E+00	-1.369E+02	-6.085E+00	-1.718E+02	-1.714E+02	 1.600E+00	-1.175E+00	-7.373E+01	-1.248E+01	-3.029E+03
    6.3200	 1.200E+01	 0.000E+00	 0.000E+00	 4.513E-02	 2.447E-02	-1.899E-01	 4.903E-01	 4.443E+00	-2.853E+01	 1.379E+01	 1.381E+01	 3.107E+02	 3.675E+00	 1.234E+01	-2.518E+01	 3.416E+00	-1.401E+02	-6.226E+00	-2.024E+02	-2.026E+02	 2.824E+00	-4.080E+00	-7.454E+01	-1.272E+01	-3.020E+03
    6.3600	 1.200E+01	 0.000E+00	 0.000E+00	 5.957E-02	 2.339E-02	-1.812E-01	 6.642E-01	 4.319E+00	-3.004E+01	 1.562E+01	 1.565E+01	 3.522E+02	 4.058E+00	 1.315E+01	-2.622E+01	 4.646E+00	-1.483E+02	-6.591E+00	-2.425E+02	-2.431E+02	 2.887E+00	-2.815E-01	-7.557E+01	-1.295E+01	-3.008E+03
    6.4000	 1.200E+01	 0.000E+00	 0.000E+00	 6.310E-02	 2.659E-02	-2.071E-01	 6.753E-01	 3.457E+00	-3.342E+01	 1.745E+01	 1.747E+01	 3.931E+02	 4.588E+00	 1.309E+01	-2.959E+01	 4.943E+00	-1.529E+02	-6.794E+00	-2.794E+02	-2.797E+02	 2.805E+00	 2.425E+00	-7.600E+01	-1.318E+01	-2.993E+03
    6.4400	 1.200E+01	 0.000E+00	 0.000E+00	 5.674E-02	 2.827E-02	-2.187E-01	 6.387E-01	 6.239E+00	-3.410E+01	 1.931E+01	 1.932E+01	 4.347E+02	 4.389E+00	 1.350E+01	-2.982E+01	 4.086E+00	-1.553E+02	-6.901E+00	-3.139E+02	-3.141E+02	 3.461E+00	 6.060E-01	-7.604E+01	-1.341E+01	-2.975E+03
    6.4800	 1.200E+01	 0.000E+00	 0.000E+00	 4.029E-02	 2.873E-02	-2.222E-01	 4.523E-01	 7.860E+00	-3.385E+01	 2.115E+01	 2.118E+01	 4.766E+02	 4.196E+00	 1.451E+01	-2.860E+01	 2.636E+00	-1.614E+02	-7.172E+00	-3.574E+02	-3.579E+02	 3.839E+00	 3.289E-01	-7.659E+01	-1.362E+01	-2.952E+03
    6.5200	 1.200E+01	 0.000E+00	 0.000E+00	 2.048E-02	 3.254E-02	-2.523E-01	 2.111E-01	 8.949E+00	-3.630E+01	 2.296E+01	 2.300E+01	 5.175E+02	 4.246E+00	 1.519E+01	-3.029E+01	 9.425E-01	-1.705E+02	-7.578E+00	-4.099E+02	-4.107E+02	 3.743E+00	 3.174E+00	-7.662E+01	-1.382E+01	-2.924E+03
    6.5600	 1.200E+01	 0.000E+00	 0.000E+00	 5.515E-03	 3.793E-02	-2.921E-01	 8.779E-02	 1.227E+01	-3.952E+01	 2.473E+01	 2.476E+01	 5.572E+02	 4.128E+00	 1.543E+01	-3.311E+01	-6.279E-01	-1.780E+02	-7.912E+00	-4.610E+02	-4.617E+02	 3.949E+00	 4.754E+00	-7.570E+01	-1.400E+01	-2.891E+03
    6.6000	 1.200E+01	 0.000E+00	 0.000E+00	-3.321E-03	 3.979E-02	-3.059E-01	 3.665E-03	 1.423E+01	-4.064E+01	 2.645E+01	 2.648E+01	 5.959E+02	 4.197E+00	 1.614E+01	-3.343E+01	-1.333E+00	-1.852E+02	-8.232E+00	-5.130E+02	-5.137E+02	 4.591E+00	 4.490E+00	-7.535E+01	-1.414E+01	-2.853E+03
    6.6400	 1.200E+01	 0.000E+00	 0.000E+00	-4.383E-03	 3.934E-02	-3.032E-01	-3.049E-02	 1.494E+01	-4.150E+01	 2.811E+01	 2.815E+01	 6.333E+02	 4.619E+00	 1.699E+01	-3.316E+01	-1.111E+00	-1.932E+02	-8.588E+00	-5.687E+02	-5.695E+02	 5.430E+00	 5.695E+00	-7.517E+01	-1.426E+01	-2.809E+03
    6.6800	 1.200E+01	 0.000E+00	 0.000E+00	 2.349E-03	 4.091E-02	-3.143E-01	 7.573E-02	 1.741E+01	-4.415E+01	 2.969E+01	 2.973E+01	 6.689E+02	 5.111E+00	 1.728E+01	-3.537E+01	-5.642E-01	-2.017E+02	-8.963E+00	-6.269E+02	-6.278E+02	 6.350E+00	 8.178E+00	-7.361E+01	-1.433E+01	-2.760E+03
    6.7200	 1.200E+01	 0.000E+00	 0.000E+00	 7.802E-03	 4.338E-02	-3.314E-01	 1.883E-01	 2.076E+01	-4.655E+01	 3.119E+01	 3.122E+01	 7.025E+02	 5.479E+00	 1.738E+01	-3.772E+01	-3.018E-01	-2.092E+02	-9.297E+00	-6.831E+02	-6.839E+02	 7.122E+00	 9.384E+00	-7.133E+01	-1.436E+01	-2.705E+03
    6.7600	 1.200E+01	 0.000E+00	 0.000E+00	 9.731E-04	 4.498E-02	-3.430E-01	 1.313E-01	 2.385E+01	-4.730E+01	 3.261E+01	 3.264E+01	 7.343E+02	 5.566E+00	 1.754E+01	-3.814E+01	-1.002E+00	-2.142E+02	-9.518E+00	-7.314E+02	-7.319E+02	 7.793E+00	 9.579E+00	-6.933E+01	-1.435E+01	-2.646E+03
    6.8000	 1.200E+01	 0.000E+00	 0.000E+00	-2.073E-02	 4.804E-02	-3.660E-01	-9.829E-02	 2.758E+01	-4.794E+01	 3.398E+01	 3.399E+01	 7.648E+02	 5.277E+00	 1.744E+01	-3.853E+01	-3.054E+00	-2.173E+02	-9.658E+00	-7.732E+02	-7.735E+02	 8.432E+00	 1.020E+01	-6.713E+01	-1.429E+01	-2.580E+03
    6.8400	 1.200E+01	 0.000E+00	 0.000E+00	-5.168E-02	 5.295E-02	-4.029E-01	-4.232E-01	 3.188E+01	-4.879E+01	 3.528E+01	 3.529E+01	 7.940E+02	 4.737E+00	 1.699E+01	-3.938E+01	-5.944E+00	-2.189E+02	-9.727E+00	-8.087E+02	-8.088E+02	 8.703E+00	 1.066E+01	-6.474E+01	-1.418E+01	-2.509E+03
    6.8800	 1.200E+01	 0.000E+00	 0.000E+00	-8.163E-02	 5.629E-02	-4.282E-01	-7.519E-01	 3.559E+01	-4.841E+01	 3.656E+01	 3.655E+01	 8.224E+02	 4.247E+00	 1.646E+01	-3.884E+01	-8.496E+00	-2.169E+02	-9.639E+00	-8.304E+02	-8.302E+02	 8.787E+00	 1.003E+01	-6.311E+01	-1.402E+01	-2.430E+03
    6.9200	 1.200E+01	 0.000E+00	 0.000E+00	-1.004E-01	 5.655E-02	-4.298E-01	-9.539E-01	 3.914E+01	-4.662E+01	 3.784E+01	 3.781E+01	 8.508E+02	 3.895E+00	 1.579E+01	-3.692E+01	-9.928E+00	-2.105E+02	-9.357E+00	-8.343E+02	-8.336E+02	 9.291E+00	 8.930E+00	-6.250E+01	-1.379E+01	-2.342E+03
    6.9600	 1.200E+01	 0.000E+00	 0.000E+00	-1.047E-01	 5.500E-02	-4.172E-01	-9.857E-01	 4.224E+01	-4.441E+01	 3.914E+01	 3.909E+01	 8.796E+02	 3.672E+00	 1.488E+01	-3.509E+01	-1.011E+01	-2.013E+02	-8.947E+00	-8.250E+02	-8.241E+02	 1.012E+01	 7.967E+00	-6.249E+01	-1.348E+01	-2.241E+03
    7.0000	 1.200E+01	 0.000E+00	 0.000E+00	-9.699E-02	 5.212E-02	-3.953E-01	-9.083E-01	 4.348E+01	-4.268E+01	 4.047E+01	 4.041E+01	 9.092E+02	 3.676E+00	 1.365E+01	-3.334E+01	-9.117E+00	-1.891E+02	-8.405E+00	-8.014E+02	-8.002E+02	 1.100E+01	 6.624E+00	-6.299E+01	-1.306E+01	-2.123E+03
    7.0400	 1.200E+01	 0.000E+00	 0.000E+00	-8.080E-02	 4.637E-02	-3.523E-01	-7.615E-01	 4.347E+01	-4.018E+01	 4.186E+01	 4.177E+01	 9.399E+02	 3.755E+00	 1.225E+01	-2.987E+01	-7.269E+00	-1.717E+02	-7.632E+00	-7.527E+02	-7.512E+02	 1.213E+01	 4.703E+00	-6.468E+01	-1.251E+01	-1.986E+03
    7.0800	 1.200E+01	 0.000E+00	 0.000E+00	-5.880E-02	 3.952E-02	-3.010E-01	-5.540E-01	 4.353E+01	-3.607E+01	 4.329E+01	 4.320E+01	 9.719E+02	 3.884E+00	 1.061E+01	-2.661E+01	-4.910E+00	-1.520E+02	-6.755E+00	-6.890E+02	-6.876E+02	 1.367E+01	 2.668E+00	-6.726E+01	-1.178E+01	-1.824E+03
    7.1200	 1.200E+01	 0.000E+00	 0.000E+00	-3.466E-02	 3.461E-02	-2.639E-01	-3.011E-01	 4.427E+01	-3.276E+01	 4.472E+01	 4.463E+01	 1.004E+03	 3.943E+00	 8.625E+00	-2.518E+01	-2.568E+00	-1.334E+02	-5.927E+00	-6.245E+02	-6.233E+02	 1.505E+01	 7.012E-01	-7.019E+01	-1.087E+01	-1.639E+03
    7.1600	 1.200E+01	 0.000E+00	 0.000E+00	-1.419E-02	 3.034E-02	-2.322E-01	-1.020E-01	 4.464E+01	-2.798E+01	 4.611E+01	 4.602E+01	 1.035E+03	 3.906E+00	 6.505E+00	-2.404E+01	-5.485E-01	-1.142E+02	-5.074E+00	-5.512E+02	-5.501E+02	 1.615E+01	-1.052E+00	-7.334E+01	-9.788E+00	-1.438E+03
    7.2000	 1.200E+01	 0.000E+00	 0.000E+00	 6.465E-03	 2.730E-02	-2.114E-01	 6.100E-02	 4.381E+01	-2.441E+01	 4.739E+01	 4.731E+01	 1.064E+03	 4.171E+00	 4.203E+00	-2.416E+01	 1.736E+00	-9.732E+01	-4.326E+00	-4.830E+02	-4.821E+02	 1.767E+01	-2.846E+00	-7.643E+01	-8.586E+00	-1.231E+03
    7.2400	 1.200E+01	 0.000E+00	 0.000E+00	 2.977E-02	 2.096E-02	-1.638E-01	 2.900E-01	 4.476E+01	-2.148E+01	 4.856E+01	 4.847E+01	 1.090E+03	 3.985E+00	 2.411E+00	-2.045E+01	 4.160E+00	-7.811E+01	-3.471E+00	-3.972E+02	-3.964E+02	 1.928E+01	-3.507E+00	-7.879E+01	-7.329E+00	-1.028E+03
    7.2800	 1.200E+01	 0.000E+00	 0.000E+00	 5.332E-02	 1.082E-02	-8.978E-02	 4.453E-01	 4.259E+01	-1.632E+01	 4.961E+01	 4.952E+01	 1.114E+03	 3.717E+00	 1.183E+00	-1.458E+01	 7.041E+00	-5.761E+01	-2.561E+00	-2.993E+02	-2.988E+02	 2.080E+01	-2.941E+00	-7.880E+01	-6.030E+00	-8.291E+02
    7.3200	 1.200E+01	 0.000E+00	 0.000E+00	 8.500E-02	 4.728E-03	-4.912E-02	 6.373E-01	 3.654E+01	-1.353E+01	 5.051E+01	 5.044E+01	 1.135E+03	 4.088E+00	-6.665E-01	-1.428E+01	 1.071E+01	-4.194E+01	-1.864E+00	-2.218E+02	-2.215E+02	 2.287E+01	-2.998E+00	-7.821E+01	-4.772E+00	-6.451E+02
    7.3600	 1.200E+01	 0.000E+00	 0.000E+00	 1.293E-01	 1.297E-03	-2.623E-02	 1.047E+00	 3.223E+01	-1.272E+01	 5.124E+01	 5.118E+01	 1.152E+03	 4.552E+00	-2.607E+00	-1.652E+01	 1.495E+01	-3.029E+01	-1.346E+00	-1.625E+02	-1.623E+02	 2.574E+01	-3.567E+00	-7.788E+01	-3.659E+00	-4.885E+02
    7.4000	 1.200E+01	 0.000E+00	 0.000E+00	 1.748E-01	-6.024E-03	 2.768E-02	 1.493E+00	 2.716E+01	-9.271E+00	 5.182E+01	 5.177E+01	 1.165E+03	 4.885E+00	-3.249E+00	-1.487E+01	 1.914E+01	-2.066E+01	-9.183E-01	-1.121E+02	-1.120E+02	 2.851E+01	-3.043E+00	-7.536E+01	-2.724E+00	-3.608E+02
    7.4400	 1.200E+01	 0.000E+00	 0.000E+00	 2.050E-01	-1.358E-02	 8.507E-02	 1.811E+00	 2.308E+01	-5.023E+00	 5.226E+01	 5.222E+01	 1.175E+03	 4.672E+00	-3.108E+00	-1.168E+01	 2.171E+01	-1.393E+01	-6.190E-01	-7.621E+01	-7.616E+01	 2.969E+01	-1.911E+00	-7.129E+01	-1.971E+00	-2.603E+02
    7.4800	 1.200E+01	 0.000E+00	 0.000E+00	 2.052E-01	-1.484E-02	 9.664E-02	 1.861E+00	 2.205E+01	-2.940E+00	 5.257E+01	 5.255E+01	 1.182E+03	 3.723E+00	-3.140E+00	-1.063E+01	 2.102E+01	-1.039E+01	-4.617E-01	-5.719E+01	-5.717E+01	 2.974E+01	-1.787E+00	-6.835E+01	-1.407E+00	-1.864E+02
