
Predictions were generated on 30-May-2024 at 23:58:04 using OpenFAST, compiled on May 30 2024 at 23:36:36 as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST          Certification - Test #26: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	Wind1VelX	Wind1VelY	Wind1VelZ	OoPDefl1	IPDefl1	RotSpeed	TTDspFA	TTDspSS	RootMIP1	RootMOoP1	RootMzb1	RotTorq	YawBrMyp	TwrBsMyt	YawBrFxn	RtSkew	RtVAvgxh	GenPwr	GenTq
    3.6000	 7.563E+00	-9.645E-02	-2.073E-01	 2.912E+00	 4.394E-01	 8.961E+00	 9.290E-02	-1.647E-02	-4.481E+03	 5.378E+03	 5.726E+01	 1.638E+03	-9.259E+02	 1.601E+04	 2.101E+02	 6.255E+00	 7.794E+00	 1.647E+03	 1.927E+01
    3.7000	 7.590E+00	-1.397E-01	-1.837E-01	 2.899E+00	 4.409E-01	 8.964E+00	 1.164E-01	-1.956E-02	-4.515E+03	 5.319E+03	 5.468E+01	 2.119E+03	-8.809E+02	 1.964E+04	 2.567E+02	 4.323E+00	 7.726E+00	 1.641E+03	 1.919E+01
    3.8000	 7.617E+00	-1.830E-01	-1.600E-01	 2.889E+00	 3.309E-01	 8.988E+00	 1.428E-01	-2.222E-02	-3.902E+03	 5.229E+03	 4.349E+01	 2.305E+03	-6.463E+02	 2.395E+04	 2.987E+02	 3.372E+00	 7.674E+00	 1.655E+03	 1.919E+01
    3.9000	 7.644E+00	-2.263E-01	-1.364E-01	 2.879E+00	 1.698E-01	 9.010E+00	 1.709E-01	-2.448E-02	-2.956E+03	 5.182E+03	 3.010E+01	 2.035E+03	-3.676E+02	 2.890E+04	 3.355E+02	 3.116E+00	 7.658E+00	 1.675E+03	 1.929E+01
    4.0000	 7.670E+00	-2.696E-01	-1.128E-01	 2.893E+00	 1.183E-02	 9.002E+00	 1.997E-01	-2.665E-02	-2.018E+03	 5.161E+03	 1.796E+01	 1.607E+03	-5.729E+01	 3.349E+04	 3.824E+02	 3.482E+00	 7.610E+00	 1.683E+03	 1.941E+01
    4.1000	 8.077E+00	 5.150E-02	-1.913E-01	 2.914E+00	-9.467E-02	 8.972E+00	 2.282E-01	-2.918E-02	-1.397E+03	 5.217E+03	 9.448E+00	 1.447E+03	 2.739E+02	 3.795E+04	 4.290E+02	 4.529E+00	 7.647E+00	 1.670E+03	 1.942E+01
    4.2000	 8.092E+00	 3.377E-02	-1.713E-01	 2.932E+00	-1.117E-01	 8.950E+00	 2.552E-01	-3.242E-02	-1.301E+03	 5.353E+03	 1.003E+01	 1.716E+03	 5.297E+02	 4.262E+04	 4.651E+02	 5.841E+00	 7.700E+00	 1.654E+03	 1.937E+01
    4.3000	 8.107E+00	 1.604E-02	-1.513E-01	 2.966E+00	-3.163E-02	 8.952E+00	 2.795E-01	-3.627E-02	-1.761E+03	 5.454E+03	 1.854E+01	 2.119E+03	 5.907E+02	 4.673E+04	 5.046E+02	 6.920E+00	 7.695E+00	 1.648E+03	 1.927E+01
    4.4000	 8.122E+00	-1.687E-03	-1.313E-01	 3.008E+00	 1.156E-01	 8.974E+00	 3.001E-01	-4.014E-02	-2.564E+03	 5.514E+03	 3.350E+01	 2.238E+03	 5.370E+02	 5.016E+04	 5.419E+02	 6.716E+00	 7.703E+00	 1.658E+03	 1.925E+01
    4.5000	 8.137E+00	-1.942E-02	-1.113E-01	 3.046E+00	 2.564E-01	 8.990E+00	 3.159E-01	-4.304E-02	-3.285E+03	 5.607E+03	 4.815E+01	 1.971E+03	 4.825E+02	 5.308E+04	 5.651E+02	 5.811E+00	 7.746E+00	 1.673E+03	 1.932E+01
    4.6000	 8.125E+00	-1.416E-02	-1.079E-01	 3.089E+00	 2.997E-01	 8.982E+00	 3.264E-01	-4.402E-02	-3.437E+03	 5.738E+03	 5.375E+01	 1.619E+03	 5.521E+02	 5.491E+04	 5.795E+02	 5.120E+00	 7.810E+00	 1.676E+03	 1.940E+01
    4.7000	 8.114E+00	-8.895E-03	-1.046E-01	 3.145E+00	 1.967E-01	 8.962E+00	 3.312E-01	-4.270E-02	-2.796E+03	 5.869E+03	 4.619E+01	 1.556E+03	 7.277E+02	 5.529E+04	 5.905E+02	 5.173E+00	 7.834E+00	 1.665E+03	 1.940E+01
    4.8000	 8.102E+00	-3.634E-03	-1.012E-01	 3.214E+00	-2.000E-02	 8.950E+00	 3.303E-01	-3.957E-02	-1.556E+03	 6.006E+03	 2.789E+01	 1.828E+03	 8.697E+02	 5.492E+04	 5.884E+02	 5.726E+00	 7.884E+00	 1.651E+03	 1.932E+01
    4.9000	 8.090E+00	 1.627E-03	-9.781E-02	 3.304E+00	-2.576E-01	 8.960E+00	 3.238E-01	-3.575E-02	-2.130E+02	 6.084E+03	 6.958E+00	 2.139E+03	 8.409E+02	 5.395E+04	 5.752E+02	 5.818E+00	 7.934E+00	 1.650E+03	 1.925E+01
    5.0000	 8.079E+00	 6.889E-03	-9.443E-02	 3.406E+00	-4.166E-01	 8.982E+00	 3.123E-01	-3.241E-02	 6.951E+02	 6.157E+03	-6.174E+00	 2.168E+03	 7.621E+02	 5.204E+04	 5.563E+02	 5.552E+00	 7.992E+00	 1.661E+03	 1.926E+01
    5.1000	 8.067E+00	 4.040E-02	-5.934E-02	 3.508E+00	-4.470E-01	 8.994E+00	 2.963E-01	-3.021E-02	 9.141E+02	 6.258E+03	-5.579E+00	 1.902E+03	 7.511E+02	 4.919E+04	 5.314E+02	 5.279E+00	 8.045E+00	 1.674E+03	 1.934E+01
    5.2000	 8.054E+00	 7.392E-02	-2.424E-02	 3.597E+00	-3.702E-01	 8.988E+00	 2.766E-01	-2.902E-02	 5.561E+02	 6.400E+03	 6.120E+00	 1.642E+03	 8.358E+02	 4.574E+04	 4.968E+02	 5.234E+00	 8.072E+00	 1.676E+03	 1.940E+01
    5.3000	 8.042E+00	 1.074E-01	 1.085E-02	 3.660E+00	-2.582E-01	 8.973E+00	 2.542E-01	-2.809E-02	-3.515E+00	 6.528E+03	 2.117E+01	 1.652E+03	 9.383E+02	 4.177E+04	 4.587E+02	 5.214E+00	 8.130E+00	 1.666E+03	 1.940E+01
    5.4000	 8.030E+00	 1.410E-01	 4.595E-02	 3.698E+00	-1.845E-01	 8.971E+00	 2.302E-01	-2.661E-02	-3.607E+02	 6.554E+03	 3.111E+01	 1.920E+03	 9.371E+02	 3.747E+04	 4.228E+02	 5.368E+00	 8.189E+00	 1.658E+03	 1.935E+01
    5.5000	 8.018E+00	 1.745E-01	 8.105E-02	 3.715E+00	-1.897E-01	 8.990E+00	 2.059E-01	-2.412E-02	-2.573E+02	 6.486E+03	 3.044E+01	 2.173E+03	 7.928E+02	 3.344E+04	 3.837E+02	 5.972E+00	 8.177E+00	 1.662E+03	 1.932E+01
    5.6000	 7.994E+00	 1.700E-01	 7.139E-02	 3.702E+00	-2.793E-01	 9.014E+00	 1.824E-01	-2.068E-02	 3.499E+02	 6.385E+03	 1.957E+01	 2.151E+03	 5.869E+02	 2.973E+04	 3.438E+02	 6.947E+00	 8.169E+00	 1.677E+03	 1.937E+01
    5.7000	 7.970E+00	 1.654E-01	 6.173E-02	 3.664E+00	-4.321E-01	 9.027E+00	 1.606E-01	-1.682E-02	 1.325E+03	 6.267E+03	 1.329E+00	 1.889E+03	 3.209E+02	 2.601E+04	 3.147E+02	 7.442E+00	 8.155E+00	 1.688E+03	 1.943E+01
    5.8000	 7.947E+00	 1.609E-01	 5.208E-02	 3.615E+00	-6.058E-01	 9.021E+00	 1.412E-01	-1.326E-02	 2.417E+03	 6.148E+03	-1.843E+01	 1.665E+03	-7.722E+00	 2.286E+04	 2.888E+02	 6.962E+00	 8.144E+00	 1.687E+03	 1.947E+01
    5.9000	 7.923E+00	 1.564E-01	 4.242E-02	 3.578E+00	-7.504E-01	 9.008E+00	 1.250E-01	-1.064E-02	 3.316E+03	 6.025E+03	-3.420E+01	 1.696E+03	-3.303E+02	 2.059E+04	 2.609E+02	 5.699E+00	 8.136E+00	 1.680E+03	 1.948E+01
    6.0000	 7.900E+00	 1.519E-01	 3.276E-02	 3.565E+00	-8.193E-01	 9.006E+00	 1.124E-01	-9.263E-03	 3.759E+03	 5.896E+03	-4.132E+01	 1.943E+03	-4.484E+02	 1.862E+04	 2.397E+02	 4.199E+00	 8.121E+00	 1.676E+03	 1.947E+01
    6.1000	 7.876E+00	 1.696E-01	 2.418E-02	 3.551E+00	-7.872E-01	 9.020E+00	 1.038E-01	-9.124E-03	 3.634E+03	 5.863E+03	-3.695E+01	 2.139E+03	-2.826E+02	 1.684E+04	 2.270E+02	 3.281E+00	 8.068E+00	 1.682E+03	 1.947E+01
    6.2000	 7.852E+00	 1.872E-01	 1.559E-02	 3.521E+00	-6.740E-01	 9.038E+00	 9.957E-02	-9.935E-03	 3.093E+03	 5.952E+03	-2.315E+01	 2.091E+03	 2.232E+01	 1.587E+04	 2.169E+02	 2.967E+00	 8.040E+00	 1.693E+03	 1.950E+01
    6.3000	 7.828E+00	 2.048E-01	 7.002E-03	 3.488E+00	-5.505E-01	 9.045E+00	 1.000E-01	-1.131E-02	 2.508E+03	 6.006E+03	-9.748E+00	 1.858E+03	 2.207E+02	 1.583E+04	 2.155E+02	 3.433E+00	 7.984E+00	 1.700E+03	 1.954E+01
    6.4000	 7.804E+00	 2.225E-01	-1.585E-03	 3.456E+00	-4.935E-01	 9.036E+00	 1.054E-01	-1.298E-02	 2.281E+03	 5.926E+03	-5.047E+00	 1.687E+03	 2.459E+02	 1.673E+04	 2.248E+02	 4.605E+00	 7.920E+00	 1.697E+03	 1.957E+01
    6.5000	 7.780E+00	 2.401E-01	-1.017E-02	 3.417E+00	-5.424E-01	 9.023E+00	 1.153E-01	-1.490E-02	 2.622E+03	 5.745E+03	-1.170E+01	 1.738E+03	 1.828E+02	 1.863E+04	 2.393E+02	 5.691E+00	 7.877E+00	 1.690E+03	 1.957E+01
    6.6000	 7.772E+00	 2.356E-01	-4.128E-02	 3.360E+00	-6.783E-01	 9.021E+00	 1.291E-01	-1.714E-02	 3.445E+03	 5.645E+03	-2.801E+01	 1.956E+03	 1.262E+02	 2.118E+04	 2.605E+02	 6.426E+00	 7.824E+00	 1.687E+03	 1.956E+01
    6.7000	 7.764E+00	 2.310E-01	-7.240E-02	 3.299E+00	-8.380E-01	 9.031E+00	 1.461E-01	-1.975E-02	 4.398E+03	 5.652E+03	-4.612E+01	 2.106E+03	 5.139E+01	 2.400E+04	 2.932E+02	 6.523E+00	 7.767E+00	 1.692E+03	 1.955E+01
    6.8000	 7.755E+00	 2.265E-01	-1.035E-01	 3.263E+00	-9.514E-01	 9.042E+00	 1.652E-01	-2.263E-02	 5.080E+03	 5.677E+03	-5.815E+01	 2.028E+03	-7.381E+01	 2.737E+04	 3.274E+02	 5.823E+00	 7.710E+00	 1.701E+03	 1.957E+01
    6.9000	 7.747E+00	 2.220E-01	-1.346E-01	 3.260E+00	-9.766E-01	 9.042E+00	 1.856E-01	-2.543E-02	 5.260E+03	 5.663E+03	-6.033E+01	 1.822E+03	-1.457E+02	 3.122E+04	 3.568E+02	 4.674E+00	 7.680E+00	 1.704E+03	 1.960E+01
    7.0000	 7.739E+00	 2.174E-01	-1.657E-01	 3.263E+00	-9.156E-01	 9.030E+00	 2.063E-01	-2.781E-02	 4.928E+03	 5.649E+03	-5.347E+01	 1.696E+03	-5.919E+01	 3.469E+04	 3.905E+02	 3.615E+00	 7.659E+00	 1.700E+03	 1.962E+01
    7.1000	 7.699E+00	 1.633E-01	-1.788E-01	 3.247E+00	-8.012E-01	 9.017E+00	 2.264E-01	-2.964E-02	 4.275E+03	 5.656E+03	-4.076E+01	 1.771E+03	 1.627E+02	 3.773E+04	 4.255E+02	 3.059E+00	 7.666E+00	 1.692E+03	 1.961E+01
    7.2000	 7.658E+00	 1.092E-01	-1.918E-01	 3.220E+00	-6.801E-01	 9.014E+00	 2.449E-01	-3.112E-02	 3.587E+03	 5.685E+03	-2.803E+01	 1.966E+03	 3.409E+02	 4.082E+04	 4.532E+02	 3.648E+00	 7.694E+00	 1.689E+03	 1.959E+01
    7.3000	 7.618E+00	 5.507E-02	-2.048E-01	 3.194E+00	-5.970E-01	 9.021E+00	 2.613E-01	-3.264E-02	 3.119E+03	 5.707E+03	-2.012E+01	 2.072E+03	 4.138E+02	 4.372E+04	 4.766E+02	 4.678E+00	 7.711E+00	 1.693E+03	 1.958E+01
    7.4000	 7.577E+00	 9.551E-04	-2.178E-01	 3.178E+00	-5.807E-01	 9.030E+00	 2.750E-01	-3.449E-02	 3.026E+03	 5.706E+03	-1.961E+01	 1.986E+03	 4.290E+02	 4.595E+04	 5.009E+02	 5.802E+00	 7.719E+00	 1.699E+03	 1.959E+01
    7.5000	 7.536E+00	-5.316E-02	-2.309E-01	 3.169E+00	-6.340E-01	 9.028E+00	 2.853E-01	-3.658E-02	 3.321E+03	 5.658E+03	-2.615E+01	 1.811E+03	 4.476E+02	 4.764E+04	 5.183E+02	 6.618E+00	 7.753E+00	 1.701E+03	 1.960E+01
    7.6000	 7.563E+00	-9.645E-02	-2.073E-01	 3.160E+00	-7.323E-01	 9.017E+00	 2.918E-01	-3.842E-02	 3.847E+03	 5.602E+03	-3.693E+01	 1.728E+03	 4.710E+02	 4.884E+04	 5.264E+02	 6.818E+00	 7.788E+00	 1.696E+03	 1.961E+01
    7.7000	 7.590E+00	-1.397E-01	-1.837E-01	 3.150E+00	-8.255E-01	 9.010E+00	 2.943E-01	-3.937E-02	 4.319E+03	 5.571E+03	-4.674E+01	 1.828E+03	 5.021E+02	 4.918E+04	 5.310E+02	 6.552E+00	 7.846E+00	 1.689E+03	 1.959E+01
    7.8000	 7.617E+00	-1.830E-01	-1.600E-01	 3.141E+00	-8.574E-01	 9.012E+00	 2.928E-01	-3.891E-02	 4.427E+03	 5.568E+03	-4.973E+01	 2.003E+03	 4.896E+02	 4.874E+04	 5.317E+02	 5.849E+00	 7.879E+00	 1.688E+03	 1.957E+01
    7.9000	 7.644E+00	-2.263E-01	-1.364E-01	 3.129E+00	-7.952E-01	 9.025E+00	 2.873E-01	-3.694E-02	 4.013E+03	 5.578E+03	-4.275E+01	 2.076E+03	 4.338E+02	 4.795E+04	 5.208E+02	 5.564E+00	 7.925E+00	 1.693E+03	 1.957E+01
    8.0000	 7.670E+00	-2.696E-01	-1.128E-01	 3.109E+00	-6.526E-01	 9.035E+00	 2.782E-01	-3.379E-02	 3.163E+03	 5.604E+03	-2.806E+01	 1.977E+03	 3.947E+02	 4.649E+04	 5.046E+02	 5.494E+00	 8.005E+00	 1.700E+03	 1.958E+01
