
Predictions were generated on 13-May-2024 at 15:53:19 using OpenFAST, compiled on May 13 2024 at 15:47:56 as a 64-bit application using double precision at commit v3.5.3-1254-g781eb870-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST          Certification - Test #26: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	Wind1VelX	Wind1VelY	Wind1VelZ	OoPDefl1	IPDefl1	RotSpeed	TTDspFA	TTDspSS	RootMIP1	RootMOoP1	RootMzb1	RotTorq	YawBrMyp	TwrBsMyt	YawBrFxn	RtSkew	RtVAvgxh	GenPwr	GenTq
    0.9000	 8.118E+00	 1.410E-02	-9.088E-02	 3.539E+00	-4.245E-01	 8.865E+00	 1.569E-01	-2.199E-02	 1.933E+03	 6.184E+03	 3.420E+00	 2.851E+03	-3.948E+01	 2.597E+04	 3.180E+02	 4.330E+00	 7.867E+00	 1.564E+03	 1.834E+01
    1.0000	 8.107E+00	 2.119E-02	-8.605E-02	 3.405E+00	-3.857E-01	 8.905E+00	 1.994E-01	-2.713E-02	 1.641E+03	 5.852E+03	 2.546E+00	 1.930E+03	 2.111E+02	 3.279E+04	 3.901E+02	 5.836E+00	 7.947E+00	 1.600E+03	 1.850E+01
    1.1000	 8.095E+00	 5.629E-02	-4.963E-02	 3.239E+00	-4.619E-01	 8.913E+00	 2.419E-01	-3.365E-02	 2.259E+03	 5.602E+03	-8.231E+00	 1.188E+03	 1.637E+02	 4.076E+04	 4.483E+02	 6.885E+00	 7.917E+00	 1.604E+03	 1.866E+01
    1.2000	 8.083E+00	 9.140E-02	-1.321E-02	 3.084E+00	-6.688E-01	 8.830E+00	 2.824E-01	-4.023E-02	 3.436E+03	 5.428E+03	-3.201E+01	 9.953E+02	 1.647E+02	 4.805E+04	 5.079E+02	 6.873E+00	 7.848E+00	 1.577E+03	 1.864E+01
    1.3000	 8.071E+00	 1.265E-01	 2.321E-02	 2.979E+00	-8.993E-01	 8.824E+00	 3.187E-01	-4.524E-02	 4.590E+03	 5.291E+03	-5.655E+01	 1.640E+03	 3.696E+02	 5.352E+04	 5.766E+02	 5.967E+00	 7.771E+00	 1.541E+03	 1.844E+01
    1.4000	 8.059E+00	 1.616E-01	 5.963E-02	 2.924E+00	-9.813E-01	 8.842E+00	 3.491E-01	-4.757E-02	 4.992E+03	 5.210E+03	-6.375E+01	 2.524E+03	 5.464E+02	 5.852E+04	 6.250E+02	 5.293E+00	 7.722E+00	 1.537E+03	 1.825E+01
    1.5000	 8.047E+00	 1.967E-01	 9.605E-02	 2.898E+00	-8.500E-01	 8.891E+00	 3.721E-01	-4.716E-02	 4.113E+03	 5.243E+03	-5.033E+01	 2.480E+03	 5.678E+02	 6.299E+04	 6.510E+02	 5.871E+00	 7.700E+00	 1.565E+03	 1.827E+01
    1.6000	 8.023E+00	 1.934E-01	 8.748E-02	 2.891E+00	-5.316E-01	 8.932E+00	 3.868E-01	-4.456E-02	 2.343E+03	 5.347E+03	-1.803E+01	 1.849E+03	 6.041E+02	 6.528E+04	 6.784E+02	 6.607E+00	 7.713E+00	 1.594E+03	 1.845E+01
    1.7000	 8.000E+00	 1.901E-01	 7.891E-02	 2.881E+00	-1.960E-01	 8.891E+00	 3.928E-01	-4.095E-02	 4.494E+02	 5.452E+03	 1.263E+01	 1.147E+03	 7.128E+02	 6.572E+04	 6.966E+02	 6.579E+00	 7.776E+00	 1.597E+03	 1.860E+01
    1.8000	 7.976E+00	 1.869E-01	 7.034E-02	 2.853E+00	-3.907E-03	 8.853E+00	 3.901E-01	-3.762E-02	-7.108E+02	 5.462E+03	 2.731E+01	 1.115E+03	 8.086E+02	 6.541E+04	 6.857E+02	 5.730E+00	 7.851E+00	 1.569E+03	 1.857E+01
    1.9000	 7.952E+00	 1.836E-01	 6.177E-02	 2.813E+00	-8.629E-03	 8.833E+00	 3.793E-01	-3.535E-02	-7.507E+02	 5.387E+03	 2.405E+01	 1.849E+03	 9.153E+02	 6.364E+04	 6.620E+02	 5.181E+00	 7.928E+00	 1.542E+03	 1.839E+01
    2.0000	 7.928E+00	 1.803E-01	 5.320E-02	 2.779E+00	-1.704E-01	 8.859E+00	 3.612E-01	-3.426E-02	 3.587E+00	 5.262E+03	 7.157E+00	 2.426E+03	 1.104E+03	 5.997E+04	 6.360E+02	 5.213E+00	 8.002E+00	 1.545E+03	 1.827E+01
    2.1000	 7.903E+00	 1.986E-01	 4.535E-02	 2.761E+00	-3.544E-01	 8.918E+00	 3.365E-01	-3.364E-02	 9.676E+02	 5.134E+03	-9.850E+00	 2.399E+03	 1.346E+03	 5.552E+04	 5.915E+02	 4.938E+00	 8.096E+00	 1.573E+03	 1.832E+01
    2.2000	 7.878E+00	 2.170E-01	 3.749E-02	 2.747E+00	-4.612E-01	 8.937E+00	 3.068E-01	-3.231E-02	 1.533E+03	 5.079E+03	-1.876E+01	 1.789E+03	 1.546E+03	 5.046E+04	 5.353E+02	 4.790E+00	 8.181E+00	 1.600E+03	 1.850E+01
    2.3000	 7.853E+00	 2.353E-01	 2.964E-02	 2.736E+00	-4.564E-01	 8.925E+00	 2.738E-01	-2.927E-02	 1.435E+03	 5.134E+03	-1.722E+01	 1.246E+03	 1.562E+03	 4.438E+04	 4.881E+02	 5.771E+00	 8.242E+00	 1.601E+03	 1.865E+01
    2.4000	 7.828E+00	 2.537E-01	 2.179E-02	 2.734E+00	-3.409E-01	 8.898E+00	 2.391E-01	-2.436E-02	 6.988E+02	 5.207E+03	-5.997E+00	 1.397E+03	 1.285E+03	 3.846E+04	 4.376E+02	 7.282E+00	 8.264E+00	 1.582E+03	 1.864E+01
    2.5000	 7.803E+00	 2.720E-01	 1.393E-02	 2.746E+00	-1.495E-01	 8.895E+00	 2.042E-01	-1.848E-02	-5.289E+02	 5.233E+03	 1.015E+01	 1.979E+03	 7.936E+02	 3.333E+04	 3.756E+02	 8.083E+00	 8.263E+00	 1.570E+03	 1.855E+01
    2.6000	 7.794E+00	 2.675E-01	-1.689E-02	 2.765E+00	 7.664E-02	 8.936E+00	 1.703E-01	-1.292E-02	-1.915E+03	 5.266E+03	 2.853E+01	 2.425E+03	 3.051E+02	 2.791E+04	 3.245E+02	 7.428E+00	 8.265E+00	 1.582E+03	 1.852E+01
    2.7000	 7.785E+00	 2.631E-01	-4.772E-02	 2.776E+00	 2.686E-01	 8.977E+00	 1.384E-01	-8.779E-03	-3.051E+03	 5.325E+03	 4.324E+01	 2.266E+03	-5.975E+01	 2.230E+04	 2.853E+02	 5.923E+00	 8.267E+00	 1.614E+03	 1.865E+01
    2.8000	 7.775E+00	 2.586E-01	-7.855E-02	 2.774E+00	 3.492E-01	 8.992E+00	 1.099E-01	-6.416E-03	-3.531E+03	 5.361E+03	 4.837E+01	 1.685E+03	-2.885E+02	 1.776E+04	 2.375E+02	 4.195E+00	 8.258E+00	 1.637E+03	 1.885E+01
    2.9000	 7.766E+00	 2.542E-01	-1.094E-01	 2.775E+00	 2.770E-01	 8.972E+00	 8.574E-02	-5.448E-03	-3.149E+03	 5.320E+03	 4.143E+01	 1.335E+03	-3.315E+02	 1.397E+04	 1.920E+02	 3.063E+00	 8.219E+00	 1.637E+03	 1.899E+01
    3.0000	 7.756E+00	 2.497E-01	-1.402E-01	 2.790E+00	 8.040E-02	 8.946E+00	 6.714E-02	-5.239E-03	-2.133E+03	 5.228E+03	 2.455E+01	 1.534E+03	-1.800E+02	 1.034E+04	 1.660E+02	 2.556E+00	 8.171E+00	 1.621E+03	 1.899E+01
    3.1000	 7.714E+00	 1.950E-01	-1.535E-01	 2.818E+00	-1.267E-01	 8.951E+00	 5.479E-02	-5.448E-03	-1.088E+03	 5.154E+03	 6.664E+00	 2.075E+03	-8.815E+00	 7.934E+03	 1.469E+02	 3.534E+00	 8.084E+00	 1.614E+03	 1.892E+01
    3.2000	 7.671E+00	 1.403E-01	-1.667E-01	 2.850E+00	-2.168E-01	 8.982E+00	 4.920E-02	-6.164E-03	-6.766E+02	 5.157E+03	-4.037E-01	 2.379E+03	 3.685E+01	 7.331E+03	 1.303E+02	 5.353E+00	 7.996E+00	 1.629E+03	 1.893E+01
    3.3000	 7.629E+00	 8.554E-02	-1.800E-01	 2.890E+00	-1.361E-01	 9.013E+00	 5.069E-02	-7.642E-03	-1.189E+03	 5.208E+03	 8.235E+00	 2.132E+03	-4.858E+01	 7.649E+03	 1.349E+02	 7.302E+00	 7.950E+00	 1.657E+03	 1.907E+01
    3.4000	 7.587E+00	 3.082E-02	-1.933E-01	 2.922E+00	 7.396E-02	 9.015E+00	 5.900E-02	-1.001E-02	-2.382E+03	 5.287E+03	 2.778E+01	 1.638E+03	-3.274E+02	 8.981E+03	 1.593E+02	 8.170E+00	 7.858E+00	 1.673E+03	 1.924E+01
    3.5000	 7.544E+00	-2.390E-02	-2.065E-01	 2.926E+00	 3.022E-01	 8.986E+00	 7.336E-02	-1.310E-02	-3.677E+03	 5.354E+03	 4.755E+01	 1.392E+03	-6.875E+02	 1.216E+04	 1.800E+02	 7.842E+00	 7.819E+00	 1.666E+03	 1.933E+01
    3.6000	 7.569E+00	-6.843E-02	-1.837E-01	 2.911E+00	 4.395E-01	 8.963E+00	 9.283E-02	-1.646E-02	-4.481E+03	 5.377E+03	 5.724E+01	 1.640E+03	-9.249E+02	 1.600E+04	 2.100E+02	 6.310E+00	 7.790E+00	 1.649E+03	 1.929E+01
    3.7000	 7.594E+00	-1.130E-01	-1.608E-01	 2.899E+00	 4.409E-01	 8.966E+00	 1.163E-01	-1.960E-02	-4.515E+03	 5.319E+03	 5.464E+01	 2.121E+03	-8.786E+02	 1.962E+04	 2.565E+02	 4.392E+00	 7.721E+00	 1.643E+03	 1.921E+01
    3.8000	 7.619E+00	-1.575E-01	-1.380E-01	 2.889E+00	 3.308E-01	 8.990E+00	 1.427E-01	-2.230E-02	-3.901E+03	 5.229E+03	 4.344E+01	 2.306E+03	-6.425E+02	 2.393E+04	 2.984E+02	 3.454E+00	 7.667E+00	 1.657E+03	 1.921E+01
    3.9000	 7.643E+00	-2.020E-01	-1.151E-01	 2.878E+00	 1.696E-01	 9.012E+00	 1.708E-01	-2.461E-02	-2.955E+03	 5.181E+03	 3.005E+01	 2.036E+03	-3.614E+02	 2.888E+04	 3.351E+02	 3.201E+00	 7.648E+00	 1.677E+03	 1.931E+01
    4.0000	 7.668E+00	-2.465E-01	-9.230E-02	 2.893E+00	 1.148E-02	 9.003E+00	 1.996E-01	-2.682E-02	-2.016E+03	 5.160E+03	 1.790E+01	 1.608E+03	-4.756E+01	 3.346E+04	 3.820E+02	 3.556E+00	 7.598E+00	 1.684E+03	 1.942E+01
    4.1000	 8.096E+00	 4.914E-02	-1.961E-01	 2.914E+00	-9.480E-02	 8.974E+00	 2.281E-01	-2.938E-02	-1.395E+03	 5.217E+03	 9.437E+00	 1.450E+03	 2.690E+02	 3.791E+04	 4.290E+02	 4.573E+00	 7.666E+00	 1.671E+03	 1.943E+01
    4.2000	 8.113E+00	 3.330E-02	-1.746E-01	 2.932E+00	-1.116E-01	 8.952E+00	 2.551E-01	-3.265E-02	-1.301E+03	 5.353E+03	 1.002E+01	 1.718E+03	 5.085E+02	 4.261E+04	 4.652E+02	 5.876E+00	 7.719E+00	 1.656E+03	 1.939E+01
    4.3000	 8.129E+00	 1.746E-02	-1.531E-01	 2.966E+00	-3.141E-02	 8.954E+00	 2.794E-01	-3.652E-02	-1.763E+03	 5.453E+03	 1.854E+01	 2.121E+03	 5.609E+02	 4.674E+04	 5.048E+02	 6.944E+00	 7.714E+00	 1.650E+03	 1.929E+01
    4.4000	 8.145E+00	 1.618E-03	-1.317E-01	 3.007E+00	 1.161E-01	 8.976E+00	 3.000E-01	-4.038E-02	-2.566E+03	 5.512E+03	 3.352E+01	 2.242E+03	 5.116E+02	 5.016E+04	 5.423E+02	 6.733E+00	 7.722E+00	 1.660E+03	 1.927E+01
    4.5000	 8.161E+00	-1.422E-02	-1.102E-01	 3.046E+00	 2.568E-01	 8.992E+00	 3.159E-01	-4.326E-02	-3.287E+03	 5.605E+03	 4.813E+01	 1.973E+03	 4.635E+02	 5.308E+04	 5.656E+02	 5.840E+00	 7.765E+00	 1.675E+03	 1.934E+01
    4.6000	 8.151E+00	-7.141E-03	-1.054E-01	 3.088E+00	 3.001E-01	 8.985E+00	 3.265E-01	-4.419E-02	-3.438E+03	 5.737E+03	 5.372E+01	 1.624E+03	 5.334E+02	 5.493E+04	 5.800E+02	 5.181E+00	 7.829E+00	 1.678E+03	 1.941E+01
    4.7000	 8.140E+00	-5.970E-05	-1.005E-01	 3.144E+00	 1.970E-01	 8.965E+00	 3.314E-01	-4.281E-02	-2.796E+03	 5.868E+03	 4.615E+01	 1.558E+03	 7.064E+02	 5.533E+04	 5.911E+02	 5.265E+00	 7.851E+00	 1.666E+03	 1.941E+01
    4.8000	 8.129E+00	 7.022E-03	-9.571E-02	 3.213E+00	-1.991E-02	 8.953E+00	 3.305E-01	-3.961E-02	-1.555E+03	 6.004E+03	 2.784E+01	 1.829E+03	 8.486E+02	 5.497E+04	 5.893E+02	 5.819E+00	 7.899E+00	 1.654E+03	 1.934E+01
    4.9000	 8.118E+00	 1.410E-02	-9.088E-02	 3.302E+00	-2.577E-01	 8.963E+00	 3.241E-01	-3.571E-02	-2.108E+02	 6.081E+03	 6.902E+00	 2.141E+03	 8.239E+02	 5.401E+04	 5.762E+02	 5.901E+00	 7.948E+00	 1.652E+03	 1.928E+01
    5.0000	 8.107E+00	 2.119E-02	-8.605E-02	 3.404E+00	-4.170E-01	 8.985E+00	 3.127E-01	-3.229E-02	 6.980E+02	 6.155E+03	-6.262E+00	 2.170E+03	 7.504E+02	 5.212E+04	 5.572E+02	 5.618E+00	 8.005E+00	 1.664E+03	 1.928E+01
    5.1000	 8.095E+00	 5.629E-02	-4.963E-02	 3.507E+00	-4.474E-01	 8.997E+00	 2.968E-01	-3.001E-02	 9.173E+02	 6.256E+03	-5.661E+00	 1.907E+03	 7.431E+02	 4.928E+04	 5.324E+02	 5.318E+00	 8.058E+00	 1.677E+03	 1.936E+01
    5.2000	 8.083E+00	 9.140E-02	-1.321E-02	 3.596E+00	-3.703E-01	 8.991E+00	 2.772E-01	-2.875E-02	 5.582E+02	 6.400E+03	 6.058E+00	 1.645E+03	 8.297E+02	 4.584E+04	 4.979E+02	 5.258E+00	 8.083E+00	 1.677E+03	 1.941E+01
    5.3000	 8.071E+00	 1.265E-01	 2.321E-02	 3.659E+00	-2.581E-01	 8.976E+00	 2.548E-01	-2.776E-02	-2.991E+00	 6.528E+03	 2.115E+01	 1.653E+03	 9.332E+02	 4.188E+04	 4.599E+02	 5.237E+00	 8.141E+00	 1.668E+03	 1.941E+01
    5.4000	 8.059E+00	 1.616E-01	 5.963E-02	 3.698E+00	-1.842E-01	 8.974E+00	 2.308E-01	-2.622E-02	-3.608E+02	 6.554E+03	 3.112E+01	 1.920E+03	 9.337E+02	 3.758E+04	 4.239E+02	 5.407E+00	 8.199E+00	 1.661E+03	 1.937E+01
    5.5000	 8.047E+00	 1.967E-01	 9.605E-02	 3.715E+00	-1.896E-01	 8.992E+00	 2.065E-01	-2.369E-02	-2.568E+02	 6.487E+03	 3.042E+01	 2.174E+03	 7.917E+02	 3.354E+04	 3.849E+02	 6.039E+00	 8.187E+00	 1.665E+03	 1.935E+01
    5.6000	 8.023E+00	 1.934E-01	 8.748E-02	 3.702E+00	-2.796E-01	 9.017E+00	 1.830E-01	-2.024E-02	 3.523E+02	 6.387E+03	 1.952E+01	 2.154E+03	 5.864E+02	 2.983E+04	 3.449E+02	 7.031E+00	 8.180E+00	 1.680E+03	 1.939E+01
    5.7000	 8.000E+00	 1.901E-01	 7.891E-02	 3.665E+00	-4.327E-01	 9.030E+00	 1.611E-01	-1.637E-02	 1.329E+03	 6.270E+03	 1.240E+00	 1.894E+03	 3.187E+02	 2.611E+04	 3.157E+02	 7.534E+00	 8.165E+00	 1.690E+03	 1.945E+01
    5.8000	 7.976E+00	 1.869E-01	 7.034E-02	 3.616E+00	-6.064E-01	 9.024E+00	 1.418E-01	-1.283E-02	 2.421E+03	 6.150E+03	-1.851E+01	 1.667E+03	-1.229E+01	 2.295E+04	 2.898E+02	 7.059E+00	 8.155E+00	 1.689E+03	 1.949E+01
    5.9000	 7.952E+00	 1.836E-01	 6.177E-02	 3.579E+00	-7.509E-01	 9.011E+00	 1.254E-01	-1.024E-02	 3.319E+03	 6.027E+03	-3.425E+01	 1.696E+03	-3.369E+02	 2.068E+04	 2.618E+02	 5.800E+00	 8.148E+00	 1.682E+03	 1.950E+01
    6.0000	 7.928E+00	 1.803E-01	 5.320E-02	 3.566E+00	-8.198E-01	 9.009E+00	 1.128E-01	-8.908E-03	 3.762E+03	 5.899E+03	-4.139E+01	 1.942E+03	-4.557E+02	 1.869E+04	 2.405E+02	 4.305E+00	 8.133E+00	 1.678E+03	 1.948E+01
    6.1000	 7.903E+00	 1.986E-01	 4.535E-02	 3.553E+00	-7.877E-01	 9.023E+00	 1.041E-01	-8.824E-03	 3.637E+03	 5.867E+03	-3.701E+01	 2.140E+03	-2.907E+02	 1.690E+04	 2.277E+02	 3.390E+00	 8.080E+00	 1.683E+03	 1.948E+01
    6.2000	 7.878E+00	 2.170E-01	 3.749E-02	 3.522E+00	-6.745E-01	 9.041E+00	 9.979E-02	-9.698E-03	 3.095E+03	 5.956E+03	-2.320E+01	 2.095E+03	 1.235E+01	 1.591E+04	 2.176E+02	 3.086E+00	 8.053E+00	 1.694E+03	 1.951E+01
    6.3000	 7.853E+00	 2.353E-01	 2.964E-02	 3.490E+00	-5.509E-01	 9.048E+00	 1.002E-01	-1.114E-02	 2.510E+03	 6.009E+03	-9.784E+00	 1.862E+03	 2.073E+02	 1.586E+04	 2.160E+02	 3.583E+00	 7.998E+00	 1.701E+03	 1.955E+01
    6.4000	 7.828E+00	 2.537E-01	 2.179E-02	 3.458E+00	-4.936E-01	 9.040E+00	 1.054E-01	-1.289E-02	 2.282E+03	 5.928E+03	-5.043E+00	 1.689E+03	 2.301E+02	 1.675E+04	 2.252E+02	 4.803E+00	 7.934E+00	 1.699E+03	 1.958E+01
    6.5000	 7.803E+00	 2.720E-01	 1.393E-02	 3.419E+00	-5.423E-01	 9.026E+00	 1.153E-01	-1.488E-02	 2.622E+03	 5.747E+03	-1.168E+01	 1.738E+03	 1.669E+02	 1.863E+04	 2.396E+02	 5.918E+00	 7.891E+00	 1.692E+03	 1.959E+01
    6.6000	 7.794E+00	 2.675E-01	-1.689E-02	 3.362E+00	-6.784E-01	 9.025E+00	 1.290E-01	-1.718E-02	 3.446E+03	 5.649E+03	-2.802E+01	 1.955E+03	 1.119E+02	 2.118E+04	 2.607E+02	 6.635E+00	 7.835E+00	 1.689E+03	 1.957E+01
    6.7000	 7.785E+00	 2.631E-01	-4.772E-02	 3.301E+00	-8.385E-01	 9.034E+00	 1.459E-01	-1.985E-02	 4.400E+03	 5.657E+03	-4.619E+01	 2.107E+03	 3.836E+01	 2.399E+04	 2.932E+02	 6.708E+00	 7.774E+00	 1.694E+03	 1.957E+01
    6.8000	 7.775E+00	 2.586E-01	-7.855E-02	 3.265E+00	-9.522E-01	 9.045E+00	 1.650E-01	-2.277E-02	 5.084E+03	 5.681E+03	-5.827E+01	 2.032E+03	-8.515E+01	 2.735E+04	 3.273E+02	 5.975E+00	 7.714E+00	 1.702E+03	 1.959E+01
    6.9000	 7.766E+00	 2.542E-01	-1.094E-01	 3.262E+00	-9.774E-01	 9.046E+00	 1.854E-01	-2.561E-02	 5.264E+03	 5.666E+03	-6.046E+01	 1.826E+03	-1.550E+02	 3.119E+04	 3.567E+02	 4.806E+00	 7.683E+00	 1.706E+03	 1.962E+01
    7.0000	 7.756E+00	 2.497E-01	-1.402E-01	 3.265E+00	-9.162E-01	 9.034E+00	 2.061E-01	-2.801E-02	 4.931E+03	 5.653E+03	-5.355E+01	 1.697E+03	-6.698E+01	 3.465E+04	 3.903E+02	 3.728E+00	 7.661E+00	 1.702E+03	 1.963E+01
    7.1000	 7.714E+00	 1.950E-01	-1.535E-01	 3.250E+00	-8.013E-01	 9.020E+00	 2.261E-01	-2.985E-02	 4.275E+03	 5.660E+03	-4.078E+01	 1.771E+03	 1.557E+02	 3.769E+04	 4.252E+02	 3.177E+00	 7.667E+00	 1.694E+03	 1.962E+01
    7.2000	 7.671E+00	 1.403E-01	-1.667E-01	 3.222E+00	-6.800E-01	 9.018E+00	 2.447E-01	-3.133E-02	 3.586E+03	 5.689E+03	-2.803E+01	 1.965E+03	 3.343E+02	 4.078E+04	 4.529E+02	 3.743E+00	 7.694E+00	 1.691E+03	 1.960E+01
    7.3000	 7.629E+00	 8.554E-02	-1.800E-01	 3.196E+00	-5.970E-01	 9.025E+00	 2.611E-01	-3.286E-02	 3.118E+03	 5.710E+03	-2.013E+01	 2.073E+03	 4.082E+02	 4.368E+04	 4.763E+02	 4.750E+00	 7.710E+00	 1.695E+03	 1.959E+01
    7.4000	 7.587E+00	 3.082E-02	-1.933E-01	 3.180E+00	-5.808E-01	 9.033E+00	 2.747E-01	-3.469E-02	 3.025E+03	 5.709E+03	-1.965E+01	 1.990E+03	 4.257E+02	 4.591E+04	 5.005E+02	 5.858E+00	 7.717E+00	 1.701E+03	 1.960E+01
    7.5000	 7.544E+00	-2.390E-02	-2.065E-01	 3.171E+00	-6.341E-01	 9.031E+00	 2.851E-01	-3.676E-02	 3.320E+03	 5.660E+03	-2.619E+01	 1.814E+03	 4.459E+02	 4.761E+04	 5.180E+02	 6.663E+00	 7.750E+00	 1.702E+03	 1.962E+01
    7.6000	 7.569E+00	-6.843E-02	-1.837E-01	 3.162E+00	-7.323E-01	 9.021E+00	 2.916E-01	-3.859E-02	 3.845E+03	 5.603E+03	-3.698E+01	 1.729E+03	 4.707E+02	 4.880E+04	 5.261E+02	 6.861E+00	 7.784E+00	 1.698E+03	 1.962E+01
    7.7000	 7.594E+00	-1.130E-01	-1.608E-01	 3.151E+00	-8.253E-01	 9.013E+00	 2.941E-01	-3.951E-02	 4.316E+03	 5.572E+03	-4.677E+01	 1.828E+03	 5.023E+02	 4.915E+04	 5.307E+02	 6.591E+00	 7.843E+00	 1.691E+03	 1.961E+01
    7.8000	 7.619E+00	-1.575E-01	-1.380E-01	 3.142E+00	-8.572E-01	 9.016E+00	 2.926E-01	-3.902E-02	 4.424E+03	 5.568E+03	-4.978E+01	 2.003E+03	 4.892E+02	 4.872E+04	 5.315E+02	 5.889E+00	 7.873E+00	 1.690E+03	 1.959E+01
    7.9000	 7.643E+00	-2.020E-01	-1.151E-01	 3.130E+00	-7.949E-01	 9.028E+00	 2.872E-01	-3.700E-02	 4.010E+03	 5.577E+03	-4.282E+01	 2.078E+03	 4.341E+02	 4.794E+04	 5.205E+02	 5.616E+00	 7.920E+00	 1.695E+03	 1.958E+01
    8.0000	 7.668E+00	-2.465E-01	-9.230E-02	 3.110E+00	-6.522E-01	 9.038E+00	 2.781E-01	-3.380E-02	 3.158E+03	 5.603E+03	-2.816E+01	 1.980E+03	 3.963E+02	 4.648E+04	 5.045E+02	 5.546E+00	 7.998E+00	 1.701E+03	 1.960E+01
