
Predictions were generated on 11-Oct-2023 at 11:52:26 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.5.0-104-g57ef6afc-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST          Certification - Test #26: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	Wind1VelX	Wind1VelY	Wind1VelZ	OoPDefl1	IPDefl1	RotSpeed	TTDspFA	TTDspSS	RootMIP1	RootMOoP1	RootMzb1	RotTorq	YawBrMyp	TwrBsMyt	YawBrFxn	RtSkew	RtVAvgxh	GenPwr	GenTq
    4.1000	 8.104E+00	 5.432E-02	-1.807E-01	 2.914E+00	-9.486E-02	 8.972E+00	 2.281E-01	-2.921E-02	-1.395E+03	 5.217E+03	 9.460E+00	 1.450E+03	 2.736E+02	 3.792E+04	 4.291E+02	 4.585E+00	 7.669E+00	 1.670E+03	 1.942E+01
    4.2000	 8.120E+00	 3.651E-02	-1.606E-01	 2.932E+00	-1.117E-01	 8.950E+00	 2.551E-01	-3.244E-02	-1.301E+03	 5.353E+03	 1.005E+01	 1.717E+03	 5.074E+02	 4.262E+04	 4.654E+02	 5.893E+00	 7.723E+00	 1.654E+03	 1.937E+01
    4.3000	 8.136E+00	 1.869E-02	-1.406E-01	 2.967E+00	-3.147E-02	 8.953E+00	 2.795E-01	-3.627E-02	-1.763E+03	 5.454E+03	 1.857E+01	 2.120E+03	 5.561E+02	 4.676E+04	 5.050E+02	 6.961E+00	 7.719E+00	 1.648E+03	 1.928E+01
    4.4000	 8.151E+00	 8.814E-04	-1.205E-01	 3.008E+00	 1.162E-01	 8.975E+00	 3.001E-01	-4.011E-02	-2.567E+03	 5.514E+03	 3.357E+01	 2.240E+03	 5.083E+02	 5.018E+04	 5.425E+02	 6.745E+00	 7.725E+00	 1.659E+03	 1.926E+01
    4.5000	 8.167E+00	-1.693E-02	-1.005E-01	 3.046E+00	 2.569E-01	 8.990E+00	 3.160E-01	-4.298E-02	-3.289E+03	 5.608E+03	 4.818E+01	 1.971E+03	 4.640E+02	 5.310E+04	 5.658E+02	 5.839E+00	 7.766E+00	 1.674E+03	 1.933E+01
    4.6000	 8.156E+00	-1.184E-02	-9.724E-02	 3.089E+00	 3.003E-01	 8.984E+00	 3.266E-01	-4.390E-02	-3.439E+03	 5.739E+03	 5.379E+01	 1.622E+03	 5.360E+02	 5.494E+04	 5.802E+02	 5.151E+00	 7.828E+00	 1.677E+03	 1.940E+01
    4.7000	 8.144E+00	-6.745E-03	-9.400E-02	 3.145E+00	 1.971E-01	 8.963E+00	 3.315E-01	-4.253E-02	-2.798E+03	 5.869E+03	 4.620E+01	 1.558E+03	 7.078E+02	 5.536E+04	 5.913E+02	 5.205E+00	 7.850E+00	 1.666E+03	 1.940E+01
    4.8000	 8.133E+00	-1.652E-03	-9.077E-02	 3.213E+00	-1.988E-02	 8.952E+00	 3.306E-01	-3.934E-02	-1.556E+03	 6.004E+03	 2.787E+01	 1.829E+03	 8.483E+02	 5.500E+04	 5.895E+02	 5.754E+00	 7.898E+00	 1.652E+03	 1.933E+01
    4.9000	 8.121E+00	 3.441E-03	-8.754E-02	 3.303E+00	-2.576E-01	 8.962E+00	 3.243E-01	-3.547E-02	-2.120E+02	 6.082E+03	 6.932E+00	 2.140E+03	 8.242E+02	 5.404E+04	 5.763E+02	 5.843E+00	 7.947E+00	 1.651E+03	 1.926E+01
    5.0000	 8.110E+00	 8.535E-03	-8.431E-02	 3.405E+00	-4.169E-01	 8.983E+00	 3.128E-01	-3.209E-02	 6.966E+02	 6.156E+03	-6.236E+00	 2.168E+03	 7.526E+02	 5.214E+04	 5.574E+02	 5.574E+00	 8.004E+00	 1.662E+03	 1.927E+01
    5.1000	 8.097E+00	 4.183E-02	-4.951E-02	 3.507E+00	-4.472E-01	 8.996E+00	 2.969E-01	-2.986E-02	 9.158E+02	 6.258E+03	-5.629E+00	 1.904E+03	 7.465E+02	 4.929E+04	 5.326E+02	 5.296E+00	 8.056E+00	 1.675E+03	 1.935E+01
    5.2000	 8.084E+00	 7.512E-02	-1.472E-02	 3.597E+00	-3.702E-01	 8.989E+00	 2.772E-01	-2.866E-02	 5.568E+02	 6.400E+03	 6.096E+00	 1.644E+03	 8.323E+02	 4.585E+04	 4.980E+02	 5.247E+00	 8.082E+00	 1.676E+03	 1.941E+01
    5.3000	 8.072E+00	 1.084E-01	 2.008E-02	 3.659E+00	-2.580E-01	 8.974E+00	 2.548E-01	-2.773E-02	-4.344E+00	 6.528E+03	 2.117E+01	 1.653E+03	 9.345E+02	 4.189E+04	 4.598E+02	 5.225E+00	 8.139E+00	 1.667E+03	 1.941E+01
    5.4000	 8.059E+00	 1.417E-01	 5.488E-02	 3.698E+00	-1.840E-01	 8.973E+00	 2.308E-01	-2.625E-02	-3.625E+02	 6.554E+03	 3.114E+01	 1.921E+03	 9.350E+02	 3.758E+04	 4.238E+02	 5.378E+00	 8.197E+00	 1.659E+03	 1.936E+01
    5.5000	 8.046E+00	 1.750E-01	 8.967E-02	 3.714E+00	-1.892E-01	 8.991E+00	 2.065E-01	-2.378E-02	-2.591E+02	 6.486E+03	 3.047E+01	 2.173E+03	 7.932E+02	 3.354E+04	 3.848E+02	 5.984E+00	 8.185E+00	 1.663E+03	 1.933E+01
    5.6000	 8.022E+00	 1.703E-01	 7.960E-02	 3.702E+00	-2.791E-01	 9.016E+00	 1.829E-01	-2.038E-02	 3.496E+02	 6.386E+03	 1.958E+01	 2.152E+03	 5.874E+02	 2.982E+04	 3.448E+02	 6.960E+00	 8.177E+00	 1.679E+03	 1.938E+01
    5.7000	 7.997E+00	 1.655E-01	 6.953E-02	 3.664E+00	-4.323E-01	 9.029E+00	 1.611E-01	-1.656E-02	 1.327E+03	 6.269E+03	 1.296E+00	 1.891E+03	 3.198E+02	 2.610E+04	 3.155E+02	 7.454E+00	 8.163E+00	 1.689E+03	 1.944E+01
    5.8000	 7.973E+00	 1.608E-01	 5.946E-02	 3.616E+00	-6.064E-01	 9.022E+00	 1.416E-01	-1.306E-02	 2.420E+03	 6.149E+03	-1.849E+01	 1.666E+03	-9.731E+00	 2.293E+04	 2.895E+02	 6.972E+00	 8.151E+00	 1.688E+03	 1.948E+01
    5.9000	 7.948E+00	 1.560E-01	 4.939E-02	 3.579E+00	-7.511E-01	 9.010E+00	 1.253E-01	-1.050E-02	 3.320E+03	 6.027E+03	-3.426E+01	 1.697E+03	-3.319E+02	 2.065E+04	 2.615E+02	 5.706E+00	 8.143E+00	 1.681E+03	 1.949E+01
    6.0000	 7.924E+00	 1.513E-01	 3.932E-02	 3.566E+00	-8.199E-01	 9.008E+00	 1.126E-01	-9.199E-03	 3.762E+03	 5.899E+03	-4.140E+01	 1.943E+03	-4.491E+02	 1.866E+04	 2.400E+02	 4.205E+00	 8.127E+00	 1.677E+03	 1.948E+01
    6.1000	 7.898E+00	 1.687E-01	 3.023E-02	 3.553E+00	-7.877E-01	 9.022E+00	 1.039E-01	-9.130E-03	 3.636E+03	 5.867E+03	-3.700E+01	 2.139E+03	-2.828E+02	 1.686E+04	 2.272E+02	 3.287E+00	 8.073E+00	 1.683E+03	 1.948E+01
    6.2000	 7.873E+00	 1.862E-01	 2.113E-02	 3.522E+00	-6.742E-01	 9.039E+00	 9.956E-02	-1.001E-02	 3.094E+03	 5.955E+03	-2.317E+01	 2.092E+03	 2.253E+01	 1.586E+04	 2.170E+02	 2.974E+00	 8.044E+00	 1.694E+03	 1.950E+01
    6.3000	 7.847E+00	 2.036E-01	 1.204E-02	 3.489E+00	-5.506E-01	 9.046E+00	 9.993E-02	-1.145E-02	 2.509E+03	 6.007E+03	-9.753E+00	 1.859E+03	 2.214E+02	 1.581E+04	 2.153E+02	 3.446E+00	 7.987E+00	 1.700E+03	 1.954E+01
    6.4000	 7.822E+00	 2.211E-01	 2.948E-03	 3.457E+00	-4.935E-01	 9.038E+00	 1.052E-01	-1.319E-02	 2.281E+03	 5.926E+03	-5.043E+00	 1.688E+03	 2.482E+02	 1.669E+04	 2.244E+02	 4.629E+00	 7.922E+00	 1.698E+03	 1.958E+01
    6.5000	 7.796E+00	 2.385E-01	-6.145E-03	 3.417E+00	-5.424E-01	 9.024E+00	 1.150E-01	-1.516E-02	 2.623E+03	 5.744E+03	-1.171E+01	 1.738E+03	 1.874E+02	 1.858E+04	 2.388E+02	 5.728E+00	 7.877E+00	 1.691E+03	 1.958E+01
    6.6000	 7.786E+00	 2.339E-01	-3.783E-02	 3.360E+00	-6.786E-01	 9.023E+00	 1.288E-01	-1.745E-02	 3.447E+03	 5.645E+03	-2.805E+01	 1.955E+03	 1.321E+02	 2.112E+04	 2.599E+02	 6.460E+00	 7.822E+00	 1.688E+03	 1.957E+01
    6.7000	 7.776E+00	 2.292E-01	-6.952E-02	 3.299E+00	-8.385E-01	 9.032E+00	 1.457E-01	-2.010E-02	 4.401E+03	 5.651E+03	-4.619E+01	 2.106E+03	 5.707E+01	 2.393E+04	 2.923E+02	 6.541E+00	 7.762E+00	 1.693E+03	 1.956E+01
    6.8000	 7.766E+00	 2.245E-01	-1.012E-01	 3.262E+00	-9.521E-01	 9.043E+00	 1.648E-01	-2.300E-02	 5.084E+03	 5.676E+03	-5.824E+01	 2.029E+03	-6.863E+01	 2.730E+04	 3.266E+02	 5.823E+00	 7.704E+00	 1.701E+03	 1.958E+01
    6.9000	 7.756E+00	 2.199E-01	-1.329E-01	 3.260E+00	-9.772E-01	 9.044E+00	 1.851E-01	-2.582E-02	 5.264E+03	 5.661E+03	-6.042E+01	 1.823E+03	-1.412E+02	 3.113E+04	 3.560E+02	 4.665E+00	 7.674E+00	 1.705E+03	 1.961E+01
    7.0000	 7.747E+00	 2.152E-01	-1.646E-01	 3.263E+00	-9.160E-01	 9.031E+00	 2.058E-01	-2.819E-02	 4.931E+03	 5.648E+03	-5.352E+01	 1.696E+03	-5.548E+01	 3.460E+04	 3.896E+02	 3.597E+00	 7.654E+00	 1.701E+03	 1.963E+01
    7.1000	 7.704E+00	 1.610E-01	-1.782E-01	 3.247E+00	-8.012E-01	 9.018E+00	 2.259E-01	-3.001E-02	 4.275E+03	 5.656E+03	-4.077E+01	 1.771E+03	 1.659E+02	 3.764E+04	 4.246E+02	 3.043E+00	 7.660E+00	 1.693E+03	 1.962E+01
    7.2000	 7.661E+00	 1.069E-01	-1.919E-01	 3.220E+00	-6.799E-01	 9.015E+00	 2.445E-01	-3.146E-02	 3.586E+03	 5.685E+03	-2.802E+01	 1.966E+03	 3.440E+02	 4.073E+04	 4.524E+02	 3.631E+00	 7.688E+00	 1.690E+03	 1.959E+01
    7.3000	 7.619E+00	 5.271E-02	-2.055E-01	 3.194E+00	-5.967E-01	 9.022E+00	 2.609E-01	-3.295E-02	 3.117E+03	 5.707E+03	-2.012E+01	 2.072E+03	 4.165E+02	 4.364E+04	 4.758E+02	 4.664E+00	 7.704E+00	 1.694E+03	 1.958E+01
    7.4000	 7.576E+00	-1.457E-03	-2.192E-01	 3.178E+00	-5.805E-01	 9.030E+00	 2.746E-01	-3.476E-02	 3.025E+03	 5.705E+03	-1.963E+01	 1.987E+03	 4.316E+02	 4.588E+04	 5.001E+02	 5.789E+00	 7.712E+00	 1.700E+03	 1.959E+01
    7.5000	 7.533E+00	-5.562E-02	-2.329E-01	 3.169E+00	-6.339E-01	 9.028E+00	 2.849E-01	-3.679E-02	 3.320E+03	 5.656E+03	-2.619E+01	 1.812E+03	 4.504E+02	 4.758E+04	 5.176E+02	 6.605E+00	 7.745E+00	 1.701E+03	 1.961E+01
    7.6000	 7.558E+00	-9.886E-02	-2.099E-01	 3.160E+00	-7.324E-01	 9.018E+00	 2.915E-01	-3.859E-02	 3.847E+03	 5.599E+03	-3.700E+01	 1.728E+03	 4.745E+02	 4.879E+04	 5.259E+02	 6.802E+00	 7.780E+00	 1.696E+03	 1.961E+01
    7.7000	 7.583E+00	-1.421E-01	-1.869E-01	 3.150E+00	-8.255E-01	 9.011E+00	 2.941E-01	-3.948E-02	 4.319E+03	 5.568E+03	-4.682E+01	 1.828E+03	 5.054E+02	 4.914E+04	 5.305E+02	 6.532E+00	 7.838E+00	 1.690E+03	 1.960E+01
    7.8000	 7.608E+00	-1.853E-01	-1.639E-01	 3.140E+00	-8.574E-01	 9.013E+00	 2.926E-01	-3.895E-02	 4.426E+03	 5.565E+03	-4.982E+01	 2.003E+03	 4.922E+02	 4.872E+04	 5.314E+02	 5.821E+00	 7.870E+00	 1.689E+03	 1.958E+01
    7.9000	 7.633E+00	-2.286E-01	-1.409E-01	 3.128E+00	-7.950E-01	 9.025E+00	 2.872E-01	-3.690E-02	 4.011E+03	 5.573E+03	-4.284E+01	 2.076E+03	 4.375E+02	 4.794E+04	 5.205E+02	 5.535E+00	 7.915E+00	 1.694E+03	 1.957E+01
    8.0000	 7.658E+00	-2.718E-01	-1.179E-01	 3.108E+00	-6.522E-01	 9.035E+00	 2.782E-01	-3.368E-02	 3.159E+03	 5.597E+03	-2.817E+01	 1.977E+03	 4.006E+02	 4.649E+04	 5.045E+02	 5.464E+00	 7.993E+00	 1.700E+03	 1.959E+01
