
These predictions were generated by HydroDyn on 07-Mar-2023 at 16:37:48.




    Time                      Wave1Elev                       HydroFxi                       HydroFyi                       HydroFzi                       HydroMxi                       HydroMyi                       HydroMzi                       B1WvsFxi                       B2WvsFxi                       B3WvsFxi                       B4WvsFxi                       B1WvsFyi                       B2WvsFyi                       B3WvsFyi                       B4WvsFyi                       B1WvsFzi                       B2WvsFzi                       B3WvsFzi                       B4WvsFzi                       B1WvsMxi                       B2WvsMxi                       B3WvsMxi                       B4WvsMxi                       B1WvsMyi                       B2WvsMyi                       B3WvsMyi                       B4WvsMyi                       B1WvsMzi                       B2WvsMzi                       B3WvsMzi                       B4WvsMzi                      B1WvsF1xi                      B2WvsF1xi                      B3WvsF1xi                      B4WvsF1xi                      B1WvsF1yi                      B2WvsF1yi                      B3WvsF1yi                      B4WvsF1yi                      B1WvsF1zi                      B2WvsF1zi                      B3WvsF1zi                      B4WvsF1zi                      B1WvsM1xi                      B2WvsM1xi                      B3WvsM1xi                      B4WvsM1xi                      B1WvsM1yi                      B2WvsM1yi                      B3WvsM1yi                      B4WvsM1yi                      B1WvsM1zi                      B2WvsM1zi                      B3WvsM1zi                      B4WvsM1zi                        B1Surge                         B1Sway                        B1Heave                         B1Roll                        B1Pitch                          B1Yaw                        B2Surge                         B2Sway                        B2Heave                         B2Roll                        B2Pitch                          B2Yaw                        B3Surge                         B3Sway                        B3Heave                         B3Roll                        B3Pitch                          B3Yaw                        B4Surge                         B4Sway                        B4Heave                         B4Roll                        B4Pitch                          B4Yaw
    0.2250                    -1.1369E-01                     6.6040E+05                     8.5938E-02                     5.2639E+07                     2.9658E+00                    -1.0230E+07                     3.6462E+00                     1.9119E+05                     1.9840E+04                     4.4083E+05                     1.9840E+04                    -4.0044E-02                     6.1351E-02                     3.2796E-03                     6.1351E-02                    -6.4476E+04                     2.6765E+05                     4.4611E+04                     2.6765E+05                    -3.1168E-01                     1.4690E+00                     3.3946E-01                     1.4690E+00                    -9.6237E+05                     2.5426E+05                    -3.5808E+06                     2.5426E+05                     6.6697E-02                     6.3939E-01                     6.2432E-01                     6.3939E-01                     1.9119E+05                     1.9840E+04                     4.4083E+05                     1.9840E+04                    -4.0044E-02                     6.1351E-02                     3.2796E-03                     6.1351E-02                    -6.4476E+04                     2.6765E+05                     4.4611E+04                     2.6765E+05                    -3.1168E-01                     1.4690E+00                     3.3946E-01                     1.4690E+00                    -9.6237E+05                     2.5426E+05                    -3.5808E+06                     2.5426E+05                     6.6697E-02                     6.3939E-01                     6.2432E-01                     6.3939E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.2375                    -1.0888E-01                     6.8529E+05                     8.5525E-02                     5.2632E+07                     2.9581E+00                    -1.0519E+07                     3.6777E+00                     1.9013E+05                     2.9281E+04                     4.4780E+05                     2.9281E+04                    -3.9990E-02                     6.1515E-02                     2.4863E-03                     6.1515E-02                    -6.4601E+04                     2.6509E+05                     4.2292E+04                     2.6509E+05                    -3.1371E-01                     1.4675E+00                     3.3687E-01                     1.4675E+00                    -9.5581E+05                     1.3839E+05                    -3.6476E+06                     1.3839E+05                     6.7003E-02                     6.4167E-01                     6.2338E-01                     6.4167E-01                     1.9013E+05                     2.9281E+04                     4.4780E+05                     2.9281E+04                    -3.9990E-02                     6.1515E-02                     2.4863E-03                     6.1515E-02                    -6.4601E+04                     2.6509E+05                     4.2292E+04                     2.6509E+05                    -3.1371E-01                     1.4675E+00                     3.3687E-01                     1.4675E+00                    -9.5581E+05                     1.3839E+05                    -3.6476E+06                     1.3839E+05                     6.7003E-02                     6.4167E-01                     6.2338E-01                     6.4167E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.2500                    -1.0408E-01                     7.1017E+05                     8.5113E-02                     5.2624E+07                     2.9504E+00                    -1.0807E+07                     3.7093E+00                     1.8907E+05                     3.8722E+04                     4.5477E+05                     3.8722E+04                    -3.9936E-02                     6.1678E-02                     1.6930E-03                     6.1678E-02                    -6.4726E+04                     2.6252E+05                     3.9973E+04                     2.6252E+05                    -3.1574E-01                     1.4659E+00                     3.3428E-01                     1.4659E+00                    -9.4925E+05                     2.2522E+04                    -3.7145E+06                     2.2522E+04                     6.7309E-02                     6.4394E-01                     6.2243E-01                     6.4394E-01                     1.8907E+05                     3.8722E+04                     4.5477E+05                     3.8722E+04                    -3.9936E-02                     6.1678E-02                     1.6930E-03                     6.1678E-02                    -6.4726E+04                     2.6252E+05                     3.9973E+04                     2.6252E+05                    -3.1574E-01                     1.4659E+00                     3.3428E-01                     1.4659E+00                    -9.4925E+05                     2.2522E+04                    -3.7145E+06                     2.2522E+04                     6.7309E-02                     6.4394E-01                     6.2243E-01                     6.4394E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.2625                    -9.9272E-02                     7.3506E+05                     8.4701E-02                     5.2617E+07                     2.9427E+00                    -1.1096E+07                     3.7408E+00                     1.8801E+05                     4.8162E+04                     4.6174E+05                     4.8162E+04                    -3.9882E-02                     6.1842E-02                     8.9968E-04                     6.1842E-02                    -6.4851E+04                     2.5996E+05                     3.7655E+04                     2.5996E+05                    -3.1777E-01                     1.4644E+00                     3.3168E-01                     1.4644E+00                    -9.4270E+05                    -9.3346E+04                    -3.7814E+06                    -9.3346E+04                     6.7615E-02                     6.4622E-01                     6.2149E-01                     6.4622E-01                     1.8801E+05                     4.8162E+04                     4.6174E+05                     4.8162E+04                    -3.9882E-02                     6.1842E-02                     8.9968E-04                     6.1842E-02                    -6.4851E+04                     2.5996E+05                     3.7655E+04                     2.5996E+05                    -3.1777E-01                     1.4644E+00                     3.3168E-01                     1.4644E+00                    -9.4270E+05                    -9.3346E+04                    -3.7814E+06                    -9.3346E+04                     6.7615E-02                     6.4622E-01                     6.2149E-01                     6.4622E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.2750                    -9.4467E-02                     7.5994E+05                     8.4289E-02                     5.2610E+07                     2.9350E+00                    -1.1385E+07                     3.7723E+00                     1.8695E+05                     5.7603E+04                     4.6871E+05                     5.7603E+04                    -3.9828E-02                     6.2006E-02                     1.0637E-04                     6.2006E-02                    -6.4975E+04                     2.5740E+05                     3.5336E+04                     2.5740E+05                    -3.1980E-01                     1.4629E+00                     3.2909E-01                     1.4629E+00                    -9.3614E+05                    -2.0921E+05                    -3.8483E+06                    -2.0921E+05                     6.7921E-02                     6.4850E-01                     6.2054E-01                     6.4850E-01                     1.8695E+05                     5.7603E+04                     4.6871E+05                     5.7603E+04                    -3.9828E-02                     6.2006E-02                     1.0637E-04                     6.2006E-02                    -6.4975E+04                     2.5740E+05                     3.5336E+04                     2.5740E+05                    -3.1980E-01                     1.4629E+00                     3.2909E-01                     1.4629E+00                    -9.3614E+05                    -2.0921E+05                    -3.8483E+06                    -2.0921E+05                     6.7921E-02                     6.4850E-01                     6.2054E-01                     6.4850E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.2875                    -8.9661E-02                     7.8482E+05                     8.3877E-02                     5.2602E+07                     2.9273E+00                    -1.1673E+07                     3.8039E+00                     1.8589E+05                     6.7044E+04                     4.7569E+05                     6.7044E+04                    -3.9775E-02                     6.2169E-02                    -6.8693E-04                     6.2169E-02                    -6.5100E+04                     2.5484E+05                     3.3017E+04                     2.5484E+05                    -3.2183E-01                     1.4613E+00                     3.2650E-01                     1.4613E+00                    -9.2958E+05                    -3.2508E+05                    -3.9152E+06                    -3.2508E+05                     6.8227E-02                     6.5077E-01                     6.1960E-01                     6.5077E-01                     1.8589E+05                     6.7044E+04                     4.7569E+05                     6.7044E+04                    -3.9775E-02                     6.2169E-02                    -6.8693E-04                     6.2169E-02                    -6.5100E+04                     2.5484E+05                     3.3017E+04                     2.5484E+05                    -3.2183E-01                     1.4613E+00                     3.2650E-01                     1.4613E+00                    -9.2958E+05                    -3.2508E+05                    -3.9152E+06                    -3.2508E+05                     6.8227E-02                     6.5077E-01                     6.1960E-01                     6.5077E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.3000                    -8.4856E-02                     8.0970E+05                     8.3465E-02                     5.2595E+07                     2.9196E+00                    -1.1962E+07                     3.8354E+00                     1.8483E+05                     7.6484E+04                     4.8266E+05                     7.6484E+04                    -3.9721E-02                     6.2333E-02                    -1.4802E-03                     6.2333E-02                    -6.5225E+04                     2.5228E+05                     3.0698E+04                     2.5228E+05                    -3.2386E-01                     1.4598E+00                     3.2391E-01                     1.4598E+00                    -9.2303E+05                    -4.4095E+05                    -3.9820E+06                    -4.4095E+05                     6.8533E-02                     6.5305E-01                     6.1865E-01                     6.5305E-01                     1.8483E+05                     7.6484E+04                     4.8266E+05                     7.6484E+04                    -3.9721E-02                     6.2333E-02                    -1.4802E-03                     6.2333E-02                    -6.5225E+04                     2.5228E+05                     3.0698E+04                     2.5228E+05                    -3.2386E-01                     1.4598E+00                     3.2391E-01                     1.4598E+00                    -9.2303E+05                    -4.4095E+05                    -3.9820E+06                    -4.4095E+05                     6.8533E-02                     6.5305E-01                     6.1865E-01                     6.5305E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.3125                    -8.0051E-02                     8.3457E+05                     8.3053E-02                     5.2587E+07                     2.9119E+00                    -1.2250E+07                     3.8669E+00                     1.8377E+05                     8.5925E+04                     4.8963E+05                     8.5925E+04                    -3.9667E-02                     6.2497E-02                    -2.2735E-03                     6.2497E-02                    -6.5350E+04                     2.4972E+05                     2.8380E+04                     2.4972E+05                    -3.2589E-01                     1.4583E+00                     3.2131E-01                     1.4583E+00                    -9.1647E+05                    -5.5682E+05                    -4.0489E+06                    -5.5682E+05                     6.8839E-02                     6.5532E-01                     6.1770E-01                     6.5532E-01                     1.8377E+05                     8.5925E+04                     4.8963E+05                     8.5925E+04                    -3.9667E-02                     6.2497E-02                    -2.2735E-03                     6.2497E-02                    -6.5350E+04                     2.4972E+05                     2.8380E+04                     2.4972E+05                    -3.2589E-01                     1.4583E+00                     3.2131E-01                     1.4583E+00                    -9.1647E+05                    -5.5682E+05                    -4.0489E+06                    -5.5682E+05                     6.8839E-02                     6.5532E-01                     6.1770E-01                     6.5532E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.3250                    -7.5245E-02                     8.5945E+05                     8.2641E-02                     5.2580E+07                     2.9042E+00                    -1.2538E+07                     3.8985E+00                     1.8271E+05                     9.5366E+04                     4.9660E+05                     9.5366E+04                    -3.9613E-02                     6.2661E-02                    -3.0668E-03                     6.2661E-02                    -6.5474E+04                     2.4715E+05                     2.6061E+04                     2.4715E+05                    -3.2792E-01                     1.4567E+00                     3.1872E-01                     1.4567E+00                    -9.0991E+05                    -6.7269E+05                    -4.1158E+06                    -6.7269E+05                     6.9145E-02                     6.5760E-01                     6.1676E-01                     6.5760E-01                     1.8271E+05                     9.5366E+04                     4.9660E+05                     9.5366E+04                    -3.9613E-02                     6.2661E-02                    -3.0668E-03                     6.2661E-02                    -6.5474E+04                     2.4715E+05                     2.6061E+04                     2.4715E+05                    -3.2792E-01                     1.4567E+00                     3.1872E-01                     1.4567E+00                    -9.0991E+05                    -6.7269E+05                    -4.1158E+06                    -6.7269E+05                     6.9145E-02                     6.5760E-01                     6.1676E-01                     6.5760E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.3375                    -7.0440E-02                     8.8432E+05                     8.2229E-02                     5.2572E+07                     2.8965E+00                    -1.2827E+07                     3.9300E+00                     1.8165E+05                     1.0481E+05                     5.0357E+05                     1.0481E+05                    -3.9559E-02                     6.2824E-02                    -3.8601E-03                     6.2824E-02                    -6.5599E+04                     2.4459E+05                     2.3742E+04                     2.4459E+05                    -3.2995E-01                     1.4552E+00                     3.1613E-01                     1.4552E+00                    -9.0336E+05                    -7.8855E+05                    -4.1827E+06                    -7.8855E+05                     6.9451E-02                     6.5987E-01                     6.1581E-01                     6.5987E-01                     1.8165E+05                     1.0481E+05                     5.0357E+05                     1.0481E+05                    -3.9559E-02                     6.2824E-02                    -3.8601E-03                     6.2824E-02                    -6.5599E+04                     2.4459E+05                     2.3742E+04                     2.4459E+05                    -3.2995E-01                     1.4552E+00                     3.1613E-01                     1.4552E+00                    -9.0336E+05                    -7.8855E+05                    -4.1827E+06                    -7.8855E+05                     6.9451E-02                     6.5987E-01                     6.1581E-01                     6.5987E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.3500                    -6.5635E-02                     9.0919E+05                     8.1817E-02                     5.2565E+07                     2.8888E+00                    -1.3115E+07                     3.9616E+00                     1.8060E+05                     1.1425E+05                     5.1055E+05                     1.1425E+05                    -3.9505E-02                     6.2988E-02                    -4.6535E-03                     6.2988E-02                    -6.5724E+04                     2.4203E+05                     2.1423E+04                     2.4203E+05                    -3.3198E-01                     1.4536E+00                     3.1353E-01                     1.4536E+00                    -8.9680E+05                    -9.0442E+05                    -4.2496E+06                    -9.0442E+05                     6.9757E-02                     6.6215E-01                     6.1487E-01                     6.6215E-01                     1.8060E+05                     1.1425E+05                     5.1055E+05                     1.1425E+05                    -3.9505E-02                     6.2988E-02                    -4.6535E-03                     6.2988E-02                    -6.5724E+04                     2.4203E+05                     2.1423E+04                     2.4203E+05                    -3.3198E-01                     1.4536E+00                     3.1353E-01                     1.4536E+00                    -8.9680E+05                    -9.0442E+05                    -4.2496E+06                    -9.0442E+05                     6.9757E-02                     6.6215E-01                     6.1487E-01                     6.6215E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.3625                    -6.0829E-02                     9.3406E+05                     8.1405E-02                     5.2558E+07                     2.8811E+00                    -1.3403E+07                     3.9931E+00                     1.7954E+05                     1.2369E+05                     5.1752E+05                     1.2369E+05                    -3.9452E-02                     6.3152E-02                    -5.4468E-03                     6.3152E-02                    -6.5848E+04                     2.3947E+05                     1.9104E+04                     2.3947E+05                    -3.3401E-01                     1.4521E+00                     3.1094E-01                     1.4521E+00                    -8.9024E+05                    -1.0203E+06                    -4.3164E+06                    -1.0203E+06                     7.0063E-02                     6.6442E-01                     6.1392E-01                     6.6442E-01                     1.7954E+05                     1.2369E+05                     5.1752E+05                     1.2369E+05                    -3.9452E-02                     6.3152E-02                    -5.4468E-03                     6.3152E-02                    -6.5848E+04                     2.3947E+05                     1.9104E+04                     2.3947E+05                    -3.3401E-01                     1.4521E+00                     3.1094E-01                     1.4521E+00                    -8.9024E+05                    -1.0203E+06                    -4.3164E+06                    -1.0203E+06                     7.0063E-02                     6.6442E-01                     6.1392E-01                     6.6442E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.3750                    -5.6024E-02                     9.5893E+05                     8.0993E-02                     5.2550E+07                     2.8735E+00                    -1.3691E+07                     4.0246E+00                     1.7848E+05                     1.3313E+05                     5.2449E+05                     1.3313E+05                    -3.9398E-02                     6.3315E-02                    -6.2401E-03                     6.3315E-02                    -6.5973E+04                     2.3691E+05                     1.6786E+04                     2.3691E+05                    -3.3604E-01                     1.4506E+00                     3.0835E-01                     1.4506E+00                    -8.8368E+05                    -1.1362E+06                    -4.3833E+06                    -1.1362E+06                     7.0368E-02                     6.6670E-01                     6.1298E-01                     6.6670E-01                     1.7848E+05                     1.3313E+05                     5.2449E+05                     1.3313E+05                    -3.9398E-02                     6.3315E-02                    -6.2401E-03                     6.3315E-02                    -6.5973E+04                     2.3691E+05                     1.6786E+04                     2.3691E+05                    -3.3604E-01                     1.4506E+00                     3.0835E-01                     1.4506E+00                    -8.8368E+05                    -1.1362E+06                    -4.3833E+06                    -1.1362E+06                     7.0368E-02                     6.6670E-01                     6.1298E-01                     6.6670E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.3875                    -5.1219E-02                     9.8380E+05                     8.0581E-02                     5.2543E+07                     2.8658E+00                    -1.3979E+07                     4.0562E+00                     1.7742E+05                     1.4257E+05                     5.3146E+05                     1.4257E+05                    -3.9344E-02                     6.3479E-02                    -7.0334E-03                     6.3479E-02                    -6.6098E+04                     2.3435E+05                     1.4467E+04                     2.3435E+05                    -3.3807E-01                     1.4490E+00                     3.0576E-01                     1.4490E+00                    -8.7713E+05                    -1.2520E+06                    -4.4502E+06                    -1.2520E+06                     7.0674E-02                     6.6898E-01                     6.1203E-01                     6.6898E-01                     1.7742E+05                     1.4257E+05                     5.3146E+05                     1.4257E+05                    -3.9344E-02                     6.3479E-02                    -7.0334E-03                     6.3479E-02                    -6.6098E+04                     2.3435E+05                     1.4467E+04                     2.3435E+05                    -3.3807E-01                     1.4490E+00                     3.0576E-01                     1.4490E+00                    -8.7713E+05                    -1.2520E+06                    -4.4502E+06                    -1.2520E+06                     7.0674E-02                     6.6898E-01                     6.1203E-01                     6.6898E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.4000                    -4.6414E-02                     1.0087E+06                     8.0169E-02                     5.2535E+07                     2.8581E+00                    -1.4266E+07                     4.0877E+00                     1.7636E+05                     1.5201E+05                     5.3843E+05                     1.5201E+05                    -3.9290E-02                     6.3643E-02                    -7.8267E-03                     6.3643E-02                    -6.6223E+04                     2.3179E+05                     1.2148E+04                     2.3179E+05                    -3.4010E-01                     1.4475E+00                     3.0316E-01                     1.4475E+00                    -8.7057E+05                    -1.3679E+06                    -4.5171E+06                    -1.3679E+06                     7.0980E-02                     6.7125E-01                     6.1108E-01                     6.7125E-01                     1.7636E+05                     1.5201E+05                     5.3843E+05                     1.5201E+05                    -3.9290E-02                     6.3643E-02                    -7.8267E-03                     6.3643E-02                    -6.6223E+04                     2.3179E+05                     1.2148E+04                     2.3179E+05                    -3.4010E-01                     1.4475E+00                     3.0316E-01                     1.4475E+00                    -8.7057E+05                    -1.3679E+06                    -4.5171E+06                    -1.3679E+06                     7.0980E-02                     6.7125E-01                     6.1108E-01                     6.7125E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.4125                    -4.2423E-02                     1.0295E+06                     7.9867E-02                     5.2527E+07                     2.8486E+00                    -1.4508E+07                     4.1154E+00                     1.7448E+05                     1.6079E+05                     5.4350E+05                     1.6079E+05                    -3.9193E-02                     6.3800E-02                    -8.5390E-03                     6.3800E-02                    -6.6325E+04                     2.2890E+05                     9.8169E+03                     2.2890E+05                    -3.4188E-01                     1.4449E+00                     3.0064E-01                     1.4449E+00                    -8.6024E+05                    -1.4730E+06                    -4.5715E+06                    -1.4730E+06                     7.1212E-02                     6.7304E-01                     6.0985E-01                     6.7304E-01                     1.7448E+05                     1.6079E+05                     5.4350E+05                     1.6079E+05                    -3.9193E-02                     6.3800E-02                    -8.5390E-03                     6.3800E-02                    -6.6325E+04                     2.2890E+05                     9.8169E+03                     2.2890E+05                    -3.4188E-01                     1.4449E+00                     3.0064E-01                     1.4449E+00                    -8.6024E+05                    -1.4730E+06                    -4.5715E+06                    -1.4730E+06                     7.1212E-02                     6.7304E-01                     6.0985E-01                     6.7304E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.4250                    -3.8432E-02                     1.0504E+06                     7.9566E-02                     5.2519E+07                     2.8391E+00                    -1.4749E+07                     4.1430E+00                     1.7260E+05                     1.6957E+05                     5.4856E+05                     1.6957E+05                    -3.9096E-02                     6.3956E-02                    -9.2513E-03                     6.3956E-02                    -6.6427E+04                     2.2602E+05                     7.4857E+03                     2.2602E+05                    -3.4367E-01                     1.4423E+00                     2.9811E-01                     1.4423E+00                    -8.4991E+05                    -1.5781E+06                    -4.6259E+06                    -1.5781E+06                     7.1443E-02                     6.7483E-01                     6.0862E-01                     6.7483E-01                     1.7260E+05                     1.6957E+05                     5.4856E+05                     1.6957E+05                    -3.9096E-02                     6.3956E-02                    -9.2513E-03                     6.3956E-02                    -6.6427E+04                     2.2602E+05                     7.4857E+03                     2.2602E+05                    -3.4367E-01                     1.4423E+00                     2.9811E-01                     1.4423E+00                    -8.4991E+05                    -1.5781E+06                    -4.6259E+06                    -1.5781E+06                     7.1443E-02                     6.7483E-01                     6.0862E-01                     6.7483E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.4375                    -3.4441E-02                     1.0712E+06                     7.9264E-02                     5.2511E+07                     2.8297E+00                    -1.4990E+07                     4.1707E+00                     1.7073E+05                     1.7835E+05                     5.5363E+05                     1.7835E+05                    -3.8998E-02                     6.4113E-02                    -9.9636E-03                     6.4113E-02                    -6.6529E+04                     2.2314E+05                     5.1545E+03                     2.2314E+05                    -3.4546E-01                     1.4398E+00                     2.9559E-01                     1.4398E+00                    -8.3958E+05                    -1.6832E+06                    -4.6804E+06                    -1.6832E+06                     7.1674E-02                     6.7662E-01                     6.0739E-01                     6.7662E-01                     1.7073E+05                     1.7835E+05                     5.5363E+05                     1.7835E+05                    -3.8998E-02                     6.4113E-02                    -9.9636E-03                     6.4113E-02                    -6.6529E+04                     2.2314E+05                     5.1545E+03                     2.2314E+05                    -3.4546E-01                     1.4398E+00                     2.9559E-01                     1.4398E+00                    -8.3958E+05                    -1.6832E+06                    -4.6804E+06                    -1.6832E+06                     7.1674E-02                     6.7662E-01                     6.0739E-01                     6.7662E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
