
Predictions were generated on 20-Dec-2019 at 14:30:05 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #12: WindPACT 1.5 MW Baseline with many DOFs with VS and VP and ECD wind.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	OoPDefl3  	IPDefl3   	TipALxb3  	TipALyb3  	Spn4ALxb1 	Spn4ALyb1 	BldPitch3 	RotAccel  	LSSGagA   	HSShftA   	RootFxb3  	RootFyb3  	RootMEdg3 	RootMFlp3 	LSShftFya 	LSShftFza 	YawBrFxp  	YawBrFyp  	TwrBsFxt  	TwrBsFyt  	RtSkew    
    5.4500	 1.180E+01	 0.000E+00	 0.000E+00	 2.007E+00	-2.792E-01	 9.222E+00	 1.142E+00	 4.895E+00	-4.161E-01	 2.600E+00	 4.051E+00	 4.138E+00	 3.640E+02	 7.619E+01	-1.779E+01	 2.505E+02	 1.483E+03	 2.546E+02	-7.373E+01	 1.756E+02	 7.815E-01	 1.546E+02	-6.667E+00	 5.118E+00
    5.5000	 1.180E+01	 0.000E+00	 0.000E+00	 1.967E+00	-2.498E-01	 1.893E+01	-2.047E+00	 4.427E+00	-2.898E-01	 2.600E+00	 9.543E-01	 8.951E-01	 7.873E+01	 7.671E+01	-1.375E+01	 1.904E+02	 1.477E+03	 2.448E+02	-1.015E+02	 1.862E+02	-4.477E+00	 1.752E+02	 5.857E-01	 5.112E+00
    5.5500	 1.180E+01	 0.000E+00	 0.000E+00	 1.926E+00	-2.230E-01	 2.274E+01	-3.309E+00	 4.771E+00	-1.720E-01	 2.600E+00	-4.670E-01	-5.563E-01	-4.894E+01	 7.584E+01	-9.645E+00	 1.366E+02	 1.453E+03	 2.317E+02	-1.270E+02	 1.985E+02	-7.842E+00	 1.929E+02	 4.348E+00	 5.134E+00
    5.6000	 1.180E+01	 0.000E+00	 0.000E+00	 1.894E+00	-2.053E-01	 2.115E+01	-2.092E+00	 5.633E+00	-1.370E-01	 2.600E+00	 7.929E-01	 7.746E-01	 6.813E+01	 7.365E+01	-5.517E+00	 9.391E+01	 1.415E+03	 2.161E+02	-1.493E+02	 2.120E+02	-7.286E+00	 2.074E+02	 5.880E-01	 5.176E+00
    5.6500	 1.180E+01	 0.000E+00	 0.000E+00	 1.868E+00	-1.923E-01	 1.948E+01	-3.410E-01	 5.920E+00	-1.558E-01	 2.600E+00	 2.465E+00	 2.524E+00	 2.220E+02	 7.180E+01	-1.556E+00	 5.576E+01	 1.383E+03	 1.991E+02	-1.692E+02	 2.259E+02	-4.618E+00	 2.212E+02	-7.535E+00	 5.233E+00
    5.7000	 1.180E+01	 0.000E+00	 0.000E+00	 1.843E+00	-1.770E-01	 2.079E+01	 1.240E-01	 5.218E+00	-1.573E-01	 2.600E+00	 2.309E+00	 2.364E+00	 2.079E+02	 7.147E+01	 2.119E+00	 1.462E+01	 1.371E+03	 1.805E+02	-1.878E+02	 2.390E+02	-3.141E+00	 2.368E+02	-1.350E+01	 5.298E+00
    5.7500	 1.180E+01	 0.000E+00	 0.000E+00	 1.824E+00	-1.580E-01	 2.317E+01	-5.729E-01	 4.225E+00	-1.218E-01	 2.600E+00	 6.113E-01	 5.987E-01	 5.266E+01	 7.226E+01	 5.548E+00	-2.979E+01	 1.376E+03	 1.597E+02	-2.054E+02	 2.510E+02	-4.421E+00	 2.542E+02	-1.358E+01	 5.365E+00
    5.8000	 1.180E+01	 0.000E+00	 0.000E+00	 1.816E+00	-1.397E-01	 2.348E+01	-1.062E+00	 3.731E+00	-9.195E-02	 2.600E+00	-5.960E-01	-6.513E-01	-5.729E+01	 7.299E+01	 8.878E+00	-7.237E+01	 1.384E+03	 1.367E+02	-2.210E+02	 2.621E+02	-7.302E+00	 2.716E+02	-9.363E+00	 5.430E+00
    5.8500	 1.180E+01	 0.000E+00	 0.000E+00	 1.820E+00	-1.260E-01	 2.134E+01	-5.623E-01	 3.739E+00	-1.118E-01	 2.600E+00	-5.745E-02	-9.356E-02	-8.230E+00	 7.318E+01	 1.221E+01	-1.099E+02	 1.387E+03	 1.122E+02	-2.338E+02	 2.726E+02	-9.512E+00	 2.869E+02	-5.388E+00	 5.489E+00
    5.9000	 1.180E+01	 0.000E+00	 0.000E+00	 1.831E+00	-1.157E-01	 1.902E+01	 3.454E-01	 3.693E+00	-1.798E-01	 2.600E+00	 1.455E+00	 1.472E+00	 1.295E+02	 7.327E+01	 1.550E+01	-1.445E+02	 1.391E+03	 8.691E+01	-2.437E+02	 2.828E+02	-9.789E+00	 2.991E+02	-4.917E+00	 5.543E+00
    5.9500	 1.180E+01	 0.000E+00	 0.000E+00	 1.843E+00	-1.049E-01	 1.838E+01	 5.753E-01	 3.281E+00	-2.562E-01	 2.600E+00	 2.255E+00	 2.302E+00	 2.025E+02	 7.382E+01	 1.861E+01	-1.801E+02	 1.401E+03	 6.126E+01	-2.508E+02	 2.925E+02	-8.584E+00	 3.085E+02	-7.771E+00	 5.591E+00
    6.0000	 1.180E+01	 0.000E+00	 0.000E+00	 1.855E+00	-9.148E-02	 1.909E+01	-1.936E-01	 2.751E+00	-3.122E-01	 2.600E+00	 1.670E+00	 1.690E+00	 1.487E+02	 7.481E+01	 2.142E+01	-2.172E+02	 1.417E+03	 3.514E+01	-2.556E+02	 3.011E+02	-7.191E+00	 3.161E+02	-1.134E+01	 5.628E+00
    6.0500	 1.180E+01	-1.545E-03	 0.000E+00	 1.867E+00	-7.790E-02	 1.967E+01	-1.260E+00	 2.504E+00	-3.563E-01	 2.600E+00	 5.879E-01	 5.646E-01	 4.966E+01	 7.579E+01	 2.384E+01	-2.510E+02	 1.432E+03	 8.501E+00	-2.578E+02	 3.079E+02	-6.539E+00	 3.231E+02	-1.301E+01	 5.650E+00
    6.1000	 1.180E+01	-3.090E-03	 0.000E+00	 1.882E+00	-6.810E-02	 1.944E+01	-1.730E+00	 2.611E+00	-4.149E-01	 2.600E+00	 3.064E-01	 2.680E-01	 2.358E+01	 7.647E+01	 2.584E+01	-2.765E+02	 1.445E+03	-1.847E+01	-2.573E+02	 3.126E+02	-6.720E+00	 3.299E+02	-1.189E+01	 5.658E+00
    6.1500	 1.181E+01	-7.729E-03	 0.000E+00	 1.899E+00	-6.388E-02	 1.901E+01	-1.403E+00	 2.838E+00	-5.011E-01	 2.600E+00	 1.155E+00	 1.143E+00	 1.005E+02	 7.700E+01	 2.739E+01	-2.919E+02	 1.456E+03	-4.536E+01	-2.541E+02	 3.153E+02	-7.258E+00	 3.357E+02	-8.888E+00	 5.660E+00
    6.2000	 1.181E+01	-1.237E-02	 0.000E+00	 1.917E+00	-6.370E-02	 1.906E+01	-7.974E-01	 2.957E+00	-6.038E-01	 2.600E+00	 2.323E+00	 2.341E+00	 2.059E+02	 7.769E+01	 2.845E+01	-2.998E+02	 1.470E+03	-7.172E+01	-2.480E+02	 3.168E+02	-7.570E+00	 3.392E+02	-5.797E+00	 5.664E+00
    6.2500	 1.182E+01	-2.012E-02	 0.000E+00	 1.935E+00	-6.489E-02	 1.951E+01	-5.191E-01	 2.991E+00	-7.035E-01	 2.600E+00	 2.820E+00	 2.852E+00	 2.509E+02	 7.853E+01	 2.904E+01	-3.037E+02	 1.487E+03	-9.713E+01	-2.391E+02	 3.173E+02	-7.239E+00	 3.395E+02	-4.175E+00	 5.677E+00
    6.3000	 1.183E+01	-2.788E-02	 0.000E+00	 1.957E+00	-6.621E-02	 1.976E+01	-6.898E-01	 3.069E+00	-7.946E-01	 2.600E+00	 2.488E+00	 2.495E+00	 2.195E+02	 7.950E+01	 2.920E+01	-3.051E+02	 1.507E+03	-1.213E+02	-2.276E+02	 3.170E+02	-6.146E+00	 3.366E+02	-4.474E+00	 5.699E+00
    6.3500	 1.185E+01	-3.887E-02	 0.000E+00	 1.981E+00	-6.835E-02	 1.961E+01	-1.016E+00	 3.272E+00	-8.789E-01	 2.600E+00	 1.922E+00	 1.910E+00	 1.680E+02	 8.045E+01	 2.900E+01	-3.033E+02	 1.526E+03	-1.441E+02	-2.138E+02	 3.152E+02	-4.554E+00	 3.314E+02	-5.820E+00	 5.728E+00
    6.4000	 1.186E+01	-4.988E-02	 0.000E+00	 2.007E+00	-7.254E-02	 1.936E+01	-1.202E+00	 3.532E+00	-9.549E-01	 2.600E+00	 1.794E+00	 1.774E+00	 1.561E+02	 8.138E+01	 2.850E+01	-2.969E+02	 1.546E+03	-1.655E+02	-1.981E+02	 3.118E+02	-3.043E+00	 3.254E+02	-6.546E+00	 5.754E+00
    6.4500	 1.188E+01	-6.394E-02	 0.000E+00	 2.035E+00	-7.913E-02	 1.928E+01	-1.241E+00	 3.797E+00	-1.014E+00	 2.600E+00	 2.227E+00	 2.219E+00	 1.952E+02	 8.233E+01	 2.767E+01	-2.856E+02	 1.567E+03	-1.857E+02	-1.803E+02	 3.067E+02	-2.155E+00	 3.192E+02	-5.350E+00	 5.773E+00
    6.5000	 1.189E+01	-7.804E-02	 0.000E+00	 2.064E+00	-8.753E-02	 1.940E+01	-1.326E+00	 4.048E+00	-1.046E+00	 2.600E+00	 2.839E+00	 2.845E+00	 2.503E+02	 8.325E+01	 2.645E+01	-2.699E+02	 1.589E+03	-2.043E+02	-1.605E+02	 3.001E+02	-1.973E+00	 3.122E+02	-2.286E+00	 5.778E+00
    6.5500	 1.191E+01	-9.522E-02	 0.000E+00	 2.093E+00	-9.725E-02	 1.949E+01	-1.566E+00	 4.317E+00	-1.057E+00	 2.600E+00	 3.233E+00	 3.246E+00	 2.855E+02	 8.407E+01	 2.480E+01	-2.498E+02	 1.609E+03	-2.207E+02	-1.387E+02	 2.927E+02	-1.989E+00	 3.037E+02	 1.186E+00	 5.772E+00
    6.6000	 1.193E+01	-1.125E-01	 0.000E+00	 2.121E+00	-1.084E-01	 1.950E+01	-1.872E+00	 4.584E+00	-1.061E+00	 2.600E+00	 3.309E+00	 3.312E+00	 2.914E+02	 8.474E+01	 2.272E+01	-2.248E+02	 1.627E+03	-2.346E+02	-1.152E+02	 2.848E+02	-1.498E+00	 2.930E+02	 3.290E+00	 5.758E+00
    6.6500	 1.196E+01	-1.330E-01	 0.000E+00	 2.148E+00	-1.217E-01	 1.964E+01	-2.075E+00	 4.835E+00	-1.070E+00	 2.600E+00	 3.224E+00	 3.224E+00	 2.836E+02	 8.532E+01	 2.023E+01	-1.944E+02	 1.643E+03	-2.457E+02	-9.042E+01	 2.767E+02	-1.886E-01	 2.804E+02	 3.312E+00	 5.741E+00
    6.7000	 1.198E+01	-1.537E-01	 0.000E+00	 2.173E+00	-1.371E-01	 2.009E+01	-2.103E+00	 5.053E+00	-1.084E+00	 2.600E+00	 3.161E+00	 3.157E+00	 2.777E+02	 8.585E+01	 1.737E+01	-1.583E+02	 1.658E+03	-2.541E+02	-6.467E+01	 2.681E+02	 1.559E+00	 2.671E+02	 2.166E+00	 5.724E+00
    6.7500	 1.201E+01	-1.774E-01	 0.000E+00	 2.195E+00	-1.545E-01	 2.073E+01	-2.023E+00	 5.266E+00	-1.097E+00	 2.600E+00	 3.190E+00	 3.190E+00	 2.807E+02	 8.629E+01	 1.415E+01	-1.175E+02	 1.671E+03	-2.599E+02	-3.799E+01	 2.588E+02	 2.987E+00	 2.541E+02	 1.611E+00	 5.711E+00
    6.8000	 1.203E+01	-2.012E-01	 0.000E+00	 2.215E+00	-1.730E-01	 2.127E+01	-1.936E+00	 5.468E+00	-1.102E+00	 2.600E+00	 3.314E+00	 3.329E+00	 2.928E+02	 8.651E+01	 1.059E+01	-7.286E+01	 1.681E+03	-2.631E+02	-1.045E+01	 2.490E+02	 3.573E+00	 2.419E+02	 2.817E+00	 5.700E+00
    6.8500	 1.206E+01	-2.284E-01	 0.000E+00	 2.232E+00	-1.921E-01	 2.160E+01	-1.887E+00	 5.650E+00	-1.099E+00	 2.600E+00	 3.511E+00	 3.509E+00	 3.087E+02	 8.653E+01	 6.799E+00	-2.591E+01	 1.687E+03	-2.635E+02	 1.760E+01	 2.390E+02	 3.421E+00	 2.302E+02	 5.478E+00	 5.692E+00
    6.9000	 1.210E+01	-2.557E-01	 0.000E+00	 2.246E+00	-2.114E-01	 2.189E+01	-1.867E+00	 5.770E+00	-1.091E+00	 2.600E+00	 3.728E+00	 3.726E+00	 3.278E+02	 8.638E+01	 2.847E+00	 2.252E+01	 1.691E+03	-2.608E+02	 4.563E+01	 2.292E+02	 3.161E+00	 2.186E+02	 8.078E+00	 5.685E+00
    6.9500	 1.213E+01	-2.863E-01	 0.000E+00	 2.257E+00	-2.306E-01	 2.237E+01	-1.870E+00	 5.832E+00	-1.082E+00	 2.600E+00	 3.877E+00	 3.884E+00	 3.417E+02	 8.619E+01	-1.179E+00	 7.149E+01	 1.692E+03	-2.550E+02	 7.306E+01	 2.201E+02	 3.385E+00	 2.066E+02	 9.157E+00	 5.682E+00
    7.0000	 1.216E+01	-3.170E-01	 0.000E+00	 2.263E+00	-2.493E-01	 2.307E+01	-1.928E+00	 5.849E+00	-1.068E+00	 2.600E+00	 3.856E+00	 3.861E+00	 3.396E+02	 8.599E+01	-5.243E+00	 1.203E+02	 1.692E+03	-2.463E+02	 9.954E+01	 2.117E+02	 4.186E+00	 1.945E+02	 8.409E+00	 5.683E+00
    7.0500	 1.220E+01	-3.511E-01	 0.000E+00	 2.265E+00	-2.672E-01	 2.381E+01	-2.053E+00	 5.859E+00	-1.048E+00	 2.600E+00	 3.679E+00	 3.683E+00	 3.239E+02	 8.579E+01	-9.343E+00	 1.687E+02	 1.691E+03	-2.347E+02	 1.249E+02	 2.040E+02	 5.142E+00	 1.832E+02	 6.802E+00	 5.691E+00
    7.1000	 1.224E+01	-3.854E-01	 0.000E+00	 2.265E+00	-2.845E-01	 2.442E+01	-2.208E+00	 5.854E+00	-1.021E+00	 2.600E+00	 3.478E+00	 3.474E+00	 3.056E+02	 8.554E+01	-1.347E+01	 2.169E+02	 1.688E+03	-2.204E+02	 1.491E+02	 1.968E+02	 5.668E+00	 1.734E+02	 5.757E+00	 5.703E+00
    7.1500	 1.228E+01	-4.230E-01	 0.000E+00	 2.263E+00	-3.016E-01	 2.480E+01	-2.299E+00	 5.832E+00	-9.930E-01	 2.600E+00	 3.420E+00	 3.415E+00	 3.004E+02	 8.523E+01	-1.763E+01	 2.652E+02	 1.684E+03	-2.035E+02	 1.720E+02	 1.903E+02	 5.473E+00	 1.654E+02	 6.040E+00	 5.725E+00
    7.2000	 1.232E+01	-4.607E-01	 0.000E+00	 2.260E+00	-3.187E-01	 2.504E+01	-2.264E+00	 5.767E+00	-9.713E-01	 2.600E+00	 3.541E+00	 3.538E+00	 3.112E+02	 8.490E+01	-2.176E+01	 3.135E+02	 1.678E+03	-1.839E+02	 1.931E+02	 1.846E+02	 4.730E+00	 1.591E+02	 7.282E+00	 5.754E+00
    7.2500	 1.236E+01	-5.020E-01	 0.000E+00	 2.255E+00	-3.356E-01	 2.525E+01	-2.094E+00	 5.680E+00	-9.673E-01	 2.600E+00	 3.779E+00	 3.789E+00	 3.333E+02	 8.463E+01	-2.577E+01	 3.609E+02	 1.673E+03	-1.620E+02	 2.120E+02	 1.800E+02	 3.890E+00	 1.540E+02	 8.356E+00	 5.796E+00
    7.3000	 1.241E+01	-5.436E-01	 0.000E+00	 2.248E+00	-3.517E-01	 2.546E+01	-1.895E+00	 5.593E+00	-9.828E-01	 2.600E+00	 3.929E+00	 3.927E+00	 3.454E+02	 8.448E+01	-2.959E+01	 4.059E+02	 1.669E+03	-1.382E+02	 2.283E+02	 1.768E+02	 3.322E+00	 1.499E+02	 8.259E+00	 5.848E+00
    7.3500	 1.245E+01	-5.886E-01	 0.000E+00	 2.241E+00	-3.662E-01	 2.564E+01	-1.797E+00	 5.541E+00	-1.002E+00	 2.600E+00	 3.769E+00	 3.773E+00	 3.319E+02	 8.448E+01	-3.317E+01	 4.473E+02	 1.665E+03	-1.128E+02	 2.419E+02	 1.751E+02	 3.140E+00	 1.467E+02	 6.759E+00	 5.916E+00
    7.4000	 1.250E+01	-6.340E-01	 0.000E+00	 2.234E+00	-3.789E-01	 2.570E+01	-1.783E+00	 5.516E+00	-1.021E+00	 2.600E+00	 3.471E+00	 3.467E+00	 3.050E+02	 8.456E+01	-3.644E+01	 4.844E+02	 1.663E+03	-8.609E+01	 2.525E+02	 1.746E+02	 3.086E+00	 1.451E+02	 4.562E+00	 5.992E+00
    7.4500	 1.255E+01	-6.827E-01	 0.000E+00	 2.227E+00	-3.923E-01	 2.510E+01	-1.765E+00	 5.321E+00	-1.021E+00	 2.666E+00	 3.207E+00	 3.689E+00	 3.245E+02	 8.442E+01	-3.928E+01	 5.162E+02	 1.660E+03	-5.833E+01	 2.601E+02	 1.751E+02	 2.891E+00	 1.455E+02	 2.673E+00	 6.082E+00
    7.5000	 1.260E+01	-7.318E-01	 0.000E+00	 2.220E+00	-4.040E-01	 2.446E+01	-1.788E+00	 5.247E+00	-1.044E+00	 2.752E+00	 3.302E+00	 3.728E+00	 3.279E+02	 8.465E+01	-4.171E+01	 5.419E+02	 1.659E+03	-2.971E+01	 2.647E+02	 1.768E+02	 2.024E+00	 1.480E+02	 2.012E+00	 6.177E+00
    7.5500	 1.265E+01	-7.846E-01	 0.000E+00	 2.211E+00	-4.133E-01	 2.413E+01	-1.987E+00	 5.159E+00	-1.052E+00	 2.841E+00	 3.288E+00	 3.726E+00	 3.278E+02	 8.500E+01	-4.375E+01	 5.621E+02	 1.659E+03	-5.605E-01	 2.662E+02	 1.795E+02	 6.742E-01	 1.525E+02	 2.253E+00	 6.290E+00
    7.6000	 1.270E+01	-8.378E-01	 0.000E+00	 2.201E+00	-4.207E-01	 2.389E+01	-2.163E+00	 5.120E+00	-1.056E+00	 2.932E+00	 3.302E+00	 3.752E+00	 3.300E+02	 8.535E+01	-4.536E+01	 5.775E+02	 1.658E+03	 2.857E+01	 2.642E+02	 1.835E+02	-6.716E-01	 1.583E+02	 2.340E+00	 6.414E+00
    7.6500	 1.275E+01	-8.945E-01	 0.000E+00	 2.190E+00	-4.268E-01	 2.362E+01	-2.196E+00	 5.167E+00	-1.064E+00	 3.026E+00	 3.402E+00	 3.867E+00	 3.402E+02	 8.572E+01	-4.653E+01	 5.885E+02	 1.656E+03	 5.716E+01	 2.591E+02	 1.886E+02	-1.585E+00	 1.651E+02	 1.358E+00	 6.559E+00
    7.7000	 1.281E+01	-9.516E-01	 0.000E+00	 2.178E+00	-4.315E-01	 2.336E+01	-2.144E+00	 5.255E+00	-1.073E+00	 3.124E+00	 3.483E+00	 3.970E+00	 3.493E+02	 8.607E+01	-4.725E+01	 5.948E+02	 1.655E+03	 8.484E+01	 2.508E+02	 1.949E+02	-2.063E+00	 1.728E+02	-7.007E-01	 6.717E+00
    7.7500	 1.287E+01	-1.012E+00	 0.000E+00	 2.166E+00	-4.344E-01	 2.319E+01	-2.126E+00	 5.335E+00	-1.081E+00	 3.227E+00	 3.437E+00	 3.948E+00	 3.473E+02	 8.642E+01	-4.755E+01	 5.960E+02	 1.653E+03	 1.114E+02	 2.396E+02	 2.020E+02	-2.457E+00	 1.817E+02	-3.015E+00	 6.895E+00
    7.8000	 1.292E+01	-1.074E+00	 0.000E+00	 2.154E+00	-4.353E-01	 2.305E+01	-2.171E+00	 5.374E+00	-1.084E+00	 3.330E+00	 3.312E+00	 3.826E+00	 3.366E+02	 8.680E+01	-4.742E+01	 5.919E+02	 1.652E+03	 1.367E+02	 2.255E+02	 2.098E+02	-3.132E+00	 1.919E+02	-4.663E+00	 7.082E+00
    7.8500	 1.298E+01	-1.139E+00	 0.000E+00	 2.143E+00	-4.344E-01	 2.288E+01	-2.206E+00	 5.399E+00	-1.086E+00	 3.434E+00	 3.273E+00	 3.787E+00	 3.331E+02	 8.718E+01	-4.685E+01	 5.827E+02	 1.651E+03	 1.603E+02	 2.087E+02	 2.180E+02	-4.162E+00	 2.031E+02	-5.323E+00	 7.285E+00
    7.9000	 1.304E+01	-1.204E+00	 0.000E+00	 2.132E+00	-4.319E-01	 2.262E+01	-2.168E+00	 5.416E+00	-1.087E+00	 3.539E+00	 3.416E+00	 3.944E+00	 3.469E+02	 8.756E+01	-4.581E+01	 5.684E+02	 1.650E+03	 1.820E+02	 1.894E+02	 2.266E+02	-5.320E+00	 2.150E+02	-5.410E+00	 7.495E+00
    7.9500	 1.310E+01	-1.274E+00	 0.000E+00	 2.123E+00	-4.279E-01	 2.234E+01	-2.102E+00	 5.430E+00	-1.091E+00	 3.649E+00	 3.656E+00	 4.228E+00	 3.719E+02	 8.788E+01	-4.427E+01	 5.487E+02	 1.649E+03	 2.013E+02	 1.678E+02	 2.355E+02	-6.292E+00	 2.270E+02	-5.650E+00	 7.718E+00
    8.0000	 1.316E+01	-1.343E+00	 0.000E+00	 2.114E+00	-4.219E-01	 2.210E+01	-2.110E+00	 5.409E+00	-1.096E+00	 3.767E+00	 3.826E+00	 4.440E+00	 3.906E+02	 8.817E+01	-4.225E+01	 5.229E+02	 1.648E+03	 2.179E+02	 1.442E+02	 2.447E+02	-6.907E+00	 2.388E+02	-6.500E+00	 7.948E+00
    8.0500	 1.323E+01	-1.417E+00	 0.000E+00	 2.105E+00	-4.138E-01	 2.194E+01	-2.250E+00	 5.359E+00	-1.107E+00	 3.890E+00	 3.856E+00	 4.474E+00	 3.936E+02	 8.847E+01	-3.979E+01	 4.914E+02	 1.648E+03	 2.318E+02	 1.190E+02	 2.540E+02	-7.211E+00	 2.502E+02	-7.865E+00	 8.191E+00
    8.1000	 1.329E+01	-1.491E+00	 0.000E+00	 2.096E+00	-4.037E-01	 2.186E+01	-2.480E+00	 5.280E+00	-1.119E+00	 4.016E+00	 3.788E+00	 4.410E+00	 3.880E+02	 8.865E+01	-3.693E+01	 4.548E+02	 1.646E+03	 2.428E+02	 9.245E+01	 2.631E+02	-7.396E+00	 2.613E+02	-9.222E+00	 8.440E+00
    8.1500	 1.336E+01	-1.569E+00	 0.000E+00	 2.087E+00	-3.921E-01	 2.187E+01	-2.678E+00	 5.198E+00	-1.138E+00	 4.143E+00	 3.814E+00	 4.445E+00	 3.910E+02	 8.872E+01	-3.373E+01	 4.146E+02	 1.643E+03	 2.510E+02	 6.485E+01	 2.717E+02	-7.644E+00	 2.722E+02	-1.002E+01	 8.702E+00
    8.2000	 1.342E+01	-1.648E+00	 0.000E+00	 2.077E+00	-3.797E-01	 2.193E+01	-2.778E+00	 5.104E+00	-1.165E+00	 4.273E+00	 4.021E+00	 4.682E+00	 4.118E+02	 8.868E+01	-3.022E+01	 3.714E+02	 1.639E+03	 2.561E+02	 3.650E+01	 2.798E+02	-8.020E+00	 2.827E+02	-1.003E+01	 8.966E+00
