      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3   ANCHTEN1   ANCHTEN2   ANCHTEN3
    2.3625 0.978668E+06 0.145742E+07 0.977606E+06 0.780614E+06 0.125986E+07 0.778932E+06
    2.3750 0.978860E+06 0.145721E+07 0.977851E+06 0.780836E+06 0.125953E+07 0.779355E+06
    2.3875 0.979058E+06 0.145697E+07 0.978099E+06 0.781068E+06 0.125918E+07 0.779791E+06
    2.4000 0.979263E+06 0.145672E+07 0.978351E+06 0.781311E+06 0.125881E+07 0.780239E+06
    2.4125 0.979474E+06 0.145646E+07 0.978607E+06 0.781564E+06 0.125841E+07 0.780697E+06
    2.4250 0.979690E+06 0.145618E+07 0.978869E+06 0.781827E+06 0.125799E+07 0.781162E+06
    2.4375 0.979911E+06 0.145588E+07 0.979138E+06 0.782100E+06 0.125755E+07 0.781635E+06
    2.4500 0.980137E+06 0.145556E+07 0.979413E+06 0.782383E+06 0.125709E+07 0.782112E+06
    2.4625 0.980368E+06 0.145523E+07 0.979698E+06 0.782675E+06 0.125661E+07 0.782593E+06
    2.4750 0.980603E+06 0.145487E+07 0.979993E+06 0.782977E+06 0.125611E+07 0.783077E+06
    2.4875 0.980840E+06 0.145450E+07 0.980298E+06 0.783288E+06 0.125559E+07 0.783562E+06
    2.5000 0.981081E+06 0.145411E+07 0.980615E+06 0.783608E+06 0.125506E+07 0.784048E+06
    2.5125 0.981324E+06 0.145370E+07 0.980944E+06 0.783937E+06 0.125451E+07 0.784535E+06
    2.5250 0.981568E+06 0.145327E+07 0.981284E+06 0.784274E+06 0.125394E+07 0.785020E+06
    2.5375 0.981813E+06 0.145283E+07 0.981635E+06 0.784620E+06 0.125336E+07 0.785504E+06
    2.5500 0.982058E+06 0.145237E+07 0.981997E+06 0.784973E+06 0.125276E+07 0.785986E+06
    2.5625 0.982303E+06 0.145189E+07 0.982367E+06 0.785332E+06 0.125215E+07 0.786465E+06
    2.5750 0.982547E+06 0.145140E+07 0.982745E+06 0.785698E+06 0.125153E+07 0.786940E+06
    2.5875 0.982790E+06 0.145090E+07 0.983130E+06 0.786069E+06 0.125090E+07 0.787411E+06
    2.6000 0.983030E+06 0.145040E+07 0.983518E+06 0.786443E+06 0.125026E+07 0.787877E+06
    2.6125 0.983268E+06 0.144988E+07 0.983910E+06 0.786821E+06 0.124961E+07 0.788338E+06
    2.6250 0.983505E+06 0.144936E+07 0.984304E+06 0.787201E+06 0.124895E+07 0.788792E+06
    2.6375 0.983738E+06 0.144883E+07 0.984698E+06 0.787582E+06 0.124829E+07 0.789239E+06
    2.6500 0.983968E+06 0.144830E+07 0.985091E+06 0.787962E+06 0.124762E+07 0.789679E+06
    2.6625 0.984196E+06 0.144777E+07 0.985482E+06 0.788342E+06 0.124696E+07 0.790111E+06
    2.6750 0.984422E+06 0.144723E+07 0.985870E+06 0.788720E+06 0.124629E+07 0.790535E+06
    2.6875 0.984645E+06 0.144669E+07 0.986254E+06 0.789094E+06 0.124561E+07 0.790952E+06
    2.7000 0.984867E+06 0.144615E+07 0.986633E+06 0.789465E+06 0.124494E+07 0.791360E+06
    2.7125 0.985087E+06 0.144560E+07 0.987006E+06 0.789831E+06 0.124427E+07 0.791761E+06
    2.7250 0.985305E+06 0.144506E+07 0.987373E+06 0.790192E+06 0.124360E+07 0.792154E+06
    2.7375 0.985523E+06 0.144451E+07 0.987732E+06 0.790546E+06 0.124293E+07 0.792541E+06
    2.7500 0.985739E+06 0.144396E+07 0.988083E+06 0.790894E+06 0.124227E+07 0.792922E+06
    2.7625 0.985955E+06 0.144342E+07 0.988424E+06 0.791233E+06 0.124160E+07 0.793296E+06
    2.7750 0.986170E+06 0.144287E+07 0.988755E+06 0.791564E+06 0.124093E+07 0.793665E+06
    2.7875 0.986384E+06 0.144233E+07 0.989074E+06 0.791886E+06 0.124027E+07 0.794029E+06
    2.8000 0.986596E+06 0.144179E+07 0.989379E+06 0.792199E+06 0.123961E+07 0.794388E+06
    2.8125 0.986805E+06 0.144125E+07 0.989670E+06 0.792500E+06 0.123895E+07 0.794741E+06
    2.8250 0.987012E+06 0.144073E+07 0.989947E+06 0.792791E+06 0.123830E+07 0.795089E+06
    2.8375 0.987215E+06 0.144021E+07 0.990206E+06 0.793070E+06 0.123765E+07 0.795432E+06
    2.8500 0.987413E+06 0.143970E+07 0.990447E+06 0.793337E+06 0.123701E+07 0.795768E+06
    2.8625 0.987606E+06 0.143920E+07 0.990670E+06 0.793591E+06 0.123638E+07 0.796097E+06
    2.8750 0.987793E+06 0.143872E+07 0.990873E+06 0.793831E+06 0.123575E+07 0.796418E+06
    2.8875 0.987973E+06 0.143826E+07 0.991057E+06 0.794058E+06 0.123514E+07 0.796730E+06
    2.9000 0.988145E+06 0.143780E+07 0.991220E+06 0.794271E+06 0.123453E+07 0.797031E+06
    2.9125 0.988309E+06 0.143737E+07 0.991363E+06 0.794470E+06 0.123394E+07 0.797322E+06
    2.9250 0.988465E+06 0.143695E+07 0.991486E+06 0.794655E+06 0.123336E+07 0.797601E+06
    2.9375 0.988611E+06 0.143655E+07 0.991590E+06 0.794826E+06 0.123280E+07 0.797866E+06
    2.9500 0.988749E+06 0.143617E+07 0.991674E+06 0.794982E+06 0.123225E+07 0.798117E+06
    2.9625 0.988878E+06 0.143580E+07 0.991739E+06 0.795125E+06 0.123172E+07 0.798352E+06
    2.9750 0.988997E+06 0.143544E+07 0.991787E+06 0.795254E+06 0.123120E+07 0.798571E+06
    2.9875 0.989106E+06 0.143511E+07 0.991818E+06 0.795370E+06 0.123070E+07 0.798774E+06
    3.0000 0.989205E+06 0.143479E+07 0.991833E+06 0.795473E+06 0.123022E+07 0.798958E+06
    3.0125 0.989293E+06 0.143448E+07 0.991833E+06 0.795564E+06 0.122976E+07 0.799124E+06
    3.0250 0.989371E+06 0.143419E+07 0.991820E+06 0.795642E+06 0.122932E+07 0.799271E+06
    3.0375 0.989435E+06 0.143391E+07 0.991793E+06 0.795708E+06 0.122890E+07 0.799397E+06
    3.0500 0.989487E+06 0.143365E+07 0.991753E+06 0.795763E+06 0.122849E+07 0.799503E+06
    3.0625 0.989525E+06 0.143341E+07 0.991701E+06 0.795807E+06 0.122811E+07 0.799587E+06
    3.0750 0.989547E+06 0.143318E+07 0.991636E+06 0.795839E+06 0.122775E+07 0.799649E+06
    3.0875 0.989553E+06 0.143298E+07 0.991559E+06 0.795860E+06 0.122741E+07 0.799688E+06
    3.1000 0.989543E+06 0.143279E+07 0.991470E+06 0.795870E+06 0.122709E+07 0.799703E+06
    3.1125 0.989514E+06 0.143262E+07 0.991368E+06 0.795868E+06 0.122680E+07 0.799694E+06
    3.1250 0.989467E+06 0.143248E+07 0.991253E+06 0.795854E+06 0.122653E+07 0.799660E+06
    3.1375 0.989402E+06 0.143236E+07 0.991126E+06 0.795829E+06 0.122629E+07 0.799600E+06
    3.1500 0.989318E+06 0.143226E+07 0.990985E+06 0.795792E+06 0.122608E+07 0.799515E+06
    3.1625 0.989216E+06 0.143219E+07 0.990830E+06 0.795742E+06 0.122589E+07 0.799403E+06
    3.1750 0.989095E+06 0.143214E+07 0.990662E+06 0.795679E+06 0.122573E+07 0.799265E+06
    3.1875 0.988957E+06 0.143211E+07 0.990480E+06 0.795604E+06 0.122561E+07 0.799100E+06
