
Predictions were generated on 05-Feb-2026 at 19:16:44 using OpenFAST, compiled on Feb  5 2026 at 18:16:28 as a 64-bit application using double precision at commit HEAD-HASH-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: NREL Wind Turbine Modeling Workshop Simulation

Time	ConvIter	ConvError	NumUJac	OoPDefl1	IPDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	RootMyc1	RotThrust	RotTorq	RotPwr	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
    1.1500	3.00000000	0.604650904E-5	0.00000000	-3.33983517	0.153020576	0.00000000	0.124239743	0.306980364E-3	0.00000000	-2.01586342	-0.169295166E-2	-7438.07617	-983.885437	1881.57751	0.604869016E-1	-3783.86450	38.3179436	-6816.68848	-1300.31982	-337913.406	-171.101105
    1.2000	3.00000000	0.127637095E-4	0.00000000	-4.52256155	0.275035828	0.00000000	0.121077865	-0.213607643E-1	0.00000000	-2.21066070	-0.363085419E-2	-8469.20703	-1075.49072	1819.59460	-4.07024050	-3981.25439	34.6026039	-6913.79688	-962.998169	-365521.094	-335.288116
    1.2500	3.00000000	0.127844205E-4	0.00000000	-5.55077887	0.383447945	0.00000000	0.111504383	-0.423202664E-1	0.00000000	-2.38254404	-0.568521069E-2	-9717.13867	-1160.48425	1660.98108	-7.36108303	-4309.25879	30.5783195	-6988.69238	-581.257263	-394090.719	-486.267303
    1.3000	3.00000000	0.671904127E-5	0.00000000	-6.36755991	0.471671909	0.00000000	0.957695246E-1	-0.625125095E-1	0.00000000	-2.52993870	-0.777508318E-2	-11240.8799	-1248.81775	1409.56445	-9.22742367	-4746.34473	23.0805168	-7031.84033	-79.5562439	-422847.219	-612.166565
    1.3500	3.00000000	0.226434827E-5	0.00000000	-6.94869995	0.538008332	0.00000000	0.740491971E-1	-0.821743906E-1	0.00000000	-2.65197802	-0.981378835E-2	-12865.6943	-1349.93042	1067.85425	-9.18918705	-5154.07080	10.1769581	-7055.51562	583.790771	-447869.594	-699.609924
    1.4000	3.00000000	0.145995386E-5	0.00000000	-7.29956341	0.584369838	0.00000000	0.466496907E-1	-0.100067705	0.00000000	-2.74827743	-0.117186811E-1	-14288.6064	-1462.82300	641.294617	-6.72016811	-5382.52441	-7.21806002	-7078.18652	1373.08850	-464978.781	-736.323914
    1.4500	3.00000000	0.125015026E-5	0.00000000	-7.44505119	0.614138961	0.00000000	0.144726634E-1	-0.113651417	0.00000000	-2.81859279	-0.134165185E-1	-15225.8203	-1569.16406	145.193192	-1.72802377	-5383.41016	-25.9781780	-7108.95459	2191.55884	-472823.469	-713.036621
    1.5000	3.00000000	0.202367758E-6	0.00000000	-7.41600895	0.630055130	0.00000000	359.979156	-0.120926797	0.00000000	-2.86256886	-0.148434732E-1	-15520.4805	-1637.56470	-394.518951	4.99596119	-5245.61719	-42.8518295	-7141.18994	2937.76147	-473831.719	-624.509155
    1.5500	3.00000000	0.389191570E-6	0.00000000	-7.23636961	0.632977128	0.00000000	359.942596	-0.121896088	0.00000000	-2.87969017	-0.159423184E-1	-15166.9531	-1639.33423	-948.505432	12.1076040	-5127.53564	-56.3236771	-7155.72998	3557.37573	-472331.781	-471.416199
    1.6000	3.00000000	0.162197921E-5	0.00000000	-6.91539097	0.622010648	0.00000000	359.906525	-0.118075311	0.00000000	-2.86940789	-0.166602321E-1	-14264.4297	-1566.29004	-1492.35181	18.4526577	-5138.32910	-67.0641098	-7136.18311	4057.02734	-471282.625	-263.451660
    1.6500	3.00000000	0.299218527E-5	0.00000000	-6.44760704	0.595746696	0.00000000	359.872131	-0.110651642	0.00000000	-2.83132029	-0.169494227E-1	-12951.5293	-1438.44873	-2008.17188	23.2695160	-5257.60693	-76.9167404	-7085.33789	4477.24268	-470072.594	-20.8058987
    1.7000	3.00000000	0.407038215E-5	0.00000000	-5.82028484	0.553661823	0.00000000	359.840546	-0.992932841E-1	0.00000000	-2.76528955	-0.167708602E-1	-11369.0127	-1295.59888	-2479.11328	25.7777405	-5352.35791	-87.2392960	-7023.09570	4846.55957	-465001.125	228.768555
    1.7500	3.00000000	0.431781109E-5	0.00000000	-5.02553797	0.496703744	0.00000000	359.813110	-0.827907547E-1	0.00000000	-2.67147088	-0.160994828E-1	-9658.20020	-1176.91443	-2883.77637	25.0018425	-5276.45996	-97.6477890	-6968.71826	5146.76611	-452034.594	456.255432
    1.8000	3.00000000	0.311376448E-5	0.00000000	-4.07262707	0.426889062	0.00000000	359.791504	-0.606638379E-1	0.00000000	-2.55030942	-0.149278408E-1	-7964.92090	-1100.55383	-3196.92969	20.3091431	-4977.29639	-105.929642	-6927.80127	5311.18750	-429756.656	637.792664
    1.8500	3.00000000	0.250100402E-5	0.00000000	-2.99585319	0.346690774	0.00000000	359.777222	-0.339277536E-1	0.00000000	-2.40257788	-0.132653993E-1	-6414.85107	-1055.48499	-3395.56470	12.0641232	-4530.65918	-109.248329	-6892.20508	5258.70850	-400341.844	759.239685
    1.9000	3.00000000	0.345830881E-5	0.00000000	-1.85473239	0.259120852	0.00000000	359.771454	-0.432577170E-2	0.00000000	-2.22946787	-0.111336894E-1	-5058.62793	-1010.01025	-3463.83569	1.56909597	-4080.26562	-105.933296	-6849.16602	4942.85010	-367896.719	817.826721
    1.9500	3.00000000	0.385432031E-5	0.00000000	-0.725337446	0.168468460	0.00000000	359.774811	0.268790517E-1	0.00000000	-2.03265643	-0.856129546E-2	-3827.59644	-931.003113	-3392.68628	-9.54962444	-3729.59863	-96.5920105	-6794.81787	4381.19092	-335477.969	819.875244
    2.0000	3.00000000	0.420741253E-5	0.00000000	0.315344095	0.805741325E-1	0.00000000	359.787689	0.590715744E-1	0.00000000	-1.81426167	-0.558344647E-2	-2553.57471	-801.780945	-3176.71289	-19.6510220	-3468.09131	-83.5845871	-6740.56250	3640.30347	-303043.438	775.910767
    2.0500	3.00000000	0.580651567E-5	0.00000000	1.20681596	0.157054700E-2	0.00000000	359.810242	0.912990272E-1	0.00000000	-1.57665408	-0.224728277E-2	-1066.00330	-628.470886	-2813.90649	-26.9032307	-3185.84766	-69.1110535	-6702.93848	2784.44897	-267832.719	696.815369
    2.1000	3.00000000	0.559745013E-5	0.00000000	1.91724098	-0.646233186E-1	0.00000000	359.842255	0.121434070	0.00000000	-1.32221019	0.138107780E-2	684.879028	-432.937988	-2309.93628	-29.3744125	-2763.05127	-53.4027634	-6688.44238	1828.45349	-226806.750	592.639648
    2.1500	3.00000000	0.486449881E-5	0.00000000	2.44553542	-0.118366294	0.00000000	359.882568	0.146607116	0.00000000	-1.05315876	0.521323038E-2	2558.94849	-239.155350	-1682.66895	-25.8334465	-2164.18823	-34.6170425	-6690.29053	736.471497	-179235.578	472.232666
    2.2000	3.00000000	0.575591230E-5	0.00000000	2.81337762	-0.164164394	0.00000000	359.929413	0.164579168	0.00000000	-0.771637321	0.914171990E-2	4261.39062	-62.9712791	-961.619995	-16.5732231	-1465.60193	-10.7027817	-6695.51514	-527.801880	-127470.180	342.283325
    2.2500	3.00000000	0.726249482E-5	0.00000000	3.05105209	-0.208010748	0.00000000	359.980469	0.174711093	0.00000000	-0.479945868	0.130479867E-1	5471.66455	89.5761490	-181.907928	-3.32813334	-797.470642	18.2327137	-6693.26953	-1939.31604	-75371.3047	207.065353
    2.3000	3.00000000	0.762365062E-5	0.00000000	3.18285489	-0.253674597	0.00000000	0.334723480E-1	0.177640975	0.00000000	-0.180848971	0.168102328E-1	5998.33789	217.909103	622.490479	11.5798922	-246.691895	49.1129379	-6681.84277	-3392.37573	-25660.3789	70.1790237
    2.3500	3.00000000	0.614306919E-5	0.00000000	3.21781802	-0.300232887	0.00000000	0.863664448E-1	0.174103901	0.00000000	0.122266673	0.203073379E-1	5872.19189	322.753601	1421.17029	25.9109440	204.623444	77.4910965	-6669.49756	-4745.27588	21764.1855	-62.8770714
    2.4000	3.00000000	0.402177557E-5	0.00000000	3.14936495	-0.342323780	0.00000000	0.137239337	0.164112732	0.00000000	0.425494879	0.234190300E-1	5326.15430	406.430054	2185.04224	37.5517960	659.213867	100.364777	-6665.01807	-5896.19971	69288.3438	-183.478882
    2.4500	3.00000000	0.322788696E-5	0.00000000	2.96356940	-0.372802615	0.00000000	0.184087113	0.147212416	0.00000000	0.724733651	0.260261055E-1	4677.61523	476.770569	2883.46436	44.4516258	1219.82080	117.897995	-6668.81934	-6829.12793	119273.422	-280.913300
    2.5000	3.00000000	0.287696957E-5	0.00000000	2.65200043	-0.386065155	0.00000000	0.224810898	0.123339251	0.00000000	1.01606464	0.280147064E-1	4183.71289	549.497314	3484.61230	45.0074463	1904.75549	132.594162	-6676.22119	-7591.78857	171765.641	-345.207977
    2.5500	3.00000000	0.223952247E-5	0.00000000	2.22362041	-0.380197436	0.00000000	0.257418931	0.932697356E-1	0.00000000	1.29600441	0.292851999E-1	3949.11060	643.867493	3958.82935	38.6666145	2628.19946	146.594208	-6685.65625	-8224.07031	223982.266	-370.758270
    2.6000	3.00000000	0.208823985E-5	0.00000000	1.71094084	-0.357131958	0.00000000	0.280238807	0.582661591E-1	0.00000000	1.56153798	0.297626108E-1	3924.88672	771.786987	4281.61230	26.1247616	3259.73706	159.336273	-6700.51514	-8696.39551	271964.062	-359.489319
    2.6500	3.00000000	0.242896363E-5	0.00000000	1.16778362	-0.321217746	0.00000000	0.291972607	0.195118338E-1	0.00000000	1.80998325	0.294043347E-1	3980.24097	927.406799	4434.07617	9.06003475	3717.36011	167.477234	-6725.89600	-8908.59863	313133.062	-321.854065
    2.7000	3.00000000	0.284765565E-5	0.00000000	0.659170210	-0.277293235	0.00000000	0.291657448	-0.218873788E-1	0.00000000	2.03881741	0.282028876E-1	3992.05835	1085.84387	4402.35938	-10.0903873	4023.55078	167.095520	-6764.02783	-8749.94434	347823.562	-274.298950
    2.7500	3.00000000	0.293541302E-5	0.00000000	0.247025713	-0.229296505	0.00000000	0.278720528	-0.643512458E-1	0.00000000	2.24558640	0.261844266E-1	3899.48486	1214.01978	4178.81738	-28.1604099	4283.02051	156.400192	-6809.62207	-8172.82080	378654.406	-234.056900
    2.8000	3.00000000	0.246985542E-5	0.00000000	-0.231830068E-1	-0.179890305	0.00000000	0.253185183	-0.105493546	0.00000000	2.42793131	0.234058462E-1	3707.32715	1288.17712	3765.35547	-41.5968513	4600.10986	136.885193	-6851.26514	-7224.60156	408245.281	-214.291611
    2.8500	3.00000000	0.167166161E-5	0.00000000	-0.130604759	-0.130900681	0.00000000	0.215864524	-0.142543063	0.00000000	2.58368301	0.199531335E-1	3461.89673	1307.62720	3176.09131	-47.4097519	4998.45459	112.178329	-6881.15625	-6016.93018	437004.062	-221.394714
    2.9000	3.00000000	0.106505672E-5	0.00000000	-0.798783228E-1	-0.839313418E-1	0.00000000	0.168354347	-0.173158541	0.00000000	2.71094489	0.159415118E-1	3233.33350	1295.92883	2436.71313	-44.1852112	5402.49365	85.5914154	-6902.38770	-4659.14648	462625.281	-253.666611
    2.9500	3.00000000	0.769319854E-6	0.00000000	0.104934603	-0.405790657E-1	0.00000000	0.112822197	-0.195882857	0.00000000	2.80813885	0.115150381E-1	3116.27368	1288.19287	1580.99329	-32.4306068	5693.20068	58.2522736	-6925.18555	-3206.73193	481636.531	-301.121948
    3.0000	3.00000000	0.495232769E-6	0.00000000	0.390981764	-0.220320979E-2	0.00000000	0.517562628E-1	-0.209981620	0.00000000	2.87403512	0.684218341E-2	3230.67505	1312.04333	647.088440	-14.2289724	5794.95801	29.1510220	-6957.52734	-1661.16162	491804.938	-347.791931
    3.0500	3.00000000	0.353503182E-7	0.00000000	0.748133183	0.302455463E-1	0.00000000	359.987793	-0.215065181	0.00000000	2.90782237	0.210568169E-2	3695.56348	1373.69226	-324.612671	7.31078768	5728.22705	-3.05029035	-6998.26074	-17.2344856	493601.719	-376.481049
    3.1000	3.00000000	0.116006042E-6	0.00000000	1.15737891	0.558154024E-1	0.00000000	359.923706	-0.210957959	0.00000000	2.90922475	-0.251145731E-2	4570.30811	1456.73401	-1292.55713	28.5544834	5589.74707	-37.9146843	-7036.29297	1681.87732	489669.312	-373.586395
    3.1500	3.00000000	0.268747215E-6	0.00000000	1.61304867	0.726597756E-1	0.00000000	359.862213	-0.197846547	0.00000000	2.87860847	-0.683946162E-2	5793.50000	1532.90662	-2215.39111	45.8994522	5477.24609	-72.4992294	-7057.89844	3326.82397	482753.781	-332.062286
    3.2000	3.00000000	0.893601339E-6	0.00000000	2.11796451	0.774689913E-1	0.00000000	359.805908	-0.176374316	0.00000000	2.81698275	-0.107310992E-1	7167.12695	1577.02100	-3053.95898	56.4062424	5416.82812	-102.606339	-7057.34717	4777.73242	473698.594	-252.467285
    3.2500	3.00000000	0.169235068E-5	0.00000000	2.67344880	0.661209151E-1	0.00000000	359.757202	-0.147446826	0.00000000	2.72584724	-0.140658859E-1	8414.36230	1576.88855	-3772.89868	58.2558022	5347.51611	-125.118538	-7039.32324	5928.48779	460997.625	-142.367722
    3.3000	3.00000000	0.242942565E-5	0.00000000	3.26842928	0.356666557E-1	0.00000000	359.718140	-0.111919791	0.00000000	2.60692430	-0.167511143E-1	9292.18945	1534.00842	-4340.89111	50.8761673	5172.60596	-139.665375	-7011.34277	6751.95801	442182.250	-13.8188362
    3.3500	3.00000000	0.332492232E-5	0.00000000	3.87263227	-0.133500556E-1	0.00000000	359.690674	-0.705585256E-1	0.00000000	2.46191144	-0.187226422E-1	9698.31934	1457.65308	-4730.17871	34.9506836	4836.89258	-148.321106	-6976.92041	7291.41113	415927.312	120.711014
    3.4000	3.00000000	0.490201228E-5	0.00000000	4.43747234	-0.757903904E-1	0.00000000	359.676331	-0.244117193E-1	0.00000000	2.29238272	-0.199470781E-1	9708.20215	1358.30115	-4917.14111	12.5701275	4370.75732	-153.508041	-6935.21875	7603.73682	383260.031	252.061539
    3.4500	3.00000000	0.697498990E-5	0.00000000	4.90485191	-0.143012285	0.00000000	359.676361	0.247167703E-1	0.00000000	2.09989548	-0.204245616E-1	9517.43555	1244.74231	-4885.02148	-12.6440678	3868.69165	-155.702286	-6884.02490	7698.12988	346978.500	375.593475
    3.5000	3.00000000	0.877511502E-5	0.00000000	5.22021198	-0.205741107	0.00000000	359.691223	0.742061436E-1	0.00000000	1.88623023	-0.201895721E-1	9323.23047	1125.07068	-4627.73096	-35.9613991	3419.78027	-152.774551	-6824.04688	7519.38623	309756.219	489.468872
    3.5500	3.00000000	0.925828954E-5	0.00000000	5.34444237	-0.257115722	0.00000000	359.720612	0.121138342	0.00000000	1.65361309	-0.193077810E-1	9215.82910	1008.10248	-4152.18848	-52.6729088	3043.53540	-141.581970	-6762.06494	6991.52344	272392.344	591.424133
    3.6000	3.00000000	0.850313791E-5	0.00000000	5.26075459	-0.294249892	0.00000000	359.763336	0.162977979	0.00000000	1.40478158	-0.178694092E-1	9138.20898	901.247620	-3477.62231	-59.3526306	2679.50830	-120.641205	-6707.57178	6089.48535	233531.594	675.881409
    3.6500	3.00000000	0.773306692E-5	0.00000000	4.97523928	-0.317709029	0.00000000	359.817627	0.197819263	0.00000000	1.14285302	-0.159818772E-1	8925.40723	804.773438	-2632.91309	-54.5423355	2237.64185	-91.7761841	-6665.11621	4882.30420	191042.188	732.756348
    3.7000	3.00000000	0.738534482E-5	0.00000000	4.51169395	-0.329601318	0.00000000	359.881104	0.224134207	0.00000000	0.871067286	-0.137645239E-1	8391.78223	707.401672	-1654.38013	-38.8304214	1670.47388	-59.3816261	-6632.17529	3511.87451	143985.219	748.723816
    3.7500	3.00000000	0.750961135E-5	0.00000000	3.90265679	-0.331617624	0.00000000	359.951050	0.240553826	0.00000000	0.592533946	-0.113459770E-1	7415.66748	588.778137	-584.819702	-14.7320395	1012.65271	-27.8379536	-6604.43799	2122.18945	93680.0703	710.777283
    3.8000	3.00000000	0.726824146E-5	0.00000000	3.17984438	-0.324063510	0.00000000	0.242735948E-1	0.246097073	0.00000000	0.310094059	-0.886221137E-2	5980.42041	429.525757	527.746216	13.6006660	358.643219	0.904523015	-6581.05957	793.200317	43071.4141	610.518005
    3.8500	3.00000000	0.513751502E-5	0.00000000	2.36744261	-0.306107730	0.00000000	0.975040495E-1	0.240590364	0.00000000	0.263253320E-1	-0.645251293E-2	4162.21826	223.597794	1633.09998	41.1452408	-203.932465	27.7244778	-6565.92090	-471.220184	-5116.11865	447.108185
    3.9000	3.00000000	0.207380344E-5	0.00000000	1.48043847	-0.276742220	0.00000000	0.167504981	0.224705637	0.00000000	-0.256365329	-0.425197231E-2	2087.59521	-14.9472694	2682.79419	63.1291504	-655.054565	54.5143242	-6565.60156	-1695.79431	-50049.6250	228.310471
    3.9500	3.00000000	0.584658846E-5	0.00000000	0.528110623	-0.235693187	0.00000000	0.231319442	0.199494556	0.00000000	-0.535644233	-0.238184375E-2	-105.317818	-256.013550	3632.73633	75.8915710	-1051.95972	81.6964264	-6584.39502	-2868.10864	-93044.3906	-29.6220169
    4.0000	3.00000000	0.890971569E-5	0.00000000	-0.479114443	-0.183762714	0.00000000	0.286295325	0.165895462	0.00000000	-0.809198618	-0.941029575E-3	-2283.96484	-467.032501	4443.37549	77.1926804	-1481.38354	107.058052	-6619.91455	-3907.94897	-136237.234	-303.285217
    4.0500	3.00000000	0.936476135E-5	0.00000000	-1.52236927	-0.122595325	0.00000000	0.330034494	0.124698624	0.00000000	-1.07472217	-0.155072871E-5	-4325.24756	-628.363770	5078.91113	66.3225021	-1991.33582	126.759697	-6664.97900	-4694.91895	-180697.859	-565.580383
    4.1000	3.00000000	0.859616193E-5	0.00000000	-2.56970882	-0.542927794E-1	0.00000000	0.360401571	0.769304484E-1	0.00000000	-1.32990062	0.391568115E-3	-6126.40527	-741.612732	5507.67432	44.3705788	-2554.04590	137.653885	-6714.00098	-5131.43311	-225401.797	-790.715088
    4.1500	3.00000000	0.830578119E-5	0.00000000	-3.57640457	0.186807569E-1	0.00000000	0.375655651	0.242269672E-1	0.00000000	-1.57238197	0.218028377E-3	-7630.71582	-826.401672	5704.36719	14.4722204	-3087.04517	139.107635	-6766.36182	-5192.43359	-267808.344	-958.588379
    4.2000	3.00000000	0.902119154E-5	0.00000000	-4.49068260	0.932797492E-1	0.00000000	0.374648988	-0.311122350E-1	0.00000000	-1.79976034	-0.519695168E-3	-8851.66797	-908.036438	5653.10645	-18.4181919	-3514.81787	132.995209	-6824.21582	-4925.62354	-305561.906	-1057.09790
    4.2500	3.00000000	0.866335995E-5	0.00000000	-5.26311588	0.165793642	0.00000000	0.356994748	-0.863589942E-1	0.00000000	-2.00962520	-0.179649098E-2	-9868.36816	-1003.78119	5349.81006	-48.3809662	-3823.31982	121.961609	-6887.44238	-4404.78857	-338004.219	-1082.56299
    4.3000	3.00000000	0.643573003E-5	0.00000000	-5.85609913	0.232377693	0.00000000	0.323145151	-0.138695523	0.00000000	-2.19969440	-0.356335216E-2	-10781.0117	-1115.62134	4803.15869	-69.7618561	-4066.52930	107.349495	-6949.41309	-3673.88232	-366370.344	-1038.86511
    4.3500	3.00000000	0.444791385E-5	0.00000000	-6.24981403	0.290180147	0.00000000	0.274372876	-0.185499504	0.00000000	-2.36798692	-0.574644003E-2	-11645.6221	-1232.21484	4034.13281	-78.3648987	-4321.66846	88.3900681	-6998.41211	-2725.16553	-392570.062	-935.511108
    4.4000	3.00000000	0.305538038E-5	0.00000000	-6.44303799	0.338452488	0.00000000	0.212688088	-0.224486247	0.00000000	-2.51294065	-0.824801438E-2	-12425.9668	-1336.67297	3074.65845	-72.2795181	-4628.20801	63.2502518	-7026.05420	-1527.38367	-417514.844	-784.948608
    4.4500	3.00000000	0.204960338E-5	0.00000000	-6.44945955	0.378836423	0.00000000	0.140730768	-0.253745288	0.00000000	-2.63340497	-0.109494254E-1	-12994.2236	-1414.44897	1965.95740	-52.2397041	-4956.59033	31.0922451	-7034.84375	-81.0548172	-440252.812	-599.814819
    4.5000	3.00000000	0.149151299E-5	0.00000000	-6.29135275	0.414392918	0.00000000	0.616486482E-1	-0.271823883	0.00000000	-2.72849202	-0.137151750E-1	-13186.3936	-1457.32727	756.640991	-21.5380363	-5229.27441	-6.45857334	-7036.28369	1542.62720	-458535.562	-390.905884
