
Predictions were generated on 20-Nov-2019 at 10:08:49 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #08: AOC 15/50 with many DOFs with fixed yaw error and steady wind. Many parameters are pure fiction.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	LSSGagPxa 	TipDxb1   	TipDxb2   	TipDyb1   	TipDyb2   	RollDefl1 	RollDefl2 	PtchDefl1 	PtchDefl2 	Spn1ALxb1 	Spn1ALyb1 	HSShftV   	TTDspRoll 	TTDspPtch 	YawBrRVxp 	YawBrRVyp 	YawBrRAxp 	YawBrRAyp 	RootFxb1  	RootFyb1  	Spn2MLxb1 	Spn2MLyb1 	LSShftFya 	LSShftFza 	YawBrFxn  	YawBrFyn  	RtSpeed   	RtSkew    	B1N1Theta 	B1N2Theta 	B1N3Theta 	B1N4Theta 	B1N1AxInd 	B1N2AxInd 	B1N3AxInd 	B1N4AxInd 	B1N1Alpha 	B1N2Alpha 	B1N3Alpha 	B1N4Alpha 	B1N1Vrel  	B1N2Vrel  	B1N3Vrel  	B1N4Vrel  	B1N1Cl    	B1N2Cl    	B1N3Cl    	B1N4Cl    	B1N1Cd    	B1N2Cd    	B1N3Cd    	B1N4Cd    	B1N1Cm    	B1N2Cm    	B1N3Cm    	B1N4Cm    
   10.4500	 9.526E+00	-5.500E+00	 0.000E+00	 6.158E+01	-8.335E-03	-9.683E-03	-6.974E-03	-1.765E-03	 9.566E-02	 2.286E-02	-2.532E-01	-2.634E-01	 6.331E+00	 6.614E-01	 1.812E+03	 3.184E-02	 9.273E-02	 4.715E-02	 9.868E-02	 3.836E-01	 1.151E+00	-3.760E-01	-1.566E+00	 9.534E-01	-2.225E-01	-5.771E+00	-3.088E+00	 5.529E+00	 2.996E-02	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.930E-02	 1.579E-01	 2.399E-01	 2.713E-01	 3.323E+01	 1.649E+01	 1.005E+01	 7.827E+00	 1.519E+01	 2.351E+01	 3.274E+01	 4.238E+01	 9.462E-01	 8.610E-01	 1.036E+00	 9.637E-01	 5.134E-01	 1.387E-01	 3.948E-02	 2.642E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.5000	 9.526E+00	-5.500E+00	 0.000E+00	 8.082E+01	-9.378E-03	-9.626E-03	-7.941E-03	 2.710E-05	 1.090E-01	-3.506E-03	-2.857E-01	-3.079E-01	 6.286E+00	 6.993E-01	 1.812E+03	 3.394E-02	 9.638E-02	 4.064E-02	 4.833E-02	 5.657E-01	 1.127E+00	-3.968E-01	-1.768E+00	 1.089E+00	-2.731E-01	-6.562E+00	-1.053E+00	 5.770E+00	-4.358E-03	 6.414E+01	 1.502E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 8.138E-02	 2.823E-01	 2.777E-01	 2.997E-01	 3.053E+01	 1.244E+01	 8.863E+00	 7.079E+00	 1.581E+01	 2.415E+01	 3.354E+01	 4.322E+01	 8.927E-01	 7.631E-01	 1.047E+00	 9.618E-01	 4.262E-01	 6.328E-02	 2.023E-02	 1.578E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.5500	 9.526E+00	-5.500E+00	 0.000E+00	 1.001E+02	-1.068E-02	-3.685E-03	-7.558E-03	 8.342E-04	 1.031E-01	-1.612E-02	-3.298E-01	-2.414E-01	 6.171E+00	 7.362E-01	 1.812E+03	 3.590E-02	 9.908E-02	 2.021E-02	 1.481E-02	-8.147E-01	-1.920E+00	-3.623E-01	-1.744E+00	 1.022E+00	-3.370E-01	-6.454E+00	 1.121E+00	 6.230E+00	-5.778E-02	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 9.463E-02	 3.766E-01	 3.032E-01	 3.280E-01	 2.801E+01	 9.451E+00	 7.931E+00	 6.340E+00	 1.651E+01	 2.486E+01	 3.439E+01	 4.407E+01	 8.335E-01	 1.013E+00	 1.071E+00	 9.551E-01	 3.449E-01	 1.469E-02	 7.265E-03	 6.476E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.6000	 9.526E+00	-5.500E+00	 0.000E+00	 1.193E+02	-9.543E-03	 1.644E-03	-7.166E-03	 2.248E-03	 9.748E-02	-3.515E-02	-3.109E-01	-1.056E-01	 6.150E+00	 7.122E-01	 1.812E+03	 3.668E-02	 9.977E-02	 1.308E-02	 1.911E-02	-4.601E-01	-9.946E-01	-3.129E-01	-1.612E+00	 9.683E-01	-3.021E-01	-5.725E+00	 3.228E+00	 6.273E+00	-9.979E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.081E-01	 3.907E-01	 3.131E-01	 3.426E-01	 2.589E+01	 8.584E+00	 7.368E+00	 5.849E+00	 1.720E+01	 2.564E+01	 3.519E+01	 4.487E+01	 7.859E-01	 1.244E+00	 1.052E+00	 9.434E-01	 2.811E-01	-7.077E-03	 6.543E-03	 2.945E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.6500	 9.526E+00	-5.500E+00	 0.000E+00	 1.385E+02	-7.799E-03	 7.975E-04	-5.919E-03	 2.488E-03	 8.004E-02	-3.779E-02	-2.737E-01	-9.339E-02	 6.169E+00	 6.789E-01	 1.812E+03	 3.664E-02	 9.902E-02	-1.223E-02	-4.104E-02	-2.910E-01	-4.327E-01	-2.722E-01	-1.299E+00	 7.897E-01	-2.452E-01	-4.280E+00	 4.854E+00	 6.165E+00	-9.446E-02	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.197E-01	 3.983E-01	 3.201E-01	 3.426E-01	 2.435E+01	 8.050E+00	 7.001E+00	 5.666E+00	 1.780E+01	 2.629E+01	 3.585E+01	 4.552E+01	 7.739E-01	 1.285E+00	 1.031E+00	 9.205E-01	 2.586E-01	-4.076E-03	 6.870E-03	 5.072E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.7000	 9.526E+00	-5.500E+00	 0.000E+00	 1.578E+02	-8.215E-03	-3.717E-03	-4.161E-03	 3.090E-03	 5.525E-02	-4.680E-02	-2.846E-01	-2.023E-01	 6.244E+00	 7.053E-01	 1.812E+03	 3.582E-02	 9.720E-02	-2.206E-02	-3.555E-02	-5.111E-01	-1.176E+00	-2.910E-01	-8.862E-01	 5.655E-01	-2.650E-01	-2.411E+00	 6.094E+00	 5.999E+00	-1.020E-01	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.258E-01	 3.966E-01	 3.154E-01	 3.283E-01	 2.351E+01	 7.900E+00	 6.954E+00	 5.760E+00	 1.824E+01	 2.676E+01	 3.632E+01	 4.598E+01	 8.085E-01	 1.279E+00	 1.038E+00	 9.233E-01	 2.514E-01	 6.100E-03	 8.356E-03	 7.186E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.7500	 9.526E+00	-5.500E+00	 0.000E+00	 1.770E+02	-9.118E-03	-6.025E-03	-2.389E-03	 2.629E-03	 3.112E-02	-4.077E-02	-2.721E-01	-2.649E-01	 6.036E+00	 7.320E-01	 1.812E+03	 3.423E-02	 9.371E-02	-3.124E-02	-7.453E-02	 3.872E-01	 1.285E+00	-2.676E-01	-4.471E-01	 3.624E-01	-2.917E-01	-2.975E-01	 6.514E+00	 5.664E+00	-6.177E-02	 6.414E+01	 1.496E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.248E-01	 3.815E-01	 2.968E-01	 3.119E-01	 2.345E+01	 8.258E+00	 7.314E+00	 5.856E+00	 1.846E+01	 2.701E+01	 3.654E+01	 4.610E+01	 1.703E+00	 1.091E+00	 9.012E-01	 8.508E-01	 6.390E-01	 1.449E-02	 1.107E-02	 8.934E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.8000	 9.526E+00	-5.500E+00	 0.000E+00	 1.963E+02	-1.087E-02	-5.743E-03	-1.468E-04	 1.630E-03	-2.477E-03	-2.591E-02	-3.868E-01	-2.276E-01	 6.260E+00	 6.966E-01	 1.812E+03	 3.263E-02	 9.019E-02	-3.762E-02	-9.242E-02	 2.791E-01	-4.514E-03	-1.261E-01	 4.269E-02	 6.037E-02	-3.893E-01	 1.903E+00	 6.348E+00	 5.538E+00	-3.132E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.178E-01	 3.606E-01	 2.769E-01	 2.867E-01	 2.406E+01	 8.862E+00	 7.728E+00	 6.355E+00	 1.844E+01	 2.698E+01	 3.651E+01	 4.615E+01	 9.304E-01	 1.358E+00	 1.095E+00	 9.706E-01	 2.902E-01	 3.326E-02	 1.922E-02	 1.058E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.8500	 9.526E+00	-5.500E+00	 0.000E+00	 2.155E+02	-5.097E-03	-8.173E-03	 4.787E-04	 4.599E-04	-1.094E-02	-8.576E-03	-2.618E-01	-2.405E-01	 6.251E+00	 7.274E-01	 1.812E+03	 3.128E-02	 8.703E-02	-3.051E-02	-5.930E-02	-7.181E-01	-1.437E+00	 2.341E-02	 3.690E-01	-3.574E-02	-1.729E-01	 3.756E+00	 5.381E+00	 5.488E+00	 2.229E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.063E-01	 3.374E-01	 2.551E-01	 2.619E-01	 2.530E+01	 9.679E+00	 8.269E+00	 6.825E+00	 1.818E+01	 2.669E+01	 3.619E+01	 4.584E+01	 9.798E-01	 1.426E+00	 1.122E+00	 1.011E+00	 3.160E-01	 3.657E-02	 1.809E-02	 1.553E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.9000	 9.526E+00	-5.500E+00	 0.000E+00	 2.348E+02	 1.200E-03	-1.353E-02	 1.983E-03	-1.296E-03	-3.050E-02	 1.614E-02	-7.816E-02	-3.434E-01	 6.571E+00	 7.603E-01	 1.812E+03	 2.977E-02	 8.456E-02	-1.613E-02	-4.637E-03	 4.996E-01	 1.429E+00	-6.064E-03	 7.452E-01	-2.866E-01	 8.395E-02	 5.321E+00	 3.793E+00	 5.266E+00	 5.483E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 9.242E-02	 3.141E-01	 2.333E-01	 2.321E-01	 2.715E+01	 1.077E+01	 9.085E+00	 7.593E+00	 1.772E+01	 2.618E+01	 3.566E+01	 4.531E+01	 1.102E+00	 1.509E+00	 1.196E+00	 1.049E+00	 3.749E-01	 4.546E-02	 3.244E-02	 2.339E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.9500	 9.526E+00	-5.500E+00	 0.000E+00	 2.540E+02	 5.425E-04	-1.606E-02	 2.425E-03	-2.760E-03	-3.698E-02	 3.640E-02	-1.015E-01	-4.048E-01	 6.581E+00	 7.805E-01	 1.812E+03	 2.922E-02	 8.475E-02	-6.549E-03	 8.494E-03	 3.265E-01	 5.264E-01	 1.905E-02	 9.024E-01	-3.188E-01	 4.136E-02	 6.202E+00	 1.850E+00	 5.315E+00	 1.034E-01	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 8.003E-02	 2.685E-01	 2.053E-01	 2.023E-01	 2.939E+01	 1.260E+01	 1.018E+01	 8.484E+00	 1.712E+01	 2.555E+01	 3.497E+01	 4.462E+01	 1.200E+00	 1.628E+00	 1.241E+00	 1.048E+00	 4.653E-01	 7.791E-02	 4.738E-02	 3.935E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.0000	 9.526E+00	-5.500E+00	 0.000E+00	 2.732E+02	-4.494E-03	-1.296E-02	 3.088E-03	-5.036E-03	-4.738E-02	 6.853E-02	-2.410E-01	-3.389E-01	 6.472E+00	 7.587E-01	 1.812E+03	 2.946E-02	 8.655E-02	 1.868E-02	 7.463E-02	 4.274E-01	 1.175E+00	 5.570E-02	 9.765E-01	-3.916E-01	-1.847E-01	 6.472E+00	-3.925E-01	 5.346E+00	 8.269E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.898E-02	 1.415E-01	 1.791E-01	 1.841E-01	 3.186E+01	 1.670E+01	 1.123E+01	 9.181E+00	 1.643E+01	 2.486E+01	 3.414E+01	 4.377E+01	 1.269E+00	 1.952E+00	 1.255E+00	 1.069E+00	 5.880E-01	 2.066E-01	 6.256E-02	 5.208E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.0500	 9.526E+00	-5.500E+00	 0.000E+00	 2.925E+02	-6.940E-03	-8.865E-03	 2.928E-03	-6.493E-03	-4.488E-02	 8.923E-02	-2.787E-01	-2.514E-01	 6.335E+00	 7.161E-01	 1.812E+03	 3.050E-02	 8.974E-02	 2.473E-02	 4.938E-02	 6.246E-01	 1.015E+00	-1.766E-02	 9.040E-01	-3.429E-01	-2.591E-01	 6.048E+00	-2.546E+00	 5.323E+00	 6.456E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.003E-02	 1.206E-01	 1.642E-01	 1.762E-01	 3.433E+01	 1.817E+01	 1.201E+01	 9.637E+00	 1.576E+01	 2.405E+01	 3.328E+01	 4.290E+01	 1.302E+00	 1.884E+00	 1.265E+00	 1.018E+00	 7.303E-01	 3.116E-01	 9.028E-02	 5.490E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.1000	 9.526E+00	-5.500E+00	 0.000E+00	 3.117E+02	-6.183E-03	-8.745E-03	 1.860E-03	-7.555E-03	-2.901E-02	 1.035E-01	-2.305E-01	-2.761E-01	 6.360E+00	 6.644E-01	 1.812E+03	 3.235E-02	 9.358E-02	 3.493E-02	 6.072E-02	-4.945E-01	-2.513E+00	-1.277E-01	 6.782E-01	-1.876E-01	-2.020E-01	 4.911E+00	-4.447E+00	 5.836E+00	 1.089E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 5.344E-02	 1.112E-01	 1.546E-01	 1.739E-01	 3.657E+01	 1.927E+01	 1.267E+01	 9.987E+00	 1.517E+01	 2.333E+01	 3.251E+01	 4.209E+01	 1.139E+00	 1.465E+00	 1.169E+00	 1.036E+00	 7.191E-01	 3.377E-01	 9.708E-02	 6.247E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.1500	 9.526E+00	-5.500E+00	 0.000E+00	 3.310E+02	-6.854E-03	-1.038E-02	 8.156E-04	-7.813E-03	-1.373E-02	 1.069E-01	-2.206E-01	-3.127E-01	 6.221E+00	 7.180E-01	 1.812E+03	 3.432E-02	 9.630E-02	 4.507E-02	 7.304E-02	-5.900E-01	-9.442E-01	-2.389E-01	 3.589E-01	-4.932E-02	-1.968E-01	 3.260E+00	-5.751E+00	 5.904E+00	-1.269E-02	 6.414E+01	 1.502E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 4.924E-02	 1.065E-01	 1.510E-01	 1.757E-01	 3.822E+01	 2.003E+01	 1.311E+01	 1.023E+01	 1.473E+01	 2.278E+01	 3.193E+01	 4.150E+01	 1.108E+00	 1.117E+00	 1.129E+00	 1.008E+00	 7.545E-01	 2.598E-01	 9.481E-02	 6.310E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.2000	 9.526E+00	-5.500E+00	 0.000E+00	 3.502E+02	-1.099E-02	-1.057E-02	-1.033E-03	-7.384E-03	 1.208E-02	 1.006E-01	-3.081E-01	-3.291E-01	 6.192E+00	 7.608E-01	 1.812E+03	 3.557E-02	 9.775E-02	 1.789E-02	 2.112E-02	 3.048E-01	 1.505E+00	-3.389E-01	-1.095E-01	 2.311E-01	-3.394E-01	 1.102E+00	-6.446E+00	 5.994E+00	-6.759E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 4.782E-02	 1.069E-01	 1.548E-01	 1.845E-01	 3.900E+01	 2.028E+01	 1.316E+01	 1.018E+01	 1.446E+01	 2.245E+01	 3.158E+01	 4.114E+01	 1.086E+00	 1.017E+00	 1.124E+00	 9.997E-01	 7.667E-01	 2.306E-01	 9.880E-02	 6.149E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
