
Predictions were generated on 11-Jan-2021 at 21:07:22 using AA AeroAcoustics (v1.00.00, 18-Aug-2016)

Number of observers      :    2
Description from AA input file, line2: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

     Time           	Obs1                	Obs2                
         6.7000	  7.980798E+001	  6.399209E+001
         6.8000	  7.981052E+001	  6.181133E+001
         6.9000	  7.977963E+001	  6.151852E+001
         7.0000	  7.974302E+001	  6.168076E+001
         7.1000	  7.972852E+001	  6.204622E+001
         7.2000	  7.971590E+001	  6.246006E+001
         7.3000	  7.969344E+001	  6.287172E+001
         7.4000	  7.966904E+001	  6.327106E+001
         7.5000	  7.966511E+001	  6.363496E+001
         7.6000	  7.969804E+001	  6.392314E+001
         7.7000	  7.972729E+001	  6.406815E+001
         7.8000	  7.971387E+001	  6.403315E+001
         7.9000	  7.968587E+001	  6.386837E+001
         8.0000	  7.969445E+001	  6.368373E+001
         8.1000	  7.976148E+001	  6.354762E+001
         8.2000	  7.984028E+001	  6.339113E+001
         8.3000	  7.985011E+001	  6.310549E+001
         8.4000	  7.978935E+001	  6.276206E+001
         8.5000	  7.973784E+001	  6.268133E+001
         8.6000	  7.976039E+001	  6.331691E+001
         8.7000	  7.984055E+001	  6.411840E+001
         8.8000	  7.987930E+001	  6.195070E+001
         8.9000	  7.980762E+001	  6.156604E+001
         9.0000	  7.968616E+001	  6.150247E+001
         9.1000	  7.963057E+001	  6.183791E+001
         9.2000	  7.968722E+001	  6.247474E+001
         9.3000	  7.978171E+001	  6.310382E+001
         9.4000	  7.978382E+001	  6.348523E+001
         9.5000	  7.967377E+001	  6.364043E+001
         9.6000	  7.957407E+001	  6.375089E+001
         9.7000	  7.959938E+001	  6.392099E+001
         9.8000	  7.973620E+001	  6.408265E+001
         9.9000	  7.984564E+001	  6.407006E+001
        10.0000	  7.981559E+001	  6.380936E+001
        10.1000	  7.970689E+001	  6.343249E+001
        10.2000	  7.966595E+001	  6.312882E+001
        10.3000	  7.975200E+001	  6.296387E+001
        10.4000	  7.988259E+001	  6.288850E+001
        10.5000	  7.991654E+001	  6.294283E+001
        10.6000	  7.982563E+001	  6.343270E+001
        10.7000	  7.972441E+001	  6.382493E+001
        10.8000	  7.971118E+001	  6.170028E+001
        10.9000	  7.977249E+001	  6.148439E+001
        11.0000	  7.981547E+001	  6.162219E+001
        11.1000	  7.977299E+001	  6.201877E+001
        11.2000	  7.969118E+001	  6.253861E+001
        11.3000	  7.964942E+001	  6.302563E+001
        11.4000	  7.966077E+001	  6.340862E+001
        11.5000	  7.969142E+001	  6.369181E+001
        11.6000	  7.970312E+001	  6.388358E+001
        11.7000	  7.969678E+001	  6.399888E+001
        11.8000	  7.970451E+001	  6.403672E+001
        11.9000	  7.972505E+001	  6.395137E+001
        12.0000	  7.974232E+001	  6.373071E+001
        12.1000	  7.975789E+001	  6.344373E+001
        12.2000	  7.977667E+001	  6.318825E+001
        12.3000	  7.980265E+001	  6.300020E+001
        12.4000	  7.982354E+001	  6.286508E+001
        12.5000	  7.981916E+001	  6.289824E+001
        12.6000	  7.980038E+001	  6.346420E+001
        12.7000	  7.978811E+001	  6.314507E+001
        12.8000	  7.978267E+001	  6.166734E+001
        12.9000	  7.977370E+001	  6.151938E+001
        13.0000	  7.975009E+001	  6.169208E+001
        13.1000	  7.972050E+001	  6.207661E+001
        13.2000	  7.970513E+001	  6.256385E+001
        13.3000	  7.969856E+001	  6.303469E+001
        13.4000	  7.968484E+001	  6.342086E+001
        13.5000	  7.966735E+001	  6.370683E+001
        13.6000	  7.966457E+001	  6.390289E+001
        13.7000	  7.969205E+001	  6.402119E+001
        13.8000	  7.973255E+001	  6.404050E+001
        13.9000	  7.974840E+001	  6.392346E+001
        14.0000	  7.973616E+001	  6.368509E+001
        14.1000	  7.973083E+001	  6.341082E+001
        14.2000	  7.976324E+001	  6.318909E+001
        14.3000	  7.982207E+001	  6.302533E+001
        14.4000	  7.985374E+001	  6.288206E+001
        14.5000	  7.982569E+001	  6.291001E+001
        14.6000	  7.977131E+001	  6.349792E+001
        14.7000	  7.974938E+001	  6.276654E+001
        14.8000	  7.977961E+001	  6.166670E+001
        14.9000	  7.981606E+001	  6.167016E+001
        15.0000	  7.979296E+001	  6.182705E+001
        15.1000	  7.971051E+001	  6.206311E+001
        15.2000	  7.964064E+001	  6.245618E+001
        15.3000	  7.964525E+001	  6.298865E+001
        15.4000	  7.970941E+001	  6.350908E+001
        15.5000	  7.975078E+001	  6.385107E+001
        15.6000	  7.971489E+001	  6.396726E+001
        15.7000	  7.964673E+001	  6.394847E+001
        15.8000	  7.963554E+001	  6.390990E+001
        15.9000	  7.971060E+001	  6.387502E+001
        16.0000	  7.980778E+001	  6.377162E+001
        16.1000	  7.983528E+001	  6.352742E+001
        16.2000	  7.978446E+001	  6.318474E+001
        16.3000	  7.973606E+001	  6.288461E+001
        16.4000	  7.975669E+001	  6.275293E+001
        16.5000	  7.982770E+001	  6.295843E+001
        16.6000	  7.986885E+001	  6.371353E+001
        16.7000	  7.983131E+001	  6.266015E+001
        16.8000	  7.975658E+001	  6.163773E+001
        16.9000	  7.971553E+001	  6.158399E+001
        17.0000	  7.972523E+001	  6.177322E+001
        17.1000	  7.974619E+001	  6.211741E+001
        17.2000	  7.973341E+001	  6.257672E+001
        17.3000	  7.969179E+001	  6.306534E+001
        17.4000	  7.966297E+001	  6.349111E+001
        17.5000	  7.966508E+001	  6.379522E+001
        17.6000	  7.968373E+001	  6.396115E+001
        17.7000	  7.970053E+001	  6.400537E+001
        17.8000	  7.971183E+001	  6.396592E+001
        17.9000	  7.972929E+001	  6.387196E+001
        18.0000	  7.975382E+001	  6.370775E+001
        18.1000	  7.977241E+001	  6.345412E+001
        18.2000	  7.978292E+001	  6.315328E+001
        18.3000	  7.979305E+001	  6.289608E+001
        18.4000	  7.980679E+001	  6.278609E+001
        18.5000	  7.981845E+001	  6.300484E+001
        18.6000	  7.981461E+001	  6.376208E+001
        18.7000	  7.979516E+001	  6.244235E+001
        18.8000	  7.977433E+001	  6.159127E+001
        18.9000	  7.975853E+001	  6.156985E+001
        19.0000	  7.974238E+001	  6.179759E+001
        19.1000	  7.972055E+001	  6.217105E+001
        19.2000	  7.969740E+001	  6.263167E+001
        19.3000	  7.968567E+001	  6.310519E+001
        19.4000	  7.968632E+001	  6.351448E+001
        19.5000	  7.968603E+001	  6.380528E+001
        19.6000	  7.967999E+001	  6.396166E+001
        19.7000	  7.968039E+001	  6.400434E+001
        19.8000	  7.970217E+001	  6.396982E+001
        19.9000	  7.974152E+001	  6.387114E+001
        20.0000	  7.977224E+001	  6.368823E+001
