
These predictions were generated by UnsteadyAero on 14-Feb-2023 at 17:43:22.


 

               Time               Alpha                Vrel                  Cn                  Cc                  Cl                  Cd                  Cm          Cn_aq_circ            Cn_aq_nc              Cn_pot                  Dp            Cn_prime              fprime                  Df                Cn_v               Tau_V                LESF                TESF                VRTX                 C_v             Cm_a_nc             Cm_q_nc                Cm_v           alpha_p_f             Dalphaf                 PMC                 T_f                 T_V                  dS             T_alpha                 T_q             k_alpha                 k_q             alpha_e                  X1                  X2             cn_q_nc             alpha_f         fprimeprime              sigma1              sigma3                T_sh                   k              weight          ALPHA_filt
           0.150000        8.95843E+000        4.00180E+001        1.34070E+000        1.94058E-001        1.35457E+000        1.70809E-002       -1.39169E-001        1.28817E+000        2.69008E-002        1.31507E+000        3.82567E-002        1.27681E+000        1.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        0.00000E+000       -7.72070E-003       -6.74819E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.81124E-001        8.57115E-003        8.40678E-003        1.11111E+000        1.08981E+000        2.06171E-001        4.41626E-003        6.59106E-003       -3.98200E-003        1.31050E-001        1.00000E+000        1.00000E+000        1.00000E+000        0.00000E+000        5.63752E-003        1.00000E+000        8.24340E+000
           0.166667        9.09633E+000        4.00155E+001        1.35621E+000        1.98554E-001        1.37054E+000        1.83522E-002       -1.39592E-001        1.29821E+000        3.01678E-002        1.32838E+000        4.24762E-002        1.28591E+000        1.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        0.00000E+000       -8.35039E-003       -5.33072E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.81100E-001        8.57110E-003        8.40675E-003        1.11111E+000        1.08980E+000        2.07779E-001        4.94461E-003        7.03722E-003       -3.23378E-003        1.32505E-001        1.00000E+000        1.00000E+000        1.00000E+000        0.00000E+000        4.79587E-003        1.00000E+000        8.39138E+000
           0.183333        9.21673E+000        4.00127E+001        1.37132E+000        2.02740E-001        1.38609E+000        1.95218E-002       -1.39765E-001        1.30889E+000        3.28668E-002        1.34176E+000        4.59073E-002        1.29585E+000        1.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        0.00000E+000       -8.82326E-003       -3.82738E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.81074E-001        8.57105E-003        8.40672E-003        1.11110E+000        1.08980E+000        2.09489E-001        5.42144E-003        7.34986E-003       -2.42619E-003        1.34098E-001        1.00000E+000        1.00000E+000        1.00000E+000        0.00000E+000        3.90158E-003        1.00000E+000        8.53456E+000
           0.200000        9.31829E+000        4.00097E+001        1.38579E+000        2.06549E-001        1.40095E+000        2.05623E-002       -1.39685E-001        1.32002E+000        3.49458E-002        1.35497E+000        4.84945E-002        1.30647E+000        1.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        0.00000E+000       -9.13289E-003       -2.28211E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.81045E-001        8.57099E-003        8.40669E-003        1.11109E+000        1.08980E+000        2.11270E-001        5.83697E-003        7.52617E-003       -1.58577E-003        1.35797E-001        1.00000E+000        1.00000E+000        1.00000E+000        0.00000E+000        2.96444E-003        1.00000E+000        8.67052E+000
           0.216667        9.39991E+000        4.00066E+001        1.39936E+000        2.09917E-001        1.41485E+000        2.14511E-002       -1.39352E-001        1.33140E+000        3.63743E-002        1.36778E+000        5.02093E-002        1.31757E+000        1.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        0.00000E+000       -9.27709E-003       -7.30622E-005       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.81015E-001        8.57093E-003        8.40666E-003        1.11109E+000        1.08979E+000        2.13092E-001        6.18312E-003        7.56641E-003       -7.34035E-004        1.37573E-001        1.00000E+000        1.00000E+000        1.00000E+000        0.00000E+000        1.99468E-003        1.00000E+000        8.79704E+000
           0.233333        9.46070E+000        4.00033E+001        1.41182E+000        2.12787E-001        1.42759E+000        2.21700E-002       -1.38774E-001        1.34285E+000        3.71397E-002        1.37999E+000        5.10442E-002        1.32894E+000        1.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        0.00000E+000       -9.25705E-003        7.97833E-005       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80984E-001        8.57086E-003        8.40662E-003        1.11108E+000        1.08979E+000        2.14924E-001        6.45336E-003        7.47330E-003        1.11487E-004        1.39394E-001        1.00000E+000        1.00000E+000        1.00000E+000        0.00000E+000        1.00291E-003        1.00000E+000        8.91215E+000
           0.250000        9.50000E+000        4.00000E+001        1.42299E+000        2.15089E-001        1.43897E+000        2.27221E-002       -1.37971E-001        1.35417E+000        3.72435E-002        1.39141E+000        5.10085E-002        1.34040E+000        1.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        0.00000E+000       -9.07679E-003        2.27907E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80952E-001        8.57080E-003        8.40659E-003        1.11107E+000        1.08978E+000        2.16735E-001        6.64268E-003        7.25160E-003        9.36349E-004        1.41228E-001        1.00000E+000        1.00000E+000        1.00000E+000        0.00000E+000        2.71817E-018        1.00000E+000        9.01410E+000
           0.266667        9.51738E+000        3.99967E+001        1.43270E+000        2.16762E-001        1.44882E+000        2.31145E-002       -1.36964E-001        1.36518E+000        3.66993E-002        1.40187E+000        5.01252E-002        1.35175E+000        1.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        0.00000E+000       -8.74268E-003        3.69293E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80921E-001        8.57073E-003        8.40655E-003        1.11106E+000        1.08978E+000        2.18498E-001        6.74749E-003        6.90774E-003        1.72856E-003        1.43045E-001        1.00000E+000        1.00000E+000        1.00000E+000        0.00000E+000        1.00308E-003        1.00000E+000        9.10138E+000
           0.283333        9.51266E+000        3.99935E+001        1.44071E+000        2.17773E-001        1.45689E+000        2.33217E-002       -1.35772E-001        1.37570E+000        3.55301E-002        1.41123E+000        4.84286E-002        1.36280E+000        9.98037E-001       -1.84220E-003        1.07274E-004        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        1.10734E-004       -8.26299E-003        5.02252E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80890E-001        8.57067E-003        8.40651E-003        1.11105E+000        1.08977E+000        2.20183E-001        6.76556E-003        6.44954E-003        2.47809E-003        1.44814E-001        9.99879E-001        1.00000E+000        1.00000E+000        0.00000E+000        1.99533E-003        1.00000E+000        9.17270E+000
           0.300000        9.48590E+000        3.99904E+001        1.44658E+000        2.18103E-001        1.46275E+000        2.32830E-002       -1.34414E-001        1.38558E+000        3.37672E-002        1.41934E+000        4.59622E-002        1.37338E+000        9.91846E-001       -7.43296E-003        6.38777E-004        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        6.66187E-004       -7.64768E-003        6.25365E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80861E-001        8.57061E-003        8.40648E-003        1.11104E+000        1.08977E+000        2.21764E-001        6.69596E-003        5.88599E-003        3.17654E-003        1.46508E-001        9.99279E-001        1.00000E+000        1.00000E+000        1.27093E-003        2.96587E-003        1.00000E+000        9.22701E+000
           0.316667        9.43739E+000        3.99874E+001        1.45006E+000        2.17741E-001        1.46614E+000        2.29722E-002       -1.32912E-001        1.39465E+000        3.14489E-002        1.42610E+000        4.27774E-002        1.38332E+000        9.86115E-001       -1.19249E-002        1.71957E-003        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        1.82238E-003       -6.90802E-003        7.37437E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80833E-001        8.57055E-003        8.40645E-003        1.11104E+000        1.08976E+000        2.23216E-001        6.53902E-003        5.22702E-003        3.81682E-003        1.48099E-001        9.98040E-001        1.00000E+000        1.00000E+000        7.59113E-003        3.90405E-003        1.00000E+000        9.26348E+000
           0.333333        9.36766E+000        3.99847E+001        1.45114E+000        2.16666E-001        1.46705E+000        2.24239E-002       -1.31290E-001        1.40278E+000        2.86189E-002        1.43140E+000        3.89322E-002        1.39247E+000        9.79616E-001       -1.66029E-002        3.27492E-003        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        3.53703E-003       -6.05647E-003        8.37474E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80807E-001        8.57050E-003        8.40642E-003        1.11103E+000        1.08976E+000        2.24518E-001        6.29621E-003        4.48339E-003        4.39303E-003        1.49563E-001        9.96219E-001        1.00000E+000        1.00000E+000        2.06286E-002        4.79956E-003        1.00000E+000        9.28155E+000
           0.350000        9.27750E+000        3.99823E+001        1.44981E+000        2.14869E-001        1.46549E+000        2.16751E-002       -1.29575E-001        1.40985E+000        2.53259E-002        1.43517E+000        3.44903E-002        1.40068E+000        9.73613E-001       -2.02574E-002        5.23073E-003        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        5.76377E-003       -5.10641E-003        9.24659E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80784E-001        8.57045E-003        8.40639E-003        1.11102E+000        1.08976E+000        2.25648E-001        5.97017E-003        3.66649E-003        4.90028E-003        1.50878E-001        9.93871E-001        1.00000E+000        1.00000E+000        3.97996E-002        5.64256E-003        1.00000E+000        9.28084E+000
           0.366667        9.16788E+000        3.99801E+001        1.44620E+000        2.12381E-001        1.46157E+000        2.07525E-002       -1.27794E-001        1.41573E+000        2.16225E-002        1.43735E+000        2.95199E-002        1.40783E+000        9.68445E-001       -2.26931E-002        7.43389E-003        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        8.36997E-003       -4.07198E-003        9.98339E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80763E-001        8.57041E-003        8.40637E-003        1.11102E+000        1.08975E+000        2.26591E-001        5.56454E-003        2.78822E-003        5.33463E-003        1.52023E-001        9.91138E-001        1.00000E+000        1.00000E+000        6.45179E-002        6.42380E-003        1.00000E+000        9.26126E+000
           0.383333        9.04001E+000        3.99783E+001        1.44046E+000        2.09248E-001        1.45545E+000        1.96830E-002       -1.25973E-001        1.42034E+000        1.75646E-002        1.43791E+000        2.40931E-002        1.41382E+000        9.64165E-001       -2.40056E-002        9.73061E-003        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        1.12125E-002       -2.96791E-003        1.05802E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80746E-001        8.57037E-003        8.40635E-003        1.11101E+000        1.08975E+000        2.27329E-001        5.08396E-003        1.86086E-003        5.69299E-003        1.52980E-001        9.88170E-001        1.00000E+000        1.00000E+000        9.32800E-002        7.13467E-003        1.00000E+000        9.22291E+000
           0.400000        8.89529E+000        3.99769E+001        1.43275E+000        2.05522E-001        1.44730E+000        1.84953E-002       -1.24138E-001        1.42361E+000        1.32106E-002        1.43682E+000        1.82853E-002        1.41854E+000        9.60815E-001       -2.42884E-002        1.19837E-002        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        1.41558E-002       -1.80938E-003        1.10334E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80732E-001        8.57034E-003        8.40633E-003        1.11101E+000        1.08975E+000        2.27852E-001        4.53397E-003        8.96943E-004        5.97311E-003        1.53736E-001        9.85103E-001        1.00000E+000        1.00000E+000        1.24522E-001        7.76737E-003        1.00000E+000        9.16612E+000
           0.416667        8.73530E+000        3.99758E+001        1.43724E+000        2.01264E-001        1.45114E+000        1.93440E-002       -1.22333E-001        1.42547E+000        8.62087E-003        1.43409E+000        1.21740E-002        1.42191E+000        9.58430E-001       -2.09443E-002        1.65548E-002        3.80732E-001        1.00000E+000        1.00000E+000        0.00000E+000        1.96348E-002       -6.11826E-004        1.13410E-003       -1.95546E-005        0.00000E+000        0.00000E+000        0.00000E+000        1.50000E+000        6.00000E+000        3.80722E-001        8.57032E-003        8.40632E-003        1.11101E+000        1.08975E+000        2.28149E-001        3.92093E-003       -9.08544E-005        6.17357E-003        1.54277E-001        9.79374E-001        2.00000E+000        1.00000E+000        1.56808E-001        8.31494E-003        1.00000E+000        9.09144E+000
           0.433333        8.56180E+000        3.99750E+001        1.42775E+000        1.96541E-001        1.44109E+000        1.82063E-002       -1.20622E-001        1.42588E+000        3.85696E-003        1.42974E+000        5.83874E-003        1.42390E+000        9.57037E-001       -1.74761E-002        2.00363E-002        7.61454E-001        1.00000E+000        1.00000E+000        1.00000E+000        2.42792E-002        6.09186E-004        1.15025E-003       -9.43859E-005        0.00000E+000        0.00000E+000        0.00000E+000        1.50000E+000        6.00000E+000        3.80715E-001        8.57030E-003        8.40631E-003        1.11101E+000        1.08975E+000        2.28215E-001        3.25193E-003       -1.08985E-003        6.29370E-003        1.54594E-001        9.74514E-001        2.00000E+000        1.00000E+000        2.17111E-001        8.77135E-003        1.00000E+000        8.99963E+000
           0.450000        8.37668E+000        3.99746E+001        1.41641E+000        1.91423E-001        1.42918E+000        1.69613E-002       -1.19041E-001        1.42482E+000       -1.01880E-003        1.42380E+000       -6.40382E-004        1.42444E+000        9.56657E-001       -1.38940E-002        2.24506E-002        1.14217E+000        1.00000E+000        1.00000E+000        1.00000E+000        2.80429E-002        1.83811E-003        1.15185E-003       -2.36782E-004        0.00000E+000        0.00000E+000        0.00000E+000        1.50000E+000        6.00000E+000        3.80711E-001        8.57030E-003        8.40631E-003        1.11100E+000        1.08975E+000        2.28045E-001        2.53470E-003       -2.08747E-003        6.33364E-003        1.54681E-001        9.70551E-001        2.00000E+000        1.00000E+000        2.68279E-001        9.13160E-003        1.00000E+000        8.89165E+000
           0.466667        8.18197E+000        3.99746E+001        1.40340E+000        1.85985E-001        1.41558E+000        1.56360E-002       -1.17607E-001        1.42228E+000       -5.94402E-003        1.41634E+000       -7.18290E-003        1.42352E+000        9.57302E-001       -1.02115E-002        2.38270E-002        1.52288E+000        1.00000E+000        1.00000E+000        1.00000E+000        3.08884E-002        3.05958E-003        1.13912E-003       -4.43668E-004        0.00000E+000        0.00000E+000        0.00000E+000        1.50000E+000        6.00000E+000        3.80710E-001        8.57030E-003        8.40631E-003        1.11100E+000        1.08975E+000        2.27639E-001        1.77752E-003       -3.07135E-003        6.29428E-003        1.54534E-001        9.67513E-001        2.00000E+000        1.00000E+000        3.09992E-001        9.39173E-003        1.00000E+000        8.76864E+000
           0.483333        7.97979E+000        3.99748E+001        1.38894E+000        1.80302E-001        1.40052E+000        1.42617E-002       -1.16296E-001        1.41828E+000       -1.08568E-002        1.40743E+000       -1.37089E-002        1.42113E+000        9.58980E-001       -7.41968E-003        2.33040E-002        1.90359E+000        1.00000E+000        0.00000E+000        1.00000E+000        3.18607E-002        4.25852E-003        1.11242E-003       -6.71999E-004        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80713E-001        8.57030E-003        8.40631E-003        1.11100E+000        1.08975E+000        2.26999E-001        9.89126E-004       -4.02947E-003        6.17726E-003        1.54152E-001        9.66399E-001        1.00000E+000        1.00000E+000        3.41967E-001        9.54889E-003        1.00000E+000        8.63191E+000
           0.500000        7.77237E+000        3.99754E+001        1.37324E+000        1.74451E-001        1.38422E+000        1.28657E-002       -1.15125E-001        1.41285E+000       -1.56965E-002        1.39716E+000       -2.01397E-002        1.41730E+000        9.61692E-001       -3.98939E-003        2.24116E-002        2.28430E+000        1.00000E+000        0.00000E+000        1.00000E+000        3.24185E-002        5.42035E-003        1.07221E-003       -9.20527E-004        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80718E-001        8.57031E-003        8.40632E-003        1.11101E+000        1.08975E+000        2.26130E-001        1.78598E-004       -4.95024E-003        5.98495E-003        1.53538E-001        9.65682E-001        1.00000E+000        1.00000E+000        3.53692E-001        9.60135E-003        1.00000E+000        8.48291E+000
           0.516667        7.56195E+000        3.99762E+001        1.35649E+000        1.68509E-001        1.36687E+000        1.14682E-002       -1.14085E-001        1.40604E+000       -2.04038E-002        1.38564E+000       -2.63988E-002        1.41203E+000        9.65436E-001       -5.55803E-007        2.11063E-002        2.66502E+000        1.00000E+000        0.00000E+000        1.00000E+000        3.24934E-002        6.53106E-003        1.01913E-003       -1.16482E-003        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.80726E-001        8.57033E-003        8.40633E-003        1.11101E+000        1.08975E+000        2.25040E-001       -6.44743E-004       -5.82263E-003        5.72043E-003        1.52695E-001        9.65436E-001        1.00000E+000        1.00000E+000        3.61244E-001        9.54856E-003        1.00000E+000        8.32327E+000
           0.533333        7.35085E+000        3.99773E+001        1.33887E+000        1.62550E-001        1.34866E+000        1.00878E-002       -1.13171E-001        1.39791E+000       -2.49219E-002        1.37299E+000       -3.24120E-002        1.40540E+000        9.70200E-001        4.61496E-003        1.94915E-002        3.04575E+000        0.00000E+000        0.00000E+000        1.00000E+000        3.21661E-002        7.57735E-003        9.53887E-004       -1.38416E-003        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80736E-001        8.57035E-003        8.40634E-003        1.11101E+000        1.08975E+000        2.23738E-001       -1.47143E-003       -6.63627E-003        5.38747E-003        1.51633E-001        9.65585E-001        5.00000E-001        1.00000E+000        3.63827E-001        9.39110E-003        1.00000E+000        8.15471E+000
           0.550000        7.14137E+000        3.99785E+001        1.32058E+000        1.56646E-001        1.32981E+000        8.74055E-003       -1.12375E-001        1.38854E+000       -2.91967E-002        1.35934E+000       -3.81089E-002        1.39745E+000        9.75969E-001        9.91980E-003        1.76656E-002        3.42648E+000        0.00000E+000        0.00000E+000        1.00000E+000        3.15185E-002        8.54679E-003        8.77336E-004       -1.56099E-003        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80748E-001        8.57037E-003        8.40635E-003        1.11101E+000        1.08975E+000        2.22238E-001       -2.29198E-003       -7.38153E-003        4.99048E-003        1.50361E-001        9.66049E-001        5.00000E-001        1.00000E+000        3.62261E-001        9.13071E-003        1.00000E+000        7.97905E+000
           0.566667        6.93581E+000        3.99800E+001        1.30181E+000        1.50867E-001        1.31051E+000        7.44024E-003       -1.11684E-001        1.37802E+000       -3.31772E-002        1.34484E+000       -4.34231E-002        1.38827E+000        9.82719E-001        1.58493E-002        1.56134E-002        3.80723E+000        0.00000E+000        0.00000E+000        1.00000E+000        3.05214E-002        9.42792E-003        7.90431E-004       -1.67114E-003        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80762E-001        8.57040E-003        8.40637E-003        1.11102E+000        1.08975E+000        2.20555E-001       -3.09697E-003       -8.04965E-003        4.53447E-003        1.48891E-001        9.66870E-001        5.00000E-001        1.00000E+000        3.57378E-001        8.77027E-003        1.00000E+000        7.79820E+000
