      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3   ANCHTEN1   ANCHTEN2   ANCHTEN3
    2.3625 0.979740E+06 0.145177E+07 0.978631E+06 0.781484E+06 0.125459E+07 0.779739E+06
    2.3750 0.979920E+06 0.145155E+07 0.978866E+06 0.781696E+06 0.125425E+07 0.780155E+06
    2.3875 0.980106E+06 0.145130E+07 0.979104E+06 0.781921E+06 0.125388E+07 0.780586E+06
    2.4000 0.980300E+06 0.145105E+07 0.979347E+06 0.782157E+06 0.125349E+07 0.781029E+06
    2.4125 0.980500E+06 0.145077E+07 0.979595E+06 0.782403E+06 0.125307E+07 0.781483E+06
    2.4250 0.980707E+06 0.145048E+07 0.979850E+06 0.782661E+06 0.125263E+07 0.781946E+06
    2.4375 0.980919E+06 0.145017E+07 0.980112E+06 0.782929E+06 0.125217E+07 0.782416E+06
    2.4500 0.981138E+06 0.144984E+07 0.980382E+06 0.783208E+06 0.125168E+07 0.782892E+06
    2.4625 0.981362E+06 0.144949E+07 0.980662E+06 0.783496E+06 0.125118E+07 0.783373E+06
    2.4750 0.981590E+06 0.144913E+07 0.980954E+06 0.783795E+06 0.125066E+07 0.783857E+06
    2.4875 0.981823E+06 0.144874E+07 0.981257E+06 0.784104E+06 0.125012E+07 0.784344E+06
    2.5000 0.982060E+06 0.144833E+07 0.981572E+06 0.784423E+06 0.124956E+07 0.784832E+06
    2.5125 0.982300E+06 0.144790E+07 0.981901E+06 0.784751E+06 0.124898E+07 0.785321E+06
    2.5250 0.982543E+06 0.144746E+07 0.982242E+06 0.785089E+06 0.124839E+07 0.785810E+06
    2.5375 0.982787E+06 0.144699E+07 0.982595E+06 0.785435E+06 0.124779E+07 0.786298E+06
    2.5500 0.983033E+06 0.144651E+07 0.982959E+06 0.785789E+06 0.124716E+07 0.786785E+06
    2.5625 0.983279E+06 0.144601E+07 0.983334E+06 0.786151E+06 0.124653E+07 0.787270E+06
    2.5750 0.983526E+06 0.144550E+07 0.983718E+06 0.786519E+06 0.124588E+07 0.787751E+06
    2.5875 0.983772E+06 0.144497E+07 0.984109E+06 0.786893E+06 0.124522E+07 0.788229E+06
    2.6000 0.984017E+06 0.144444E+07 0.984505E+06 0.787272E+06 0.124455E+07 0.788703E+06
    2.6125 0.984261E+06 0.144390E+07 0.984906E+06 0.787654E+06 0.124387E+07 0.789172E+06
    2.6250 0.984504E+06 0.144335E+07 0.985309E+06 0.788040E+06 0.124319E+07 0.789635E+06
    2.6375 0.984745E+06 0.144279E+07 0.985714E+06 0.788427E+06 0.124250E+07 0.790092E+06
    2.6500 0.984984E+06 0.144223E+07 0.986118E+06 0.788814E+06 0.124180E+07 0.790543E+06
    2.6625 0.985221E+06 0.144166E+07 0.986521E+06 0.789202E+06 0.124110E+07 0.790986E+06
    2.6750 0.985457E+06 0.144109E+07 0.986922E+06 0.789588E+06 0.124040E+07 0.791422E+06
    2.6875 0.985691E+06 0.144052E+07 0.987320E+06 0.789972E+06 0.123970E+07 0.791852E+06
    2.7000 0.985924E+06 0.143994E+07 0.987713E+06 0.790353E+06 0.123899E+07 0.792274E+06
    2.7125 0.986156E+06 0.143936E+07 0.988102E+06 0.790730E+06 0.123829E+07 0.792689E+06
    2.7250 0.986387E+06 0.143878E+07 0.988485E+06 0.791102E+06 0.123758E+07 0.793098E+06
    2.7375 0.986618E+06 0.143820E+07 0.988860E+06 0.791469E+06 0.123688E+07 0.793501E+06
    2.7500 0.986848E+06 0.143762E+07 0.989228E+06 0.791829E+06 0.123617E+07 0.793898E+06
    2.7625 0.987079E+06 0.143704E+07 0.989587E+06 0.792183E+06 0.123547E+07 0.794290E+06
    2.7750 0.987309E+06 0.143645E+07 0.989936E+06 0.792530E+06 0.123477E+07 0.794678E+06
    2.7875 0.987538E+06 0.143587E+07 0.990273E+06 0.792868E+06 0.123407E+07 0.795061E+06
    2.8000 0.987765E+06 0.143530E+07 0.990598E+06 0.793197E+06 0.123337E+07 0.795440E+06
    2.8125 0.987991E+06 0.143472E+07 0.990908E+06 0.793516E+06 0.123267E+07 0.795815E+06
    2.8250 0.988214E+06 0.143416E+07 0.991204E+06 0.793826E+06 0.123198E+07 0.796185E+06
    2.8375 0.988434E+06 0.143361E+07 0.991482E+06 0.794124E+06 0.123129E+07 0.796550E+06
    2.8500 0.988650E+06 0.143306E+07 0.991744E+06 0.794411E+06 0.123061E+07 0.796909E+06
    2.8625 0.988860E+06 0.143253E+07 0.991986E+06 0.794686E+06 0.122993E+07 0.797262E+06
    2.8750 0.989064E+06 0.143201E+07 0.992209E+06 0.794948E+06 0.122926E+07 0.797608E+06
    2.8875 0.989261E+06 0.143151E+07 0.992413E+06 0.795197E+06 0.122860E+07 0.797945E+06
    2.9000 0.989451E+06 0.143102E+07 0.992596E+06 0.795434E+06 0.122795E+07 0.798273E+06
    2.9125 0.989633E+06 0.143055E+07 0.992760E+06 0.795656E+06 0.122731E+07 0.798590E+06
    2.9250 0.989806E+06 0.143010E+07 0.992903E+06 0.795866E+06 0.122669E+07 0.798896E+06
    2.9375 0.989971E+06 0.142966E+07 0.993026E+06 0.796061E+06 0.122608E+07 0.799189E+06
    2.9500 0.990127E+06 0.142924E+07 0.993130E+06 0.796243E+06 0.122548E+07 0.799468E+06
    2.9625 0.990274E+06 0.142884E+07 0.993216E+06 0.796412E+06 0.122490E+07 0.799732E+06
    2.9750 0.990412E+06 0.142845E+07 0.993284E+06 0.796567E+06 0.122434E+07 0.799980E+06
    2.9875 0.990540E+06 0.142808E+07 0.993335E+06 0.796710E+06 0.122380E+07 0.800212E+06
    3.0000 0.990658E+06 0.142773E+07 0.993370E+06 0.796839E+06 0.122327E+07 0.800425E+06
    3.0125 0.990764E+06 0.142739E+07 0.993390E+06 0.796957E+06 0.122276E+07 0.800621E+06
    3.0250 0.990861E+06 0.142706E+07 0.993396E+06 0.797063E+06 0.122227E+07 0.800797E+06
    3.0375 0.990944E+06 0.142676E+07 0.993389E+06 0.797157E+06 0.122180E+07 0.800953E+06
    3.0500 0.991015E+06 0.142646E+07 0.993369E+06 0.797239E+06 0.122135E+07 0.801088E+06
    3.0625 0.991072E+06 0.142619E+07 0.993336E+06 0.797310E+06 0.122092E+07 0.801202E+06
    3.0750 0.991113E+06 0.142593E+07 0.993291E+06 0.797370E+06 0.122051E+07 0.801293E+06
    3.0875 0.991139E+06 0.142569E+07 0.993233E+06 0.797419E+06 0.122013E+07 0.801361E+06
    3.1000 0.991147E+06 0.142548E+07 0.993163E+06 0.797456E+06 0.121977E+07 0.801405E+06
    3.1125 0.991138E+06 0.142528E+07 0.993081E+06 0.797481E+06 0.121943E+07 0.801424E+06
    3.1250 0.991110E+06 0.142511E+07 0.992985E+06 0.797495E+06 0.121912E+07 0.801418E+06
    3.1375 0.991064E+06 0.142496E+07 0.992876E+06 0.797496E+06 0.121884E+07 0.801386E+06
    3.1500 0.990999E+06 0.142484E+07 0.992754E+06 0.797485E+06 0.121858E+07 0.801328E+06
    3.1625 0.990916E+06 0.142473E+07 0.992618E+06 0.797461E+06 0.121835E+07 0.801242E+06
    3.1750 0.990814E+06 0.142466E+07 0.992468E+06 0.797424E+06 0.121816E+07 0.801130E+06
    3.1875 0.990695E+06 0.142460E+07 0.992304E+06 0.797374E+06 0.121799E+07 0.800990E+06
