
Predictions were generated on 19-Sep-2022 at 15:48:34 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-281-g936f18e7
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #08: AOC 15/50 with many DOFs with fixed yaw error and steady wind. Many parameters are pure fiction.

Time	Wind1VelX	Wind1VelY	Wind1VelZ	LSSGagPxa	TipDxb1	TipDxb2	TipDyb1	TipDyb2	RollDefl1	RollDefl2	PtchDefl1	PtchDefl2	Spn1ALxb1	Spn1ALyb1	HSShftV	TTDspRoll	TTDspPtch	YawBrRVxp	YawBrRVyp	YawBrRAxp	YawBrRAyp	RootFxb1	RootFyb1	Spn2MLxb1	Spn2MLyb1	LSShftFya	LSShftFza	YawBrFxn	YawBrFyn	RtSpeed	RtSkew	B1N1Theta	B1N2Theta	B1N3Theta	B1N4Theta	B1N1AxInd	B1N2AxInd	B1N3AxInd	B1N4AxInd	B1N1Alpha	B1N2Alpha	B1N3Alpha	B1N4Alpha	B1N1Vrel	B1N2Vrel	B1N3Vrel	B1N4Vrel	B1N1Cl	B1N2Cl	B1N3Cl	B1N4Cl	B1N1Cd	B1N2Cd	B1N3Cd	B1N4Cd	B1N1Cm	B1N2Cm	B1N3Cm	B1N4Cm
   10.4500	 9.526E+00	-5.500E+00	 0.000E+00	 6.158E+01	-9.281E-03	-9.080E-03	-7.054E-03	-1.949E-03	 9.684E-02	 2.407E-02	-2.698E-01	-3.050E-01	 6.339E+00	 6.911E-01	 1.812E+03	 3.187E-02	 9.337E-02	 3.349E-02	 7.627E-02	 1.886E-01	-3.072E-01	-4.122E-01	-1.583E+00	 9.744E-01	-2.533E-01	-5.778E+00	-3.091E+00	 5.688E+00	 6.249E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.927E-02	 1.574E-01	 2.394E-01	 2.709E-01	 3.324E+01	 1.652E+01	 1.007E+01	 7.838E+00	 1.519E+01	 2.351E+01	 3.274E+01	 4.238E+01	 8.066E-01	 9.103E-01	 1.043E+00	 9.649E-01	 4.196E-01	 1.433E-01	 4.079E-02	 2.663E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.5000	 9.526E+00	-5.500E+00	 0.000E+00	 8.082E+01	-9.844E-03	-6.703E-03	-7.807E-03	-2.083E-04	 1.069E-01	-4.070E-04	-3.025E-01	-2.592E-01	 6.205E+00	 7.323E-01	 1.812E+03	 3.377E-02	 9.704E-02	 3.846E-02	 6.376E-02	-2.140E-01	-9.918E-01	-3.745E-01	-1.762E+00	 1.065E+00	-2.951E-01	-6.540E+00	-1.039E+00	 5.944E+00	 1.134E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 8.137E-02	 2.834E-01	 2.783E-01	 3.007E-01	 3.053E+01	 1.241E+01	 8.844E+00	 7.051E+00	 1.581E+01	 2.415E+01	 3.354E+01	 4.321E+01	 7.873E-01	 8.619E-01	 1.048E+00	 9.616E-01	 3.664E-01	 7.539E-02	 2.038E-02	 1.546E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.5500	 9.526E+00	-5.500E+00	 0.000E+00	 1.001E+02	-9.702E-03	-3.364E-03	-7.711E-03	 1.090E-03	 1.053E-01	-1.861E-02	-3.092E-01	-1.927E-01	 6.130E+00	 7.047E-01	 1.812E+03	 3.549E-02	 9.920E-02	 3.151E-02	 3.190E-02	-2.308E-01	-4.778E-01	-3.464E-01	-1.750E+00	 1.041E+00	-2.984E-01	-6.477E+00	 1.148E+00	 6.114E+00	-4.067E-02	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 9.463E-02	 3.767E-01	 3.034E-01	 3.286E-01	 2.801E+01	 9.448E+00	 7.923E+00	 6.323E+00	 1.651E+01	 2.486E+01	 3.439E+01	 4.407E+01	 7.780E-01	 9.302E-01	 1.068E+00	 9.559E-01	 3.226E-01	 2.612E-02	 5.717E-03	 6.130E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.6000	 9.526E+00	-5.500E+00	 0.000E+00	 1.193E+02	-8.678E-03	-1.265E-03	-7.206E-03	 2.199E-03	 9.810E-02	-3.420E-02	-2.920E-01	-1.521E-01	 6.145E+00	 7.010E-01	 1.812E+03	 3.658E-02	 9.985E-02	 1.233E-02	-4.985E-03	-3.329E-01	-6.247E-01	-3.036E-01	-1.609E+00	 9.663E-01	-2.703E-01	-5.728E+00	 3.212E+00	 6.200E+00	-8.312E-02	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.080E-01	 3.904E-01	 3.126E-01	 3.417E-01	 2.590E+01	 8.595E+00	 7.385E+00	 5.873E+00	 1.720E+01	 2.564E+01	 3.519E+01	 4.487E+01	 7.813E-01	 1.168E+00	 1.059E+00	 9.461E-01	 2.900E-01	-8.408E-03	 4.740E-03	 2.936E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.6500	 9.526E+00	-5.500E+00	 0.000E+00	 1.385E+02	-8.200E-03	-1.002E-03	-5.926E-03	 2.762E-03	 8.008E-02	-4.218E-02	-2.837E-01	-1.495E-01	 6.202E+00	 6.792E-01	 1.812E+03	 3.668E-02	 9.852E-02	-7.748E-03	-4.314E-02	-2.605E-01	-1.166E-01	-2.804E-01	-1.303E+00	 7.912E-01	-2.628E-01	-4.292E+00	 4.895E+00	 6.108E+00	-1.102E-01	 6.414E+01	 1.497E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.196E-01	 3.979E-01	 3.194E-01	 3.421E-01	 2.436E+01	 8.064E+00	 7.021E+00	 5.684E+00	 1.780E+01	 2.630E+01	 3.585E+01	 4.552E+01	 7.944E-01	 1.296E+00	 1.036E+00	 9.238E-01	 2.677E-01	-1.487E-02	 4.140E-03	 4.382E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.7000	 9.526E+00	-5.500E+00	 0.000E+00	 1.578E+02	-8.981E-03	-2.364E-03	-4.162E-03	 2.845E-03	 5.523E-02	-4.349E-02	-3.012E-01	-1.812E-01	 6.290E+00	 6.986E-01	 1.812E+03	 3.598E-02	 9.609E-02	-2.118E-02	-6.366E-02	-2.429E-01	-6.445E-01	-2.962E-01	-8.909E-01	 5.700E-01	-2.929E-01	-2.397E+00	 6.054E+00	 5.934E+00	-1.119E-01	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.257E-01	 3.966E-01	 3.155E-01	 3.284E-01	 2.352E+01	 7.901E+00	 6.952E+00	 5.757E+00	 1.824E+01	 2.676E+01	 3.631E+01	 4.598E+01	 8.177E-01	 1.281E+00	 1.036E+00	 9.231E-01	 2.578E-01	-5.921E-03	 4.874E-03	 6.937E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.7500	 9.526E+00	-5.500E+00	 0.000E+00	 1.770E+02	-9.297E-03	-4.153E-03	-2.397E-03	 2.398E-03	 3.034E-02	-3.703E-02	-3.101E-01	-2.093E-01	 6.367E+00	 7.210E-01	 1.812E+03	 3.472E-02	 9.269E-02	-2.842E-02	-6.900E-02	-1.265E-01	-2.168E-01	-2.849E-01	-4.429E-01	 3.516E-01	-3.028E-01	-2.652E-01	 6.531E+00	 5.677E+00	-9.572E-02	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.251E-01	 3.839E-01	 3.015E-01	 3.094E-01	 2.342E+01	 8.158E+00	 7.162E+00	 5.971E+00	 1.846E+01	 2.699E+01	 3.653E+01	 4.619E+01	 8.524E-01	 1.292E+00	 1.055E+00	 9.387E-01	 2.628E-01	 7.907E-03	 9.798E-03	 8.577E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.8000	 9.526E+00	-5.500E+00	 0.000E+00	 1.963E+02	-7.248E-03	-6.189E-03	-5.741E-04	 1.590E-03	 4.760E-03	-2.531E-02	-2.689E-01	-2.347E-01	 6.443E+00	 7.233E-01	 1.812E+03	 3.330E-02	 8.935E-02	-2.720E-02	-5.788E-02	-7.204E-02	 1.621E-01	-2.127E-01	 2.244E-02	 1.033E-01	-2.259E-01	 1.901E+00	 6.321E+00	 5.485E+00	-7.278E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.180E-01	 3.620E-01	 2.792E-01	 2.871E-01	 2.403E+01	 8.802E+00	 7.645E+00	 6.335E+00	 1.843E+01	 2.697E+01	 3.649E+01	 4.614E+01	 8.851E-01	 1.342E+00	 1.089E+00	 9.695E-01	 2.787E-01	 2.425E-02	 1.563E-02	 1.020E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.8500	 9.526E+00	-5.500E+00	 0.000E+00	 2.155E+02	-3.989E-03	-9.618E-03	 7.600E-04	 3.365E-04	-1.394E-02	-7.294E-03	-2.035E-01	-2.860E-01	 6.439E+00	 7.454E-01	 1.812E+03	 3.187E-02	 8.648E-02	-2.546E-02	-4.576E-02	 3.162E-01	 1.093E+00	-1.125E-01	 4.151E-01	-8.225E-02	-1.083E-01	 3.807E+00	 5.344E+00	 5.337E+00	-2.284E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.062E-01	 3.365E-01	 2.525E-01	 2.592E-01	 2.532E+01	 9.730E+00	 8.370E+00	 6.915E+00	 1.818E+01	 2.670E+01	 3.620E+01	 4.585E+01	 9.122E-01	 1.405E+00	 1.123E+00	 1.015E+00	 3.049E-01	 4.100E-02	 2.124E-02	 1.613E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.9000	 9.526E+00	-5.500E+00	 0.000E+00	 2.348E+02	-1.881E-03	-1.330E-02	 1.962E-03	-1.283E-03	-3.086E-02	 1.568E-02	-1.634E-01	-3.494E-01	 6.444E+00	 7.454E-01	 1.812E+03	 3.080E-02	 8.515E-02	-1.998E-02	-1.375E-02	 1.231E-01	 6.056E-01	-3.358E-02	 7.360E-01	-2.522E-01	-3.985E-02	 5.329E+00	 3.794E+00	 5.323E+00	 1.506E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 9.237E-02	 3.135E-01	 2.325E-01	 2.310E-01	 2.716E+01	 1.080E+01	 9.138E+00	 7.635E+00	 1.772E+01	 2.619E+01	 3.567E+01	 4.532E+01	 9.479E-01	 1.477E+00	 1.187E+00	 1.050E+00	 3.404E-01	 5.379E-02	 3.325E-02	 2.285E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   10.9500	 9.526E+00	-5.500E+00	 0.000E+00	 2.540E+02	-1.795E-03	-1.399E-02	 2.680E-03	-3.036E-03	-4.102E-02	 4.051E-02	-1.641E-01	-3.556E-01	 6.461E+00	 7.626E-01	 1.812E+03	 3.006E-02	 8.532E-02	-9.142E-03	 1.899E-02	 2.578E-01	 7.049E-01	 2.083E-03	 9.217E-01	-3.435E-01	-4.601E-02	 6.234E+00	 1.830E+00	 5.331E+00	 6.152E-02	 6.414E+01	 1.502E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 8.008E-02	 2.902E-01	 2.074E-01	 2.039E-01	 2.937E+01	 1.205E+01	 1.010E+01	 8.420E+00	 1.711E+01	 2.551E+01	 3.496E+01	 4.461E+01	 1.049E+00	 1.585E+00	 1.241E+00	 1.029E+00	 3.941E-01	 7.061E-02	 4.605E-02	 2.955E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.0000	 9.526E+00	-5.500E+00	 0.000E+00	 2.732E+02	-3.217E-03	-1.188E-02	 2.946E-03	-5.032E-03	-4.478E-02	 6.857E-02	-1.931E-01	-3.140E-01	 6.491E+00	 7.391E-01	 1.812E+03	 3.001E-02	 8.728E-02	 7.360E-03	 5.286E-02	 3.071E-01	 1.764E-01	 5.385E-03	 9.656E-01	-3.742E-01	-1.095E-01	 6.480E+00	-3.751E-01	 5.398E+00	 8.130E-02	 6.414E+01	 1.502E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.902E-02	 1.435E-01	 1.808E-01	 1.856E-01	 3.184E+01	 1.662E+01	 1.115E+01	 9.116E+00	 1.643E+01	 2.485E+01	 3.413E+01	 4.377E+01	 1.144E+00	 1.839E+00	 1.264E+00	 1.070E+00	 4.821E-01	 1.804E-01	 5.335E-02	 4.883E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.0500	 9.526E+00	-5.500E+00	 0.000E+00	 2.925E+02	-4.853E-03	-9.734E-03	 2.634E-03	-6.485E-03	-4.037E-02	 8.887E-02	-2.236E-01	-2.773E-01	 6.487E+00	 7.188E-01	 1.812E+03	 3.079E-02	 9.031E-02	 2.338E-02	 7.015E-02	 2.211E-01	 1.223E-01	-2.236E-02	 8.688E-01	-3.204E-01	-1.713E-01	 6.019E+00	-2.511E+00	 5.511E+00	 7.913E-02	 6.414E+01	 1.502E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.000E-02	 1.203E-01	 1.633E-01	 1.756E-01	 3.434E+01	 1.819E+01	 1.205E+01	 9.665E+00	 1.576E+01	 2.405E+01	 3.328E+01	 4.290E+01	 1.209E+00	 1.922E+00	 1.279E+00	 1.037E+00	 5.967E-01	 2.194E-01	 8.268E-02	 5.192E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.1000	 9.526E+00	-5.500E+00	 0.000E+00	 3.117E+02	-6.161E-03	-9.706E-03	 1.887E-03	-7.538E-03	-2.971E-02	 1.032E-01	-2.428E-01	-2.957E-01	 6.360E+00	 6.962E-01	 1.812E+03	 3.224E-02	 9.376E-02	 3.523E-02	 7.084E-02	 2.066E-01	 1.574E-01	-6.930E-02	 6.579E-01	-2.107E-01	-2.197E-01	 4.896E+00	-4.409E+00	 5.704E+00	 4.312E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 5.341E-02	 1.109E-01	 1.538E-01	 1.729E-01	 3.657E+01	 1.930E+01	 1.272E+01	 1.003E+01	 1.517E+01	 2.333E+01	 3.251E+01	 4.210E+01	 1.231E+00	 1.763E+00	 1.177E+00	 1.043E+00	 7.170E-01	 3.104E-01	 8.996E-02	 6.340E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.1500	 9.526E+00	-5.500E+00	 0.000E+00	 3.310E+02	-8.168E-03	-9.946E-03	 6.756E-04	-7.847E-03	-1.218E-02	 1.074E-01	-2.626E-01	-3.050E-01	 6.218E+00	 6.978E-01	 1.812E+03	 3.398E-02	 9.671E-02	 3.294E-02	 4.161E-02	 3.551E-02	-2.993E-01	-2.169E-01	 3.272E-01	-2.902E-02	-2.586E-01	 3.207E+00	-5.766E+00	 5.928E+00	 5.440E-03	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 4.924E-02	 1.066E-01	 1.513E-01	 1.758E-01	 3.822E+01	 2.002E+01	 1.309E+01	 1.022E+01	 1.473E+01	 2.278E+01	 3.192E+01	 4.149E+01	 1.137E+00	 1.202E+00	 1.138E+00	 1.014E+00	 7.533E-01	 2.170E-01	 8.753E-02	 6.128E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.2000	 9.526E+00	-5.500E+00	 0.000E+00	 3.502E+02	-1.105E-02	-9.250E-03	-1.000E-03	-7.477E-03	 1.176E-02	 1.020E-01	-3.036E-01	-3.005E-01	 6.150E+00	 7.332E-01	 1.812E+03	 3.553E-02	 9.848E-02	 2.311E-02	 1.959E-02	-4.424E-01	-8.719E-01	-3.592E-01	-1.095E-01	 2.180E-01	-3.352E-01	 1.117E+00	-6.475E+00	 6.118E+00	-5.439E-02	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 4.784E-02	 1.071E-01	 1.556E-01	 1.854E-01	 3.899E+01	 2.025E+01	 1.311E+01	 1.014E+01	 1.446E+01	 2.245E+01	 3.158E+01	 4.114E+01	 1.032E+00	 1.048E+00	 1.134E+00	 1.002E+00	 7.285E-01	 2.009E-01	 9.478E-02	 6.100E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
