
Predictions were generated on 11-May-2018 at 12:52:06 using OpenFAST, compiled as a 64-bit application using double precision at commit v1.0.0-50-g50332ea2-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #10: UAE Phase VI (upwind) with no DOFs in a ramped wind.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	RootFxc1  	RootFyc1  	RootFzc1  	RootFxc2  	RootFyc2  	RootFzc2  	RootMOoP1 	RootMIP1  	RootMzc1  	RotTorq   	RotThrust 	RotPwr    	LSSGagMya 	LSSGagMza 	YawBrMxp  	YawBrMyp  	RtAeroCp  	RtAeroCq  	RtAeroCt  	GenPwr    
    6.9000	 6.900E+00	 0.000E+00	 0.000E+00	 6.321E-01	-7.325E-01	 7.527E+00	 6.321E-01	 4.627E-01	 7.388E+00	 1.865E+00	 1.363E+00	-1.725E-02	 7.953E-01	 1.264E+00	 5.988E+00	 1.978E-01	 1.694E+00	 7.953E-01	-7.088E+00	 3.682E-01	 6.710E-02	 5.364E-01	 3.407E+00
    7.0000	 7.000E+00	 0.000E+00	 0.000E+00	 6.446E-01	-5.283E-01	 7.917E+00	 6.446E-01	 2.483E-01	 6.998E+00	 1.901E+00	 1.017E+00	-1.698E-02	 8.254E-01	 1.289E+00	 6.215E+00	 1.302E+00	 1.101E+00	 8.254E-01	-7.071E+00	 3.660E-01	 6.767E-02	 5.315E-01	 3.407E+00
    7.1000	 7.100E+00	 0.000E+00	 0.000E+00	 6.562E-01	-1.141E-01	 8.058E+00	 6.562E-01	-1.758E-01	 6.857E+00	 1.935E+00	 3.120E-01	-1.670E-02	 8.548E-01	 1.312E+00	 6.436E+00	 1.703E+00	-8.746E-02	 8.548E-01	-7.055E+00	 3.633E-01	 6.812E-02	 5.259E-01	 3.407E+00
    7.2000	 7.200E+00	 0.000E+00	 0.000E+00	 6.671E-01	 2.835E-01	 7.875E+00	 6.671E-01	-5.832E-01	 7.040E+00	 1.967E+00	-3.649E-01	-1.642E-02	 8.838E-01	 1.334E+00	 6.654E+00	 1.183E+00	-1.228E+00	 8.838E-01	-7.040E+00	 3.602E-01	 6.848E-02	 5.200E-01	 3.407E+00
    7.3000	 7.300E+00	 0.000E+00	 0.000E+00	 6.776E-01	 4.469E-01	 7.466E+00	 6.776E-01	-7.563E-01	 7.449E+00	 1.998E+00	-6.406E-01	-1.613E-02	 9.126E-01	 1.355E+00	 6.871E+00	 2.321E-02	-1.705E+00	 9.126E-01	-7.025E+00	 3.568E-01	 6.879E-02	 5.138E-01	 3.407E+00
    7.4000	 7.400E+00	 0.000E+00	 0.000E+00	 6.878E-01	 2.850E-01	 7.052E+00	 6.878E-01	-6.042E-01	 7.863E+00	 2.028E+00	-3.594E-01	-1.583E-02	 9.414E-01	 1.376E+00	 7.088E+00	-1.149E+00	-1.260E+00	 9.414E-01	-7.011E+00	 3.534E-01	 6.906E-02	 5.075E-01	 3.407E+00
    7.5000	 7.500E+00	 0.000E+00	 0.000E+00	 6.976E-01	-1.173E-01	 6.858E+00	 6.976E-01	-2.118E-01	 8.057E+00	 2.057E+00	 3.333E-01	-1.551E-02	 9.705E-01	 1.395E+00	 7.307E+00	-1.700E+00	-1.338E-01	 9.705E-01	-6.998E+00	 3.499E-01	 6.931E-02	 5.011E-01	 3.407E+00
    7.6000	 7.600E+00	 0.000E+00	 0.000E+00	 7.070E-01	-5.452E-01	 6.988E+00	 7.070E-01	 2.062E-01	 7.928E+00	 2.085E+00	 1.070E+00	-1.520E-02	 9.995E-01	 1.414E+00	 7.525E+00	-1.332E+00	 1.065E+00	 9.995E-01	-6.985E+00	 3.463E-01	 6.951E-02	 4.946E-01	 3.407E+00
    7.7000	 7.700E+00	 0.000E+00	 0.000E+00	 7.159E-01	-7.698E-01	 7.372E+00	 7.159E-01	 4.211E-01	 7.544E+00	 2.112E+00	 1.458E+00	-1.489E-02	 1.028E+00	 1.432E+00	 7.741E+00	-2.438E-01	 1.688E+00	 1.028E+00	-6.972E+00	 3.425E-01	 6.966E-02	 4.879E-01	 3.407E+00
    7.8000	 7.800E+00	 0.000E+00	 0.000E+00	 7.242E-01	-6.724E-01	 7.802E+00	 7.242E-01	 3.142E-01	 7.113E+00	 2.137E+00	 1.295E+00	-1.461E-02	 1.056E+00	 1.448E+00	 7.951E+00	 9.761E-01	 1.398E+00	 1.056E+00	-6.961E+00	 3.385E-01	 6.973E-02	 4.810E-01	 3.407E+00
    7.9000	 7.900E+00	 0.000E+00	 0.000E+00	 7.323E-01	-3.081E-01	 8.046E+00	 7.323E-01	-5.919E-02	 6.869E+00	 2.162E+00	 6.755E-01	-1.438E-02	 1.083E+00	 1.465E+00	 8.157E+00	 1.668E+00	 3.528E-01	 1.083E+00	-6.950E+00	 3.342E-01	 6.974E-02	 4.741E-01	 3.407E+00
    8.0000	 8.000E+00	 0.000E+00	 0.000E+00	 7.404E-01	 1.234E-01	 7.972E+00	 7.404E-01	-4.999E-01	 6.943E+00	 2.186E+00	-5.963E-02	-1.421E-02	 1.111E+00	 1.481E+00	 8.363E+00	 1.459E+00	-8.833E-01	 1.111E+00	-6.938E+00	 3.300E-01	 6.971E-02	 4.675E-01	 3.407E+00
    8.1000	 8.100E+00	 0.000E+00	 0.000E+00	 7.488E-01	 3.864E-01	 7.620E+00	 7.488E-01	-7.722E-01	 7.295E+00	 2.210E+00	-5.062E-01	-1.410E-02	 1.138E+00	 1.498E+00	 8.569E+00	 4.603E-01	-1.642E+00	 1.138E+00	-6.927E+00	 3.257E-01	 6.968E-02	 4.611E-01	 3.407E+00
    8.2000	 8.200E+00	 0.000E+00	 0.000E+00	 7.572E-01	 3.362E-01	 7.180E+00	 7.572E-01	-7.313E-01	 7.735E+00	 2.233E+00	-4.166E-01	-1.403E-02	 1.165E+00	 1.514E+00	 8.774E+00	-7.868E-01	-1.513E+00	 1.165E+00	-6.915E+00	 3.215E-01	 6.962E-02	 4.550E-01	 3.407E+00
    8.3000	 8.300E+00	 0.000E+00	 0.000E+00	 7.653E-01	-2.437E-03	 6.890E+00	 7.653E-01	-4.017E-01	 8.025E+00	 2.256E+00	 1.669E-01	-1.401E-02	 1.192E+00	 1.531E+00	 8.976E+00	-1.609E+00	-5.658E-01	 1.192E+00	-6.904E+00	 3.171E-01	 6.951E-02	 4.489E-01	 3.407E+00
    8.4000	 8.400E+00	 0.000E+00	 0.000E+00	 7.731E-01	-4.488E-01	 6.907E+00	 7.730E-01	 3.598E-02	 8.008E+00	 2.278E+00	 9.349E-01	-1.403E-02	 1.218E+00	 1.546E+00	 9.171E+00	-1.561E+00	 6.870E-01	 1.218E+00	-6.893E+00	 3.126E-01	 6.934E-02	 4.427E-01	 3.407E+00
    8.5000	 8.500E+00	 0.000E+00	 0.000E+00	 7.801E-01	-7.639E-01	 7.222E+00	 7.801E-01	 3.429E-01	 7.694E+00	 2.297E+00	 1.478E+00	-1.410E-02	 1.243E+00	 1.560E+00	 9.357E+00	-6.690E-01	 1.568E+00	 1.243E+00	-6.884E+00	 3.078E-01	 6.909E-02	 4.362E-01	 3.407E+00
    8.6000	 8.600E+00	 0.000E+00	 0.000E+00	 7.864E-01	-7.796E-01	 7.664E+00	 7.864E-01	 3.508E-01	 7.251E+00	 2.315E+00	 1.508E+00	-1.418E-02	 1.266E+00	 1.573E+00	 9.533E+00	 5.843E-01	 1.602E+00	 1.266E+00	-6.875E+00	 3.028E-01	 6.877E-02	 4.296E-01	 3.407E+00
    8.7000	 8.700E+00	 0.000E+00	 0.000E+00	 7.920E-01	-4.895E-01	 7.995E+00	 7.920E-01	 5.338E-02	 6.921E+00	 2.331E+00	 1.015E+00	-1.424E-02	 1.288E+00	 1.584E+00	 9.701E+00	 1.522E+00	 7.694E-01	 1.288E+00	-6.867E+00	 2.976E-01	 6.838E-02	 4.228E-01	 3.407E+00
    8.8000	 8.800E+00	 0.000E+00	 0.000E+00	 7.971E-01	-5.259E-02	 8.035E+00	 7.971E-01	-3.907E-01	 6.880E+00	 2.345E+00	 2.697E-01	-1.427E-02	 1.310E+00	 1.594E+00	 9.862E+00	 1.636E+00	-4.792E-01	 1.310E+00	-6.860E+00	 2.924E-01	 6.795E-02	 4.159E-01	 3.407E+00
    8.9000	 8.900E+00	 0.000E+00	 0.000E+00	 8.018E-01	 2.930E-01	 7.763E+00	 8.018E-01	-7.433E-01	 7.152E+00	 2.357E+00	-3.192E-01	-1.428E-02	 1.331E+00	 1.604E+00	 1.002E+01	 8.665E-01	-1.469E+00	 1.331E+00	-6.853E+00	 2.871E-01	 6.748E-02	 4.090E-01	 3.407E+00
    9.0000	 9.000E+00	 0.000E+00	 0.000E+00	 8.064E-01	 3.586E-01	 7.326E+00	 8.064E-01	-8.157E-01	 7.589E+00	 2.370E+00	-4.287E-01	-1.432E-02	 1.351E+00	 1.613E+00	 1.017E+01	-3.720E-01	-1.664E+00	 1.351E+00	-6.847E+00	 2.818E-01	 6.699E-02	 4.022E-01	 3.407E+00
    9.1000	 9.100E+00	 0.000E+00	 0.000E+00	 8.107E-01	 1.069E-01	 6.960E+00	 8.107E-01	-5.705E-01	 7.955E+00	 2.381E+00	 5.056E-03	-1.441E-02	 1.370E+00	 1.621E+00	 1.032E+01	-1.409E+00	-9.599E-01	 1.370E+00	-6.841E+00	 2.766E-01	 6.647E-02	 3.956E-01	 3.407E+00
    9.2000	 9.200E+00	 0.000E+00	 0.000E+00	 8.148E-01	-3.278E-01	 6.863E+00	 8.148E-01	-1.421E-01	 8.052E+00	 2.393E+00	 7.521E-01	-1.454E-02	 1.389E+00	 1.630E+00	 1.046E+01	-1.685E+00	 2.632E-01	 1.389E+00	-6.835E+00	 2.713E-01	 6.593E-02	 3.890E-01	 3.407E+00
    9.3000	 9.300E+00	 0.000E+00	 0.000E+00	 8.184E-01	-7.121E-01	 7.087E+00	 8.184E-01	 2.364E-01	 7.828E+00	 2.403E+00	 1.413E+00	-1.462E-02	 1.407E+00	 1.637E+00	 1.059E+01	-1.049E+00	 1.344E+00	 1.407E+00	-6.830E+00	 2.661E-01	 6.534E-02	 3.823E-01	 3.407E+00
    9.4000	 9.400E+00	 0.000E+00	 0.000E+00	 8.213E-01	-8.396E-01	 7.512E+00	 8.213E-01	 3.588E-01	 7.404E+00	 2.411E+00	 1.633E+00	-1.463E-02	 1.423E+00	 1.643E+00	 1.071E+01	 1.534E-01	 1.698E+00	 1.423E+00	-6.827E+00	 2.605E-01	 6.468E-02	 3.755E-01	 3.407E+00
    9.5000	 9.500E+00	 0.000E+00	 0.000E+00	 8.238E-01	-6.421E-01	 7.907E+00	 8.238E-01	 1.583E-01	 7.008E+00	 2.418E+00	 1.298E+00	-1.481E-02	 1.434E+00	 1.648E+00	 1.080E+01	 1.273E+00	 1.134E+00	 1.434E+00	-6.823E+00	 2.544E-01	 6.384E-02	 3.688E-01	 3.407E+00
    9.6000	 9.600E+00	 0.000E+00	 0.000E+00	 8.265E-01	-2.269E-01	 8.059E+00	 8.265E-01	-2.572E-01	 6.856E+00	 2.426E+00	 5.895E-01	-1.550E-02	 1.440E+00	 1.653E+00	 1.084E+01	 1.705E+00	-4.285E-02	 1.440E+00	-6.819E+00	 2.475E-01	 6.276E-02	 3.624E-01	 3.407E+00
    9.7000	 9.700E+00	 0.000E+00	 0.000E+00	 8.294E-01	 1.817E-01	 7.886E+00	 8.294E-01	-6.629E-01	 7.029E+00	 2.433E+00	-1.076E-01	-1.674E-02	 1.439E+00	 1.659E+00	 1.083E+01	 1.215E+00	-1.197E+00	 1.439E+00	-6.815E+00	 2.398E-01	 6.143E-02	 3.562E-01	 3.407E+00
    9.8000	 9.800E+00	 0.000E+00	 0.000E+00	 8.326E-01	 3.645E-01	 7.482E+00	 8.326E-01	-8.378E-01	 7.434E+00	 2.441E+00	-4.175E-01	-1.859E-02	 1.428E+00	 1.665E+00	 1.075E+01	 6.784E-02	-1.704E+00	 1.428E+00	-6.811E+00	 2.308E-01	 5.973E-02	 3.503E-01	 3.407E+00
    9.9000	 9.900E+00	 0.000E+00	 0.000E+00	 8.359E-01	 2.253E-01	 7.064E+00	 8.359E-01	-6.848E-01	 7.851E+00	 2.449E+00	-1.756E-01	-2.083E-02	 1.406E+00	 1.672E+00	 1.058E+01	-1.116E+00	-1.290E+00	 1.406E+00	-6.806E+00	 2.203E-01	 5.761E-02	 3.446E-01	 3.407E+00
   10.0000	 1.000E+01	 0.000E+00	 0.000E+00	 8.390E-01	-1.594E-01	 6.859E+00	 8.390E-01	-2.852E-01	 8.056E+00	 2.456E+00	 4.865E-01	-2.292E-02	 1.380E+00	 1.678E+00	 1.039E+01	-1.696E+00	-1.782E-01	 1.380E+00	-6.802E+00	 2.100E-01	 5.545E-02	 3.390E-01	 3.407E+00
   10.1000	 1.010E+01	 0.000E+00	 0.000E+00	 8.418E-01	-5.794E-01	 6.978E+00	 8.418E-01	 1.471E-01	 7.937E+00	 2.463E+00	 1.209E+00	-2.467E-02	 1.360E+00	 1.684E+00	 1.024E+01	-1.359E+00	 1.030E+00	 1.360E+00	-6.798E+00	 2.008E-01	 5.355E-02	 3.334E-01	 3.407E+00
   10.2000	 1.020E+01	 0.000E+00	 0.000E+00	 8.446E-01	-8.042E-01	 7.356E+00	 8.446E-01	 3.818E-01	 7.559E+00	 2.469E+00	 1.595E+00	-2.607E-02	 1.343E+00	 1.689E+00	 1.011E+01	-2.879E-01	 1.681E+00	 1.343E+00	-6.794E+00	 1.925E-01	 5.184E-02	 3.280E-01	 3.407E+00
   10.3000	 1.030E+01	 0.000E+00	 0.000E+00	 8.471E-01	-7.099E-01	 7.789E+00	 8.471E-01	 2.944E-01	 7.126E+00	 2.475E+00	 1.435E+00	-2.707E-02	 1.331E+00	 1.694E+00	 1.002E+01	 9.392E-01	 1.423E+00	 1.331E+00	-6.791E+00	 1.852E-01	 5.038E-02	 3.226E-01	 3.407E+00
   10.4000	 1.040E+01	 0.000E+00	 0.000E+00	 8.495E-01	-3.460E-01	 8.043E+00	 8.495E-01	-6.636E-02	 6.872E+00	 2.481E+00	 8.131E-01	-2.780E-02	 1.325E+00	 1.699E+00	 9.979E+00	 1.658E+00	 3.963E-01	 1.325E+00	-6.787E+00	 1.792E-01	 4.923E-02	 3.174E-01	 3.407E+00
   10.5000	 1.050E+01	 0.000E+00	 0.000E+00	 8.519E-01	 9.197E-02	 7.980E+00	 8.519E-01	-5.042E-01	 6.935E+00	 2.486E+00	 6.293E-02	-2.844E-02	 1.325E+00	 1.704E+00	 9.974E+00	 1.481E+00	-8.448E-01	 1.325E+00	-6.784E+00	 1.741E-01	 4.827E-02	 3.122E-01	 3.407E+00
   10.6000	 1.060E+01	 0.000E+00	 0.000E+00	 8.544E-01	 3.681E-01	 7.635E+00	 8.544E-01	-7.816E-01	 7.280E+00	 2.492E+00	-4.107E-01	-2.912E-02	 1.326E+00	 1.709E+00	 9.982E+00	 5.031E-01	-1.629E+00	 1.326E+00	-6.781E+00	 1.693E-01	 4.740E-02	 3.072E-01	 3.407E+00
   10.7000	 1.070E+01	 0.000E+00	 0.000E+00	 8.570E-01	 3.331E-01	 7.194E+00	 8.570E-01	-7.486E-01	 7.721E+00	 2.498E+00	-3.522E-01	-2.985E-02	 1.327E+00	 1.714E+00	 9.992E+00	-7.470E-01	-1.533E+00	 1.327E+00	-6.777E+00	 1.648E-01	 4.657E-02	 3.024E-01	 3.407E+00
   10.8000	 1.080E+01	 0.000E+00	 0.000E+00	 8.598E-01	 5.693E-03	 6.895E+00	 8.598E-01	-4.232E-01	 8.020E+00	 2.504E+00	 2.067E-01	-3.066E-02	 1.328E+00	 1.720E+00	 9.999E+00	-1.593E+00	-6.077E-01	 1.328E+00	-6.773E+00	 1.604E-01	 4.574E-02	 2.978E-01	 3.407E+00
   10.9000	 1.090E+01	 0.000E+00	 0.000E+00	 8.630E-01	-4.375E-01	 6.901E+00	 8.630E-01	 1.827E-02	 8.014E+00	 2.510E+00	 9.636E-01	-3.160E-02	 1.328E+00	 1.726E+00	 9.998E+00	-1.578E+00	 6.459E-01	 1.328E+00	-6.769E+00	 1.560E-01	 4.490E-02	 2.935E-01	 3.407E+00
   11.0000	 1.100E+01	 0.000E+00	 0.000E+00	 8.667E-01	-7.575E-01	 7.207E+00	 8.667E-01	 3.366E-01	 7.708E+00	 2.517E+00	 1.509E+00	-3.265E-02	 1.327E+00	 1.733E+00	 9.990E+00	-7.098E-01	 1.550E+00	 1.327E+00	-6.764E+00	 1.516E-01	 4.405E-02	 2.894E-01	 3.407E+00
   11.1000	 1.110E+01	 0.000E+00	 0.000E+00	 8.706E-01	-7.816E-01	 7.649E+00	 8.706E-01	 3.592E-01	 7.266E+00	 2.524E+00	 1.548E+00	-3.377E-02	 1.325E+00	 1.741E+00	 9.980E+00	 5.422E-01	 1.617E+00	 1.325E+00	-6.758E+00	 1.474E-01	 4.322E-02	 2.855E-01	 3.407E+00
   11.2000	 1.120E+01	 0.000E+00	 0.000E+00	 8.750E-01	-4.974E-01	 7.987E+00	 8.750E-01	 7.342E-02	 6.928E+00	 2.532E+00	 1.059E+00	-3.495E-02	 1.324E+00	 1.750E+00	 9.966E+00	 1.501E+00	 8.089E-01	 1.324E+00	-6.752E+00	 1.433E-01	 4.239E-02	 2.818E-01	 3.407E+00
   11.3000	 1.130E+01	 0.000E+00	 0.000E+00	 8.797E-01	-5.883E-02	 8.039E+00	 8.797E-01	-3.666E-01	 6.876E+00	 2.541E+00	 3.053E-01	-3.624E-02	 1.321E+00	 1.759E+00	 9.948E+00	 1.648E+00	-4.362E-01	 1.321E+00	-6.746E+00	 1.393E-01	 4.157E-02	 2.784E-01	 3.407E+00
   11.4000	 1.140E+01	 0.000E+00	 0.000E+00	 8.848E-01	 2.966E-01	 7.777E+00	 8.848E-01	-7.234E-01	 7.138E+00	 2.549E+00	-3.062E-01	-3.763E-02	 1.318E+00	 1.770E+00	 9.927E+00	 9.046E-01	-1.445E+00	 1.318E+00	-6.739E+00	 1.354E-01	 4.075E-02	 2.751E-01	 3.407E+00
   11.5000	 1.150E+01	 0.000E+00	 0.000E+00	 8.901E-01	 3.762E-01	 7.342E+00	 8.901E-01	-8.046E-01	 7.573E+00	 2.558E+00	-4.456E-01	-3.904E-02	 1.316E+00	 1.780E+00	 9.906E+00	-3.283E-01	-1.673E+00	 1.316E+00	-6.731E+00	 1.316E-01	 3.996E-02	 2.719E-01	 3.407E+00
   11.6000	 1.160E+01	 0.000E+00	 0.000E+00	 8.957E-01	 1.366E-01	 6.969E+00	 8.957E-01	-5.666E-01	 7.946E+00	 2.568E+00	-3.843E-02	-4.049E-02	 1.313E+00	 1.791E+00	 9.886E+00	-1.384E+00	-9.965E-01	 1.313E+00	-6.724E+00	 1.279E-01	 3.920E-02	 2.690E-01	 3.407E+00
   11.7000	 1.170E+01	 0.000E+00	 0.000E+00	 9.016E-01	-2.932E-01	 6.861E+00	 9.016E-01	-1.386E-01	 8.054E+00	 2.578E+00	 6.940E-01	-4.199E-02	 1.310E+00	 1.803E+00	 9.863E+00	-1.691E+00	 2.190E-01	 1.310E+00	-6.715E+00	 1.244E-01	 3.844E-02	 2.661E-01	 3.407E+00
   11.8000	 1.180E+01	 0.000E+00	 0.000E+00	 9.077E-01	-6.810E-01	 7.075E+00	 9.077E-01	 2.478E-01	 7.840E+00	 2.589E+00	 1.354E+00	-4.358E-02	 1.306E+00	 1.815E+00	 9.832E+00	-1.084E+00	 1.316E+00	 1.306E+00	-6.707E+00	 1.209E-01	 3.767E-02	 2.634E-01	 3.407E+00
